 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   8,   projectile: electron
 #  Kinetic energy = 2.28000E+02 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.24360E-08  9.24950E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  1.24360E-08  9.24950E-09  1.93819E-18  5.20686E-18
  1.250E-04  1.18994E-12  1.24360E-08  9.24950E-09  2.42274E-18  6.50858E-18
  1.500E-04  1.71346E-12  1.24360E-08  9.24950E-09  2.90729E-18  7.81030E-18
  1.750E-04  2.33225E-12  1.24360E-08  9.24950E-09  3.39184E-18  9.11201E-18
  2.000E-04  3.04617E-12  1.24360E-08  9.24950E-09  3.87639E-18  1.04137E-17
  2.250E-04  3.85530E-12  1.24360E-08  9.24950E-09  4.36094E-18  1.17154E-17
  2.500E-04  4.75964E-12  1.24360E-08  9.24950E-09  4.84548E-18  1.30172E-17
  2.750E-04  5.75917E-12  1.24360E-08  9.24950E-09  5.33003E-18  1.43189E-17
  3.000E-04  6.85391E-12  1.24360E-08  9.24950E-09  5.81458E-18  1.56206E-17
  3.250E-04  8.04379E-12  1.24360E-08  9.24950E-09  6.29913E-18  1.69223E-17
  3.500E-04  9.32893E-12  1.24360E-08  9.24950E-09  6.78368E-18  1.82240E-17
  3.750E-04  1.07092E-11  1.24360E-08  9.24950E-09  7.26823E-18  1.95257E-17
  4.000E-04  1.21847E-11  1.24360E-08  9.24950E-09  7.75278E-18  2.08275E-17
  4.250E-04  1.37554E-11  1.24360E-08  9.24950E-09  8.23732E-18  2.21292E-17
  4.500E-04  1.54213E-11  1.24360E-08  9.24950E-09  8.72187E-18  2.34309E-17
  4.750E-04  1.71823E-11  1.24360E-08  9.24950E-09  9.20642E-18  2.47326E-17
  5.000E-04  1.90386E-11  1.24360E-08  9.24950E-09  9.69097E-18  2.60343E-17
  5.250E-04  2.09900E-11  1.24360E-08  9.24950E-09  1.01755E-17  2.73360E-17
  5.500E-04  2.30367E-11  1.24360E-08  9.24950E-09  1.06601E-17  2.86378E-17
  5.750E-04  2.51785E-11  1.24360E-08  9.24950E-09  1.11446E-17  2.99395E-17
