

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 9.80000E+01 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -7.50385665E-02      0.00000000E+00
       1      1.54743717E+00      1.54846444E+00
       2      7.03663650E-01      7.03848347E-01
       3      3.22998400E-01      3.23060017E-01
       4      1.51262538E-01      1.51287841E-01
       5      7.24102497E-02      7.24215795E-02
       6      3.52819290E-02      3.52872380E-02
       7      1.74243440E-02      1.74268999E-02
       8      8.69565286E-03      8.69690517E-03
       9      4.37619055E-03      4.37681187E-03
      10      2.21772668E-03      2.21803791E-03
      11      1.13047959E-03      1.13063670E-03
      12      5.79133246E-04      5.79213067E-04
      13      2.97942845E-04      2.97983622E-04
      14      1.53831862E-04      1.53852790E-04
      15      7.96659771E-05      7.96767604E-05
      16      4.13615680E-05      4.13671428E-05
      17      2.15193954E-05      2.15222857E-05
      18      1.12152393E-05      1.12167413E-05
      19      5.85317797E-06      5.85396005E-06
      20      3.05815538E-06      3.05856324E-06
      21      1.59922782E-06      1.59944079E-06
      22      8.36871232E-07      8.36982552E-07
      23      4.38160244E-07      4.38218478E-07
      24      2.29495422E-07      2.29525905E-07
      25      1.20235585E-07      1.20251549E-07
      26      6.30041719E-08      6.30125305E-08
      27      3.30179017E-08      3.30222822E-08
      28      1.73040763E-08      1.73063730E-08
      29      9.06867920E-09      9.06988670E-09
      30      4.75243079E-09      4.75306070E-09
      31      2.49025300E-09      2.49058435E-09
      32      1.30475231E-09      1.30492531E-09
      33      6.83548805E-10      6.83640495E-10
      34      3.58046096E-10      3.58093416E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.78043E-16  0.000E+00  1.530E-08  1.200E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.78043E-16  2.436E-10  1.530E-08  1.200E-08  2.315E-19  3.192E-18  1.00E-07
  1.250E-04 3.78043E-16  3.045E-10  1.530E-08  1.200E-08  2.894E-19  3.990E-18  1.00E-07
  1.500E-04 3.78043E-16  3.654E-10  1.530E-08  1.200E-08  3.472E-19  4.788E-18  1.00E-07
  1.750E-04 3.78043E-16  4.263E-10  1.530E-08  1.200E-08  4.051E-19  5.586E-18  1.00E-07
  2.000E-04 3.78043E-16  4.873E-10  1.530E-08  1.200E-08  4.630E-19  6.384E-18  1.00E-07
  2.250E-04 3.78043E-16  5.482E-10  1.530E-08  1.200E-08  5.208E-19  7.182E-18  1.00E-07
  2.500E-04 3.78043E-16  6.091E-10  1.530E-08  1.200E-08  5.787E-19  7.980E-18  1.00E-07
  2.750E-04 3.78043E-16  6.700E-10  1.530E-08  1.200E-08  6.366E-19  8.778E-18  1.00E-07
  3.000E-04 3.78043E-16  7.309E-10  1.530E-08  1.200E-08  6.945E-19  9.576E-18  1.00E-07
  3.250E-04 3.78043E-16  7.918E-10  1.530E-08  1.200E-08  7.523E-19  1.037E-17  1.00E-07
  3.500E-04 3.78043E-16  8.527E-10  1.530E-08  1.200E-08  8.102E-19  1.117E-17  1.00E-07
  3.750E-04 3.78043E-16  9.136E-10  1.530E-08  1.200E-08  8.681E-19  1.197E-17  1.00E-07
  4.000E-04 3.78043E-16  9.745E-10  1.530E-08  1.200E-08  9.259E-19  1.277E-17  1.00E-07
  4.250E-04 3.78043E-16  1.035E-09  1.530E-08  1.200E-08  9.838E-19  1.357E-17  1.00E-07
  4.500E-04 3.78043E-16  1.096E-09  1.530E-08  1.200E-08  1.042E-18  1.436E-17  1.00E-07
