

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.52000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.59634529E-01      0.00000000E+00
       1      2.65185418E-01      2.65261541E-01
       2      1.40445316E-01      1.40475424E-01
       3      7.71545191E-02      7.71694712E-02
       4      4.30929354E-02      4.31009183E-02
       5      2.42741235E-02      2.42785208E-02
       6      1.37353337E-02      1.37377937E-02
       7      7.78995808E-03      7.79134532E-03
       8      4.42256655E-03      4.42335213E-03
       9      2.51146353E-03      2.51190931E-03
      10      1.42592689E-03      1.42618006E-03
      11      8.09230547E-04      8.09374342E-04
      12      4.58975190E-04      4.59056840E-04
      13      2.60145654E-04      2.60191993E-04
      14      1.47347230E-04      1.47373511E-04
      15      8.33997188E-05      8.34146142E-05
      16      4.71726654E-05      4.71811017E-05
      17      2.66642481E-05      2.66690227E-05
      18      1.50623682E-05      1.50650686E-05
      19      8.50344612E-06      8.50497238E-06
      20      4.79785839E-06      4.79872049E-06
      21      2.70559881E-06      2.70608548E-06
      22      1.52494862E-06      1.52522318E-06
      23      8.59081841E-07      8.59236658E-07
      24      4.83740507E-07      4.83827763E-07
      25      2.72269798E-07      2.72318954E-07
      26      1.53181095E-07      1.53208772E-07
      27      8.61466887E-08      8.61622690E-08
      28      4.84293723E-08      4.84381333E-08
      29      2.72159590E-08      2.72208852E-08
      30      1.52893524E-08      1.52921203E-08
      31      8.58641986E-09      8.58797568E-09
      32      4.82061792E-09      4.82149059E-09
      33      2.70559679E-09      2.70608440E-09
      34      1.51804733E-09      1.51831938E-09
      35      8.51488453E-10      8.51643315E-10
      36      4.77515008E-10      4.77599414E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.33780E-17  0.000E+00  5.684E-09  1.036E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.33780E-17 -1.272E-11  5.684E-09  1.036E-09  1.567E-18  2.483E-19  1.00E-07
  1.250E-04 3.33780E-17 -1.590E-11  5.684E-09  1.036E-09  1.958E-18  3.103E-19  1.00E-07
  1.500E-04 3.33780E-17 -1.908E-11  5.684E-09  1.036E-09  2.350E-18  3.724E-19  1.00E-07
  1.750E-04 3.33780E-17 -2.226E-11  5.684E-09  1.036E-09  2.741E-18  4.345E-19  1.00E-07
  2.000E-04 3.33780E-17 -2.544E-11  5.684E-09  1.036E-09  3.133E-18  4.965E-19  1.00E-07
  2.250E-04 3.33780E-17 -2.862E-11  5.684E-09  1.036E-09  3.525E-18  5.586E-19  1.00E-07
  2.500E-04 3.33780E-17 -3.180E-11  5.684E-09  1.036E-09  3.916E-18  6.207E-19  1.00E-07
  2.750E-04 3.33780E-17 -3.498E-11  5.684E-09  1.036E-09  4.308E-18  6.828E-19  1.00E-07
  3.000E-04 3.33780E-17 -3.816E-11  5.684E-09  1.036E-09  4.700E-18  7.448E-19  1.00E-07
  3.250E-04 3.33780E-17 -4.134E-11  5.684E-09  1.036E-09  5.091E-18  8.069E-19  1.00E-07
  3.500E-04 3.33780E-17 -4.452E-11  5.684E-09  1.036E-09  5.483E-18  8.690E-19  1.00E-07
  3.750E-04 3.33780E-17 -4.770E-11  5.684E-09  1.036E-09  5.875E-18  9.310E-19  1.00E-07
  4.000E-04 3.33780E-17 -5.088E-11  5.684E-09  1.036E-09  6.266E-18  9.931E-19  1.00E-07
  4.250E-04 3.33780E-17 -5.406E-11  5.684E-09  1.036E-09  6.658E-18  1.055E-18  1.00E-07
