  8.500E+00 1.96918E-16  3.842E-05  1.114E-08  8.538E-09  2.885E-13  5.609E-13  1.00E-07
  8.600E+00 1.95787E-16  3.899E-05  1.109E-08  8.530E-09  2.899E-13  5.670E-13  1.00E-07
  8.700E+00 1.94653E-16  3.957E-05  1.105E-08  8.521E-09  2.911E-13  5.732E-13  1.00E-07
  8.800E+00 1.93514E-16  4.015E-05  1.100E-08  8.512E-09  2.924E-13  5.793E-13  1.00E-07
  8.900E+00 1.92372E-16  4.074E-05  1.096E-08  8.503E-09  2.935E-13  5.854E-13  1.00E-07
  9.000E+00 1.91225E-16  4.133E-05  1.091E-08  8.494E-09  2.946E-13  5.915E-13  1.00E-07
  9.100E+00 1.90076E-16  4.193E-05  1.087E-08  8.485E-09  2.956E-13  5.975E-13  1.00E-07
  9.200E+00 1.88923E-16  4.253E-05  1.082E-08  8.476E-09  2.966E-13  6.036E-13  1.00E-07
  9.300E+00 1.87767E-16  4.313E-05  1.077E-08  8.467E-09  2.975E-13  6.096E-13  1.00E-07
  9.400E+00 1.86608E-16  4.374E-05  1.073E-08  8.458E-09  2.983E-13  6.157E-13  1.00E-07
  9.500E+00 1.85447E-16  4.436E-05  1.068E-08  8.448E-09  2.991E-13  6.217E-13  1.00E-07
  9.600E+00 1.84283E-16  4.498E-05  1.063E-08  8.439E-09  2.998E-13  6.276E-13  1.00E-07
  9.700E+00 1.83117E-16  4.560E-05  1.059E-08  8.429E-09  3.004E-13  6.336E-13  1.00E-07
  9.800E+00 1.81950E-16  4.623E-05  1.054E-08  8.420E-09  3.010E-13  6.396E-13  1.00E-07
  9.900E+00 1.80780E-16  4.687E-05  1.049E-08  8.410E-09  3.015E-13  6.455E-13  1.00E-07
  1.000E+01 1.79609E-16  4.751E-05  1.044E-08  8.400E-09  3.019E-13  6.514E-13  1.00E-07
  1.025E+01 1.76675E-16  4.913E-05  1.032E-08  8.375E-09  3.027E-13  6.662E-13  1.00E-07
  1.050E+01 1.73736E-16  5.078E-05  1.020E-08  8.350E-09  3.032E-13  6.808E-13  1.00E-07
  1.075E+01 1.70794E-16  5.247E-05  1.007E-08  8.324E-09  3.032E-13  6.953E-13  1.00E-07
  1.100E+01 1.67852E-16  5.420E-05  9.950E-09  8.298E-09  3.028E-13  7.097E-13  1.00E-07
  1.125E+01 1.64913E-16  5.596E-05  9.824E-09  8.271E-09  3.020E-13  7.239E-13  1.00E-07
  1.150E+01 1.61979E-16  5.776E-05  9.697E-09  8.243E-09  3.008E-13  7.381E-13  1.00E-07
  1.175E+01 1.59054E-16  5.959E-05  9.569E-09  8.215E-09  2.992E-13  7.521E-13  1.00E-07
  1.200E+01 1.56139E-16  6.146E-05  9.440E-09  8.187E-09  2.972E-13  7.660E-13  1.00E-07
  1.225E+01 1.53237E-16  6.338E-05  9.310E-09  8.158E-09  2.948E-13  7.798E-13  1.00E-07
  1.250E+01 1.50350E-16  6.533E-05  9.180E-09  8.129E-09  2.919E-13  7.935E-13  1.00E-07
  1.275E+01 1.47480E-16  6.733E-05  9.049E-09  8.099E-09  2.887E-13  8.070E-13  1.00E-07
  1.300E+01 1.44629E-16  6.936E-05  8.918E-09  8.068E-09  2.851E-13  8.204E-13  1.00E-07
  1.325E+01 1.41799E-16  7.144E-05  8.786E-09  8.037E-09  2.812E-13  8.337E-13  1.00E-07
  1.350E+01 1.38992E-16  7.357E-05  8.654E-09  8.006E-09  2.768E-13  8.468E-13  1.00E-07
  1.375E+01 1.36210E-16  7.573E-05  8.522E-09  7.974E-09  2.720E-13  8.598E-13  1.00E-07
  1.400E+01 1.33453E-16  7.795E-05  8.389E-09  7.942E-09  2.669E-13  8.727E-13  1.00E-07
  1.425E+01 1.30725E-16  8.021E-05  8.256E-09  7.910E-09  2.614E-13  8.854E-13  1.00E-07
  1.450E+01 1.28025E-16  8.252E-05  8.123E-09  7.877E-09  2.555E-13  8.980E-13  1.00E-07
  1.475E+01 1.25356E-16  8.487E-05  7.990E-09  7.843E-09  2.492E-13  9.104E-13  1.00E-07
  1.500E+01 1.22718E-16  8.728E-05  7.857E-09  7.809E-09  2.426E-13  9.227E-13  1.00E-07
  1.525E+01 1.20113E-16  8.973E-05  7.724E-09  7.775E-09  2.357E-13  9.349E-13  1.00E-07
  1.550E+01 1.17541E-16  9.224E-05  7.592E-09  7.740E-09  2.284E-13  9.469E-13  1.00E-07
  1.575E+01 1.15004E-16  9.480E-05  7.459E-09  7.705E-09  2.207E-13  9.588E-13  1.00E-07
  1.600E+01 1.12503E-16  9.741E-05  7.327E-09  7.670E-09  2.127E-13  9.705E-13  1.00E-07
  1.625E+01 1.10037E-16  1.001E-04  7.195E-09  7.634E-09  2.043E-13  9.821E-13  1.00E-07
  1.650E+01 1.07608E-16  1.028E-04  7.063E-09  7.597E-09  1.957E-13  9.935E-13  1.00E-07
  1.675E+01 1.05217E-16  1.056E-04  6.932E-09  7.561E-09  1.867E-13  1.005E-12  1.00E-07
  1.700E+01 1.02864E-16  1.084E-04  6.801E-09  7.524E-09  1.774E-13  1.016E-12  1.00E-07
  1.725E+01 1.00549E-16  1.113E-04  6.671E-09  7.487E-09  1.677E-13  1.027E-12  1.00E-07
  1.750E+01 9.82722E-17  1.142E-04  6.541E-09  7.449E-09  1.578E-13  1.038E-12  1.00E-07
  1.775E+01 9.60348E-17  1.172E-04  6.412E-09  7.411E-09  1.476E-13  1.048E-12  1.00E-07
  1.800E+01 9.38365E-17  1.203E-04  6.283E-09  7.373E-09  1.371E-13  1.059E-12  1.00E-07
  1.825E+01 9.16777E-17  1.234E-04  6.156E-09  7.334E-09  1.263E-13  1.069E-12  1.00E-07
  1.850E+01 8.95584E-17  1.265E-04  6.028E-09  7.295E-09  1.152E-13  1.079E-12  1.00E-07
  1.875E+01 8.74787E-17  1.298E-04  5.902E-09  7.256E-09  1.038E-13  1.089E-12  1.00E-07
  1.900E+01 8.54386E-17  1.331E-04  5.776E-09  7.216E-09  9.217E-14  1.099E-12  1.00E-07
  1.925E+01 8.34380E-17  1.364E-04  5.652E-09  7.176E-09  8.028E-14  1.109E-12  1.00E-07
  1.950E+01 8.14768E-17  1.398E-04  5.528E-09  7.136E-09  6.813E-14  1.118E-12  1.00E-07
  1.975E+01 7.95550E-17  1.433E-04  5.404E-09  7.096E-09  5.573E-14  1.128E-12  1.00E-07
  2.000E+01 7.76723E-17  1.468E-04  5.282E-09  7.055E-09  4.309E-14  1.137E-12  1.00E-07
  2.025E+01 7.58285E-17  1.504E-04  5.161E-09  7.014E-09  3.022E-14  1.146E-12  1.00E-07
  2.050E+01 7.40234E-17  1.541E-04  5.040E-09  6.973E-09  1.711E-14  1.155E-12  1.00E-07
  2.075E+01 7.22566E-17  1.578E-04  4.921E-09  6.931E-09  3.784E-15  1.164E-12  1.00E-07
  2.100E+01 7.05279E-17  1.616E-04  4.803E-09  6.889E-09 -9.761E-15  1.172E-12  1.00E-07
  2.125E+01 6.88370E-17  1.654E-04  4.685E-09  6.847E-09 -2.352E-14  1.181E-12  1.00E-07
  2.150E+01 6.71833E-17  1.693E-04  4.569E-09  6.805E-09 -3.748E-14  1.189E-12  1.00E-07
  2.175E+01 6.55666E-17  1.732E-04  4.453E-09  6.763E-09 -5.163E-14  1.197E-12  1.00E-07
  2.200E+01 6.39864E-17  1.773E-04  4.339E-09  6.720E-09 -6.598E-14  1.205E-12  1.00E-07
  2.225E+01 6.24423E-17  1.813E-04  4.226E-09  6.677E-09 -8.052E-14  1.213E-12  1.00E-07
  2.250E+01 6.09338E-17  1.855E-04  4.114E-09  6.634E-09 -9.523E-14  1.220E-12  1.00E-07
  2.275E+01 5.94604E-17  1.897E-04  4.003E-09  6.591E-09 -1.101E-13  1.228E-12  1.00E-07
  2.300E+01 5.80216E-17  1.939E-04  3.893E-09  6.547E-09 -1.252E-13  1.235E-12  1.00E-07
  2.325E+01 5.66169E-17  1.982E-04  3.784E-09  6.504E-09 -1.404E-13  1.242E-12  1.00E-07
  2.350E+01 5.52459E-17  2.026E-04  3.676E-09  6.460E-09 -1.558E-13  1.249E-12  1.00E-07
  2.375E+01 5.39078E-17  2.070E-04  3.570E-09  6.416E-09 -1.713E-13  1.255E-12  1.00E-07
  2.400E+01 5.26023E-17  2.115E-04  3.464E-09  6.372E-09 -1.869E-13  1.262E-12  1.00E-07
  2.425E+01 5.13287E-17  2.161E-04  3.360E-09  6.328E-09 -2.027E-13  1.268E-12  1.00E-07
  2.450E+01 5.00866E-17  2.206E-04  3.257E-09  6.283E-09 -2.187E-13  1.275E-12  1.00E-07
  2.475E+01 4.88752E-17  2.253E-04  3.155E-09  6.239E-09 -2.347E-13  1.281E-12  1.00E-07
  2.500E+01 4.76942E-17  2.300E-04  3.055E-09  6.194E-09 -2.509E-13  1.287E-12  1.00E-07
  2.550E+01 4.54206E-17  2.395E-04  2.857E-09  6.104E-09 -2.836E-13  1.298E-12  1.00E-07
  2.600E+01 4.32612E-17  2.492E-04  2.664E-09  6.014E-09 -3.167E-13  1.309E-12  1.00E-07
  2.650E+01 4.12115E-17  2.591E-04  2.475E-09  5.923E-09 -3.502E-13  1.319E-12  1.00E-07
  2.700E+01 3.92668E-17  2.691E-04  2.292E-09  5.832E-09 -3.841E-13  1.328E-12  1.00E-07
  2.750E+01 3.74226E-17  2.793E-04  2.113E-09  5.741E-09 -4.182E-13  1.337E-12  1.00E-07
  2.800E+01 3.56745E-17  2.895E-04  1.939E-09  5.649E-09 -4.526E-13  1.345E-12  1.00E-07
  2.850E+01 3.40181E-17  2.999E-04  1.770E-09  5.558E-09 -4.872E-13  1.352E-12  1.00E-07
  2.900E+01 3.24492E-17  3.103E-04  1.605E-09  5.466E-09 -5.220E-13  1.359E-12  1.00E-07
  2.950E+01 3.09636E-17  3.208E-04  1.445E-09  5.373E-09 -5.570E-13  1.365E-12  1.00E-07
  3.000E+01 2.95572E-17  3.312E-04  1.290E-09  5.281E-09 -5.921E-13  1.371E-12  1.00E-07
  3.050E+01 2.82261E-17  3.417E-04  1.139E-09  5.189E-09 -6.273E-13  1.375E-12  1.00E-07
  3.100E+01 2.69665E-17  3.521E-04  9.933E-10  5.097E-09 -6.625E-13  1.380E-12  1.00E-07
  3.150E+01 2.57748E-17  3.624E-04  8.516E-10  5.005E-09 -6.978E-13  1.383E-12  1.00E-07
  3.200E+01 2.46474E-17  3.726E-04  7.143E-10  4.913E-09 -7.331E-13  1.386E-12  1.00E-07
  3.250E+01 2.35809E-17  3.826E-04  5.814E-10  4.821E-09 -7.683E-13  1.389E-12  1.00E-07
  3.300E+01 2.25722E-17  3.925E-04  4.528E-10  4.729E-09 -8.035E-13  1.391E-12  1.00E-07
  3.350E+01 2.16181E-17  4.021E-04  3.284E-10  4.638E-09 -8.387E-13  1.392E-12  1.00E-07
  3.400E+01 2.07157E-17  4.115E-04  2.081E-10  4.547E-09 -8.737E-13  1.393E-12  1.00E-07
  3.450E+01 1.98620E-17  4.206E-04  9.191E-11  4.456E-09 -9.086E-13  1.393E-12  1.00E-07
  3.500E+01 1.90545E-17  4.293E-04 -2.027E-11  4.365E-09 -9.434E-13  1.392E-12  1.00E-07
  3.550E+01 1.82905E-17  4.376E-04 -1.285E-10  4.275E-09 -9.780E-13  1.391E-12  1.00E-07
  3.600E+01 1.75676E-17  4.455E-04 -2.329E-10  4.185E-09 -1.012E-12  1.390E-12  1.00E-07
  3.650E+01 1.68835E-17  4.530E-04 -3.335E-10  4.095E-09 -1.047E-12  1.388E-12  1.00E-07
  3.700E+01 1.62360E-17  4.599E-04 -4.304E-10  4.006E-09 -1.081E-12  1.385E-12  1.00E-07
  3.750E+01 1.56230E-17  4.663E-04 -5.237E-10  3.918E-09 -1.115E-12  1.382E-12  1.00E-07
  3.800E+01 1.50425E-17  4.721E-04 -6.135E-10  3.830E-09 -1.148E-12  1.379E-12  1.00E-07
  3.850E+01 1.44927E-17  4.774E-04 -6.997E-10  3.742E-09 -1.181E-12  1.375E-12  1.00E-07
  3.900E+01 1.39717E-17  4.819E-04 -7.826E-10  3.655E-09 -1.214E-12  1.370E-12  1.00E-07
  3.950E+01 1.34780E-17  4.858E-04 -8.621E-10  3.569E-09 -1.247E-12  1.365E-12  1.00E-07
  4.000E+01 1.30099E-17  4.889E-04 -9.384E-10  3.483E-09 -1.280E-12  1.360E-12  1.00E-07
  4.050E+01 1.25660E-17  4.913E-04 -1.012E-09  3.397E-09 -1.312E-12  1.354E-12  1.00E-07
  4.100E+01 1.21448E-17  4.929E-04 -1.082E-09  3.313E-09 -1.344E-12  1.348E-12  1.00E-07
  4.150E+01 1.17450E-17  4.937E-04 -1.149E-09  3.229E-09 -1.375E-12  1.341E-12  1.00E-07
  4.200E+01 1.13654E-17  4.937E-04 -1.213E-09  3.146E-09 -1.406E-12  1.334E-12  1.00E-07
  4.250E+01 1.10049E-17  4.928E-04 -1.274E-09  3.063E-09 -1.437E-12  1.326E-12  1.00E-07
  4.300E+01 1.06622E-17  4.911E-04 -1.332E-09  2.981E-09 -1.467E-12  1.318E-12  1.00E-07
  4.350E+01 1.03364E-17  4.884E-04 -1.388E-09  2.900E-09 -1.497E-12  1.309E-12  1.00E-07
  4.400E+01 1.00265E-17  4.848E-04 -1.441E-09  2.820E-09 -1.527E-12  1.301E-12  1.00E-07
  4.450E+01 9.73159E-18  4.803E-04 -1.492E-09  2.740E-09 -1.556E-12  1.292E-12  1.00E-07
  4.500E+01 9.45078E-18  4.749E-04 -1.539E-09  2.661E-09 -1.585E-12  1.282E-12  1.00E-07
  4.550E+01 9.18326E-18  4.685E-04 -1.585E-09  2.583E-09 -1.613E-12  1.272E-12  1.00E-07
  4.600E+01 8.92828E-18  4.611E-04 -1.628E-09  2.506E-09 -1.641E-12  1.262E-12  1.00E-07
  4.650E+01 8.68512E-18  4.527E-04 -1.669E-09  2.429E-09 -1.669E-12  1.251E-12  1.00E-07
  4.700E+01 8.45312E-18  4.434E-04 -1.707E-09  2.353E-09 -1.696E-12  1.240E-12  1.00E-07
  4.750E+01 8.23163E-18  4.331E-04 -1.744E-09  2.278E-09 -1.723E-12  1.229E-12  1.00E-07
  4.800E+01 8.02008E-18  4.218E-04 -1.778E-09  2.204E-09 -1.749E-12  1.218E-12  1.00E-07
  4.850E+01 7.81790E-18  4.096E-04 -1.810E-09  2.131E-09 -1.775E-12  1.206E-12  1.00E-07
  4.900E+01 7.62457E-18  3.963E-04 -1.840E-09  2.059E-09 -1.801E-12  1.194E-12  1.00E-07
  4.950E+01 7.43960E-18  3.821E-04 -1.868E-09  1.987E-09 -1.826E-12  1.182E-12  1.00E-07
  5.000E+01 7.26254E-18  3.669E-04 -1.894E-09  1.917E-09 -1.851E-12  1.169E-12  1.00E-07
  5.050E+01 7.09296E-18  3.508E-04 -1.919E-09  1.847E-09 -1.875E-12  1.156E-12  1.00E-07
  5.100E+01 6.93044E-18  3.337E-04 -1.941E-09  1.778E-09 -1.899E-12  1.143E-12  1.00E-07
  5.150E+01 6.77461E-18  3.157E-04 -1.962E-09  1.710E-09 -1.922E-12  1.130E-12  1.00E-07
  5.200E+01 6.62512E-18  2.968E-04 -1.981E-09  1.643E-09 -1.945E-12  1.116E-12  1.00E-07
  5.250E+01 6.48162E-18  2.769E-04 -1.999E-09  1.577E-09 -1.967E-12  1.103E-12  1.00E-07
  5.300E+01 6.34382E-18  2.562E-04 -2.015E-09  1.511E-09 -1.989E-12  1.089E-12  1.00E-07
  5.350E+01 6.21140E-18  2.346E-04 -2.029E-09  1.447E-09 -2.011E-12  1.075E-12  1.00E-07
  5.400E+01 6.08410E-18  2.121E-04 -2.042E-09  1.383E-09 -2.032E-12  1.060E-12  1.00E-07
  5.450E+01 5.96165E-18  1.887E-04 -2.054E-09  1.320E-09 -2.052E-12  1.046E-12  1.00E-07
  5.500E+01 5.84382E-18  1.645E-04 -2.064E-09  1.259E-09 -2.072E-12  1.031E-12  1.00E-07
  5.550E+01 5.73036E-18  1.395E-04 -2.073E-09  1.198E-09 -2.092E-12  1.016E-12  1.00E-07
  5.600E+01 5.62108E-18  1.137E-04 -2.080E-09  1.138E-09 -2.111E-12  1.001E-12  1.00E-07
  5.650E+01 5.51576E-18  8.716E-05 -2.086E-09  1.078E-09 -2.130E-12  9.860E-13  1.00E-07
  5.700E+01 5.41421E-18  5.984E-05 -2.091E-09  1.020E-09 -2.149E-12  9.708E-13  1.00E-07
  5.750E+01 5.31625E-18  3.178E-05 -2.095E-09  9.628E-10 -2.167E-12  9.554E-13  1.00E-07
  5.800E+01 5.22173E-18  3.014E-06 -2.098E-09  9.062E-10 -2.184E-12  9.398E-13  1.00E-07
  5.850E+01 5.13047E-18 -2.644E-05 -2.099E-09  8.506E-10 -2.201E-12  9.242E-13  1.00E-07
  5.900E+01 5.04232E-18 -5.656E-05 -2.100E-09  7.958E-10 -2.218E-12  9.085E-13  1.00E-07
  5.950E+01 4.95716E-18 -8.733E-05 -2.099E-09  7.419E-10 -2.234E-12  8.926E-13  1.00E-07
  6.000E+01 4.87484E-18 -1.187E-04 -2.098E-09  6.889E-10 -2.250E-12  8.767E-13  1.00E-07
  6.050E+01 4.79524E-18 -1.507E-04 -2.095E-09  6.367E-10 -2.265E-12  8.607E-13  1.00E-07
  6.100E+01 4.71823E-18 -1.833E-04 -2.092E-09  5.853E-10 -2.280E-12  8.447E-13  1.00E-07
  6.150E+01 4.64372E-18 -2.164E-04 -2.087E-09  5.349E-10 -2.294E-12  8.285E-13  1.00E-07
  6.200E+01 4.57160E-18 -2.500E-04 -2.082E-09  4.852E-10 -2.308E-12  8.123E-13  1.00E-07
  6.250E+01 4.50176E-18 -2.841E-04 -2.076E-09  4.365E-10 -2.322E-12  7.961E-13  1.00E-07
  6.300E+01 4.43411E-18 -3.187E-04 -2.070E-09  3.885E-10 -2.335E-12  7.798E-13  1.00E-07
  6.350E+01 4.36857E-18 -3.537E-04 -2.062E-09  3.414E-10 -2.348E-12  7.634E-13  1.00E-07
  6.400E+01 4.30504E-18 -3.892E-04 -2.054E-09  2.951E-10 -2.360E-12  7.471E-13  1.00E-07
  6.450E+01 4.24345E-18 -4.251E-04 -2.045E-09  2.496E-10 -2.372E-12  7.307E-13  1.00E-07
  6.500E+01 4.18373E-18 -4.613E-04 -2.035E-09  2.050E-10 -2.384E-12  7.143E-13  1.00E-07
  6.550E+01 4.12580E-18 -4.979E-04 -2.025E-09  1.611E-10 -2.395E-12  6.978E-13  1.00E-07
  6.600E+01 4.06959E-18 -5.348E-04 -2.014E-09  1.181E-10 -2.405E-12  6.814E-13  1.00E-07
  6.650E+01 4.01505E-18 -5.720E-04 -2.002E-09  7.584E-11 -2.416E-12  6.649E-13  1.00E-07
  6.700E+01 3.96210E-18 -6.094E-04 -1.990E-09  3.437E-11 -2.425E-12  6.485E-13  1.00E-07
  6.750E+01 3.91070E-18 -6.471E-04 -1.978E-09 -6.319E-12 -2.435E-12  6.321E-13  1.00E-07
  6.800E+01 3.86078E-18 -6.850E-04 -1.964E-09 -4.624E-11 -2.444E-12  6.157E-13  1.00E-07
  6.850E+01 3.81230E-18 -7.231E-04 -1.951E-09 -8.539E-11 -2.453E-12  5.993E-13  1.00E-07
  6.900E+01 3.76520E-18 -7.614E-04 -1.936E-09 -1.238E-10 -2.461E-12  5.829E-13  1.00E-07
  6.950E+01 3.71943E-18 -7.998E-04 -1.922E-09 -1.614E-10 -2.469E-12  5.666E-13  1.00E-07
  7.000E+01 3.67496E-18 -8.383E-04 -1.907E-09 -1.983E-10 -2.476E-12  5.503E-13  1.00E-07
  7.050E+01 3.63173E-18 -8.769E-04 -1.891E-09 -2.345E-10 -2.484E-12  5.340E-13  1.00E-07
  7.100E+01 3.58971E-18 -9.155E-04 -1.875E-09 -2.699E-10 -2.490E-12  5.178E-13  1.00E-07
  7.150E+01 3.54885E-18 -9.542E-04 -1.859E-09 -3.047E-10 -2.497E-12  5.016E-13  1.00E-07
  7.200E+01 3.50912E-18 -9.929E-04 -1.842E-09 -3.387E-10 -2.503E-12  4.855E-13  1.00E-07
  7.250E+01 3.47049E-18 -1.032E-03 -1.825E-09 -3.720E-10 -2.509E-12  4.695E-13  1.00E-07
  7.300E+01 3.43291E-18 -1.070E-03 -1.808E-09 -4.046E-10 -2.514E-12  4.535E-13  1.00E-07
  7.350E+01 3.39636E-18 -1.109E-03 -1.790E-09 -4.365E-10 -2.519E-12  4.375E-13  1.00E-07
  7.400E+01 3.36080E-18 -1.147E-03 -1.773E-09 -4.678E-10 -2.523E-12  4.217E-13  1.00E-07
  7.450E+01 3.32620E-18 -1.186E-03 -1.754E-09 -4.984E-10 -2.528E-12  4.059E-13  1.00E-07
  7.500E+01 3.29254E-18 -1.224E-03 -1.736E-09 -5.283E-10 -2.532E-12  3.902E-13  1.00E-07
  7.550E+01 3.25978E-18 -1.262E-03 -1.717E-09 -5.576E-10 -2.535E-12  3.746E-13  1.00E-07
  7.600E+01 3.22789E-18 -1.300E-03 -1.698E-09 -5.862E-10 -2.538E-12  3.591E-13  1.00E-07
  7.650E+01 3.19686E-18 -1.338E-03 -1.679E-09 -6.142E-10 -2.541E-12  3.436E-13  1.00E-07
  7.700E+01 3.16666E-18 -1.375E-03 -1.660E-09 -6.415E-10 -2.544E-12  3.283E-13  1.00E-07
  7.750E+01 3.13726E-18 -1.412E-03 -1.640E-09 -6.683E-10 -2.546E-12  3.131E-13  1.00E-07
  7.800E+01 3.10864E-18 -1.449E-03 -1.621E-09 -6.944E-10 -2.548E-12  2.979E-13  1.00E-07
  7.850E+01 3.08078E-18 -1.486E-03 -1.601E-09 -7.200E-10 -2.550E-12  2.829E-13  1.00E-07
  7.900E+01 3.05365E-18 -1.522E-03 -1.581E-09 -7.449E-10 -2.551E-12  2.679E-13  1.00E-07
  7.950E+01 3.02724E-18 -1.558E-03 -1.561E-09 -7.692E-10 -2.552E-12  2.531E-13  1.00E-07
  8.000E+01 3.00153E-18 -1.594E-03 -1.540E-09 -7.930E-10 -2.553E-12  2.384E-13  1.00E-07
  8.050E+01 2.97649E-18 -1.629E-03 -1.520E-09 -8.162E-10 -2.553E-12  2.238E-13  1.00E-07
  8.100E+01 2.95211E-18 -1.664E-03 -1.499E-09 -8.389E-10 -2.553E-12  2.093E-13  1.00E-07
  8.150E+01 2.92837E-18 -1.698E-03 -1.479E-09 -8.610E-10 -2.553E-12  1.950E-13  1.00E-07
  8.200E+01 2.90525E-18 -1.732E-03 -1.458E-09 -8.825E-10 -2.553E-12  1.807E-13  1.00E-07
  8.250E+01 2.88274E-18 -1.766E-03 -1.437E-09 -9.035E-10 -2.552E-12  1.666E-13  1.00E-07
  8.300E+01 2.86082E-18 -1.799E-03 -1.417E-09 -9.240E-10 -2.551E-12  1.526E-13  1.00E-07
  8.350E+01 2.83947E-18 -1.831E-03 -1.396E-09 -9.440E-10 -2.549E-12  1.388E-13  1.00E-07
  8.400E+01 2.81867E-18 -1.864E-03 -1.375E-09 -9.634E-10 -2.548E-12  1.250E-13  1.00E-07
  8.450E+01 2.79842E-18 -1.895E-03 -1.354E-09 -9.824E-10 -2.546E-12  1.115E-13  1.00E-07
  8.500E+01 2.77870E-18 -1.926E-03 -1.333E-09 -1.001E-09 -2.544E-12  9.800E-14  1.00E-07
  8.550E+01 2.75950E-18 -1.957E-03 -1.312E-09 -1.019E-09 -2.541E-12  8.469E-14  1.00E-07
  8.600E+01 2.74080E-18 -1.987E-03 -1.291E-09 -1.036E-09 -2.538E-12  7.152E-14  1.00E-07
  8.650E+01 2.72258E-18 -2.016E-03 -1.270E-09 -1.053E-09 -2.535E-12  5.849E-14  1.00E-07
  8.700E+01 2.70484E-18 -2.045E-03 -1.249E-09 -1.070E-09 -2.532E-12  4.560E-14  1.00E-07
  8.750E+01 2.68757E-18 -2.074E-03 -1.228E-09 -1.086E-09 -2.529E-12  3.286E-14  1.00E-07
  8.800E+01 2.67074E-18 -2.101E-03 -1.207E-09 -1.102E-09 -2.525E-12  2.026E-14  1.00E-07
  8.850E+01 2.65436E-18 -2.128E-03 -1.186E-09 -1.117E-09 -2.521E-12  7.811E-15  1.00E-07
  8.900E+01 2.63840E-18 -2.155E-03 -1.165E-09 -1.132E-09 -2.517E-12 -4.487E-15  1.00E-07
  8.950E+01 2.62287E-18 -2.181E-03 -1.144E-09 -1.146E-09 -2.512E-12 -1.663E-14  1.00E-07
  9.000E+01 2.60773E-18 -2.206E-03 -1.124E-09 -1.160E-09 -2.508E-12 -2.863E-14  1.00E-07
  9.050E+01 2.59300E-18 -2.231E-03 -1.103E-09 -1.173E-09 -2.503E-12 -4.047E-14  1.00E-07
  9.100E+01 2.57865E-18 -2.255E-03 -1.082E-09 -1.187E-09 -2.498E-12 -5.216E-14  1.00E-07
  9.150E+01 2.56468E-18 -2.278E-03 -1.061E-09 -1.199E-09 -2.492E-12 -6.369E-14  1.00E-07
  9.200E+01 2.55108E-18 -2.301E-03 -1.041E-09 -1.212E-09 -2.487E-12 -7.506E-14  1.00E-07
  9.250E+01 2.53784E-18 -2.323E-03 -1.020E-09 -1.224E-09 -2.481E-12 -8.628E-14  1.00E-07
  9.300E+01 2.52494E-18 -2.344E-03 -9.996E-10 -1.235E-09 -2.475E-12 -9.734E-14  1.00E-07
  9.350E+01 2.51239E-18 -2.365E-03 -9.792E-10 -1.246E-09 -2.469E-12 -1.082E-13  1.00E-07
  9.400E+01 2.50016E-18 -2.385E-03 -9.589E-10 -1.257E-09 -2.462E-12 -1.190E-13  1.00E-07
  9.450E+01 2.48826E-18 -2.404E-03 -9.387E-10 -1.268E-09 -2.456E-12 -1.296E-13  1.00E-07
  9.500E+01 2.47668E-18 -2.423E-03 -9.185E-10 -1.278E-09 -2.449E-12 -1.400E-13  1.00E-07
  9.550E+01 2.46540E-18 -2.441E-03 -8.985E-10 -1.288E-09 -2.442E-12 -1.502E-13  1.00E-07
  9.600E+01 2.45442E-18 -2.458E-03 -8.785E-10 -1.297E-09 -2.434E-12 -1.603E-13  1.00E-07
  9.650E+01 2.44374E-18 -2.475E-03 -8.586E-10 -1.306E-09 -2.427E-12 -1.702E-13  1.00E-07
  9.700E+01 2.43334E-18 -2.491E-03 -8.389E-10 -1.315E-09 -2.419E-12 -1.800E-13  1.00E-07
  9.750E+01 2.42322E-18 -2.506E-03 -8.192E-10 -1.324E-09 -2.412E-12 -1.896E-13  1.00E-07
  9.800E+01 2.41336E-18 -2.521E-03 -7.996E-10 -1.332E-09 -2.404E-12 -1.990E-13  1.00E-07
  9.850E+01 2.40378E-18 -2.535E-03 -7.802E-10 -1.340E-09 -2.395E-12 -2.083E-13  1.00E-07
  9.900E+01 2.39445E-18 -2.548E-03 -7.609E-10 -1.347E-09 -2.387E-12 -2.174E-13  1.00E-07
  9.950E+01 2.38537E-18 -2.561E-03 -7.417E-10 -1.355E-09 -2.379E-12 -2.264E-13  1.00E-07
  1.000E+02 2.37654E-18 -2.573E-03 -7.226E-10 -1.362E-09 -2.370E-12 -2.351E-13  1.00E-07
  1.005E+02 2.36794E-18 -2.584E-03 -7.036E-10 -1.369E-09 -2.361E-12 -2.437E-13  1.00E-07
  1.010E+02 2.35958E-18 -2.595E-03 -6.848E-10 -1.375E-09 -2.352E-12 -2.522E-13  1.00E-07
  1.015E+02 2.35145E-18 -2.605E-03 -6.661E-10 -1.381E-09 -2.343E-12 -2.605E-13  1.00E-07
  1.020E+02 2.34353E-18 -2.614E-03 -6.475E-10 -1.387E-09 -2.333E-12 -2.686E-13  1.00E-07
  1.025E+02 2.33584E-18 -2.623E-03 -6.290E-10 -1.393E-09 -2.324E-12 -2.765E-13  1.00E-07
  1.030E+02 2.32835E-18 -2.631E-03 -6.107E-10 -1.398E-09 -2.314E-12 -2.843E-13  1.00E-07
