

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.82000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.22471087E-03      0.00000000E+00
       1     -1.47826796E+00     -1.47626181E+00
       2      7.68961081E-01      7.69348514E-01
       3      3.53436941E-01      3.53563246E-01
       4      1.67464688E-01      1.67515862E-01
       5      8.18933073E-02      8.19163024E-02
       6      4.10458224E-02      4.10567654E-02
       7      2.09573852E-02      2.09627801E-02
       8      1.08533324E-02      1.08560560E-02
       9      5.68352167E-03      5.68492028E-03
      10      3.00286976E-03      3.00359733E-03
      11      1.59806376E-03      1.59844611E-03
      12      8.55509890E-04      8.55712473E-04
      13      4.60233325E-04      4.60341380E-04
      14      2.48591991E-04      2.48649942E-04
      15      1.34726307E-04      1.34757529E-04
      16      7.32195412E-05      7.32364262E-05
      17      3.98847749E-05      3.98939349E-05
      18      2.17682967E-05      2.17732790E-05
      19      1.18998020E-05      1.19025178E-05
      20      6.51385255E-06      6.51533560E-06
      21      3.56963531E-06      3.57044640E-06
      22      1.95802736E-06      1.95847151E-06
      23      1.07487354E-06      1.07511702E-06
      24      5.90453382E-07      5.90586968E-07
      25      3.24532765E-07      3.24606112E-07
      26      1.78459078E-07      1.78499378E-07
      27      9.81735589E-08      9.81957104E-08
      28      5.40256988E-08      5.40378868E-08
      29      2.97395336E-08      2.97462333E-08
      30      1.63747955E-08      1.63784847E-08
      31      9.01801620E-09      9.02004930E-09
      32      4.96739440E-09      4.96851680E-09
      33      2.73659278E-09      2.73721153E-09
      34      1.50782439E-09      1.50816410E-09
      35      8.30858409E-10      8.31042568E-10
      36      4.57890864E-10      4.57992012E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.30159E-16  0.000E+00  1.180E-08  9.529E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.30159E-16  3.735E-10  1.180E-08  9.529E-09  2.875E-19  3.873E-18  1.00E-07
  1.250E-04 2.30159E-16  4.668E-10  1.180E-08  9.529E-09  3.594E-19  4.841E-18  1.00E-07
  1.500E-04 2.30159E-16  5.602E-10  1.180E-08  9.529E-09  4.313E-19  5.809E-18  1.00E-07
  1.750E-04 2.30159E-16  6.535E-10  1.180E-08  9.529E-09  5.032E-19  6.777E-18  1.00E-07
  2.000E-04 2.30159E-16  7.469E-10  1.180E-08  9.529E-09  5.750E-19  7.745E-18  1.00E-07
  2.250E-04 2.30159E-16  8.403E-10  1.180E-08  9.529E-09  6.469E-19  8.713E-18  1.00E-07
  2.500E-04 2.30159E-16  9.336E-10  1.180E-08  9.529E-09  7.188E-19  9.682E-18  1.00E-07
  2.750E-04 2.30159E-16  1.027E-09  1.180E-08  9.529E-09  7.907E-19  1.065E-17  1.00E-07
  3.000E-04 2.30159E-16  1.120E-09  1.180E-08  9.529E-09  8.625E-19  1.162E-17  1.00E-07
  3.250E-04 2.30159E-16  1.214E-09  1.180E-08  9.529E-09  9.344E-19  1.259E-17  1.00E-07
  3.500E-04 2.30159E-16  1.307E-09  1.180E-08  9.529E-09  1.006E-18  1.355E-17  1.00E-07
  3.750E-04 2.30159E-16  1.400E-09  1.180E-08  9.529E-09  1.078E-18  1.452E-17  1.00E-07
  4.000E-04 2.30159E-16  1.494E-09  1.180E-08  9.529E-09  1.150E-18  1.549E-17  1.00E-07
  4.250E-04 2.30159E-16  1.587E-09  1.180E-08  9.529E-09  1.222E-18  1.646E-17  1.00E-07
  4.500E-04 2.30159E-16  1.681E-09  1.180E-08  9.529E-09  1.294E-18  1.743E-17  1.00E-07
  4.750E-04 2.30159E-16  1.774E-09  1.180E-08  9.529E-09  1.366E-18  1.840E-17  1.00E-07
