

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.88000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.25683858E-01      0.00000000E+00
       1      2.60319672E-01      2.60404089E-01
       2      1.44906759E-01      1.44941691E-01
       3      8.38390482E-02      8.38572309E-02
       4      4.93656046E-02      4.93758010E-02
       5      2.93348595E-02      2.93407681E-02
       6      1.75203432E-02      1.75238245E-02
       7      1.04934319E-02      1.04955016E-02
       8      6.29404761E-03      6.29528431E-03
       9      3.77769695E-03      3.77843794E-03
      10      2.26772570E-03      2.26817029E-03
      11      1.36108516E-03      1.36135207E-03
      12      8.16637425E-04      8.16797682E-04
      13      4.89749622E-04      4.89845822E-04
      14      2.93557506E-04      2.93615231E-04
      15      1.75862766E-04      1.75897388E-04
      16      1.05296163E-04      1.05316917E-04
      17      6.30102282E-05      6.30226618E-05
      18      3.76855446E-05      3.76929893E-05
      19      2.25274063E-05      2.25318615E-05
      20      1.34594957E-05      1.34621603E-05
      21      8.03778961E-06      8.03938249E-06
      22      4.79781979E-06      4.79877150E-06
      23      2.86259417E-06      2.86316252E-06
      24      1.70723383E-06      1.70757308E-06
      25      1.01777577E-06      1.01797820E-06
      26      6.06520164E-07      6.06640886E-07
      27      3.61310020E-07      3.61381997E-07
      28      2.15161117E-07      2.15204009E-07
      29      1.28086528E-07      1.28112078E-07
      30      7.62264211E-08      7.62416393E-08
      31      4.53498208E-08      4.53588781E-08
      32      2.69724144E-08      2.69778039E-08
      33      1.60377901E-08      1.60409958E-08
      34      9.53349211E-09      9.53539950E-09
      35      5.66559724E-09      5.66673329E-09
      36      3.36617459E-09      3.36685008E-09
      37      1.99953641E-09      1.99993194E-09
      38      1.18745390E-09      1.18769107E-09
      39      7.04990303E-10      7.05131910E-10
      40      4.18455628E-10      4.18538639E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.23693E-17  0.000E+00  5.616E-09  9.140E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.23693E-17 -1.193E-11  5.616E-09  9.140E-10  1.893E-18  2.738E-19  1.00E-07
  1.250E-04 3.23693E-17 -1.491E-11  5.616E-09  9.140E-10  2.366E-18  3.422E-19  1.00E-07
  1.500E-04 3.23693E-17 -1.790E-11  5.616E-09  9.140E-10  2.840E-18  4.106E-19  1.00E-07
  1.750E-04 3.23693E-17 -2.088E-11  5.616E-09  9.140E-10  3.313E-18  4.791E-19  1.00E-07
  2.000E-04 3.23693E-17 -2.386E-11  5.616E-09  9.140E-10  3.786E-18  5.475E-19  1.00E-07
  2.250E-04 3.23693E-17 -2.684E-11  5.616E-09  9.140E-10  4.260E-18  6.160E-19  1.00E-07
  2.500E-04 3.23693E-17 -2.983E-11  5.616E-09  9.140E-10  4.733E-18  6.844E-19  1.00E-07
  2.750E-04 3.23693E-17 -3.281E-11  5.616E-09  9.140E-10  5.206E-18  7.528E-19  1.00E-07
  3.000E-04 3.23693E-17 -3.579E-11  5.616E-09  9.140E-10  5.679E-18  8.213E-19  1.00E-07
  3.250E-04 3.23693E-17 -3.877E-11  5.616E-09  9.140E-10  6.153E-18  8.897E-19  1.00E-07
  3.500E-04 3.23693E-17 -4.176E-11  5.616E-09  9.140E-10  6.626E-18  9.582E-19  1.00E-07
  3.750E-04 3.23693E-17 -4.474E-11  5.616E-09  9.140E-10  7.099E-18  1.027E-18  1.00E-07
  4.000E-04 3.23693E-17 -4.772E-11  5.616E-09  9.140E-10  7.573E-18  1.095E-18  1.00E-07
  4.250E-04 3.23693E-17 -5.070E-11  5.616E-09  9.140E-10  8.046E-18  1.163E-18  1.00E-07
  4.500E-04 3.23693E-17 -5.369E-11  5.616E-09  9.140E-10  8.519E-18  1.232E-18  1.00E-07
  4.750E-04 3.23693E-17 -5.667E-11  5.616E-09  9.140E-10  8.992E-18  1.300E-18  1.00E-07
