

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.78000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.34231588E-01      0.00000000E+00
       1      2.61668505E-01      2.61750714E-01
       2      1.43878046E-01      1.43911691E-01
       3      8.21854741E-02      8.22027858E-02
       4      4.77644683E-02      4.77740596E-02
       5      2.80105821E-02      2.80160709E-02
       6      1.65073679E-02      1.65105608E-02
       7      9.75430326E-03      9.75617692E-03
       8      5.77170533E-03      5.77281014E-03
       9      3.41707168E-03      3.41772481E-03
      10      2.02317393E-03      2.02356052E-03
      11      1.19759997E-03      1.19782891E-03
      12      7.08618192E-04      7.08753763E-04
      13      4.19073832E-04      4.19154092E-04
      14      2.47698532E-04      2.47746026E-04
      15      1.46319195E-04      1.46347284E-04
      16      8.63819320E-05      8.63985348E-05
      17      5.09673689E-05      5.09771766E-05
      18      3.00549673E-05      3.00607575E-05
      19      1.77134786E-05      1.77168949E-05
      20      1.04343330E-05      1.04363476E-05
      21      6.14339990E-06      6.14458723E-06
      22      3.61531511E-06      3.61601452E-06
      23      2.12660367E-06      2.12701546E-06
      24      1.25037255E-06      1.25061488E-06
      25      7.34875563E-07      7.35018101E-07
      26      4.31735904E-07      4.31819714E-07
      27      2.53548210E-07      2.53597465E-07
      28      1.48849968E-07      1.48878906E-07
      29      8.73553997E-08      8.73723940E-08
      30      5.12495377E-08      5.12595116E-08
      31      3.00577396E-08      3.00635950E-08
      32      1.76236122E-08      1.76270501E-08
      33      1.03301997E-08      1.03322134E-08
      34      6.05345082E-09      6.05463455E-09
      35      3.54641605E-09      3.54710785E-09
      36      2.07715614E-09      2.07756422E-09
      37      1.21628253E-09      1.21651831E-09
      38      7.11994641E-10      7.12128575E-10
      39      4.16704020E-10      4.16782846E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.26090E-17  0.000E+00  5.632E-09  9.437E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.26090E-17 -1.213E-11  5.632E-09  9.437E-10  1.802E-18  2.669E-19  1.00E-07
  1.250E-04 3.26090E-17 -1.516E-11  5.632E-09  9.437E-10  2.253E-18  3.337E-19  1.00E-07
  1.500E-04 3.26090E-17 -1.819E-11  5.632E-09  9.437E-10  2.704E-18  4.004E-19  1.00E-07
  1.750E-04 3.26090E-17 -2.123E-11  5.632E-09  9.437E-10  3.154E-18  4.671E-19  1.00E-07
  2.000E-04 3.26090E-17 -2.426E-11  5.632E-09  9.437E-10  3.605E-18  5.338E-19  1.00E-07
  2.250E-04 3.26090E-17 -2.729E-11  5.632E-09  9.437E-10  4.056E-18  6.006E-19  1.00E-07
  2.500E-04 3.26090E-17 -3.032E-11  5.632E-09  9.437E-10  4.506E-18  6.673E-19  1.00E-07
  2.750E-04 3.26090E-17 -3.336E-11  5.632E-09  9.437E-10  4.957E-18  7.340E-19  1.00E-07
  3.000E-04 3.26090E-17 -3.639E-11  5.632E-09  9.437E-10  5.407E-18  8.008E-19  1.00E-07
  3.250E-04 3.26090E-17 -3.942E-11  5.632E-09  9.437E-10  5.858E-18  8.675E-19  1.00E-07
  3.500E-04 3.26090E-17 -4.245E-11  5.632E-09  9.437E-10  6.309E-18  9.342E-19  1.00E-07
  3.750E-04 3.26090E-17 -4.549E-11  5.632E-09  9.437E-10  6.759E-18  1.001E-18  1.00E-07
  4.000E-04 3.26090E-17 -4.852E-11  5.632E-09  9.437E-10  7.210E-18  1.068E-18  1.00E-07
  4.250E-04 3.26090E-17 -5.155E-11  5.632E-09  9.437E-10  7.660E-18  1.134E-18  1.00E-07
  4.500E-04 3.26090E-17 -5.458E-11  5.632E-09  9.437E-10  8.111E-18  1.201E-18  1.00E-07
