

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.68000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.34734508E-02      0.00000000E+00
       1     -1.45605698E+00     -1.45406237E+00
       2      7.58161106E-01      7.58531280E-01
       3      3.37433716E-01      3.37549558E-01
       4      1.55503950E-01      1.55549479E-01
       5      7.41725312E-02      7.41924828E-02
       6      3.63095179E-02      3.63187953E-02
       7      1.81185441E-02      1.81230164E-02
       8      9.17327987E-03      9.17548815E-03
       9      4.69706005E-03      4.69816932E-03
      10      2.42674594E-03      2.42731043E-03
      11      1.26289726E-03      1.26318746E-03
      12      6.61111732E-04      6.61262132E-04
      13      3.47761971E-04      3.47840437E-04
      14      1.83660708E-04      1.83701867E-04
      15      9.73135453E-05      9.73352318E-05
      16      5.17016607E-05      5.17131291E-05
      17      2.75299842E-05      2.75360674E-05
      18      1.46862331E-05      1.46894679E-05
      19      7.84658254E-06      7.84830626E-06
      20      4.19762474E-06      4.19854483E-06
      21      2.24795165E-06      2.24844348E-06
      22      1.20490945E-06      1.20517267E-06
      23      6.46313506E-07      6.46454514E-07
      24      3.46897911E-07      3.46973513E-07
      25      1.86288845E-07      1.86329405E-07
      26      1.00083706E-07      1.00105480E-07
      27      5.37900527E-08      5.38017484E-08
      28      2.89185968E-08      2.89248820E-08
      29      1.55513608E-08      1.55547378E-08
      30      8.36489431E-09      8.36670939E-09
      31      4.50025371E-09      4.50123241E-09
      32      2.42148409E-09      2.42200867E-09
      33      1.30309906E-09      1.30337949E-09
      34      7.01341993E-10      7.01489878E-10
      35      3.77517577E-10      3.77600067E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.26861E-16  0.000E+00  1.158E-08  9.631E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.26861E-16  3.641E-10  1.158E-08  9.631E-09 -2.118E-19  3.390E-18  1.00E-07
  1.250E-04 2.26861E-16  4.552E-10  1.158E-08  9.631E-09 -2.648E-19  4.238E-18  1.00E-07
  1.500E-04 2.26861E-16  5.462E-10  1.158E-08  9.631E-09 -3.177E-19  5.086E-18  1.00E-07
  1.750E-04 2.26861E-16  6.372E-10  1.158E-08  9.631E-09 -3.707E-19  5.933E-18  1.00E-07
  2.000E-04 2.26861E-16  7.283E-10  1.158E-08  9.631E-09 -4.236E-19  6.781E-18  1.00E-07
  2.250E-04 2.26861E-16  8.193E-10  1.158E-08  9.631E-09 -4.766E-19  7.628E-18  1.00E-07
  2.500E-04 2.26861E-16  9.103E-10  1.158E-08  9.631E-09 -5.295E-19  8.476E-18  1.00E-07
  2.750E-04 2.26861E-16  1.001E-09  1.158E-08  9.631E-09 -5.825E-19  9.324E-18  1.00E-07
  3.000E-04 2.26861E-16  1.092E-09  1.158E-08  9.631E-09 -6.354E-19  1.017E-17  1.00E-07
  3.250E-04 2.26861E-16  1.183E-09  1.158E-08  9.631E-09 -6.884E-19  1.102E-17  1.00E-07
  3.500E-04 2.26861E-16  1.274E-09  1.158E-08  9.631E-09 -7.413E-19  1.187E-17  1.00E-07
  3.750E-04 2.26861E-16  1.365E-09  1.158E-08  9.631E-09 -7.943E-19  1.271E-17  1.00E-07
  4.000E-04 2.26861E-16  1.457E-09  1.158E-08  9.631E-09 -8.472E-19  1.356E-17  1.00E-07
  4.250E-04 2.26861E-16  1.548E-09  1.158E-08  9.631E-09 -9.002E-19  1.441E-17  1.00E-07
