

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.82000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -2.98590599E-01      0.00000000E+00
       1      1.54243076E+00      1.54452395E+00
       2      8.09153601E-01      8.09641939E-01
       3      4.33339510E-01      4.33531687E-01
       4      2.36004158E-01      2.36095053E-01
       5      1.30906338E-01      1.30952870E-01
       6      7.38485059E-02      7.38734286E-02
       7      4.22590077E-02      4.22727587E-02
       8      2.44682991E-02      2.44760472E-02
       9      1.43054965E-02      1.43099311E-02
      10      8.43163269E-03      8.43420186E-03
      11      5.00346634E-03      5.00496936E-03
      12      2.98627878E-03      2.98716514E-03
      13      1.79110084E-03      1.79162707E-03
      14      1.07877727E-03      1.07909146E-03
      15      6.52087022E-04      6.52275520E-04
      16      3.95385063E-04      3.95498622E-04
      17      2.40373746E-04      2.40442401E-04
      18      1.46468468E-04      1.46510102E-04
      19      8.94237594E-05      8.94490733E-05
      20      5.46883086E-05      5.47037345E-05
      21      3.34939925E-05      3.35034111E-05
      22      2.05391691E-05      2.05449294E-05
      23      1.26086191E-05      1.26121471E-05
      24      7.74741486E-06      7.74957839E-06
      25      4.76426450E-06      4.76559267E-06
      26      2.93182246E-06      2.93263858E-06
      27      1.80526911E-06      1.80577099E-06
      28      1.11217769E-06      1.11248653E-06
      29      6.85495566E-07      6.85685735E-07
      30      4.22676331E-07      4.22793489E-07
      31      2.60712654E-07      2.60784865E-07
      32      1.60860005E-07      1.60904533E-07
      33      9.92772364E-08      9.93046987E-08
      34      6.12848332E-08      6.13017773E-08
      35      3.78395207E-08      3.78499760E-08
      36      2.33676996E-08      2.33741570E-08
      37      1.44329637E-08      1.44369489E-08
      38      8.91574358E-09      8.91820498E-09
      39      5.50822502E-09      5.50974392E-09
      40      3.40336025E-09      3.40430323E-09
      41      2.10305410E-09      2.10363253E-09
      42      1.29967746E-09      1.30003392E-09
      43      8.03219143E-10      8.03441669E-10
      44      4.96437392E-10      4.96580394E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.50733E-16  0.000E+00  1.304E-08  8.987E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.50733E-16  3.939E-10  1.304E-08  8.987E-09  3.874E-18  6.458E-18  1.00E-07
  1.250E-04 2.50733E-16  4.924E-10  1.304E-08  8.987E-09  4.842E-18  8.072E-18  1.00E-07
  1.500E-04 2.50733E-16  5.908E-10  1.304E-08  8.987E-09  5.811E-18  9.687E-18  1.00E-07
  1.750E-04 2.50733E-16  6.893E-10  1.304E-08  8.987E-09  6.779E-18  1.130E-17  1.00E-07
  2.000E-04 2.50733E-16  7.878E-10  1.304E-08  8.987E-09  7.748E-18  1.292E-17  1.00E-07
  2.250E-04 2.50733E-16  8.862E-10  1.304E-08  8.987E-09  8.716E-18  1.453E-17  1.00E-07
  2.500E-04 2.50733E-16  9.847E-10  1.304E-08  8.987E-09  9.685E-18  1.614E-17  1.00E-07
  2.750E-04 2.50733E-16  1.083E-09  1.304E-08  8.987E-09  1.065E-17  1.776E-17  1.00E-07
  3.000E-04 2.50733E-16  1.182E-09  1.304E-08  8.987E-09  1.162E-17  1.937E-17  1.00E-07
  3.250E-04 2.50733E-16  1.280E-09  1.304E-08  8.987E-09  1.259E-17  2.099E-17  1.00E-07
  3.500E-04 2.50733E-16  1.379E-09  1.304E-08  8.987E-09  1.356E-17  2.260E-17  1.00E-07
  3.750E-04 2.50733E-16  1.477E-09  1.304E-08  8.987E-09  1.453E-17  2.422E-17  1.00E-07
  4.000E-04 2.50733E-16  1.576E-09  1.304E-08  8.987E-09  1.550E-17  2.583E-17  1.00E-07
  4.250E-04 2.50733E-16  1.674E-09  1.304E-08  8.987E-09  1.646E-17  2.745E-17  1.00E-07
  4.500E-04 2.50733E-16  1.772E-09  1.304E-08  8.987E-09  1.743E-17  2.906E-17  1.00E-07
  4.750E-04 2.50733E-16  1.871E-09  1.304E-08  8.987E-09  1.840E-17  3.067E-17  1.00E-07
  5.000E-04 2.50733E-16  1.969E-09  1.304E-08  8.987E-09  1.937E-17  3.229E-17  1.00E-07
  5.250E-04 2.50733E-16  2.068E-09  1.304E-08  8.987E-09  2.034E-17  3.390E-17  1.00E-07
  5.500E-04 2.50733E-16  2.166E-09  1.304E-08  8.987E-09  2.131E-17  3.552E-17  1.00E-07
  5.750E-04 2.50733E-16  2.265E-09  1.304E-08  8.987E-09  2.227E-17  3.713E-17  1.00E-07
  6.000E-04 2.50733E-16  2.363E-09  1.304E-08  8.987E-09  2.324E-17  3.875E-17  1.00E-07
  6.250E-04 2.50733E-16  2.462E-09  1.304E-08  8.987E-09  2.421E-17  4.036E-17  1.00E-07
  6.500E-04 2.50733E-16  2.560E-09  1.304E-08  8.987E-09  2.518E-17  4.198E-17  1.00E-07
  6.750E-04 2.50733E-16  2.659E-09  1.304E-08  8.987E-09  2.615E-17  4.359E-17  1.00E-07
  7.000E-04 2.50733E-16  2.757E-09  1.304E-08  8.987E-09  2.712E-17  4.520E-17  1.00E-07
  7.250E-04 2.50733E-16  2.856E-09  1.304E-08  8.987E-09  2.809E-17  4.682E-17  1.00E-07
  7.500E-04 2.50733E-16  2.954E-09  1.304E-08  8.987E-09  2.905E-17  4.843E-17  1.00E-07
  7.750E-04 2.50733E-16  3.053E-09  1.304E-08  8.987E-09  3.002E-17  5.005E-17  1.00E-07
  8.000E-04 2.50733E-16  3.151E-09  1.304E-08  8.987E-09  3.099E-17  5.166E-17  1.00E-07
  8.250E-04 2.50733E-16  3.250E-09  1.304E-08  8.987E-09  3.196E-17  5.328E-17  1.00E-07
  8.500E-04 2.50733E-16  3.348E-09  1.304E-08  8.987E-09  3.293E-17  5.489E-17  1.00E-07
  8.750E-04 2.50733E-16  3.446E-09  1.304E-08  8.987E-09  3.390E-17  5.651E-17  1.00E-07
  9.000E-04 2.50733E-16  3.545E-09  1.304E-08  8.987E-09  3.486E-17  5.812E-17  1.00E-07
  9.250E-04 2.50733E-16  3.643E-09  1.304E-08  8.987E-09  3.583E-17  5.973E-17  1.00E-07
  9.500E-04 2.50733E-16  3.742E-09  1.304E-08  8.987E-09  3.680E-17  6.135E-17  1.00E-07
  9.750E-04 2.50733E-16  3.840E-09  1.304E-08  8.987E-09  3.777E-17  6.296E-17  1.00E-07
  1.000E-03 2.50733E-16  3.939E-09  1.304E-08  8.987E-09  3.874E-17  6.458E-17  1.00E-07
  1.250E-03 2.50733E-16  4.924E-09  1.304E-08  8.987E-09  4.842E-17  8.072E-17  1.00E-07
  1.500E-03 2.50733E-16  5.908E-09  1.304E-08  8.987E-09  5.811E-17  9.687E-17  1.00E-07
  1.750E-03 2.50733E-16  6.893E-09  1.304E-08  8.987E-09  6.779E-17  1.130E-16  1.00E-07
  2.000E-03 2.50733E-16  7.878E-09  1.304E-08  8.987E-09  7.748E-17  1.292E-16  1.00E-07
  2.250E-03 2.50733E-16  8.862E-09  1.304E-08  8.987E-09  8.716E-17  1.453E-16  1.00E-07
  2.500E-03 2.50733E-16  9.847E-09  1.304E-08  8.987E-09  9.685E-17  1.614E-16  1.00E-07
  2.750E-03 2.50733E-16  1.083E-08  1.304E-08  8.987E-09  1.065E-16  1.776E-16  1.00E-07
  3.000E-03 2.50733E-16  1.182E-08  1.304E-08  8.987E-09  1.162E-16  1.937E-16  1.00E-07
  3.250E-03 2.50733E-16  1.280E-08  1.304E-08  8.987E-09  1.259E-16  2.099E-16  1.00E-07
  3.500E-03 2.50733E-16  1.379E-08  1.304E-08  8.987E-09  1.356E-16  2.260E-16  1.00E-07
  3.750E-03 2.50733E-16  1.477E-08  1.304E-08  8.987E-09  1.453E-16  2.422E-16  1.00E-07
  4.000E-03 2.50733E-16  1.576E-08  1.304E-08  8.987E-09  1.550E-16  2.583E-16  1.00E-07
  4.250E-03 2.50733E-16  1.674E-08  1.304E-08  8.987E-09  1.646E-16  2.745E-16  1.00E-07
  4.500E-03 2.50733E-16  1.772E-08  1.304E-08  8.987E-09  1.743E-16  2.906E-16  1.00E-07
  4.750E-03 2.50733E-16  1.871E-08  1.304E-08  8.987E-09  1.840E-16  3.067E-16  1.00E-07
  5.000E-03 2.50733E-16  1.969E-08  1.304E-08  8.987E-09  1.937E-16  3.229E-16  1.00E-07
  5.250E-03 2.50733E-16  2.068E-08  1.304E-08  8.987E-09  2.034E-16  3.390E-16  1.00E-07
  5.500E-03 2.50733E-16  2.166E-08  1.304E-08  8.987E-09  2.131E-16  3.552E-16  1.00E-07
  5.750E-03 2.50733E-16  2.265E-08  1.304E-08  8.987E-09  2.227E-16  3.713E-16  1.00E-07
  6.000E-03 2.50733E-16  2.363E-08  1.304E-08  8.987E-09  2.324E-16  3.875E-16  1.00E-07
  6.250E-03 2.50733E-16  2.462E-08  1.304E-08  8.987E-09  2.421E-16  4.036E-16  1.00E-07
  6.500E-03 2.50733E-16  2.560E-08  1.304E-08  8.987E-09  2.518E-16  4.198E-16  1.00E-07
  6.750E-03 2.50733E-16  2.659E-08  1.304E-08  8.987E-09  2.615E-16  4.359E-16  1.00E-07
  7.000E-03 2.50733E-16  2.757E-08  1.304E-08  8.987E-09  2.712E-16  4.520E-16  1.00E-07
  7.250E-03 2.50733E-16  2.856E-08  1.304E-08  8.987E-09  2.809E-16  4.682E-16  1.00E-07
  7.500E-03 2.50733E-16  2.954E-08  1.304E-08  8.987E-09  2.905E-16  4.843E-16  1.00E-07
  7.750E-03 2.50733E-16  3.053E-08  1.304E-08  8.987E-09  3.002E-16  5.005E-16  1.00E-07
  8.000E-03 2.50733E-16  3.151E-08  1.304E-08  8.987E-09  3.099E-16  5.166E-16  1.00E-07
  8.250E-03 2.50733E-16  3.250E-08  1.304E-08  8.987E-09  3.196E-16  5.328E-16  1.00E-07
  8.500E-03 2.50733E-16  3.348E-08  1.304E-08  8.987E-09  3.293E-16  5.489E-16  1.00E-07
  8.750E-03 2.50733E-16  3.446E-08  1.304E-08  8.987E-09  3.390E-16  5.651E-16  1.00E-07
  9.000E-03 2.50733E-16  3.545E-08  1.304E-08  8.987E-09  3.486E-16  5.812E-16  1.00E-07
  9.250E-03 2.50733E-16  3.643E-08  1.304E-08  8.987E-09  3.583E-16  5.973E-16  1.00E-07
  9.500E-03 2.50733E-16  3.742E-08  1.304E-08  8.987E-09  3.680E-16  6.135E-16  1.00E-07
  9.750E-03 2.50733E-16  3.840E-08  1.304E-08  8.987E-09  3.777E-16  6.296E-16  1.00E-07
  1.000E-02 2.50733E-16  3.939E-08  1.304E-08  8.987E-09  3.874E-16  6.458E-16  1.00E-07
  1.250E-02 2.50733E-16  4.924E-08  1.304E-08  8.987E-09  4.842E-16  8.072E-16  1.00E-07
  1.500E-02 2.50733E-16  5.908E-08  1.304E-08  8.987E-09  5.811E-16  9.687E-16  1.00E-07
  1.750E-02 2.50733E-16  6.893E-08  1.304E-08  8.987E-09  6.779E-16  1.130E-15  1.00E-07
  2.000E-02 2.50733E-16  7.878E-08  1.304E-08  8.987E-09  7.748E-16  1.292E-15  1.00E-07
  2.250E-02 2.50733E-16  8.862E-08  1.304E-08  8.987E-09  8.716E-16  1.453E-15  1.00E-07
  2.500E-02 2.50733E-16  9.847E-08  1.304E-08  8.987E-09  9.685E-16  1.614E-15  1.00E-07
  2.750E-02 2.50733E-16  1.083E-07  1.304E-08  8.986E-09  1.065E-15  1.776E-15  1.00E-07
  3.000E-02 2.50733E-16  1.182E-07  1.304E-08  8.986E-09  1.162E-15  1.937E-15  1.00E-07
  3.250E-02 2.50732E-16  1.280E-07  1.304E-08  8.986E-09  1.259E-15  2.099E-15  1.00E-07
  3.500E-02 2.50732E-16  1.379E-07  1.304E-08  8.986E-09  1.356E-15  2.260E-15  1.00E-07
  3.750E-02 2.50732E-16  1.477E-07  1.304E-08  8.986E-09  1.453E-15  2.422E-15  1.00E-07
