 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   8,   projectile: electron
 #  Kinetic energy = 2.82000E+02 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.30375E-08  8.98650E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  1.30375E-08  8.98650E-09  3.87385E-18  6.45772E-18
  1.250E-04  1.18994E-12  1.30375E-08  8.98650E-09  4.84232E-18  8.07215E-18
  1.500E-04  1.71346E-12  1.30375E-08  8.98650E-09  5.81078E-18  9.68658E-18
  1.750E-04  2.33225E-12  1.30375E-08  8.98650E-09  6.77924E-18  1.13010E-17
  2.000E-04  3.04617E-12  1.30375E-08  8.98650E-09  7.74771E-18  1.29154E-17
  2.250E-04  3.85530E-12  1.30375E-08  8.98650E-09  8.71617E-18  1.45299E-17
  2.500E-04  4.75964E-12  1.30375E-08  8.98650E-09  9.68463E-18  1.61443E-17
  2.750E-04  5.75917E-12  1.30375E-08  8.98650E-09  1.06531E-17  1.77587E-17
  3.000E-04  6.85391E-12  1.30375E-08  8.98650E-09  1.16216E-17  1.93732E-17
  3.250E-04  8.04379E-12  1.30375E-08  8.98650E-09  1.25900E-17  2.09876E-17
  3.500E-04  9.32893E-12  1.30375E-08  8.98650E-09  1.35585E-17  2.26020E-17
  3.750E-04  1.07092E-11  1.30375E-08  8.98650E-09  1.45270E-17  2.42165E-17
  4.000E-04  1.21847E-11  1.30375E-08  8.98650E-09  1.54954E-17  2.58309E-17
  4.250E-04  1.37554E-11  1.30375E-08  8.98650E-09  1.64639E-17  2.74453E-17
  4.500E-04  1.54213E-11  1.30375E-08  8.98650E-09  1.74323E-17  2.90597E-17
  4.750E-04  1.71823E-11  1.30375E-08  8.98650E-09  1.84008E-17  3.06742E-17
  5.000E-04  1.90386E-11  1.30375E-08  8.98650E-09  1.93693E-17  3.22886E-17
  5.250E-04  2.09900E-11  1.30375E-08  8.98650E-09  2.03377E-17  3.39030E-17
  5.500E-04  2.30367E-11  1.30375E-08  8.98650E-09  2.13062E-17  3.55175E-17
  5.750E-04  2.51785E-11  1.30375E-08  8.98650E-09  2.22747E-17  3.71319E-17
  6.000E-04  2.74156E-11  1.30375E-08  8.98650E-09  2.32431E-17  3.87463E-17
