

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.88000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      4.62960608E-01      0.00000000E+00
       1      2.47729780E-01      2.47833386E-01
       2      1.50131053E-01      1.50177231E-01
       3      9.48888013E-02      9.49147854E-02
       4      6.11537301E-02      6.11695529E-02
       5      3.98276732E-02      3.98376623E-02
       6      2.60973436E-02      2.61037712E-02
       7      1.71636191E-02      1.71678004E-02
       8      1.13135349E-02      1.13162728E-02
       9      7.46746238E-03      7.46926243E-03
      10      4.93263534E-03      4.93382172E-03
      11      3.25947772E-03      3.26026080E-03
      12      2.15410795E-03      2.15462527E-03
      13      1.42351406E-03      1.42385596E-03
      14      9.40546806E-04      9.40772801E-04
      15      6.21283992E-04      6.21433368E-04
      16      4.10269933E-04      4.10368649E-04
      17      2.70835738E-04      2.70900958E-04
      18      1.78727657E-04      1.78770735E-04
      19      1.17902726E-04      1.17931168E-04
      20      7.77502468E-05      7.77690199E-05
      21      5.12539119E-05      5.12662983E-05
      22      3.37755413E-05      3.37837108E-05
      23      2.22500640E-05      2.22554504E-05
      24      1.46527110E-05      1.46562611E-05
      25      9.64643646E-06      9.64877546E-06
      26      6.34866811E-06      6.35020867E-06
      27      4.17705095E-06      4.17806530E-06
      28      2.74746991E-06      2.74813758E-06
      29      1.80666102E-06      1.80710036E-06
      30      1.18769621E-06      1.18798522E-06
      31      7.80590482E-07      7.80780549E-07
      32      5.12902107E-07      5.13027071E-07
      33      3.36932587E-07      3.37014728E-07
      34      2.21285256E-07      2.21339232E-07
      35      1.45300354E-07      1.45335815E-07
      36      9.53869904E-08      9.54102826E-08
      37      6.26069512E-08      6.26222515E-08
      38      4.10838333E-08      4.10938750E-08
      39      2.69548339E-08      2.69614259E-08
      40      1.76816760E-08      1.76859968E-08
      41      1.15966214E-08      1.15994591E-08
      42      7.60438133E-09      7.60624455E-09
      43      4.98571584E-09      4.98693969E-09
      44      3.26828756E-09      3.26908853E-09
      45      2.14207299E-09      2.14259961E-09
      46      1.40371771E-09      1.40406521E-09
      47      9.19769060E-10      9.19993678E-10
      48      6.02585786E-10      6.02732277E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.08847E-17  0.000E+00  5.511E-09  7.166E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.08847E-17 -1.047E-11  5.511E-09  7.166E-10  2.799E-18  3.346E-19  1.00E-07
  1.250E-04 3.08847E-17 -1.309E-11  5.511E-09  7.166E-10  3.499E-18  4.183E-19  1.00E-07
  1.500E-04 3.08847E-17 -1.571E-11  5.511E-09  7.166E-10  4.199E-18  5.020E-19  1.00E-07
  1.750E-04 3.08847E-17 -1.833E-11  5.511E-09  7.166E-10  4.898E-18  5.856E-19  1.00E-07
  2.000E-04 3.08847E-17 -2.095E-11  5.511E-09  7.166E-10  5.598E-18  6.693E-19  1.00E-07
  2.250E-04 3.08847E-17 -2.356E-11  5.511E-09  7.166E-10  6.298E-18  7.530E-19  1.00E-07
  2.500E-04 3.08847E-17 -2.618E-11  5.511E-09  7.166E-10  6.998E-18  8.366E-19  1.00E-07
  2.750E-04 3.08847E-17 -2.880E-11  5.511E-09  7.166E-10  7.698E-18  9.203E-19  1.00E-07
  3.000E-04 3.08847E-17 -3.142E-11  5.511E-09  7.166E-10  8.397E-18  1.004E-18  1.00E-07
  3.250E-04 3.08847E-17 -3.404E-11  5.511E-09  7.166E-10  9.097E-18  1.088E-18  1.00E-07
  3.500E-04 3.08847E-17 -3.665E-11  5.511E-09  7.166E-10  9.797E-18  1.171E-18  1.00E-07
  3.750E-04 3.08847E-17 -3.927E-11  5.511E-09  7.166E-10  1.050E-17  1.255E-18  1.00E-07
  4.000E-04 3.08847E-17 -4.189E-11  5.511E-09  7.166E-10  1.120E-17  1.339E-18  1.00E-07
  4.250E-04 3.08847E-17 -4.451E-11  5.511E-09  7.166E-10  1.190E-17  1.422E-18  1.00E-07
  4.500E-04 3.08847E-17 -4.713E-11  5.511E-09  7.166E-10  1.260E-17  1.506E-18  1.00E-07
  4.750E-04 3.08847E-17 -4.974E-11  5.511E-09  7.166E-10  1.330E-17  1.590E-18  1.00E-07
  5.000E-04 3.08847E-17 -5.236E-11  5.511E-09  7.166E-10  1.400E-17  1.673E-18  1.00E-07
  5.250E-04 3.08847E-17 -5.498E-11  5.511E-09  7.166E-10  1.470E-17  1.757E-18  1.00E-07
  5.500E-04 3.08847E-17 -5.760E-11  5.511E-09  7.166E-10  1.540E-17  1.841E-18  1.00E-07
