

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.74000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.37822368E-01      0.00000000E+00
       1      2.62209925E-01      2.62291233E-01
       2      1.43426063E-01      1.43459181E-01
       3      8.14839212E-02      8.15008790E-02
       4      4.70954524E-02      4.71047994E-02
       5      2.74639177E-02      2.74692385E-02
       6      1.60938181E-02      1.60968965E-02
       7      9.45574494E-03      9.45754143E-03
       8      5.56290357E-03      5.56395694E-03
       9      3.27439715E-03      3.27501633E-03
      10      1.92741269E-03      1.92777709E-03
      11      1.13423771E-03      1.13445225E-03
      12      6.67181516E-04      6.67307822E-04
      13      3.92240114E-04      3.92314451E-04
      14      2.30465804E-04      2.30509534E-04
      15      1.35331549E-04      1.35357259E-04
      16      7.94199245E-05      7.94350309E-05
      17      4.65803283E-05      4.65891989E-05
      18      2.73039846E-05      2.73091903E-05
      19      1.59959231E-05      1.59989763E-05
      20      9.36618083E-06      9.36797049E-06
      21      5.48145876E-06      5.48250720E-06
      22      3.20642054E-06      3.20703443E-06
      23      1.87475961E-06      1.87511888E-06
      24      1.09567345E-06      1.09588360E-06
      25      6.40083099E-07      6.40205969E-07
      26      3.73783300E-07      3.73855111E-07
      27      2.18192609E-07      2.18234559E-07
      28      1.27322348E-07      1.27346845E-07
      29      7.42712309E-08      7.42855291E-08
      30      4.33106609E-08      4.33190074E-08
      31      2.52484412E-08      2.52533093E-08
      32      1.47144684E-08      1.47173048E-08
      33      8.57290508E-09      8.57456336E-09
      34      4.99339736E-09      4.99436390E-09
      35      2.90771598E-09      2.90827544E-09
      36      1.69276791E-09      1.69309298E-09
      37      9.85187521E-10      9.85374471E-10
      38      5.73227002E-10      5.73334428E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.27125E-17  0.000E+00  5.639E-09  9.564E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.27125E-17 -1.221E-11  5.639E-09  9.564E-10  1.766E-18  2.641E-19  1.00E-07
  1.250E-04 3.27125E-17 -1.527E-11  5.639E-09  9.564E-10  2.208E-18  3.302E-19  1.00E-07
  1.500E-04 3.27125E-17 -1.832E-11  5.639E-09  9.564E-10  2.649E-18  3.962E-19  1.00E-07
  1.750E-04 3.27125E-17 -2.137E-11  5.639E-09  9.564E-10  3.091E-18  4.622E-19  1.00E-07
  2.000E-04 3.27125E-17 -2.443E-11  5.639E-09  9.564E-10  3.532E-18  5.283E-19  1.00E-07
  2.250E-04 3.27125E-17 -2.748E-11  5.639E-09  9.564E-10  3.974E-18  5.943E-19  1.00E-07
  2.500E-04 3.27125E-17 -3.053E-11  5.639E-09  9.564E-10  4.415E-18  6.603E-19  1.00E-07
  2.750E-04 3.27125E-17 -3.359E-11  5.639E-09  9.564E-10  4.857E-18  7.264E-19  1.00E-07
  3.000E-04 3.27125E-17 -3.664E-11  5.639E-09  9.564E-10  5.299E-18  7.924E-19  1.00E-07
  3.250E-04 3.27125E-17 -3.969E-11  5.639E-09  9.564E-10  5.740E-18  8.584E-19  1.00E-07
  3.500E-04 3.27125E-17 -4.275E-11  5.639E-09  9.564E-10  6.182E-18  9.245E-19  1.00E-07
  3.750E-04 3.27125E-17 -4.580E-11  5.639E-09  9.564E-10  6.623E-18  9.905E-19  1.00E-07
  4.000E-04 3.27125E-17 -4.885E-11  5.639E-09  9.564E-10  7.065E-18  1.057E-18  1.00E-07
  4.250E-04 3.27125E-17 -5.191E-11  5.639E-09  9.564E-10  7.506E-18  1.123E-18  1.00E-07
  4.500E-04 3.27125E-17 -5.496E-11  5.639E-09  9.564E-10  7.948E-18  1.189E-18  1.00E-07
