

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.44000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -3.29940817E-01      0.00000000E+00
       1      1.45457475E+00      1.45565006E+00
       2      7.41018569E-01      7.41248271E-01
       3      3.90256687E-01      3.90346344E-01
       4      2.07993185E-01      2.08035469E-01
       5      1.12210785E-01      1.12232172E-01
       6      6.12583084E-02      6.12695306E-02
       7      3.37863636E-02      3.37923901E-02
       8      1.87944778E-02      1.87977657E-02
       9      1.05300391E-02      1.05318537E-02
      10      5.93576076E-03      5.93677117E-03
      11      3.36363306E-03      3.36419973E-03
      12      1.91485594E-03      1.91517566E-03
      13      1.09449810E-03      1.09467943E-03
      14      6.27817393E-04      6.27920691E-04
      15      3.61245455E-04      3.61304536E-04
      16      2.08426091E-04      2.08459999E-04
      17      1.20539259E-04      1.20558780E-04
      18      6.98542167E-05      6.98654844E-05
      19      4.05526575E-05      4.05591764E-05
      20      2.35774454E-05      2.35812245E-05
      21      1.37254174E-05      1.37276119E-05
      22      7.99867559E-06      7.99995185E-06
      23      4.66549186E-06      4.66623499E-06
      24      2.72330674E-06      2.72373990E-06
      25      1.59058665E-06      1.59083935E-06
      26      9.29457617E-07      9.29605141E-07
      27      5.43338115E-07      5.43424289E-07
      28      3.17718239E-07      3.17768602E-07
      29      1.85829321E-07      1.85858765E-07
      30      1.08707515E-07      1.08724733E-07
      31      6.35997217E-08      6.36097954E-08
      32      3.72119821E-08      3.72178731E-08
      33      2.17734029E-08      2.17768504E-08
      34      1.27400134E-08      1.27420334E-08
      35      7.45423060E-09      7.45541092E-09
      36      4.36135745E-09      4.36204936E-09
      37      2.55161437E-09      2.55202246E-09
      38      1.49267588E-09      1.49291445E-09
      39      8.73088125E-10      8.73219967E-10
      40      5.10637202E-10      5.10717423E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.02121E-16  0.000E+00  1.656E-08  1.131E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.02121E-16  2.365E-10  1.656E-08  1.131E-08  2.451E-18  4.546E-18  1.00E-07
  1.250E-04 4.02121E-16  2.956E-10  1.656E-08  1.131E-08  3.064E-18  5.682E-18  1.00E-07
  1.500E-04 4.02121E-16  3.547E-10  1.656E-08  1.131E-08  3.677E-18  6.818E-18  1.00E-07
  1.750E-04 4.02121E-16  4.138E-10  1.656E-08  1.131E-08  4.289E-18  7.955E-18  1.00E-07
  2.000E-04 4.02121E-16  4.730E-10  1.656E-08  1.131E-08  4.902E-18  9.091E-18  1.00E-07
  2.250E-04 4.02121E-16  5.321E-10  1.656E-08  1.131E-08  5.515E-18  1.023E-17  1.00E-07
  2.500E-04 4.02121E-16  5.912E-10  1.656E-08  1.131E-08  6.128E-18  1.136E-17  1.00E-07
  2.750E-04 4.02121E-16  6.503E-10  1.656E-08  1.131E-08  6.741E-18  1.250E-17  1.00E-07
  3.000E-04 4.02121E-16  7.094E-10  1.656E-08  1.131E-08  7.353E-18  1.364E-17  1.00E-07
  3.250E-04 4.02121E-16  7.686E-10  1.656E-08  1.131E-08  7.966E-18  1.477E-17  1.00E-07
  3.500E-04 4.02121E-16  8.277E-10  1.656E-08  1.131E-08  8.579E-18  1.591E-17  1.00E-07
  3.750E-04 4.02121E-16  8.868E-10  1.656E-08  1.131E-08  9.192E-18  1.705E-17  1.00E-07
  4.000E-04 4.02121E-16  9.459E-10  1.656E-08  1.131E-08  9.804E-18  1.818E-17  1.00E-07
  4.250E-04 4.02121E-16  1.005E-09  1.656E-08  1.131E-08  1.042E-17  1.932E-17  1.00E-07
  4.500E-04 4.02121E-16  1.064E-09  1.656E-08  1.131E-08  1.103E-17  2.045E-17  1.00E-07
  4.750E-04 4.02121E-16  1.123E-09  1.656E-08  1.131E-08  1.164E-17  2.159E-17  1.00E-07
  5.000E-04 4.02121E-16  1.182E-09  1.656E-08  1.131E-08  1.226E-17  2.273E-17  1.00E-07
  5.250E-04 4.02121E-16  1.242E-09  1.656E-08  1.131E-08  1.287E-17  2.386E-17  1.00E-07
  5.500E-04 4.02121E-16  1.301E-09  1.656E-08  1.131E-08  1.348E-17  2.500E-17  1.00E-07
  5.750E-04 4.02121E-16  1.360E-09  1.656E-08  1.131E-08  1.409E-17  2.614E-17  1.00E-07
  6.000E-04 4.02121E-16  1.419E-09  1.656E-08  1.131E-08  1.471E-17  2.727E-17  1.00E-07
  6.250E-04 4.02121E-16  1.478E-09  1.656E-08  1.131E-08  1.532E-17  2.841E-17  1.00E-07
  6.500E-04 4.02121E-16  1.537E-09  1.656E-08  1.131E-08  1.593E-17  2.955E-17  1.00E-07
  6.750E-04 4.02121E-16  1.596E-09  1.656E-08  1.131E-08  1.654E-17  3.068E-17  1.00E-07
  7.000E-04 4.02121E-16  1.655E-09  1.656E-08  1.131E-08  1.716E-17  3.182E-17  1.00E-07
  7.250E-04 4.02121E-16  1.714E-09  1.656E-08  1.131E-08  1.777E-17  3.296E-17  1.00E-07
  7.500E-04 4.02121E-16  1.774E-09  1.656E-08  1.131E-08  1.838E-17  3.409E-17  1.00E-07
  7.750E-04 4.02121E-16  1.833E-09  1.656E-08  1.131E-08  1.900E-17  3.523E-17  1.00E-07
  8.000E-04 4.02121E-16  1.892E-09  1.656E-08  1.131E-08  1.961E-17  3.636E-17  1.00E-07
  8.250E-04 4.02121E-16  1.951E-09  1.656E-08  1.131E-08  2.022E-17  3.750E-17  1.00E-07
  8.500E-04 4.02121E-16  2.010E-09  1.656E-08  1.131E-08  2.083E-17  3.864E-17  1.00E-07
  8.750E-04 4.02121E-16  2.069E-09  1.656E-08  1.131E-08  2.145E-17  3.977E-17  1.00E-07
  9.000E-04 4.02121E-16  2.128E-09  1.656E-08  1.131E-08  2.206E-17  4.091E-17  1.00E-07
  9.250E-04 4.02121E-16  2.187E-09  1.656E-08  1.131E-08  2.267E-17  4.205E-17  1.00E-07
  9.500E-04 4.02121E-16  2.247E-09  1.656E-08  1.131E-08  2.329E-17  4.318E-17  1.00E-07
  9.750E-04 4.02121E-16  2.306E-09  1.656E-08  1.131E-08  2.390E-17  4.432E-17  1.00E-07
  1.000E-03 4.02121E-16  2.365E-09  1.656E-08  1.131E-08  2.451E-17  4.546E-17  1.00E-07
  1.250E-03 4.02121E-16  2.956E-09  1.656E-08  1.131E-08  3.064E-17  5.682E-17  1.00E-07
  1.500E-03 4.02121E-16  3.547E-09  1.656E-08  1.131E-08  3.677E-17  6.818E-17  1.00E-07
  1.750E-03 4.02121E-16  4.138E-09  1.656E-08  1.131E-08  4.289E-17  7.955E-17  1.00E-07
  2.000E-03 4.02121E-16  4.730E-09  1.656E-08  1.131E-08  4.902E-17  9.091E-17  1.00E-07
  2.250E-03 4.02121E-16  5.321E-09  1.656E-08  1.131E-08  5.515E-17  1.023E-16  1.00E-07
  2.500E-03 4.02121E-16  5.912E-09  1.656E-08  1.131E-08  6.128E-17  1.136E-16  1.00E-07
  2.750E-03 4.02121E-16  6.503E-09  1.656E-08  1.131E-08  6.741E-17  1.250E-16  1.00E-07
  3.000E-03 4.02121E-16  7.094E-09  1.656E-08  1.131E-08  7.353E-17  1.364E-16  1.00E-07
  3.250E-03 4.02121E-16  7.686E-09  1.656E-08  1.131E-08  7.966E-17  1.477E-16  1.00E-07
  3.500E-03 4.02121E-16  8.277E-09  1.656E-08  1.131E-08  8.579E-17  1.591E-16  1.00E-07
  3.750E-03 4.02121E-16  8.868E-09  1.656E-08  1.131E-08  9.192E-17  1.705E-16  1.00E-07
  4.000E-03 4.02121E-16  9.459E-09  1.656E-08  1.131E-08  9.804E-17  1.818E-16  1.00E-07
  4.250E-03 4.02121E-16  1.005E-08  1.656E-08  1.131E-08  1.042E-16  1.932E-16  1.00E-07
  4.500E-03 4.02121E-16  1.064E-08  1.656E-08  1.131E-08  1.103E-16  2.045E-16  1.00E-07
  4.750E-03 4.02121E-16  1.123E-08  1.656E-08  1.131E-08  1.164E-16  2.159E-16  1.00E-07
  5.000E-03 4.02121E-16  1.182E-08  1.656E-08  1.131E-08  1.226E-16  2.273E-16  1.00E-07
  5.250E-03 4.02121E-16  1.242E-08  1.656E-08  1.131E-08  1.287E-16  2.386E-16  1.00E-07
  5.500E-03 4.02121E-16  1.301E-08  1.656E-08  1.131E-08  1.348E-16  2.500E-16  1.00E-07
  5.750E-03 4.02121E-16  1.360E-08  1.656E-08  1.131E-08  1.409E-16  2.614E-16  1.00E-07
  6.000E-03 4.02121E-16  1.419E-08  1.656E-08  1.131E-08  1.471E-16  2.727E-16  1.00E-07
  6.250E-03 4.02121E-16  1.478E-08  1.656E-08  1.131E-08  1.532E-16  2.841E-16  1.00E-07
  6.500E-03 4.02121E-16  1.537E-08  1.656E-08  1.131E-08  1.593E-16  2.955E-16  1.00E-07
  6.750E-03 4.02121E-16  1.596E-08  1.656E-08  1.131E-08  1.654E-16  3.068E-16  1.00E-07
  7.000E-03 4.02121E-16  1.655E-08  1.656E-08  1.131E-08  1.716E-16  3.182E-16  1.00E-07
  7.250E-03 4.02121E-16  1.714E-08  1.656E-08  1.131E-08  1.777E-16  3.296E-16  1.00E-07
  7.500E-03 4.02121E-16  1.774E-08  1.656E-08  1.131E-08  1.838E-16  3.409E-16  1.00E-07
  7.750E-03 4.02121E-16  1.833E-08  1.656E-08  1.131E-08  1.900E-16  3.523E-16  1.00E-07
  8.000E-03 4.02121E-16  1.892E-08  1.656E-08  1.131E-08  1.961E-16  3.636E-16  1.00E-07
  8.250E-03 4.02121E-16  1.951E-08  1.656E-08  1.131E-08  2.022E-16  3.750E-16  1.00E-07
  8.500E-03 4.02121E-16  2.010E-08  1.656E-08  1.131E-08  2.083E-16  3.864E-16  1.00E-07
  8.750E-03 4.02121E-16  2.069E-08  1.656E-08  1.131E-08  2.145E-16  3.977E-16  1.00E-07
