 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   8,   projectile: electron
 #  Kinetic energy = 7.20000E+01 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  8.81915E-09  1.08215E-08  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  8.81915E-09  1.08215E-08 -3.22801E-18 -2.49950E-18
  1.250E-04  1.18994E-12  8.81915E-09  1.08215E-08 -4.03501E-18 -3.12438E-18
  1.500E-04  1.71346E-12  8.81915E-09  1.08215E-08 -4.84201E-18 -3.74925E-18
  1.750E-04  2.33225E-12  8.81915E-09  1.08215E-08 -5.64901E-18 -4.37413E-18
  2.000E-04  3.04617E-12  8.81915E-09  1.08215E-08 -6.45601E-18 -4.99900E-18
  2.250E-04  3.85530E-12  8.81915E-09  1.08215E-08 -7.26301E-18 -5.62388E-18
  2.500E-04  4.75964E-12  8.81915E-09  1.08215E-08 -8.07001E-18 -6.24875E-18
  2.750E-04  5.75917E-12  8.81915E-09  1.08215E-08 -8.87701E-18 -6.87363E-18
  3.000E-04  6.85391E-12  8.81915E-09  1.08215E-08 -9.68402E-18 -7.49850E-18
  3.250E-04  8.04379E-12  8.81915E-09  1.08215E-08 -1.04910E-17 -8.12338E-18
  3.500E-04  9.32893E-12  8.81915E-09  1.08215E-08 -1.12980E-17 -8.74825E-18
  3.750E-04  1.07092E-11  8.81915E-09  1.08215E-08 -1.21050E-17 -9.37313E-18
  4.000E-04  1.21847E-11  8.81915E-09  1.08215E-08 -1.29120E-17 -9.99800E-18
  4.250E-04  1.37554E-11  8.81915E-09  1.08215E-08 -1.37190E-17 -1.06229E-17
  4.500E-04  1.54213E-11  8.81915E-09  1.08215E-08 -1.45260E-17 -1.12478E-17
  4.750E-04  1.71823E-11  8.81915E-09  1.08215E-08 -1.53330E-17 -1.18726E-17
  5.000E-04  1.90386E-11  8.81915E-09  1.08215E-08 -1.61400E-17 -1.24975E-17
  5.250E-04  2.09900E-11  8.81915E-09  1.08215E-08 -1.69470E-17 -1.31224E-17
  5.500E-04  2.30367E-11  8.81915E-09  1.08215E-08 -1.77540E-17 -1.37473E-17
  5.750E-04  2.51785E-11  8.81915E-09  1.08215E-08 -1.85610E-17 -1.43721E-17
  6.000E-04  2.74156E-11  8.81915E-09  1.08215E-08 -1.93680E-17 -1.49970E-17
  6.250E-04  2.97478E-11  8.81915E-09  1.08215E-08 -2.01750E-17 -1.56219E-17
  6.500E-04  3.21752E-11  8.81915E-09  1.08215E-08 -2.09820E-17 -1.62468E-17
  6.750E-04  3.46979E-11  8.81915E-09  1.08215E-08 -2.17890E-17 -1.68716E-17
  7.000E-04  3.73157E-11  8.81915E-09  1.08215E-08 -2.25960E-17 -1.74965E-17
  7.250E-04  4.00286E-11  8.81915E-09  1.08215E-08 -2.34030E-17 -1.81214E-17
  7.500E-04  4.28368E-11  8.81915E-09  1.08215E-08 -2.42100E-17 -1.87463E-17
  7.750E-04  4.57402E-11  8.81915E-09  1.08215E-08 -2.50170E-17 -1.93711E-17
  8.000E-04  4.87388E-11  8.81915E-09  1.08215E-08 -2.58240E-17 -1.99960E-17
  8.250E-04  5.18325E-11  8.81915E-09  1.08215E-08 -2.66310E-17 -2.06209E-17
  8.500E-04  5.50215E-11  8.81915E-09  1.08215E-08 -2.74380E-17 -2.12458E-17
  8.750E-04  5.83057E-11  8.81915E-09  1.08215E-08 -2.82450E-17 -2.18706E-17
