

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.72000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -7.43202504E-01      0.00000000E+00
       1      1.29936937E+00      1.30056590E+00
       2      7.58187312E-01      7.58506641E-01
       3      4.70522855E-01      4.70670670E-01
       4      2.97065255E-01      2.97148257E-01
       5      1.88709125E-01      1.88758857E-01
       6      1.20454603E-01      1.20485227E-01
       7      7.72596167E-02      7.72787713E-02
       8      4.97889521E-02      4.98010643E-02
       9      3.22285715E-02      3.22362947E-02
      10      2.09471353E-02      2.09520931E-02
      11      1.36657181E-02      1.36689184E-02
      12      8.94592935E-03      8.94800506E-03
      13      5.87460873E-03      5.87596061E-03
      14      3.86884231E-03      3.86972601E-03
      15      2.55464313E-03      2.55522271E-03
      16      1.69095985E-03      1.69134112E-03
      17      1.12176897E-03      1.12202048E-03
      18      7.45691577E-04      7.45857899E-04
      19      4.96619844E-04      4.96730089E-04
      20      3.31303180E-04      3.31376409E-04
      21      2.21358252E-04      2.21406989E-04
      22      1.48105235E-04      1.48137728E-04
      23      9.92178464E-05      9.92395445E-05
      24      6.65423422E-05      6.65568528E-05
      25      4.46728364E-05      4.46825530E-05
      26      3.00177661E-05      3.00242802E-05
      27      2.01863923E-05      2.01907640E-05
      28      1.35845227E-05      1.35874593E-05
      29      9.14742342E-06      9.14939776E-06
      30      6.16295017E-06      6.16427852E-06
      31      4.15416680E-06      4.15506109E-06
      32      2.80128613E-06      2.80188855E-06
      33      1.88966513E-06      1.89007113E-06
      34      1.27509988E-06      1.27537363E-06
      35      8.60628954E-07      8.60813604E-07
      36      5.81008662E-07      5.81133246E-07
      37      3.92309239E-07      3.92393321E-07
      38      2.64935429E-07      2.64992192E-07
      39      1.78938889E-07      1.78977212E-07
      40      1.20868070E-07      1.20893952E-07
      41      8.16491076E-08      8.16665867E-08
      42      5.51589066E-08      5.51707141E-08
      43      3.72645538E-08      3.72725283E-08
      44      2.51759915E-08      2.51813805E-08
      45      1.70091620E-08      1.70127984E-08
      46      1.14915005E-08      1.14939616E-08
      47      7.76359485E-09      7.76526066E-09
      48      5.24496874E-09      5.24609463E-09
      49      3.54335615E-09      3.54411572E-09
      50      2.39369570E-09      2.39420502E-09
      51      1.61692705E-09      1.61727407E-09
      52      1.09216175E-09      1.09239581E-09
      53      7.37697795E-10      7.37859943E-10
      54      4.98252478E-10      4.98358510E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.53325E-16  0.000E+00  1.873E-08  1.013E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.53325E-16  2.039E-10  1.873E-08  1.013E-08  8.245E-18  6.929E-18  1.00E-07
  1.250E-04 4.53325E-16  2.549E-10  1.873E-08  1.013E-08  1.031E-17  8.661E-18  1.00E-07
  1.500E-04 4.53325E-16  3.058E-10  1.873E-08  1.013E-08  1.237E-17  1.039E-17  1.00E-07
  1.750E-04 4.53325E-16  3.568E-10  1.873E-08  1.013E-08  1.443E-17  1.212E-17  1.00E-07
  2.000E-04 4.53325E-16  4.078E-10  1.873E-08  1.013E-08  1.649E-17  1.386E-17  1.00E-07
  2.250E-04 4.53325E-16  4.587E-10  1.873E-08  1.013E-08  1.855E-17  1.559E-17  1.00E-07
  2.500E-04 4.53325E-16  5.097E-10  1.873E-08  1.013E-08  2.061E-17  1.732E-17  1.00E-07
  2.750E-04 4.53325E-16  5.607E-10  1.873E-08  1.013E-08  2.267E-17  1.905E-17  1.00E-07
  3.000E-04 4.53325E-16  6.117E-10  1.873E-08  1.013E-08  2.474E-17  2.079E-17  1.00E-07
  3.250E-04 4.53325E-16  6.626E-10  1.873E-08  1.013E-08  2.680E-17  2.252E-17  1.00E-07
  3.500E-04 4.53325E-16  7.136E-10  1.873E-08  1.013E-08  2.886E-17  2.425E-17  1.00E-07
  3.750E-04 4.53325E-16  7.646E-10  1.873E-08  1.013E-08  3.092E-17  2.598E-17  1.00E-07
  4.000E-04 4.53325E-16  8.156E-10  1.873E-08  1.013E-08  3.298E-17  2.771E-17  1.00E-07
  4.250E-04 4.53325E-16  8.665E-10  1.873E-08  1.013E-08  3.504E-17  2.945E-17  1.00E-07
  4.500E-04 4.53325E-16  9.175E-10  1.873E-08  1.013E-08  3.710E-17  3.118E-17  1.00E-07
  4.750E-04 4.53325E-16  9.685E-10  1.873E-08  1.013E-08  3.917E-17  3.291E-17  1.00E-07
  5.000E-04 4.53325E-16  1.019E-09  1.873E-08  1.013E-08  4.123E-17  3.464E-17  1.00E-07
  5.250E-04 4.53325E-16  1.070E-09  1.873E-08  1.013E-08  4.329E-17  3.637E-17  1.00E-07
  5.500E-04 4.53325E-16  1.121E-09  1.873E-08  1.013E-08  4.535E-17  3.811E-17  1.00E-07
  5.750E-04 4.53325E-16  1.172E-09  1.873E-08  1.013E-08  4.741E-17  3.984E-17  1.00E-07
  6.000E-04 4.53325E-16  1.223E-09  1.873E-08  1.013E-08  4.947E-17  4.157E-17  1.00E-07
  6.250E-04 4.53325E-16  1.274E-09  1.873E-08  1.013E-08  5.153E-17  4.330E-17  1.00E-07
  6.500E-04 4.53325E-16  1.325E-09  1.873E-08  1.013E-08  5.359E-17  4.504E-17  1.00E-07
