    
 E (eV)=   222.000000000000     
       0      5.00422612E-01      0.00000000E+00
       1      2.55828630E-01      2.55920097E-01
       2      1.47529988E-01      1.47569044E-01
       3      8.85551833E-02      8.85761914E-02
       4      5.41382615E-02      5.41504567E-02
       5      3.34195827E-02      3.34269071E-02
       6      2.07432303E-02      2.07477073E-02
       7      1.29158905E-02      1.29186539E-02
       8      8.05654805E-03      8.05826344E-03
       9      5.03015948E-03      5.03122776E-03
      10      3.14187718E-03      3.14254369E-03
      11      1.96255624E-03      1.96297247E-03
      12      1.22570294E-03      1.22596297E-03
      13      7.65276853E-04      7.65439313E-04
      14      4.77623291E-04      4.77724772E-04
      15      2.97964680E-04      2.98028050E-04
      16      1.85799921E-04      1.85839477E-04
      17      1.15804008E-04      1.15828688E-04
      18      7.21438499E-05      7.21592413E-05
      19      4.49237407E-05      4.49333347E-05
      20      2.79613670E-05      2.79673445E-05
      21      1.73961397E-05      1.73998622E-05
      22      1.08184757E-05      1.08207928E-05
      23      6.72519581E-06      6.72663754E-06
      24      4.17903981E-06      4.17993646E-06
      25      2.59589861E-06      2.59645605E-06
      26      1.61192699E-06      1.61227340E-06
      27      1.00058957E-06      1.00080477E-06
      28      6.20905855E-07      6.21039489E-07
      29      3.85177363E-07      3.85260322E-07
      30      2.38872805E-07      2.38924288E-07
      31      1.48097862E-07      1.48129799E-07
      32      9.17935800E-08      9.18133860E-08
      33      5.68803677E-08      5.68926485E-08
      34      3.52373093E-08      3.52449205E-08
      35      2.18241609E-08      2.18288793E-08
      36      1.35136655E-08      1.35165891E-08
      37      8.36589015E-09      8.36770254E-09
      38      5.17792514E-09      5.17904461E-09
      39      3.20408791E-09      3.20477542E-09
      40      1.98230153E-09      1.98273097E-09
      41      1.22618459E-09      1.22645385E-09
      42      7.58296095E-10      7.58462815E-10
      43      4.68823937E-10      4.68920900E-10

  TOTAL ELASTIC CROSS SECTION = 1.366705E-17 cm**2
               FROM DCS TABLE = 1.366666E-17  (REL. DIF. = 2.86E-05)

  1ST TRANSPORT CROSS SECTION = 2.178502E-18 cm**2
               FROM DCS TABLE = 2.178471E-18  (REL. DIF. = 1.42E-05)

  2ND TRANSPORT CROSS SECTION = 4.528689E-18 cm**2
