

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.62000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -4.07440617E-01      0.00000000E+00
       1      1.42599021E+00      1.42708380E+00
       2      7.48095893E-01      7.48340564E-01
       3      4.08397500E-01      4.08496815E-01
       4      2.25557336E-01      2.25605984E-01
       5      1.25832968E-01      1.25858444E-01
       6      7.09159864E-02      7.09297917E-02
       7      4.03339036E-02      4.03415484E-02
       8      2.31211955E-02      2.31254929E-02
       9      1.33432407E-02      1.33456833E-02
      10      7.74492196E-03      7.74632226E-03
      11      4.51808310E-03      4.51889147E-03
      12      2.64734262E-03      2.64781199E-03
      13      1.55727015E-03      1.55754406E-03
      14      9.19228724E-04      9.19389272E-04
      15      5.44274277E-04      5.44368746E-04
      16      3.23140675E-04      3.23196453E-04
      17      1.92310835E-04      1.92343869E-04
      18      1.14689931E-04      1.14709548E-04
      19      6.85234128E-05      6.85350899E-05
      20      4.10051769E-05      4.10121422E-05
      21      2.45713424E-05      2.45755046E-05
      22      1.47409046E-05      1.47433957E-05
      23      8.85214463E-06      8.85363754E-06
      24      5.32028430E-06      5.32118004E-06
      25      3.19980968E-06      3.20034765E-06
      26      1.92559426E-06      1.92591762E-06
      27      1.15934247E-06      1.15953697E-06
      28      6.98274356E-07      6.98391410E-07
      29      4.20701503E-07      4.20771983E-07
      30      2.53528358E-07      2.53570812E-07
      31      1.52812490E-07      1.52838069E-07
      32      9.21191058E-08      9.21345194E-08
      33      5.55367543E-08      5.55460488E-08
      34      3.34838644E-08      3.34894715E-08
      35      2.01884559E-08      2.01918377E-08
      36      1.21722591E-08      1.21742941E-08
      37      7.33883364E-09      7.34005657E-09
      38      4.42451225E-09      4.42525157E-09
      39      2.66738580E-09      2.66783294E-09
      40      1.60794505E-09      1.60821640E-09
      41      9.69215874E-10      9.69381199E-10
      42      5.84116825E-10      5.84212393E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.10767E-16  0.000E+00  1.696E-08  1.110E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.10767E-16  2.320E-10  1.696E-08  1.110E-08  3.290E-18  4.965E-18  1.00E-07
  1.250E-04 4.10767E-16  2.900E-10  1.696E-08  1.110E-08  4.112E-18  6.206E-18  1.00E-07
  1.500E-04 4.10767E-16  3.480E-10  1.696E-08  1.110E-08  4.935E-18  7.448E-18  1.00E-07
  1.750E-04 4.10767E-16  4.060E-10  1.696E-08  1.110E-08  5.757E-18  8.689E-18  1.00E-07
  2.000E-04 4.10767E-16  4.641E-10  1.696E-08  1.110E-08  6.580E-18  9.930E-18  1.00E-07
  2.250E-04 4.10767E-16  5.221E-10  1.696E-08  1.110E-08  7.402E-18  1.117E-17  1.00E-07
  2.500E-04 4.10767E-16  5.801E-10  1.696E-08  1.110E-08  8.225E-18  1.241E-17  1.00E-07
  2.750E-04 4.10767E-16  6.381E-10  1.696E-08  1.110E-08  9.047E-18  1.365E-17  1.00E-07
  3.000E-04 4.10767E-16  6.961E-10  1.696E-08  1.110E-08  9.870E-18  1.490E-17  1.00E-07
  3.250E-04 4.10767E-16  7.541E-10  1.696E-08  1.110E-08  1.069E-17  1.614E-17  1.00E-07
  3.500E-04 4.10767E-16  8.121E-10  1.696E-08  1.110E-08  1.151E-17  1.738E-17  1.00E-07
  3.750E-04 4.10767E-16  8.701E-10  1.696E-08  1.110E-08  1.234E-17  1.862E-17  1.00E-07
  4.000E-04 4.10767E-16  9.281E-10  1.696E-08  1.110E-08  1.316E-17  1.986E-17  1.00E-07
  4.250E-04 4.10767E-16  9.861E-10  1.696E-08  1.110E-08  1.398E-17  2.110E-17  1.00E-07
  4.500E-04 4.10767E-16  1.044E-09  1.696E-08  1.110E-08  1.480E-17  2.234E-17  1.00E-07
  4.750E-04 4.10767E-16  1.102E-09  1.696E-08  1.110E-08  1.563E-17  2.358E-17  1.00E-07
  5.000E-04 4.10767E-16  1.160E-09  1.696E-08  1.110E-08  1.645E-17  2.483E-17  1.00E-07
  5.250E-04 4.10767E-16  1.218E-09  1.696E-08  1.110E-08  1.727E-17  2.607E-17  1.00E-07
