 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   6,   projectile: electron
 #  Kinetic energy = 2.44000E+02 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.83558E-08  1.03481E-08  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  1.83558E-08  1.03481E-08  7.00260E-18  6.49553E-18
  1.250E-04  1.18994E-12  1.83558E-08  1.03481E-08  8.75325E-18  8.11942E-18
  1.500E-04  1.71346E-12  1.83558E-08  1.03481E-08  1.05039E-17  9.74330E-18
  1.750E-04  2.33225E-12  1.83558E-08  1.03481E-08  1.22546E-17  1.13672E-17
  2.000E-04  3.04617E-12  1.83558E-08  1.03481E-08  1.40052E-17  1.29911E-17
  2.250E-04  3.85530E-12  1.83558E-08  1.03481E-08  1.57559E-17  1.46150E-17
  2.500E-04  4.75964E-12  1.83558E-08  1.03481E-08  1.75065E-17  1.62388E-17
  2.750E-04  5.75917E-12  1.83558E-08  1.03481E-08  1.92572E-17  1.78627E-17
  3.000E-04  6.85391E-12  1.83558E-08  1.03481E-08  2.10078E-17  1.94866E-17
  3.250E-04  8.04379E-12  1.83558E-08  1.03481E-08  2.27585E-17  2.11105E-17
  3.500E-04  9.32893E-12  1.83558E-08  1.03481E-08  2.45091E-17  2.27344E-17
  3.750E-04  1.07092E-11  1.83558E-08  1.03481E-08  2.62598E-17  2.43583E-17
  4.000E-04  1.21847E-11  1.83558E-08  1.03481E-08  2.80104E-17  2.59821E-17
  4.250E-04  1.37554E-11  1.83558E-08  1.03481E-08  2.97611E-17  2.76060E-17
  4.500E-04  1.54213E-11  1.83558E-08  1.03481E-08  3.15117E-17  2.92299E-17
  4.750E-04  1.71823E-11  1.83558E-08  1.03481E-08  3.32624E-17  3.08538E-17
  5.000E-04  1.90386E-11  1.83558E-08  1.03481E-08  3.50130E-17  3.24777E-17
  5.250E-04  2.09900E-11  1.83558E-08  1.03481E-08  3.67637E-17  3.41016E-17
  5.500E-04  2.30367E-11  1.83558E-08  1.03481E-08  3.85143E-17  3.57254E-17
  5.750E-04  2.51785E-11  1.83558E-08  1.03481E-08  4.02650E-17  3.73493E-17
  6.000E-04  2.74156E-11  1.83558E-08  1.03481E-08  4.20156E-17  3.89732E-17
  6.250E-04  2.97478E-11  1.83558E-08  1.03481E-08  4.37663E-17  4.05971E-17
  6.500E-04  3.21752E-11  1.83558E-08  1.03481E-08  4.55169E-17  4.22210E-17
  6.750E-04  3.46979E-11  1.83558E-08  1.03481E-08  4.72676E-17  4.38449E-17
  7.000E-04  3.73157E-11  1.83558E-08  1.03481E-08  4.90182E-17  4.54687E-17
  7.250E-04  4.00286E-11  1.83558E-08  1.03481E-08  5.07689E-17  4.70926E-17
  7.500E-04  4.28368E-11  1.83558E-08  1.03481E-08  5.25195E-17  4.87165E-17
  7.750E-04  4.57402E-11  1.83558E-08  1.03481E-08  5.42702E-17  5.03404E-17
  8.000E-04  4.87388E-11  1.83558E-08  1.03481E-08  5.60208E-17  5.19643E-17
  8.250E-04  5.18325E-11  1.83558E-08  1.03481E-08  5.77715E-17  5.35882E-17
  8.500E-04  5.50215E-11  1.83558E-08  1.03481E-08  5.95221E-17  5.52120E-17
  8.750E-04  5.83057E-11  1.83558E-08  1.03481E-08  6.12728E-17  5.68359E-17
  9.000E-04  6.16850E-11  1.83558E-08  1.03481E-08  6.30234E-17  5.84598E-17
  9.250E-04  6.51595E-11  1.83558E-08  1.03481E-08  6.47741E-17  6.00837E-17
  9.500E-04  6.87293E-11  1.83558E-08  1.03481E-08  6.65247E-17  6.17076E-17
  9.750E-04  7.23943E-11  1.83558E-08  1.03481E-08  6.82754E-17  6.33315E-17
  1.000E-03  7.61544E-11  1.83558E-08  1.03481E-08  7.00260E-17  6.49553E-17
  1.250E-03  1.18991E-10  1.83558E-08  1.03481E-08  8.75325E-17  8.11942E-17
  1.500E-03  1.71347E-10  1.83558E-08  1.03481E-08  1.05039E-16  9.74330E-17
  1.750E-03  2.33223E-10  1.83558E-08  1.03481E-08  1.22546E-16  1.13672E-16
  2.000E-03  3.04617E-10  1.83558E-08  1.03481E-08  1.40052E-16  1.29911E-16
  2.250E-03  3.85531E-10  1.83558E-08  1.03481E-08  1.57559E-16  1.46150E-16
