

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.62000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.49254474E-01      0.00000000E+00
       1      2.63835851E-01      2.63914379E-01
       2      1.41912552E-01      1.41944055E-01
       3      7.92274751E-02      7.92433516E-02
       4      4.49831034E-02      4.49917107E-02
       5      2.57633565E-02      2.57681732E-02
       6      1.48247545E-02      1.48274929E-02
       7      8.55145168E-03      8.55302153E-03
       8      4.93850903E-03      4.93941300E-03
       9      2.85310745E-03      2.85362915E-03
      10      1.64817724E-03      1.64847864E-03
      11      9.51772176E-04      9.51946338E-04
      12      5.49334063E-04      5.49434685E-04
      13      3.16867500E-04      3.16925610E-04
      14      1.82658428E-04      1.82691968E-04
      15      1.05224808E-04      1.05244155E-04
      16      6.05781547E-05      6.05893068E-05
      17      3.48530577E-05      3.48594819E-05
      18      2.00402264E-05      2.00439247E-05
      19      1.15162860E-05      1.15184137E-05
      20      6.61427123E-06      6.61549456E-06
      21      3.79684581E-06      3.79754877E-06
      22      2.17844549E-06      2.17884921E-06
      23      1.24929262E-06      1.24952436E-06
      24      7.16119979E-07      7.16252930E-07
      25      4.10318734E-07      4.10394973E-07
      26      2.35006695E-07      2.35050401E-07
      27      1.34546090E-07      1.34571131E-07
      28      7.70019556E-08      7.70162935E-08
      29      4.40535036E-08      4.40617120E-08
      30      2.51949969E-08      2.51996967E-08
      31      1.44048802E-08      1.44075641E-08
      32      8.23323143E-09      8.23476898E-09
      33      4.70441962E-09      4.70529905E-09
      34      2.68734059E-09      2.68784703E-09
      35      1.53466284E-09      1.53494954E-09
      36      8.76137917E-10      8.76301150E-10
      37      5.00078029E-10      5.00171504E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.30533E-17  0.000E+00  5.662E-09  9.977E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.30533E-17 -1.248E-11  5.662E-09  9.977E-10  1.657E-18  2.556E-19  1.00E-07
  1.250E-04 3.30533E-17 -1.560E-11  5.662E-09  9.977E-10  2.072E-18  3.195E-19  1.00E-07
  1.500E-04 3.30533E-17 -1.872E-11  5.662E-09  9.977E-10  2.486E-18  3.834E-19  1.00E-07
  1.750E-04 3.30533E-17 -2.184E-11  5.662E-09  9.977E-10  2.900E-18  4.473E-19  1.00E-07
  2.000E-04 3.30533E-17 -2.496E-11  5.662E-09  9.977E-10  3.315E-18  5.112E-19  1.00E-07
  2.250E-04 3.30533E-17 -2.808E-11  5.662E-09  9.977E-10  3.729E-18  5.751E-19  1.00E-07
  2.500E-04 3.30533E-17 -3.120E-11  5.662E-09  9.977E-10  4.143E-18  6.390E-19  1.00E-07
  2.750E-04 3.30533E-17 -3.432E-11  5.662E-09  9.977E-10  4.558E-18  7.029E-19  1.00E-07
  3.000E-04 3.30533E-17 -3.744E-11  5.662E-09  9.977E-10  4.972E-18  7.668E-19  1.00E-07
  3.250E-04 3.30533E-17 -4.056E-11  5.662E-09  9.977E-10  5.386E-18  8.307E-19  1.00E-07
  3.500E-04 3.30533E-17 -4.368E-11  5.662E-09  9.977E-10  5.801E-18  8.946E-19  1.00E-07
  3.750E-04 3.30533E-17 -4.680E-11  5.662E-09  9.977E-10  6.215E-18  9.585E-19  1.00E-07
  4.000E-04 3.30533E-17 -4.992E-11  5.662E-09  9.977E-10  6.629E-18  1.022E-18  1.00E-07
  4.250E-04 3.30533E-17 -5.304E-11  5.662E-09  9.977E-10  7.044E-18  1.086E-18  1.00E-07
  4.500E-04 3.30533E-17 -5.616E-11  5.662E-09  9.977E-10  7.458E-18  1.150E-18  1.00E-07
