

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.38000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.83835073E-01      0.00000000E+00
       1     -1.55242715E+00     -1.55037269E+00
       2      7.97234062E-01      7.97681851E-01
       3      4.04264595E-01      4.04429578E-01
       4      2.09162213E-01      2.09235909E-01
       5      1.10719462E-01      1.10755384E-01
       6      5.97864264E-02      5.98048340E-02
       7      3.28054005E-02      3.28151417E-02
       8      1.82327630E-02      1.82380343E-02
       9      1.02389172E-02      1.02418167E-02
      10      5.79879157E-03      5.80040657E-03
      11      3.30730389E-03      3.30821250E-03
      12      1.89742690E-03      1.89794226E-03
      13      1.09397097E-03      1.09426526E-03
      14      6.33377481E-04      6.33546490E-04
      15      3.68007832E-04      3.68105354E-04
      16      2.14464362E-04      2.14520863E-04
      17      1.25302417E-04      1.25335264E-04
      18      7.33674086E-05      7.33865592E-05
      19      4.30373225E-05      4.30485156E-05
      20      2.52851961E-05      2.52917520E-05
      21      1.48752933E-05      1.48791400E-05
      22      8.76107866E-06      8.76333913E-06
      23      5.16500016E-06      5.16633023E-06
      24      3.04749388E-06      3.04827737E-06
      25      1.79938246E-06      1.79984442E-06
      26      1.06308638E-06      1.06335897E-06
      27      6.28407054E-07      6.28568019E-07
      28      3.71628919E-07      3.71724020E-07
      29      2.19860434E-07      2.19916659E-07
      30      1.30116148E-07      1.30149399E-07
      31      7.70268806E-08      7.70465521E-08
      32      4.56103339E-08      4.56219778E-08
      33      2.70134708E-08      2.70203670E-08
      34      1.60022860E-08      1.60063648E-08
      35      9.48100907E-09      9.48342501E-09
      36      5.61808660E-09      5.61951722E-09
      37      3.32952563E-09      3.33037654E-09
      38      1.97345553E-09      1.97395499E-09
      39      1.16979133E-09      1.17008641E-09
      40      6.93425926E-10      6.93603808E-10
      41      4.11071810E-10      4.11173656E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.42253E-16  0.000E+00  1.256E-08  9.197E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.42253E-16  3.915E-10  1.256E-08  9.197E-09  2.297E-18  5.459E-18  1.00E-07
  1.250E-04 2.42253E-16  4.894E-10  1.256E-08  9.197E-09  2.872E-18  6.824E-18  1.00E-07
  1.500E-04 2.42253E-16  5.873E-10  1.256E-08  9.197E-09  3.446E-18  8.189E-18  1.00E-07
  1.750E-04 2.42253E-16  6.851E-10  1.256E-08  9.197E-09  4.020E-18  9.554E-18  1.00E-07
  2.000E-04 2.42253E-16  7.830E-10  1.256E-08  9.197E-09  4.595E-18  1.092E-17  1.00E-07
  2.250E-04 2.42253E-16  8.809E-10  1.256E-08  9.197E-09  5.169E-18  1.228E-17  1.00E-07
  2.500E-04 2.42253E-16  9.788E-10  1.256E-08  9.197E-09  5.743E-18  1.365E-17  1.00E-07
  2.750E-04 2.42253E-16  1.077E-09  1.256E-08  9.197E-09  6.318E-18  1.501E-17  1.00E-07
  3.000E-04 2.42253E-16  1.175E-09  1.256E-08  9.197E-09  6.892E-18  1.638E-17  1.00E-07
  3.250E-04 2.42253E-16  1.272E-09  1.256E-08  9.197E-09  7.466E-18  1.774E-17  1.00E-07
  3.500E-04 2.42253E-16  1.370E-09  1.256E-08  9.197E-09  8.041E-18  1.911E-17  1.00E-07
  3.750E-04 2.42253E-16  1.468E-09  1.256E-08  9.197E-09  8.615E-18  2.047E-17  1.00E-07
  4.000E-04 2.42253E-16  1.566E-09  1.256E-08  9.197E-09  9.189E-18  2.184E-17  1.00E-07
  4.250E-04 2.42253E-16  1.664E-09  1.256E-08  9.197E-09  9.764E-18  2.320E-17  1.00E-07
  4.500E-04 2.42253E-16  1.762E-09  1.256E-08  9.197E-09  1.034E-17  2.457E-17  1.00E-07
  4.750E-04 2.42253E-16  1.860E-09  1.256E-08  9.197E-09  1.091E-17  2.593E-17  1.00E-07
  5.000E-04 2.42253E-16  1.958E-09  1.256E-08  9.197E-09  1.149E-17  2.730E-17  1.00E-07
  5.250E-04 2.42253E-16  2.055E-09  1.256E-08  9.197E-09  1.206E-17  2.866E-17  1.00E-07
