

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.02000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.14635695E-01      0.00000000E+00
       1      2.58449316E-01      2.58536716E-01
       2      1.46133398E-01      1.46170073E-01
       3      8.59365073E-02      8.59558780E-02
       4      5.14484325E-02      5.14594629E-02
       5      3.10917629E-02      3.10982570E-02
       6      1.88884339E-02      1.88923230E-02
       7      1.15088409E-02      1.15111917E-02
       8      7.02370261E-03      7.02513121E-03
       9      4.28982621E-03      4.29069692E-03
      10      2.62076003E-03      2.62129157E-03
      11      1.60098557E-03      1.60131030E-03
      12      9.77759725E-04      9.77958150E-04
      13      5.96908683E-04      5.97029919E-04
      14      3.64236619E-04      3.64310671E-04
      15      2.22148235E-04      2.22193448E-04
      16      1.35418755E-04      1.35446347E-04
      17      8.25069888E-05      8.25238186E-05
      18      5.02437234E-05      5.02539833E-05
      19      3.05814203E-05      3.05876718E-05
      20      1.86048109E-05      1.86086181E-05
      21      1.13133815E-05      1.13156989E-05
      22      6.87649763E-06      6.87790753E-06
      23      4.17789989E-06      4.17875727E-06
      24      2.53730516E-06      2.53782632E-06
      25      1.54034909E-06      1.54066573E-06
      26      9.34770246E-07      9.34962556E-07
      27      5.67070611E-07      5.67187360E-07
      28      3.43892550E-07      3.43963403E-07
      29      2.08481778E-07      2.08524762E-07
      30      1.26351240E-07      1.26377313E-07
      31      7.65531283E-08      7.65689318E-08
      32      4.63685421E-08      4.63781163E-08
      33      2.80779627E-08      2.80837672E-08
      34      1.69979199E-08      1.70014356E-08
      35      1.02876979E-08      1.02898250E-08
      36      6.22491142E-09      6.22620026E-09
      37      3.76570466E-09      3.76648346E-09
      38      2.27755441E-09      2.27802457E-09
      39      1.37719464E-09      1.37747995E-09
      40      8.32591182E-10      8.32762087E-10
      41      5.03198974E-10      5.03308493E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.20734E-17  0.000E+00  5.595E-09  8.767E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.20734E-17 -1.167E-11  5.595E-09  8.767E-10  2.020E-18  2.831E-19  1.00E-07
  1.250E-04 3.20734E-17 -1.459E-11  5.595E-09  8.767E-10  2.525E-18  3.538E-19  1.00E-07
  1.500E-04 3.20734E-17 -1.751E-11  5.595E-09  8.767E-10  3.030E-18  4.246E-19  1.00E-07
  1.750E-04 3.20734E-17 -2.043E-11  5.595E-09  8.767E-10  3.535E-18  4.954E-19  1.00E-07
  2.000E-04 3.20734E-17 -2.335E-11  5.595E-09  8.767E-10  4.040E-18  5.661E-19  1.00E-07
  2.250E-04 3.20734E-17 -2.626E-11  5.595E-09  8.767E-10  4.545E-18  6.369E-19  1.00E-07
  2.500E-04 3.20734E-17 -2.918E-11  5.595E-09  8.767E-10  5.050E-18  7.076E-19  1.00E-07
  2.750E-04 3.20734E-17 -3.210E-11  5.595E-09  8.767E-10  5.555E-18  7.784E-19  1.00E-07
  3.000E-04 3.20734E-17 -3.502E-11  5.595E-09  8.767E-10  6.060E-18  8.492E-19  1.00E-07
  3.250E-04 3.20734E-17 -3.794E-11  5.595E-09  8.767E-10  6.565E-18  9.199E-19  1.00E-07
  3.500E-04 3.20734E-17 -4.086E-11  5.595E-09  8.767E-10  7.070E-18  9.907E-19  1.00E-07
  3.750E-04 3.20734E-17 -4.377E-11  5.595E-09  8.767E-10  7.575E-18  1.061E-18  1.00E-07
  4.000E-04 3.20734E-17 -4.669E-11  5.595E-09  8.767E-10  8.080E-18  1.132E-18  1.00E-07
  4.250E-04 3.20734E-17 -4.961E-11  5.595E-09  8.767E-10  8.585E-18  1.203E-18  1.00E-07
  4.500E-04 3.20734E-17 -5.253E-11  5.595E-09  8.767E-10  9.090E-18  1.274E-18  1.00E-07
  4.750E-04 3.20734E-17 -5.545E-11  5.595E-09  8.767E-10  9.595E-18  1.345E-18  1.00E-07
