

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 8.60000E+01 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      1.18896546E-02      0.00000000E+00
       1     -1.56276122E+00     -1.56174646E+00
       2      6.85713050E-01      6.85883603E-01
       3      2.98257251E-01      2.98310634E-01
       4      1.33118368E-01      1.33139202E-01
       5      6.09754707E-02      6.09843982E-02
       6      2.84817716E-02      2.84857851E-02
       7      1.34964989E-02      1.34983541E-02
       8      6.46596197E-03      6.46683505E-03
       9      3.12485497E-03      3.12527109E-03
      10      1.52101498E-03      1.52121524E-03
      11      7.44788142E-04      7.44885277E-04
      12      3.66533998E-04      3.66581421E-04
      13      1.81145831E-04      1.81169111E-04
      14      8.98406038E-05      8.98520851E-05
      15      4.46873181E-05      4.46930024E-05
      16      2.22810305E-05      2.22838539E-05
      17      1.11308778E-05      1.11322839E-05
      18      5.56928358E-06      5.56998536E-06
      19      2.78999560E-06      2.79034648E-06
      20      1.39901814E-06      1.39919382E-06
      21      7.02037128E-07      7.02125178E-07
      22      3.52478215E-07      3.52522388E-07
      23      1.77040720E-07      1.77062894E-07
      24      8.89463171E-08      8.89574528E-08
      25      4.46943050E-08      4.46999009E-08
      26      2.24600703E-08      2.24628841E-08
      27      1.12869287E-08      1.12883392E-08
      28      5.67177503E-09      5.67248237E-09
      29      2.84985434E-09      2.85021149E-09
      30      1.43181187E-09      1.43199394E-09
      31      7.19271127E-10      7.19358371E-10
      32      3.61231095E-10      3.61275775E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.71476E-16  0.000E+00  1.487E-08  1.226E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.71476E-16  2.431E-10  1.487E-08  1.226E-08 -3.756E-19  2.726E-18  1.00E-07
  1.250E-04 3.71476E-16  3.038E-10  1.487E-08  1.226E-08 -4.695E-19  3.407E-18  1.00E-07
  1.500E-04 3.71476E-16  3.646E-10  1.487E-08  1.226E-08 -5.634E-19  4.089E-18  1.00E-07
  1.750E-04 3.71476E-16  4.254E-10  1.487E-08  1.226E-08 -6.573E-19  4.770E-18  1.00E-07
  2.000E-04 3.71476E-16  4.862E-10  1.487E-08  1.226E-08 -7.512E-19  5.452E-18  1.00E-07
  2.250E-04 3.71476E-16  5.469E-10  1.487E-08  1.226E-08 -8.451E-19  6.133E-18  1.00E-07
  2.500E-04 3.71476E-16  6.077E-10  1.487E-08  1.226E-08 -9.390E-19  6.815E-18  1.00E-07
  2.750E-04 3.71476E-16  6.685E-10  1.487E-08  1.226E-08 -1.033E-18  7.496E-18  1.00E-07
  3.000E-04 3.71476E-16  7.292E-10  1.487E-08  1.226E-08 -1.127E-18  8.177E-18  1.00E-07
  3.250E-04 3.71476E-16  7.900E-10  1.487E-08  1.226E-08 -1.221E-18  8.859E-18  1.00E-07
  3.500E-04 3.71476E-16  8.508E-10  1.487E-08  1.226E-08 -1.315E-18  9.540E-18  1.00E-07
  3.750E-04 3.71476E-16  9.115E-10  1.487E-08  1.226E-08 -1.408E-18  1.022E-17  1.00E-07
  4.000E-04 3.71476E-16  9.723E-10  1.487E-08  1.226E-08 -1.502E-18  1.090E-17  1.00E-07
