

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.38000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -3.01865533E-01      0.00000000E+00
       1      1.46488282E+00      1.46595196E+00
       2      7.37979472E-01      7.38203917E-01
       3      3.83380114E-01      3.83466402E-01
       4      2.01619696E-01      2.01659814E-01
       5      1.07425029E-01      1.07445061E-01
       6      5.79559759E-02      5.79663630E-02
       7      3.16012927E-02      3.16068075E-02
       8      1.73831144E-02      1.73860899E-02
       9      9.63229603E-03      9.63392026E-03
      10      5.37065246E-03      5.37154709E-03
      11      3.01054513E-03      3.01104148E-03
      12      1.69544422E-03      1.69572127E-03
      13      9.58715751E-04      9.58871203E-04
      14      5.44057582E-04      5.44145203E-04
      15      3.09708713E-04      3.09758297E-04
      16      1.76782811E-04      1.76810968E-04
      17      1.01145455E-04      1.01161492E-04
      18      5.79869024E-05      5.79960615E-05
      19      3.33014396E-05      3.33066823E-05
      20      1.91527912E-05      1.91557980E-05
      21      1.10290144E-05      1.10307417E-05
      22      6.35753472E-06      6.35852848E-06
      23      3.66784739E-06      3.66841978E-06
      24      2.11756871E-06      2.11789873E-06
      25      1.22323513E-06      1.22342557E-06
      26      7.06934350E-07      7.07044314E-07
      27      4.08698097E-07      4.08761629E-07
      28      2.36344059E-07      2.36380777E-07
      29      1.36701935E-07      1.36723166E-07
      30      7.90799640E-08      7.90922392E-08
      31      4.57508252E-08      4.57579265E-08
      32      2.64700000E-08      2.64741088E-08
      33      1.53149028E-08      1.53172800E-08
      34      8.86072915E-09      8.86209819E-09
      35      5.12634510E-09      5.12713774E-09
      36      2.96567947E-09      2.96613708E-09
      37      1.71553323E-09      1.71579831E-09
      38      9.92235108E-10      9.92392062E-10
      39      5.73846448E-10      5.73934342E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.99131E-16  0.000E+00  1.642E-08  1.138E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.99131E-16  2.379E-10  1.642E-08  1.138E-08  2.169E-18  4.395E-18  1.00E-07
  1.250E-04 3.99131E-16  2.973E-10  1.642E-08  1.138E-08  2.711E-18  5.494E-18  1.00E-07
  1.500E-04 3.99131E-16  3.568E-10  1.642E-08  1.138E-08  3.253E-18  6.593E-18  1.00E-07
  1.750E-04 3.99131E-16  4.162E-10  1.642E-08  1.138E-08  3.795E-18  7.692E-18  1.00E-07
  2.000E-04 3.99131E-16  4.757E-10  1.642E-08  1.138E-08  4.337E-18  8.790E-18  1.00E-07
  2.250E-04 3.99131E-16  5.352E-10  1.642E-08  1.138E-08  4.879E-18  9.889E-18  1.00E-07
  2.500E-04 3.99131E-16  5.946E-10  1.642E-08  1.138E-08  5.421E-18  1.099E-17  1.00E-07
  2.750E-04 3.99131E-16  6.541E-10  1.642E-08  1.138E-08  5.964E-18  1.209E-17  1.00E-07
  3.000E-04 3.99131E-16  7.136E-10  1.642E-08  1.138E-08  6.506E-18  1.319E-17  1.00E-07
  3.250E-04 3.99131E-16  7.730E-10  1.642E-08  1.138E-08  7.048E-18  1.428E-17  1.00E-07
  3.500E-04 3.99131E-16  8.325E-10  1.642E-08  1.138E-08  7.590E-18  1.538E-17  1.00E-07
  3.750E-04 3.99131E-16  8.919E-10  1.642E-08  1.138E-08  8.132E-18  1.648E-17  1.00E-07
  4.000E-04 3.99131E-16  9.514E-10  1.642E-08  1.138E-08  8.674E-18  1.758E-17  1.00E-07
  4.250E-04 3.99131E-16  1.011E-09  1.642E-08  1.138E-08  9.216E-18  1.868E-17  1.00E-07
  4.500E-04 3.99131E-16  1.070E-09  1.642E-08  1.138E-08  9.759E-18  1.978E-17  1.00E-07
  4.750E-04 3.99131E-16  1.130E-09  1.642E-08  1.138E-08  1.030E-17  2.088E-17  1.00E-07
  5.000E-04 3.99131E-16  1.189E-09  1.642E-08  1.138E-08  1.084E-17  2.198E-17  1.00E-07
  5.250E-04 3.99131E-16  1.249E-09  1.642E-08  1.138E-08  1.139E-17  2.307E-17  1.00E-07
  5.500E-04 3.99131E-16  1.308E-09  1.642E-08  1.138E-08  1.193E-17  2.417E-17  1.00E-07
  5.750E-04 3.99131E-16  1.368E-09  1.642E-08  1.138E-08  1.247E-17  2.527E-17  1.00E-07
  6.000E-04 3.99131E-16  1.427E-09  1.642E-08  1.138E-08  1.301E-17  2.637E-17  1.00E-07
  6.250E-04 3.99131E-16  1.487E-09  1.642E-08  1.138E-08  1.355E-17  2.747E-17  1.00E-07
  6.500E-04 3.99131E-16  1.546E-09  1.642E-08  1.138E-08  1.410E-17  2.857E-17  1.00E-07
  6.750E-04 3.99131E-16  1.605E-09  1.642E-08  1.138E-08  1.464E-17  2.967E-17  1.00E-07
  7.000E-04 3.99131E-16  1.665E-09  1.642E-08  1.138E-08  1.518E-17  3.077E-17  1.00E-07
  7.250E-04 3.99131E-16  1.724E-09  1.642E-08  1.138E-08  1.572E-17  3.187E-17  1.00E-07
  7.500E-04 3.99131E-16  1.784E-09  1.642E-08  1.138E-08  1.626E-17  3.296E-17  1.00E-07
  7.750E-04 3.99131E-16  1.843E-09  1.642E-08  1.138E-08  1.681E-17  3.406E-17  1.00E-07
  8.000E-04 3.99131E-16  1.903E-09  1.642E-08  1.138E-08  1.735E-17  3.516E-17  1.00E-07
  8.250E-04 3.99131E-16  1.962E-09  1.642E-08  1.138E-08  1.789E-17  3.626E-17  1.00E-07
  8.500E-04 3.99131E-16  2.022E-09  1.642E-08  1.138E-08  1.843E-17  3.736E-17  1.00E-07
  8.750E-04 3.99131E-16  2.081E-09  1.642E-08  1.138E-08  1.898E-17  3.846E-17  1.00E-07
  9.000E-04 3.99131E-16  2.141E-09  1.642E-08  1.138E-08  1.952E-17  3.956E-17  1.00E-07
  9.250E-04 3.99131E-16  2.200E-09  1.642E-08  1.138E-08  2.006E-17  4.066E-17  1.00E-07
  9.500E-04 3.99131E-16  2.260E-09  1.642E-08  1.138E-08  2.060E-17  4.175E-17  1.00E-07
  9.750E-04 3.99131E-16  2.319E-09  1.642E-08  1.138E-08  2.114E-17  4.285E-17  1.00E-07
  1.000E-03 3.99131E-16  2.379E-09  1.642E-08  1.138E-08  2.169E-17  4.395E-17  1.00E-07
