

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.28000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -2.52162546E-01      0.00000000E+00
       1      1.48307614E+00      1.48413490E+00
       2      7.31963221E-01      7.32178557E-01
       3      3.70839937E-01      3.70920432E-01
       4      1.90364839E-01      1.90401307E-01
       5      9.91726679E-02      9.91904604E-02
       6      5.23736792E-02      5.23827097E-02
       7      2.79730430E-02      2.79777401E-02
       8      1.50785458E-02      1.50810296E-02
       9      8.18982675E-03      8.19115595E-03
      10      4.47678454E-03      4.47750237E-03
      11      2.46057582E-03      2.46096635E-03
      12      1.35883913E-03      1.35905292E-03
      13      7.53516449E-04      7.53634099E-04
      14      4.19351629E-04      4.19416671E-04
      15      2.34109156E-04      2.34145258E-04
      16      1.31047267E-04      1.31067375E-04
      17      7.35260340E-05      7.35372679E-05
      18      4.13342112E-05      4.13405036E-05
      19      2.32756486E-05      2.32791810E-05
      20      1.31250615E-05      1.31270482E-05
      21      7.40980050E-06      7.41091970E-06
      22      4.18724826E-06      4.18787960E-06
      23      2.36805263E-06      2.36840916E-06
      24      1.34007346E-06      1.34027497E-06
      25      7.58724536E-07      7.58838529E-07
      26      4.29744240E-07      4.29808762E-07
      27      2.43481453E-07      2.43517989E-07
      28      1.37980304E-07      1.38001000E-07
      29      7.82050999E-08      7.82168268E-08
      30      4.43298498E-08      4.43364967E-08
      31      2.51292874E-08      2.51330540E-08
      32      1.42451965E-08      1.42473341E-08
      33      8.07511198E-09      8.07632180E-09
      34      4.57733212E-09      4.57802132E-09
      35      2.59444052E-09      2.59483395E-09
      36      1.47035212E-09      1.47057325E-09
      37      8.33209232E-10      8.33333400E-10
      38      4.72133226E-10      4.72204379E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.94034E-16  0.000E+00  1.617E-08  1.152E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.94034E-16  2.399E-10  1.617E-08  1.152E-08  1.694E-18  4.131E-18  1.00E-07
  1.250E-04 3.94034E-16  2.999E-10  1.617E-08  1.152E-08  2.117E-18  5.163E-18  1.00E-07
  1.500E-04 3.94034E-16  3.599E-10  1.617E-08  1.152E-08  2.541E-18  6.196E-18  1.00E-07
  1.750E-04 3.94034E-16  4.199E-10  1.617E-08  1.152E-08  2.964E-18  7.229E-18  1.00E-07
  2.000E-04 3.94034E-16  4.799E-10  1.617E-08  1.152E-08  3.388E-18  8.261E-18  1.00E-07
  2.250E-04 3.94034E-16  5.399E-10  1.617E-08  1.152E-08  3.811E-18  9.294E-18  1.00E-07
  2.500E-04 3.94034E-16  5.999E-10  1.617E-08  1.152E-08  4.235E-18  1.033E-17  1.00E-07
  2.750E-04 3.94034E-16  6.599E-10  1.617E-08  1.152E-08  4.658E-18  1.136E-17  1.00E-07
  3.000E-04 3.94034E-16  7.198E-10  1.617E-08  1.152E-08  5.081E-18  1.239E-17  1.00E-07
  3.250E-04 3.94034E-16  7.798E-10  1.617E-08  1.152E-08  5.505E-18  1.342E-17  1.00E-07
  3.500E-04 3.94034E-16  8.398E-10  1.617E-08  1.152E-08  5.928E-18  1.446E-17  1.00E-07
  3.750E-04 3.94034E-16  8.998E-10  1.617E-08  1.152E-08  6.352E-18  1.549E-17  1.00E-07
  4.000E-04 3.94034E-16  9.598E-10  1.617E-08  1.152E-08  6.775E-18  1.652E-17  1.00E-07
  4.250E-04 3.94034E-16  1.020E-09  1.617E-08  1.152E-08  7.199E-18  1.756E-17  1.00E-07
  4.500E-04 3.94034E-16  1.080E-09  1.617E-08  1.152E-08  7.622E-18  1.859E-17  1.00E-07
  4.750E-04 3.94034E-16  1.140E-09  1.617E-08  1.152E-08  8.046E-18  1.962E-17  1.00E-07
  5.000E-04 3.94034E-16  1.200E-09  1.617E-08  1.152E-08  8.469E-18  2.065E-17  1.00E-07
