

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.18000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.03133150E-01      0.00000000E+00
       1      2.56347262E-01      2.56437932E-01
       2      1.47280009E-01      1.47318598E-01
       3      8.80634954E-02      8.80841814E-02
       4      5.36251071E-02      5.36370719E-02
       5      3.29702527E-02      3.29774118E-02
       6      2.03814778E-02      2.03858369E-02
       7      1.26387760E-02      1.26414561E-02
       8      7.85120483E-03      7.85286179E-03
       9      4.88160480E-03      4.88263251E-03
      10      3.03635187E-03      3.03699043E-03
      11      1.88867390E-03      1.88907102E-03
      12      1.17458204E-03      1.17482910E-03
      13      7.30251504E-04      7.30405210E-04
      14      4.53825277E-04      4.53920884E-04
      15      2.81910808E-04      2.81970257E-04
      16      1.75037638E-04      1.75074588E-04
      17      1.08628645E-04      1.08651601E-04
      18      6.73831581E-05      6.73974129E-05
      19      4.17788144E-05      4.17876618E-05
      20      2.58919058E-05      2.58973943E-05
      21      1.60391559E-05      1.60425592E-05
      22      9.93151637E-06      9.93362569E-06
      23      6.14714408E-06      6.14845082E-06
      24      3.80331440E-06      3.80412360E-06
      25      2.35228087E-06      2.35278176E-06
      26      1.45432402E-06      1.45463394E-06
      27      8.98845137E-07      8.99036831E-07
      28      5.55349794E-07      5.55468314E-07
      29      3.43014576E-07      3.43087832E-07
      30      2.11801219E-07      2.11846483E-07
      31      1.30743343E-07      1.30771303E-07
      32      8.06847684E-08      8.07020326E-08
      33      4.97793356E-08      4.97899910E-08
      34      3.07040660E-08      3.07106428E-08
      35      1.89338180E-08      1.89378737E-08
      36      1.16729101E-08      1.16754186E-08
      37      7.19487312E-09      7.19641632E-09
      38      4.43372458E-09      4.43467469E-09
      39      2.73163078E-09      2.73221402E-09
      40      1.68266007E-09      1.68301862E-09
      41      1.03628619E-09      1.03651499E-09
      42      6.38041365E-10      6.38175997E-10
      43      3.92790496E-10      3.92876995E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.17814E-17  0.000E+00  5.575E-09  8.390E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.17814E-17 -1.141E-11  5.575E-09  8.390E-10  2.165E-18  2.933E-19  1.00E-07
  1.250E-04 3.17814E-17 -1.426E-11  5.575E-09  8.390E-10  2.706E-18  3.667E-19  1.00E-07
  1.500E-04 3.17814E-17 -1.711E-11  5.575E-09  8.390E-10  3.248E-18  4.400E-19  1.00E-07
  1.750E-04 3.17814E-17 -1.996E-11  5.575E-09  8.390E-10  3.789E-18  5.133E-19  1.00E-07
  2.000E-04 3.17814E-17 -2.281E-11  5.575E-09  8.390E-10  4.330E-18  5.867E-19  1.00E-07
  2.250E-04 3.17814E-17 -2.566E-11  5.575E-09  8.390E-10  4.871E-18  6.600E-19  1.00E-07
  2.500E-04 3.17814E-17 -2.851E-11  5.575E-09  8.390E-10  5.413E-18  7.333E-19  1.00E-07
  2.750E-04 3.17814E-17 -3.136E-11  5.575E-09  8.390E-10  5.954E-18  8.067E-19  1.00E-07
  3.000E-04 3.17814E-17 -3.422E-11  5.575E-09  8.390E-10  6.495E-18  8.800E-19  1.00E-07
  3.250E-04 3.17814E-17 -3.707E-11  5.575E-09  8.390E-10  7.036E-18  9.533E-19  1.00E-07
  3.500E-04 3.17814E-17 -3.992E-11  5.575E-09  8.390E-10  7.578E-18  1.027E-18  1.00E-07
  3.750E-04 3.17814E-17 -4.277E-11  5.575E-09  8.390E-10  8.119E-18  1.100E-18  1.00E-07
  4.000E-04 3.17814E-17 -4.562E-11  5.575E-09  8.390E-10  8.660E-18  1.173E-18  1.00E-07
  4.250E-04 3.17814E-17 -4.847E-11  5.575E-09  8.390E-10  9.202E-18  1.247E-18  1.00E-07
  4.500E-04 3.17814E-17 -5.132E-11  5.575E-09  8.390E-10  9.743E-18  1.320E-18  1.00E-07
  4.750E-04 3.17814E-17 -5.417E-11  5.575E-09  8.390E-10  1.028E-17  1.393E-18  1.00E-07
  5.000E-04 3.17814E-17 -5.703E-11  5.575E-09  8.390E-10  1.083E-17  1.467E-18  1.00E-07
