

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.70000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.41519141E-01      0.00000000E+00
       1      2.62751905E-01      2.62832298E-01
       2      1.42948860E-01      1.42981447E-01
       3      8.07578491E-02      8.07744498E-02
       4      4.64092812E-02      4.64183829E-02
       5      2.69072824E-02      2.69124352E-02
       6      1.56755118E-02      1.56784762E-02
       7      9.15567254E-03      9.15739265E-03
       8      5.35435106E-03      5.35535379E-03
       9      3.13277256E-03      3.13335850E-03
      10      1.83294014E-03      1.83328293E-03
      11      1.07211134E-03      1.07231195E-03
      12      6.26801948E-04      6.26919341E-04
      13      3.66251131E-04      3.66319802E-04
      14      2.13877822E-04      2.13917972E-04
      15      1.24819816E-04      1.24843277E-04
      16      7.28003016E-05      7.28140021E-05
      17      4.24346228E-05      4.24426184E-05
      18      2.47202869E-05      2.47249501E-05
      19      1.43927117E-05      1.43954298E-05
      20      8.37526120E-06      8.37684460E-06
      21      4.87115041E-06      4.87207228E-06
      22      2.83173652E-06      2.83227295E-06
      23      1.64540420E-06      1.64571619E-06
      24      9.55654182E-07      9.55835543E-07
      25      5.54813114E-07      5.54918487E-07
      26      3.21972890E-07      3.22034090E-07
      27      1.86778581E-07      1.86814115E-07
      28      1.08312305E-07      1.08332923E-07
      29      6.27882698E-08      6.28002332E-08
      30      3.63862062E-08      3.63931450E-08
      31      2.10794462E-08      2.10834691E-08
      32      1.22081403E-08      1.22104729E-08
      33      7.06831857E-09      7.06966913E-09
      34      4.09131536E-09      4.09209614E-09
      35      2.36754700E-09      2.36799903E-09
      36      1.36966085E-09      1.36992662E-09
      37      7.92138883E-10      7.92289559E-10
      38      4.58031077E-10      4.58118971E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.28208E-17  0.000E+00  5.646E-09  9.696E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.28208E-17 -1.230E-11  5.646E-09  9.696E-10  1.730E-18  2.613E-19  1.00E-07
  1.250E-04 3.28208E-17 -1.537E-11  5.646E-09  9.696E-10  2.162E-18  3.267E-19  1.00E-07
  1.500E-04 3.28208E-17 -1.845E-11  5.646E-09  9.696E-10  2.595E-18  3.920E-19  1.00E-07
  1.750E-04 3.28208E-17 -2.152E-11  5.646E-09  9.696E-10  3.027E-18  4.573E-19  1.00E-07
  2.000E-04 3.28208E-17 -2.460E-11  5.646E-09  9.696E-10  3.460E-18  5.227E-19  1.00E-07
  2.250E-04 3.28208E-17 -2.767E-11  5.646E-09  9.696E-10  3.892E-18  5.880E-19  1.00E-07
  2.500E-04 3.28208E-17 -3.075E-11  5.646E-09  9.696E-10  4.325E-18  6.533E-19  1.00E-07
  2.750E-04 3.28208E-17 -3.382E-11  5.646E-09  9.696E-10  4.757E-18  7.186E-19  1.00E-07
  3.000E-04 3.28208E-17 -3.690E-11  5.646E-09  9.696E-10  5.190E-18  7.840E-19  1.00E-07
  3.250E-04 3.28208E-17 -3.997E-11  5.646E-09  9.696E-10  5.622E-18  8.493E-19  1.00E-07
  3.500E-04 3.28208E-17 -4.305E-11  5.646E-09  9.696E-10  6.055E-18  9.146E-19  1.00E-07
  3.750E-04 3.28208E-17 -4.612E-11  5.646E-09  9.696E-10  6.487E-18  9.800E-19  1.00E-07
  4.000E-04 3.28208E-17 -4.920E-11  5.646E-09  9.696E-10  6.920E-18  1.045E-18  1.00E-07
  4.250E-04 3.28208E-17 -5.227E-11  5.646E-09  9.696E-10  7.352E-18  1.111E-18  1.00E-07
  4.500E-04 3.28208E-17 -5.535E-11  5.646E-09  9.696E-10  7.785E-18  1.176E-18  1.00E-07
