

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.10000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.51761950E-01      0.00000000E+00
       1      1.51963713E+00      1.52067702E+00
       2      7.17263158E-01      7.17460803E-01
       3      3.44245194E-01      3.44314646E-01
       4      1.67928752E-01      1.67958544E-01
       5      8.34600869E-02      8.34739404E-02
       6      4.21463159E-02      4.21530408E-02
       7      2.15528112E-02      2.15561619E-02
       8      1.11318981E-02      1.11335965E-02
       9      5.79618229E-03      5.79705388E-03
      10      3.03834797E-03      3.03879948E-03
      11      1.60182010E-03      1.60205577E-03
      12      8.48626282E-04      8.48750081E-04
      13      4.51489251E-04      4.51554634E-04
      14      2.41072229E-04      2.41106921E-04
      15      1.29117979E-04      1.29136460E-04
      16      6.93366501E-05      6.93465293E-05
      17      3.73160663E-05      3.73213628E-05
      18      2.01199857E-05      2.01228322E-05
      19      1.08647646E-05      1.08662977E-05
      20      5.87427584E-06      5.87510291E-06
      21      3.17926691E-06      3.17971375E-06
      22      1.72206908E-06      1.72231076E-06
      23      9.33363268E-07      9.33494122E-07
      24      5.06133059E-07      5.06203953E-07
      25      2.74561629E-07      2.74600066E-07
      26      1.48981430E-07      1.49002278E-07
      27      8.08547335E-08      8.08660434E-08
      28      4.38863317E-08      4.38924664E-08
      29      2.38219741E-08      2.38253037E-08
      30      1.29309940E-08      1.29328011E-08
      31      7.01901934E-09      7.02000291E-09
      32      3.80973807E-09      3.81027101E-09
      33      2.06760705E-09      2.06789724E-09
      34      1.12199288E-09      1.12215333E-09
      35      6.08809202E-10      6.08891549E-10
      36      3.30292749E-10      3.30337291E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.84542E-16  0.000E+00  1.567E-08  1.179E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.84542E-16  2.428E-10  1.567E-08  1.179E-08  8.245E-19  3.599E-18  1.00E-07
  1.250E-04 3.84542E-16  3.035E-10  1.567E-08  1.179E-08  1.031E-18  4.499E-18  1.00E-07
  1.500E-04 3.84542E-16  3.642E-10  1.567E-08  1.179E-08  1.237E-18  5.399E-18  1.00E-07
  1.750E-04 3.84542E-16  4.249E-10  1.567E-08  1.179E-08  1.443E-18  6.298E-18  1.00E-07
  2.000E-04 3.84542E-16  4.856E-10  1.567E-08  1.179E-08  1.649E-18  7.198E-18  1.00E-07
  2.250E-04 3.84542E-16  5.463E-10  1.567E-08  1.179E-08  1.855E-18  8.098E-18  1.00E-07
  2.500E-04 3.84542E-16  6.070E-10  1.567E-08  1.179E-08  2.061E-18  8.998E-18  1.00E-07
  2.750E-04 3.84542E-16  6.677E-10  1.567E-08  1.179E-08  2.267E-18  9.897E-18  1.00E-07
  3.000E-04 3.84542E-16  7.284E-10  1.567E-08  1.179E-08  2.473E-18  1.080E-17  1.00E-07
  3.250E-04 3.84542E-16  7.891E-10  1.567E-08  1.179E-08  2.680E-18  1.170E-17  1.00E-07
  3.500E-04 3.84542E-16  8.498E-10  1.567E-08  1.179E-08  2.886E-18  1.260E-17  1.00E-07
  3.750E-04 3.84542E-16  9.105E-10  1.567E-08  1.179E-08  3.092E-18  1.350E-17  1.00E-07
  4.000E-04 3.84542E-16  9.712E-10  1.567E-08  1.179E-08  3.298E-18  1.440E-17  1.00E-07
  4.250E-04 3.84542E-16  1.032E-09  1.567E-08  1.179E-08  3.504E-18  1.530E-17  1.00E-07
  4.500E-04 3.84542E-16  1.093E-09  1.567E-08  1.179E-08  3.710E-18  1.620E-17  1.00E-07
  4.750E-04 3.84542E-16  1.153E-09  1.567E-08  1.179E-08  3.916E-18  1.710E-17  1.00E-07
  5.000E-04 3.84542E-16  1.214E-09  1.567E-08  1.179E-08  4.122E-18  1.800E-17  1.00E-07
  5.250E-04 3.84542E-16  1.275E-09  1.567E-08  1.179E-08  4.328E-18  1.890E-17  1.00E-07
  5.500E-04 3.84542E-16  1.335E-09  1.567E-08  1.179E-08  4.535E-18  1.979E-17  1.00E-07
  5.750E-04 3.84542E-16  1.396E-09  1.567E-08  1.179E-08  4.741E-18  2.069E-17  1.00E-07
  6.000E-04 3.84542E-16  1.457E-09  1.567E-08  1.179E-08  4.947E-18  2.159E-17  1.00E-07
  6.250E-04 3.84542E-16  1.517E-09  1.567E-08  1.179E-08  5.153E-18  2.249E-17  1.00E-07
  6.500E-04 3.84542E-16  1.578E-09  1.567E-08  1.179E-08  5.359E-18  2.339E-17  1.00E-07
  6.750E-04 3.84542E-16  1.639E-09  1.567E-08  1.179E-08  5.565E-18  2.429E-17  1.00E-07
  7.000E-04 3.84542E-16  1.700E-09  1.567E-08  1.179E-08  5.771E-18  2.519E-17  1.00E-07
  7.250E-04 3.84542E-16  1.760E-09  1.567E-08  1.179E-08  5.977E-18  2.609E-17  1.00E-07
  7.500E-04 3.84542E-16  1.821E-09  1.567E-08  1.179E-08  6.184E-18  2.699E-17  1.00E-07
  7.750E-04 3.84542E-16  1.882E-09  1.567E-08  1.179E-08  6.390E-18  2.789E-17  1.00E-07
  8.000E-04 3.84542E-16  1.942E-09  1.567E-08  1.179E-08  6.596E-18  2.879E-17  1.00E-07
  8.250E-04 3.84542E-16  2.003E-09  1.567E-08  1.179E-08  6.802E-18  2.969E-17  1.00E-07
  8.500E-04 3.84542E-16  2.064E-09  1.567E-08  1.179E-08  7.008E-18  3.059E-17  1.00E-07
  8.750E-04 3.84542E-16  2.124E-09  1.567E-08  1.179E-08  7.214E-18  3.149E-17  1.00E-07
  9.000E-04 3.84542E-16  2.185E-09  1.567E-08  1.179E-08  7.420E-18  3.239E-17  1.00E-07
  9.250E-04 3.84542E-16  2.246E-09  1.567E-08  1.179E-08  7.626E-18  3.329E-17  1.00E-07
  9.500E-04 3.84542E-16  2.307E-09  1.567E-08  1.179E-08  7.832E-18  3.419E-17  1.00E-07
  9.750E-04 3.84542E-16  2.367E-09  1.567E-08  1.179E-08  8.039E-18  3.509E-17  1.00E-07
  1.000E-03 3.84542E-16  2.428E-09  1.567E-08  1.179E-08  8.245E-18  3.599E-17  1.00E-07
  1.250E-03 3.84542E-16  3.035E-09  1.567E-08  1.179E-08  1.031E-17  4.499E-17  1.00E-07
  1.500E-03 3.84542E-16  3.642E-09  1.567E-08  1.179E-08  1.237E-17  5.399E-17  1.00E-07
  1.750E-03 3.84542E-16  4.249E-09  1.567E-08  1.179E-08  1.443E-17  6.298E-17  1.00E-07
  2.000E-03 3.84542E-16  4.856E-09  1.567E-08  1.179E-08  1.649E-17  7.198E-17  1.00E-07
  2.250E-03 3.84542E-16  5.463E-09  1.567E-08  1.179E-08  1.855E-17  8.098E-17  1.00E-07
  2.500E-03 3.84542E-16  6.070E-09  1.567E-08  1.179E-08  2.061E-17  8.998E-17  1.00E-07
  2.750E-03 3.84542E-16  6.677E-09  1.567E-08  1.179E-08  2.267E-17  9.897E-17  1.00E-07
  3.000E-03 3.84542E-16  7.284E-09  1.567E-08  1.179E-08  2.473E-17  1.080E-16  1.00E-07
  3.250E-03 3.84542E-16  7.891E-09  1.567E-08  1.179E-08  2.680E-17  1.170E-16  1.00E-07
  3.500E-03 3.84542E-16  8.498E-09  1.567E-08  1.179E-08  2.886E-17  1.260E-16  1.00E-07
  3.750E-03 3.84542E-16  9.105E-09  1.567E-08  1.179E-08  3.092E-17  1.350E-16  1.00E-07
  4.000E-03 3.84542E-16  9.712E-09  1.567E-08  1.179E-08  3.298E-17  1.440E-16  1.00E-07
  4.250E-03 3.84542E-16  1.032E-08  1.567E-08  1.179E-08  3.504E-17  1.530E-16  1.00E-07
  4.500E-03 3.84542E-16  1.093E-08  1.567E-08  1.179E-08  3.710E-17  1.620E-16  1.00E-07
  4.750E-03 3.84542E-16  1.153E-08  1.567E-08  1.179E-08  3.916E-17  1.710E-16  1.00E-07
  5.000E-03 3.84542E-16  1.214E-08  1.567E-08  1.179E-08  4.122E-17  1.800E-16  1.00E-07
  5.250E-03 3.84542E-16  1.275E-08  1.567E-08  1.179E-08  4.328E-17  1.890E-16  1.00E-07
  5.500E-03 3.84542E-16  1.335E-08  1.567E-08  1.179E-08  4.535E-17  1.979E-16  1.00E-07
