 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 5.80000E+01 eV = 2.13146E+00 a.u.
 #
 #  ***  WARNING: Energy is too low.
 #                The reliability of the results is questionable.
 #
 # Element:  C,  Z =   6,  atomic weight = 1.20107E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  6
 #
 # Electron density: Read from file z_006.den   
 #                   Number of data points =  725
 #                   Volume integral = 6.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 4.23192E-16 cm**2 = 1.51125E+01 a0**2
 # 1st transport cross section = 2.49375E-16 cm**2 = 8.90535E+00 a0**2
 # 2nd transport cross section = 2.21668E-16 cm**2 = 7.91592E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  3.56215E-16  1.27207E+01  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  3.56215E-16  1.27207E+01  2.31909E-10  1.0E-07
  1.250E-04  1.18994E-12  3.56215E-16  1.27207E+01  2.89886E-10  1.0E-07
  1.500E-04  1.71346E-12  3.56215E-16  1.27207E+01  3.47863E-10  1.0E-07
  1.750E-04  2.33225E-12  3.56215E-16  1.27207E+01  4.05841E-10  1.0E-07
  2.000E-04  3.04617E-12  3.56215E-16  1.27207E+01  4.63818E-10  1.0E-07
  2.250E-04  3.85530E-12  3.56215E-16  1.27207E+01  5.21795E-10  1.0E-07
  2.500E-04  4.75964E-12  3.56215E-16  1.27207E+01  5.79772E-10  1.0E-07
  2.750E-04  5.75917E-12  3.56215E-16  1.27207E+01  6.37750E-10  1.0E-07
  3.000E-04  6.85391E-12  3.56215E-16  1.27207E+01  6.95727E-10  1.0E-07
  3.250E-04  8.04379E-12  3.56215E-16  1.27207E+01  7.53704E-10  1.0E-07
  3.500E-04  9.32893E-12  3.56215E-16  1.27207E+01  8.11681E-10  1.0E-07
  3.750E-04  1.07092E-11  3.56215E-16  1.27207E+01  8.69659E-10  1.0E-07
  4.000E-04  1.21847E-11  3.56215E-16  1.27207E+01  9.27636E-10  1.0E-07
  4.250E-04  1.37554E-11  3.56215E-16  1.27207E+01  9.85613E-10  1.0E-07
  4.500E-04  1.54213E-11  3.56215E-16  1.27207E+01  1.04359E-09  1.0E-07
  4.750E-04  1.71823E-11  3.56215E-16  1.27207E+01  1.10157E-09  1.0E-07
  5.000E-04  1.90386E-11  3.56215E-16  1.27207E+01  1.15954E-09  1.0E-07
  5.250E-04  2.09900E-11  3.56215E-16  1.27207E+01  1.21752E-09  1.0E-07
  5.500E-04  2.30367E-11  3.56215E-16  1.27207E+01  1.27550E-09  1.0E-07
  5.750E-04  2.51785E-11  3.56215E-16  1.27207E+01  1.33348E-09  1.0E-07
  6.000E-04  2.74156E-11  3.56215E-16  1.27207E+01  1.39145E-09  1.0E-07
  6.250E-04  2.97478E-11  3.56215E-16  1.27207E+01  1.44943E-09  1.0E-07
