

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.98000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -5.87078277E-02      0.00000000E+00
       1     -1.50160231E+00     -1.49958261E+00
       2      7.79136077E-01      7.79542026E-01
       3      3.69928689E-01      3.70066554E-01
       4      1.80345451E-01      1.80403092E-01
       5      9.04787151E-02      9.05052990E-02
       6      4.64568181E-02      4.64697738E-02
       7      2.42819078E-02      2.42884432E-02
       8      1.28678832E-02      1.28712579E-02
       9      6.89398277E-03      6.89575504E-03
      10      3.72608532E-03      3.72702810E-03
      11      2.02841832E-03      2.02892495E-03
      12      1.11080671E-03      1.11108121E-03
      13      6.11304900E-04      6.11454623E-04
      14      3.37799167E-04      3.37881289E-04
      15      1.87303682E-04      1.87348935E-04
      16      1.04154296E-04      1.04179328E-04
      17      5.80561751E-05      5.80700675E-05
      18      3.24258410E-05      3.24335717E-05
      19      1.81411639E-05      1.81454756E-05
      20      1.01637294E-05      1.01661388E-05
      21      5.70108652E-06      5.70243504E-06
      22      3.20108762E-06      3.20184339E-06
      23      1.79889251E-06      1.79931657E-06
      24      1.01163560E-06      1.01187376E-06
      25      5.69255202E-07      5.69389063E-07
      26      3.20490024E-07      3.20565323E-07
      27      1.80515075E-07      1.80557451E-07
      28      1.01712847E-07      1.01736704E-07
      29      5.73295493E-08      5.73429902E-08
      30      3.23222623E-08      3.23298317E-08
      31      1.82275437E-08      1.82318119E-08
      32      1.02811574E-08      1.02835665E-08
      33      5.80007147E-09      5.80143011E-09
      34      3.27260353E-09      3.27337016E-09
      35      1.84673010E-09      1.84715911E-09
      36      1.04218487E-09      1.04242554E-09
      37      5.88231115E-10      5.88366444E-10
      38      3.32036710E-10      3.32115536E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.33782E-16  0.000E+00  1.204E-08  9.424E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.33782E-16  3.812E-10  1.204E-08  9.424E-09  8.608E-19  4.375E-18  1.00E-07
  1.250E-04 2.33782E-16  4.765E-10  1.204E-08  9.424E-09  1.076E-18  5.468E-18  1.00E-07
  1.500E-04 2.33782E-16  5.718E-10  1.204E-08  9.424E-09  1.291E-18  6.562E-18  1.00E-07
  1.750E-04 2.33782E-16  6.671E-10  1.204E-08  9.424E-09  1.506E-18  7.655E-18  1.00E-07
  2.000E-04 2.33782E-16  7.624E-10  1.204E-08  9.424E-09  1.722E-18  8.749E-18  1.00E-07
  2.250E-04 2.33782E-16  8.577E-10  1.204E-08  9.424E-09  1.937E-18  9.843E-18  1.00E-07
  2.500E-04 2.33782E-16  9.530E-10  1.204E-08  9.424E-09  2.152E-18  1.094E-17  1.00E-07
  2.750E-04 2.33782E-16  1.048E-09  1.204E-08  9.424E-09  2.367E-18  1.203E-17  1.00E-07
  3.000E-04 2.33782E-16  1.144E-09  1.204E-08  9.424E-09  2.582E-18  1.312E-17  1.00E-07
  3.250E-04 2.33782E-16  1.239E-09  1.204E-08  9.424E-09  2.798E-18  1.422E-17  1.00E-07
  3.500E-04 2.33782E-16  1.334E-09  1.204E-08  9.424E-09  3.013E-18  1.531E-17  1.00E-07
  3.750E-04 2.33782E-16  1.430E-09  1.204E-08  9.424E-09  3.228E-18  1.640E-17  1.00E-07
  4.000E-04 2.33782E-16  1.525E-09  1.204E-08  9.424E-09  3.443E-18  1.750E-17  1.00E-07
  4.250E-04 2.33782E-16  1.620E-09  1.204E-08  9.424E-09  3.658E-18  1.859E-17  1.00E-07
  4.500E-04 2.33782E-16  1.715E-09  1.204E-08  9.424E-09  3.873E-18  1.969E-17  1.00E-07
  4.750E-04 2.33782E-16  1.811E-09  1.204E-08  9.424E-09  4.089E-18  2.078E-17  1.00E-07
  5.000E-04 2.33782E-16  1.906E-09  1.204E-08  9.424E-09  4.304E-18  2.187E-17  1.00E-07
  5.250E-04 2.33782E-16  2.001E-09  1.204E-08  9.424E-09  4.519E-18  2.297E-17  1.00E-07
  5.500E-04 2.33782E-16  2.097E-09  1.204E-08  9.424E-09  4.734E-18  2.406E-17  1.00E-07
  5.750E-04 2.33782E-16  2.192E-09  1.204E-08  9.424E-09  4.949E-18  2.515E-17  1.00E-07
  6.000E-04 2.33782E-16  2.287E-09  1.204E-08  9.424E-09  5.165E-18  2.625E-17  1.00E-07
  6.250E-04 2.33782E-16  2.383E-09  1.204E-08  9.424E-09  5.380E-18  2.734E-17  1.00E-07
  6.500E-04 2.33782E-16  2.478E-09  1.204E-08  9.424E-09  5.595E-18  2.843E-17  1.00E-07
  6.750E-04 2.33782E-16  2.573E-09  1.204E-08  9.424E-09  5.810E-18  2.953E-17  1.00E-07
  7.000E-04 2.33782E-16  2.669E-09  1.204E-08  9.424E-09  6.025E-18  3.062E-17  1.00E-07
  7.250E-04 2.33782E-16  2.764E-09  1.204E-08  9.424E-09  6.241E-18  3.172E-17  1.00E-07
  7.500E-04 2.33782E-16  2.859E-09  1.204E-08  9.424E-09  6.456E-18  3.281E-17  1.00E-07
  7.750E-04 2.33782E-16  2.954E-09  1.204E-08  9.424E-09  6.671E-18  3.390E-17  1.00E-07
  8.000E-04 2.33782E-16  3.050E-09  1.204E-08  9.424E-09  6.886E-18  3.500E-17  1.00E-07
  8.250E-04 2.33782E-16  3.145E-09  1.204E-08  9.424E-09  7.101E-18  3.609E-17  1.00E-07
  8.500E-04 2.33782E-16  3.240E-09  1.204E-08  9.424E-09  7.317E-18  3.718E-17  1.00E-07
  8.750E-04 2.33782E-16  3.336E-09  1.204E-08  9.424E-09  7.532E-18  3.828E-17  1.00E-07
  9.000E-04 2.33782E-16  3.431E-09  1.204E-08  9.424E-09  7.747E-18  3.937E-17  1.00E-07
  9.250E-04 2.33782E-16  3.526E-09  1.204E-08  9.424E-09  7.962E-18  4.046E-17  1.00E-07
  9.500E-04 2.33782E-16  3.622E-09  1.204E-08  9.424E-09  8.177E-18  4.156E-17  1.00E-07
  9.750E-04 2.33782E-16  3.717E-09  1.204E-08  9.424E-09  8.393E-18  4.265E-17  1.00E-07
  1.000E-03 2.33782E-16  3.812E-09  1.204E-08  9.424E-09  8.608E-18  4.375E-17  1.00E-07
  1.250E-03 2.33782E-16  4.765E-09  1.204E-08  9.424E-09  1.076E-17  5.468E-17  1.00E-07
  1.500E-03 2.33782E-16  5.718E-09  1.204E-08  9.424E-09  1.291E-17  6.562E-17  1.00E-07
  1.750E-03 2.33782E-16  6.671E-09  1.204E-08  9.424E-09  1.506E-17  7.655E-17  1.00E-07
  2.000E-03 2.33782E-16  7.624E-09  1.204E-08  9.424E-09  1.722E-17  8.749E-17  1.00E-07
  2.250E-03 2.33782E-16  8.577E-09  1.204E-08  9.424E-09  1.937E-17  9.843E-17  1.00E-07
  2.500E-03 2.33782E-16  9.530E-09  1.204E-08  9.424E-09  2.152E-17  1.094E-16  1.00E-07
  2.750E-03 2.33782E-16  1.048E-08  1.204E-08  9.424E-09  2.367E-17  1.203E-16  1.00E-07
  3.000E-03 2.33782E-16  1.144E-08  1.204E-08  9.424E-09  2.582E-17  1.312E-16  1.00E-07
  3.250E-03 2.33782E-16  1.239E-08  1.204E-08  9.424E-09  2.798E-17  1.422E-16  1.00E-07
  3.500E-03 2.33782E-16  1.334E-08  1.204E-08  9.424E-09  3.013E-17  1.531E-16  1.00E-07
  3.750E-03 2.33782E-16  1.430E-08  1.204E-08  9.424E-09  3.228E-17  1.640E-16  1.00E-07
  4.000E-03 2.33782E-16  1.525E-08  1.204E-08  9.424E-09  3.443E-17  1.750E-16  1.00E-07
  4.250E-03 2.33782E-16  1.620E-08  1.204E-08  9.424E-09  3.658E-17  1.859E-16  1.00E-07
  4.500E-03 2.33782E-16  1.715E-08  1.204E-08  9.424E-09  3.873E-17  1.969E-16  1.00E-07
  4.750E-03 2.33782E-16  1.811E-08  1.204E-08  9.424E-09  4.089E-17  2.078E-16  1.00E-07
  5.000E-03 2.33781E-16  1.906E-08  1.204E-08  9.424E-09  4.304E-17  2.187E-16  1.00E-07
  5.250E-03 2.33781E-16  2.001E-08  1.204E-08  9.424E-09  4.519E-17  2.297E-16  1.00E-07
  5.500E-03 2.33781E-16  2.097E-08  1.204E-08  9.424E-09  4.734E-17  2.406E-16  1.00E-07
  5.750E-03 2.33781E-16  2.192E-08  1.204E-08  9.424E-09  4.949E-17  2.515E-16  1.00E-07
  6.000E-03 2.33781E-16  2.287E-08  1.204E-08  9.424E-09  5.165E-17  2.625E-16  1.00E-07
  6.250E-03 2.33781E-16  2.383E-08  1.204E-08  9.424E-09  5.380E-17  2.734E-16  1.00E-07
  6.500E-03 2.33781E-16  2.478E-08  1.204E-08  9.424E-09  5.595E-17  2.843E-16  1.00E-07
  6.750E-03 2.33781E-16  2.573E-08  1.204E-08  9.424E-09  5.810E-17  2.953E-16  1.00E-07
  7.000E-03 2.33781E-16  2.669E-08  1.204E-08  9.424E-09  6.025E-17  3.062E-16  1.00E-07
  7.250E-03 2.33781E-16  2.764E-08  1.204E-08  9.424E-09  6.241E-17  3.172E-16  1.00E-07
  7.500E-03 2.33781E-16  2.859E-08  1.204E-08  9.424E-09  6.456E-17  3.281E-16  1.00E-07
  7.750E-03 2.33781E-16  2.954E-08  1.204E-08  9.424E-09  6.671E-17  3.390E-16  1.00E-07
  8.000E-03 2.33781E-16  3.050E-08  1.204E-08  9.424E-09  6.886E-17  3.500E-16  1.00E-07
  8.250E-03 2.33781E-16  3.145E-08  1.204E-08  9.424E-09  7.101E-17  3.609E-16  1.00E-07
  8.500E-03 2.33781E-16  3.240E-08  1.204E-08  9.424E-09  7.317E-17  3.718E-16  1.00E-07
  8.750E-03 2.33781E-16  3.336E-08  1.204E-08  9.424E-09  7.532E-17  3.828E-16  1.00E-07
  9.000E-03 2.33781E-16  3.431E-08  1.204E-08  9.424E-09  7.747E-17  3.937E-16  1.00E-07
  9.250E-03 2.33781E-16  3.526E-08  1.204E-08  9.424E-09  7.962E-17  4.046E-16  1.00E-07
  9.500E-03 2.33781E-16  3.622E-08  1.204E-08  9.424E-09  8.177E-17  4.156E-16  1.00E-07
  9.750E-03 2.33781E-16  3.717E-08  1.204E-08  9.424E-09  8.392E-17  4.265E-16  1.00E-07
  1.000E-02 2.33781E-16  3.812E-08  1.204E-08  9.424E-09  8.608E-17  4.375E-16  1.00E-07
  1.250E-02 2.33781E-16  4.765E-08  1.204E-08  9.424E-09  1.076E-16  5.468E-16  1.00E-07
  1.500E-02 2.33781E-16  5.718E-08  1.204E-08  9.424E-09  1.291E-16  6.562E-16  1.00E-07
  1.750E-02 2.33781E-16  6.671E-08  1.204E-08  9.424E-09  1.506E-16  7.655E-16  1.00E-07
  2.000E-02 2.33781E-16  7.624E-08  1.204E-08  9.424E-09  1.722E-16  8.749E-16  1.00E-07
  2.250E-02 2.33781E-16  8.577E-08  1.204E-08  9.424E-09  1.937E-16  9.843E-16  1.00E-07
  2.500E-02 2.33781E-16  9.530E-08  1.204E-08  9.424E-09  2.152E-16  1.094E-15  1.00E-07
  2.750E-02 2.33781E-16  1.048E-07  1.204E-08  9.424E-09  2.367E-16  1.203E-15  1.00E-07
  3.000E-02 2.33781E-16  1.144E-07  1.204E-08  9.424E-09  2.582E-16  1.312E-15  1.00E-07
  3.250E-02 2.33781E-16  1.239E-07  1.204E-08  9.424E-09  2.797E-16  1.422E-15  1.00E-07
  3.500E-02 2.33781E-16  1.334E-07  1.204E-08  9.424E-09  3.013E-16  1.531E-15  1.00E-07
  3.750E-02 2.33781E-16  1.430E-07  1.204E-08  9.424E-09  3.228E-16  1.640E-15  1.00E-07
  4.000E-02 2.33781E-16  1.525E-07  1.204E-08  9.424E-09  3.443E-16  1.750E-15  1.00E-07
  4.250E-02 2.33780E-16  1.620E-07  1.204E-08  9.424E-09  3.658E-16  1.859E-15  1.00E-07
  4.500E-02 2.33780E-16  1.715E-07  1.204E-08  9.424E-09  3.873E-16  1.969E-15  1.00E-07
  4.750E-02 2.33780E-16  1.811E-07  1.204E-08  9.424E-09  4.089E-16  2.078E-15  1.00E-07
  5.000E-02 2.33780E-16  1.906E-07  1.204E-08  9.424E-09  4.304E-16  2.187E-15  1.00E-07
  5.250E-02 2.33780E-16  2.001E-07  1.204E-08  9.424E-09  4.519E-16  2.297E-15  1.00E-07
  5.500E-02 2.33780E-16  2.097E-07  1.204E-08  9.424E-09  4.734E-16  2.406E-15  1.00E-07
  5.750E-02 2.33780E-16  2.192E-07  1.204E-08  9.424E-09  4.949E-16  2.515E-15  1.00E-07
  6.000E-02 2.33779E-16  2.287E-07  1.204E-08  9.424E-09  5.164E-16  2.625E-15  1.00E-07
  6.250E-02 2.33779E-16  2.383E-07  1.204E-08  9.424E-09  5.380E-16  2.734E-15  1.00E-07
  6.500E-02 2.33779E-16  2.478E-07  1.204E-08  9.424E-09  5.595E-16  2.843E-15  1.00E-07
  6.750E-02 2.33779E-16  2.573E-07  1.204E-08  9.424E-09  5.810E-16  2.953E-15  1.00E-07
  7.000E-02 2.33779E-16  2.669E-07  1.204E-08  9.424E-09  6.025E-16  3.062E-15  1.00E-07
  7.250E-02 2.33778E-16  2.764E-07  1.204E-08  9.424E-09  6.240E-16  3.172E-15  1.00E-07
  7.500E-02 2.33778E-16  2.859E-07  1.204E-08  9.424E-09  6.455E-16  3.281E-15  1.00E-07
  7.750E-02 2.33778E-16  2.954E-07  1.204E-08  9.424E-09  6.671E-16  3.390E-15  1.00E-07
  8.000E-02 2.33778E-16  3.050E-07  1.204E-08  9.424E-09  6.886E-16  3.500E-15  1.00E-07
  8.250E-02 2.33777E-16  3.145E-07  1.204E-08  9.424E-09  7.101E-16  3.609E-15  1.00E-07
  8.500E-02 2.33777E-16  3.240E-07  1.204E-08  9.424E-09  7.316E-16  3.718E-15  1.00E-07
  8.750E-02 2.33777E-16  3.336E-07  1.204E-08  9.424E-09  7.531E-16  3.828E-15  1.00E-07
  9.000E-02 2.33777E-16  3.431E-07  1.204E-08  9.424E-09  7.746E-16  3.937E-15  1.00E-07
  9.250E-02 2.33776E-16  3.526E-07  1.204E-08  9.424E-09  7.961E-16  4.046E-15  1.00E-07
  9.500E-02 2.33776E-16  3.622E-07  1.204E-08  9.424E-09  8.177E-16  4.156E-15  1.00E-07
  9.750E-02 2.33776E-16  3.717E-07  1.204E-08  9.424E-09  8.392E-16  4.265E-15  1.00E-07
  1.000E-01 2.33775E-16  3.812E-07  1.204E-08  9.424E-09  8.607E-16  4.375E-15  1.00E-07
  1.250E-01 2.33772E-16  4.765E-07  1.204E-08  9.424E-09  1.076E-15  5.468E-15  1.00E-07
  1.500E-01 2.33768E-16  5.718E-07  1.204E-08  9.424E-09  1.291E-15  6.562E-15  1.00E-07
  1.750E-01 2.33763E-16  6.672E-07  1.204E-08  9.424E-09  1.506E-15  7.655E-15  1.00E-07
  2.000E-01 2.33757E-16  7.625E-07  1.204E-08  9.424E-09  1.721E-15  8.749E-15  1.00E-07
  2.250E-01 2.33751E-16  8.578E-07  1.204E-08  9.423E-09  1.936E-15  9.843E-15  1.00E-07
  2.500E-01 2.33744E-16  9.531E-07  1.204E-08  9.423E-09  2.151E-15  1.094E-14  1.00E-07
  2.750E-01 2.33736E-16  1.048E-06  1.204E-08  9.423E-09  2.365E-15  1.203E-14  1.00E-07
  3.000E-01 2.33727E-16  1.144E-06  1.204E-08  9.423E-09  2.580E-15  1.312E-14  1.00E-07
  3.250E-01 2.33717E-16  1.239E-06  1.204E-08  9.423E-09  2.795E-15  1.422E-14  1.00E-07
  3.500E-01 2.33707E-16  1.335E-06  1.204E-08  9.423E-09  3.009E-15  1.531E-14  1.00E-07
  3.750E-01 2.33696E-16  1.430E-06  1.204E-08  9.423E-09  3.224E-15  1.640E-14  1.00E-07
  4.000E-01 2.33684E-16  1.525E-06  1.204E-08  9.423E-09  3.438E-15  1.750E-14  1.00E-07
  4.250E-01 2.33672E-16  1.621E-06  1.204E-08  9.423E-09  3.652E-15  1.859E-14  1.00E-07
  4.500E-01 2.33658E-16  1.716E-06  1.204E-08  9.423E-09  3.866E-15  1.968E-14  1.00E-07
  4.750E-01 2.33644E-16  1.811E-06  1.204E-08  9.423E-09  4.080E-15  2.078E-14  1.00E-07
  5.000E-01 2.33630E-16  1.907E-06  1.204E-08  9.423E-09  4.294E-15  2.187E-14  1.00E-07
  5.250E-01 2.33614E-16  2.002E-06  1.203E-08  9.422E-09  4.508E-15  2.296E-14  1.00E-07
  5.500E-01 2.33598E-16  2.098E-06  1.203E-08  9.422E-09  4.721E-15  2.406E-14  1.00E-07
  5.750E-01 2.33581E-16  2.193E-06  1.203E-08  9.422E-09  4.934E-15  2.515E-14  1.00E-07
  6.000E-01 2.33563E-16  2.289E-06  1.203E-08  9.422E-09  5.148E-15  2.624E-14  1.00E-07
  6.250E-01 2.33544E-16  2.384E-06  1.203E-08  9.422E-09  5.361E-15  2.734E-14  1.00E-07
  6.500E-01 2.33525E-16  2.480E-06  1.203E-08  9.422E-09  5.573E-15  2.843E-14  1.00E-07
  6.750E-01 2.33505E-16  2.575E-06  1.203E-08  9.422E-09  5.786E-15  2.952E-14  1.00E-07
  7.000E-01 2.33484E-16  2.671E-06  1.203E-08  9.422E-09  5.998E-15  3.062E-14  1.00E-07
  7.250E-01 2.33462E-16  2.766E-06  1.203E-08  9.421E-09  6.211E-15  3.171E-14  1.00E-07
  7.500E-01 2.33440E-16  2.862E-06  1.203E-08  9.421E-09  6.423E-15  3.280E-14  1.00E-07
  7.750E-01 2.33417E-16  2.957E-06  1.203E-08  9.421E-09  6.634E-15  3.389E-14  1.00E-07
  8.000E-01 2.33393E-16  3.053E-06  1.203E-08  9.421E-09  6.846E-15  3.499E-14  1.00E-07
  8.250E-01 2.33368E-16  3.149E-06  1.203E-08  9.421E-09  7.057E-15  3.608E-14  1.00E-07
  8.500E-01 2.33343E-16  3.244E-06  1.202E-08  9.420E-09  7.268E-15  3.717E-14  1.00E-07
  8.750E-01 2.33317E-16  3.340E-06  1.202E-08  9.420E-09  7.479E-15  3.826E-14  1.00E-07
  9.000E-01 2.33290E-16  3.436E-06  1.202E-08  9.420E-09  7.690E-15  3.936E-14  1.00E-07
  9.250E-01 2.33262E-16  3.531E-06  1.202E-08  9.420E-09  7.900E-15  4.045E-14  1.00E-07
  9.500E-01 2.33234E-16  3.627E-06  1.202E-08  9.420E-09  8.110E-15  4.154E-14  1.00E-07
  9.750E-01 2.33205E-16  3.723E-06  1.202E-08  9.419E-09  8.320E-15  4.263E-14  1.00E-07
  1.000E+00 2.33175E-16  3.819E-06  1.202E-08  9.419E-09  8.529E-15  4.373E-14  1.00E-07
  1.100E+00 2.33047E-16  4.202E-06  1.201E-08  9.418E-09  9.364E-15  4.810E-14  1.00E-07
  1.200E+00 2.32908E-16  4.586E-06  1.201E-08  9.417E-09  1.019E-14  5.246E-14  1.00E-07
  1.300E+00 2.32757E-16  4.970E-06  1.200E-08  9.416E-09  1.102E-14  5.683E-14  1.00E-07
  1.400E+00 2.32594E-16  5.355E-06  1.200E-08  9.415E-09  1.184E-14  6.119E-14  1.00E-07
  1.500E+00 2.32419E-16  5.740E-06  1.199E-08  9.414E-09  1.265E-14  6.556E-14  1.00E-07
  1.600E+00 2.32232E-16  6.126E-06  1.199E-08  9.412E-09  1.345E-14  6.992E-14  1.00E-07
  1.700E+00 2.32033E-16  6.513E-06  1.198E-08  9.411E-09  1.425E-14  7.428E-14  1.00E-07
  1.800E+00 2.31823E-16  6.900E-06  1.197E-08  9.409E-09  1.504E-14  7.863E-14  1.00E-07
  1.900E+00 2.31600E-16  7.288E-06  1.196E-08  9.408E-09  1.582E-14  8.299E-14  1.00E-07
  2.000E+00 2.31366E-16  7.676E-06  1.195E-08  9.406E-09  1.659E-14  8.734E-14  1.00E-07
  2.100E+00 2.31121E-16  8.066E-06  1.195E-08  9.404E-09  1.735E-14  9.169E-14  1.00E-07
  2.200E+00 2.30863E-16  8.456E-06  1.194E-08  9.402E-09  1.810E-14  9.604E-14  1.00E-07
  2.300E+00 2.30595E-16  8.847E-06  1.193E-08  9.400E-09  1.885E-14  1.004E-13  1.00E-07
  2.400E+00 2.30314E-16  9.239E-06  1.192E-08  9.398E-09  1.958E-14  1.047E-13  1.00E-07
  2.500E+00 2.30022E-16  9.632E-06  1.191E-08  9.396E-09  2.030E-14  1.091E-13  1.00E-07
  2.600E+00 2.29719E-16  1.003E-05  1.189E-08  9.394E-09  2.101E-14  1.134E-13  1.00E-07
  2.700E+00 2.29405E-16  1.042E-05  1.188E-08  9.391E-09  2.170E-14  1.177E-13  1.00E-07
  2.800E+00 2.29079E-16  1.082E-05  1.187E-08  9.389E-09  2.239E-14  1.221E-13  1.00E-07
  2.900E+00 2.28742E-16  1.121E-05  1.186E-08  9.386E-09  2.306E-14  1.264E-13  1.00E-07
  3.000E+00 2.28393E-16  1.161E-05  1.185E-08  9.384E-09  2.372E-14  1.307E-13  1.00E-07
