 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 8.40000E+01 eV = 3.08694E+00 a.u.
 #
 #  ***  WARNING: Energy is too low.
 #                The reliability of the results is questionable.
 #
 # Element:  C,  Z =   6,  atomic weight = 1.20107E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  6
 #
 # Electron density: Read from file z_006.den   
 #                   Number of data points =  725
 #                   Volume integral = 6.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 3.29269E-16 cm**2 = 1.17584E+01 a0**2
 # 1st transport cross section = 1.59689E-16 cm**2 = 5.70258E+00 a0**2
 # 2nd transport cross section = 1.69737E-16 cm**2 = 6.06141E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  3.70380E-16  1.32265E+01  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  3.70380E-16  1.32265E+01  2.42807E-10  1.0E-07
  1.250E-04  1.18994E-12  3.70380E-16  1.32265E+01  3.03508E-10  1.0E-07
  1.500E-04  1.71346E-12  3.70380E-16  1.32265E+01  3.64210E-10  1.0E-07
  1.750E-04  2.33225E-12  3.70380E-16  1.32265E+01  4.24911E-10  1.0E-07
  2.000E-04  3.04617E-12  3.70380E-16  1.32265E+01  4.85613E-10  1.0E-07
  2.250E-04  3.85530E-12  3.70380E-16  1.32265E+01  5.46315E-10  1.0E-07
  2.500E-04  4.75964E-12  3.70380E-16  1.32265E+01  6.07016E-10  1.0E-07
  2.750E-04  5.75917E-12  3.70380E-16  1.32265E+01  6.67718E-10  1.0E-07
  3.000E-04  6.85391E-12  3.70380E-16  1.32265E+01  7.28420E-10  1.0E-07
  3.250E-04  8.04379E-12  3.70380E-16  1.32265E+01  7.89121E-10  1.0E-07
  3.500E-04  9.32893E-12  3.70380E-16  1.32265E+01  8.49823E-10  1.0E-07
  3.750E-04  1.07092E-11  3.70380E-16  1.32265E+01  9.10524E-10  1.0E-07
  4.000E-04  1.21847E-11  3.70380E-16  1.32265E+01  9.71226E-10  1.0E-07
  4.250E-04  1.37554E-11  3.70380E-16  1.32265E+01  1.03193E-09  1.0E-07
  4.500E-04  1.54213E-11  3.70380E-16  1.32265E+01  1.09263E-09  1.0E-07
  4.750E-04  1.71823E-11  3.70380E-16  1.32265E+01  1.15333E-09  1.0E-07
  5.000E-04  1.90386E-11  3.70380E-16  1.32265E+01  1.21403E-09  1.0E-07
  5.250E-04  2.09900E-11  3.70380E-16  1.32265E+01  1.27473E-09  1.0E-07
  5.500E-04  2.30367E-11  3.70380E-16  1.32265E+01  1.33544E-09  1.0E-07
  5.750E-04  2.51785E-11  3.70380E-16  1.32265E+01  1.39614E-09  1.0E-07
  6.000E-04  2.74156E-11  3.70380E-16  1.32265E+01  1.45684E-09  1.0E-07
  6.250E-04  2.97478E-11  3.70380E-16  1.32265E+01  1.51754E-09  1.0E-07
  6.500E-04  3.21752E-11  3.70380E-16  1.32265E+01  1.57824E-09  1.0E-07
  6.750E-04  3.46979E-11  3.70380E-16  1.32265E+01  1.63894E-09  1.0E-07
  7.000E-04  3.73157E-11  3.70380E-16  1.32265E+01  1.69965E-09  1.0E-07
  7.250E-04  4.00286E-11  3.70380E-16  1.32265E+01  1.76035E-09  1.0E-07
  7.500E-04  4.28368E-11  3.70380E-16  1.32265E+01  1.82105E-09  1.0E-07
  7.750E-04  4.57402E-11  3.70380E-16  1.32265E+01  1.88175E-09  1.0E-07
  8.000E-04  4.87388E-11  3.70380E-16  1.32265E+01  1.94245E-09  1.0E-07
  8.250E-04  5.18325E-11  3.70380E-16  1.32265E+01  2.00315E-09  1.0E-07
  8.500E-04  5.50215E-11  3.70380E-16  1.32265E+01  2.06386E-09  1.0E-07
  8.750E-04  5.83057E-11  3.70380E-16  1.32265E+01  2.12456E-09  1.0E-07
  9.000E-04  6.16850E-11  3.70380E-16  1.32265E+01  2.18526E-09  1.0E-07
  9.250E-04  6.51595E-11  3.70380E-16  1.32265E+01  2.24596E-09  1.0E-07
  9.500E-04  6.87293E-11  3.70380E-16  1.32265E+01  2.30666E-09  1.0E-07
  9.750E-04  7.23943E-11  3.70380E-16  1.32265E+01  2.36736E-09  1.0E-07
  1.000E-03  7.61544E-11  3.70380E-16  1.32265E+01  2.42807E-09  1.0E-07
  1.250E-03  1.18991E-10  3.70380E-16  1.32265E+01  3.03508E-09  1.0E-07
  1.500E-03  1.71347E-10  3.70380E-16  1.32265E+01  3.64210E-09  1.0E-07
  1.750E-03  2.33223E-10  3.70380E-16  1.32265E+01  4.24911E-09  1.0E-07
  2.000E-03  3.04617E-10  3.70380E-16  1.32265E+01  4.85613E-09  1.0E-07
  2.250E-03  3.85531E-10  3.70380E-16  1.32265E+01  5.46315E-09  1.0E-07
  2.500E-03  4.75965E-10  3.70380E-16  1.32265E+01  6.07016E-09  1.0E-07
  2.750E-03  5.75917E-10  3.70380E-16  1.32265E+01  6.67718E-09  1.0E-07
  3.000E-03  6.85389E-10  3.70380E-16  1.32265E+01  7.28420E-09  1.0E-07
  3.250E-03  8.04380E-10  3.70380E-16  1.32265E+01  7.89121E-09  1.0E-07
  3.500E-03  9.32891E-10  3.70380E-16  1.32265E+01  8.49823E-09  1.0E-07
  3.750E-03  1.07092E-09  3.70380E-16  1.32265E+01  9.10524E-09  1.0E-07
  4.000E-03  1.21847E-09  3.70380E-16  1.32265E+01  9.71226E-09  1.0E-07
  4.250E-03  1.37554E-09  3.70380E-16  1.32265E+01  1.03193E-08  1.0E-07
  4.500E-03  1.54213E-09  3.70380E-16  1.32265E+01  1.09263E-08  1.0E-07
  4.750E-03  1.71823E-09  3.70380E-16  1.32265E+01  1.15333E-08  1.0E-07
  5.000E-03  1.90386E-09  3.70380E-16  1.32265E+01  1.21403E-08  1.0E-07
  5.250E-03  2.09900E-09  3.70380E-16  1.32265E+01  1.27473E-08  1.0E-07
  5.500E-03  2.30367E-09  3.70380E-16  1.32265E+01  1.33544E-08  1.0E-07
  5.750E-03  2.51785E-09  3.70380E-16  1.32265E+01  1.39614E-08  1.0E-07
  6.000E-03  2.74156E-09  3.70380E-16  1.32265E+01  1.45684E-08  1.0E-07
  6.250E-03  2.97478E-09  3.70380E-16  1.32265E+01  1.51754E-08  1.0E-07
  6.500E-03  3.21752E-09  3.70380E-16  1.32265E+01  1.57824E-08  1.0E-07
  6.750E-03  3.46978E-09  3.70380E-16  1.32265E+01  1.63894E-08  1.0E-07
  7.000E-03  3.73156E-09  3.70380E-16  1.32265E+01  1.69965E-08  1.0E-07
  7.250E-03  4.00286E-09  3.70380E-16  1.32265E+01  1.76035E-08  1.0E-07
  7.500E-03  4.28368E-09  3.70380E-16  1.32265E+01  1.82105E-08  1.0E-07
  7.750E-03  4.57402E-09  3.70380E-16  1.32265E+01  1.88175E-08  1.0E-07
  8.000E-03  4.87388E-09  3.70380E-16  1.32265E+01  1.94245E-08  1.0E-07
  8.250E-03  5.18326E-09  3.70380E-16  1.32265E+01  2.00315E-08  1.0E-07
  8.500E-03  5.50215E-09  3.70380E-16  1.32265E+01  2.06386E-08  1.0E-07
  8.750E-03  5.83057E-09  3.70380E-16  1.32265E+01  2.12456E-08  1.0E-07
  9.000E-03  6.16850E-09  3.70380E-16  1.32265E+01  2.18526E-08  1.0E-07
  9.250E-03  6.51596E-09  3.70380E-16  1.32265E+01  2.24596E-08  1.0E-07
  9.500E-03  6.87293E-09  3.70380E-16  1.32265E+01  2.30666E-08  1.0E-07
  9.750E-03  7.23942E-09  3.70380E-16  1.32265E+01  2.36736E-08  1.0E-07
  1.000E-02  7.61544E-09  3.70380E-16  1.32265E+01  2.42807E-08  1.0E-07
  1.250E-02  1.18991E-08  3.70380E-16  1.32265E+01  3.03508E-08  1.0E-07
  1.500E-02  1.71347E-08  3.70380E-16  1.32265E+01  3.64210E-08  1.0E-07
  1.750E-02  2.33223E-08  3.70380E-16  1.32265E+01  4.24912E-08  1.0E-07
  2.000E-02  3.04617E-08  3.70379E-16  1.32265E+01  4.85613E-08  1.0E-07
