 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 6.40000E+01 eV = 2.35196E+00 a.u.
 #
 #  ***  WARNING: Energy is too low.
 #                The reliability of the results is questionable.
 #
 # Element:  C,  Z =   6,  atomic weight = 1.20107E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  6
 #
 # Electron density: Read from file z_006.den   
 #                   Number of data points =  725
 #                   Volume integral = 6.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 3.95493E-16 cm**2 = 1.41233E+01 a0**2
 # 1st transport cross section = 2.22328E-16 cm**2 = 7.93949E+00 a0**2
 # 2nd transport cross section = 2.07002E-16 cm**2 = 7.39217E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  3.59475E-16  1.28371E+01  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  3.59475E-16  1.28371E+01  2.35931E-10  1.0E-07
  1.250E-04  1.18994E-12  3.59475E-16  1.28371E+01  2.94914E-10  1.0E-07
  1.500E-04  1.71346E-12  3.59475E-16  1.28371E+01  3.53896E-10  1.0E-07
  1.750E-04  2.33225E-12  3.59475E-16  1.28371E+01  4.12879E-10  1.0E-07
  2.000E-04  3.04617E-12  3.59475E-16  1.28371E+01  4.71862E-10  1.0E-07
  2.250E-04  3.85530E-12  3.59475E-16  1.28371E+01  5.30845E-10  1.0E-07
  2.500E-04  4.75964E-12  3.59475E-16  1.28371E+01  5.89827E-10  1.0E-07
  2.750E-04  5.75917E-12  3.59475E-16  1.28371E+01  6.48810E-10  1.0E-07
  3.000E-04  6.85391E-12  3.59475E-16  1.28371E+01  7.07793E-10  1.0E-07
  3.250E-04  8.04379E-12  3.59475E-16  1.28371E+01  7.66776E-10  1.0E-07
  3.500E-04  9.32893E-12  3.59475E-16  1.28371E+01  8.25758E-10  1.0E-07
  3.750E-04  1.07092E-11  3.59475E-16  1.28371E+01  8.84741E-10  1.0E-07
  4.000E-04  1.21847E-11  3.59475E-16  1.28371E+01  9.43724E-10  1.0E-07
  4.250E-04  1.37554E-11  3.59475E-16  1.28371E+01  1.00271E-09  1.0E-07
  4.500E-04  1.54213E-11  3.59475E-16  1.28371E+01  1.06169E-09  1.0E-07
  4.750E-04  1.71823E-11  3.59475E-16  1.28371E+01  1.12067E-09  1.0E-07
  5.000E-04  1.90386E-11  3.59475E-16  1.28371E+01  1.17965E-09  1.0E-07
  5.250E-04  2.09900E-11  3.59475E-16  1.28371E+01  1.23864E-09  1.0E-07
  5.500E-04  2.30367E-11  3.59475E-16  1.28371E+01  1.29762E-09  1.0E-07
  5.750E-04  2.51785E-11  3.59475E-16  1.28371E+01  1.35660E-09  1.0E-07
  6.000E-04  2.74156E-11  3.59475E-16  1.28371E+01  1.41559E-09  1.0E-07
  6.250E-04  2.97478E-11  3.59475E-16  1.28371E+01  1.47457E-09  1.0E-07
  6.500E-04  3.21752E-11  3.59475E-16  1.28371E+01  1.53355E-09  1.0E-07
  6.750E-04  3.46979E-11  3.59475E-16  1.28371E+01  1.59253E-09  1.0E-07
  7.000E-04  3.73157E-11  3.59475E-16  1.28371E+01  1.65152E-09  1.0E-07
  7.250E-04  4.00286E-11  3.59475E-16  1.28371E+01  1.71050E-09  1.0E-07
  7.500E-04  4.28368E-11  3.59475E-16  1.28371E+01  1.76948E-09  1.0E-07
  7.750E-04  4.57402E-11  3.59475E-16  1.28371E+01  1.82847E-09  1.0E-07
  8.000E-04  4.87388E-11  3.59475E-16  1.28371E+01  1.88745E-09  1.0E-07
