

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.48000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -3.47996091E-01      0.00000000E+00
       1      1.44793286E+00      1.44901227E+00
       2      7.42838120E-01      7.43071249E-01
       3      3.94595783E-01      3.94687642E-01
       4      2.12092478E-01      2.12136194E-01
       5      1.15332617E-01      1.15354910E-01
       6      6.34379693E-02      6.34497562E-02
       7      3.52438760E-02      3.52502518E-02
       8      1.97452383E-02      1.97487414E-02
       9      1.11405539E-02      1.11425008E-02
      10      6.32362205E-03      6.32471364E-03
      11      3.60817432E-03      3.60879073E-03
      12      2.06817615E-03      2.06852632E-03
      13      1.19022065E-03      1.19042059E-03
      14      6.87385036E-04      6.87499711E-04
      15      3.98217831E-04      3.98283862E-04
      16      2.31325120E-04      2.31363274E-04
      17      1.34696201E-04      1.34718314E-04
      18      7.85925871E-05      7.86054376E-05
      19      4.59386406E-05      4.59461258E-05
      20      2.68926984E-05      2.68970672E-05
      21      1.57634668E-05      1.57660211E-05
      22      9.25002550E-06      9.25152118E-06
      23      5.43289355E-06      5.43377044E-06
      24      3.19337092E-06      3.19388558E-06
      25      1.87818771E-06      1.87849003E-06
      26      1.10522200E-06      1.10539973E-06
      27      6.50634819E-07      6.50739361E-07
      28      3.83146534E-07      3.83208056E-07
      29      2.25683747E-07      2.25719965E-07
      30      1.32958569E-07      1.32979900E-07
      31      7.83410668E-08      7.83536350E-08
      32      4.61636486E-08      4.61710548E-08
      33      2.72039959E-08      2.72083598E-08
      34      1.60314267E-08      1.60339964E-08
      35      9.44722424E-09      9.44874252E-09
      36      5.56702526E-09      5.56791756E-09
      37      3.28038264E-09      3.28091170E-09
      38      1.93283860E-09      1.93315042E-09
      39      1.13871233E-09      1.13889510E-09
      40      6.70775011E-10      6.70879647E-10
      41      3.95107836E-10      3.95174106E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.04085E-16  0.000E+00  1.665E-08  1.126E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.04085E-16  2.355E-10  1.665E-08  1.126E-08  2.639E-18  4.643E-18  1.00E-07
  1.250E-04 4.04085E-16  2.944E-10  1.665E-08  1.126E-08  3.298E-18  5.803E-18  1.00E-07
  1.500E-04 4.04085E-16  3.533E-10  1.665E-08  1.126E-08  3.958E-18  6.964E-18  1.00E-07
  1.750E-04 4.04085E-16  4.122E-10  1.665E-08  1.126E-08  4.618E-18  8.125E-18  1.00E-07
  2.000E-04 4.04085E-16  4.711E-10  1.665E-08  1.126E-08  5.277E-18  9.285E-18  1.00E-07
  2.250E-04 4.04085E-16  5.299E-10  1.665E-08  1.126E-08  5.937E-18  1.045E-17  1.00E-07
  2.500E-04 4.04085E-16  5.888E-10  1.665E-08  1.126E-08  6.596E-18  1.161E-17  1.00E-07
  2.750E-04 4.04085E-16  6.477E-10  1.665E-08  1.126E-08  7.256E-18  1.277E-17  1.00E-07
  3.000E-04 4.04085E-16  7.066E-10  1.665E-08  1.126E-08  7.916E-18  1.393E-17  1.00E-07
  3.250E-04 4.04085E-16  7.655E-10  1.665E-08  1.126E-08  8.575E-18  1.509E-17  1.00E-07
  3.500E-04 4.04085E-16  8.243E-10  1.665E-08  1.126E-08  9.235E-18  1.625E-17  1.00E-07
  3.750E-04 4.04085E-16  8.832E-10  1.665E-08  1.126E-08  9.895E-18  1.741E-17  1.00E-07
  4.000E-04 4.04085E-16  9.421E-10  1.665E-08  1.126E-08  1.055E-17  1.857E-17  1.00E-07
  4.250E-04 4.04085E-16  1.001E-09  1.665E-08  1.126E-08  1.121E-17  1.973E-17  1.00E-07
  4.500E-04 4.04085E-16  1.060E-09  1.665E-08  1.126E-08  1.187E-17  2.089E-17  1.00E-07
  4.750E-04 4.04085E-16  1.119E-09  1.665E-08  1.126E-08  1.253E-17  2.205E-17  1.00E-07
  5.000E-04 4.04085E-16  1.178E-09  1.665E-08  1.126E-08  1.319E-17  2.321E-17  1.00E-07
  5.250E-04 4.04085E-16  1.237E-09  1.665E-08  1.126E-08  1.385E-17  2.437E-17  1.00E-07
