

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.72000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -4.46725326E-01      0.00000000E+00
       1      1.41142156E+00      1.41252514E+00
       2      7.50966120E-01      7.51218655E-01
       3      4.17091121E-01      4.17195538E-01
       4      2.34397708E-01      2.34449803E-01
       5      1.32937755E-01      1.32965507E-01
       6      7.61034560E-02      7.61187365E-02
       7      4.39438409E-02      4.39524319E-02
       8      2.55651774E-02      2.55700784E-02
       9      1.49693820E-02      1.49722082E-02
      10      8.81428491E-03      8.81592846E-03
      11      5.21548621E-03      5.21644851E-03
      12      3.09940682E-03      3.09997349E-03
      13      1.84896645E-03      1.84930180E-03
      14      1.10678684E-03      1.10698614E-03
      15      6.64539704E-04      6.64658616E-04
      16      4.00085210E-04      4.00156399E-04
      17      2.41448168E-04      2.41490916E-04
      18      1.46019789E-04      1.46045528E-04
      19      8.84714171E-05      8.84869519E-05
      20      5.36901854E-05      5.36995812E-05
      21      3.26282941E-05      3.26339873E-05
      22      1.98526074E-05      1.98560627E-05
      23      1.20917581E-05      1.20938581E-05
      24      7.37128678E-06      7.37256462E-06
      25      4.49697048E-06      4.49774883E-06
      26      2.74515963E-06      2.74563416E-06
      27      1.67664220E-06      1.67693171E-06
      28      1.02446829E-06      1.02464503E-06
      29      6.26191786E-07      6.26299742E-07
      30      3.82857296E-07      3.82923259E-07
      31      2.34132162E-07      2.34172483E-07
      32      1.43204803E-07      1.43229457E-07
      33      8.76006812E-08      8.76157607E-08
      34      5.35912213E-08      5.36004509E-08
      35      3.27870831E-08      3.27927251E-08
      36      2.00595987E-08      2.00630538E-08
      37      1.22727921E-08      1.22749059E-08
      38      7.50852188E-09      7.50981364E-09
      39      4.59352491E-09      4.59431448E-09
      40      2.81008873E-09      2.81057340E-09
      41      1.71898204E-09      1.71927641E-09
      42      1.05140819E-09      1.05158747E-09
      43      6.43045061E-10      6.43159463E-10
      44      3.93221597E-10      3.93294145E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.15354E-16  0.000E+00  1.716E-08  1.100E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.15354E-16  2.294E-10  1.716E-08  1.100E-08  3.751E-18  5.181E-18  1.00E-07
  1.250E-04 4.15354E-16  2.868E-10  1.716E-08  1.100E-08  4.689E-18  6.476E-18  1.00E-07
  1.500E-04 4.15354E-16  3.441E-10  1.716E-08  1.100E-08  5.626E-18  7.772E-18  1.00E-07
  1.750E-04 4.15354E-16  4.015E-10  1.716E-08  1.100E-08  6.564E-18  9.067E-18  1.00E-07
  2.000E-04 4.15354E-16  4.589E-10  1.716E-08  1.100E-08  7.502E-18  1.036E-17  1.00E-07
  2.250E-04 4.15354E-16  5.162E-10  1.716E-08  1.100E-08  8.440E-18  1.166E-17  1.00E-07
  2.500E-04 4.15354E-16  5.736E-10  1.716E-08  1.100E-08  9.377E-18  1.295E-17  1.00E-07
  2.750E-04 4.15354E-16  6.309E-10  1.716E-08  1.100E-08  1.032E-17  1.425E-17  1.00E-07
  3.000E-04 4.15354E-16  6.883E-10  1.716E-08  1.100E-08  1.125E-17  1.554E-17  1.00E-07
  3.250E-04 4.15354E-16  7.456E-10  1.716E-08  1.100E-08  1.219E-17  1.684E-17  1.00E-07
  3.500E-04 4.15354E-16  8.030E-10  1.716E-08  1.100E-08  1.313E-17  1.813E-17  1.00E-07
  3.750E-04 4.15354E-16  8.604E-10  1.716E-08  1.100E-08  1.407E-17  1.943E-17  1.00E-07
  4.000E-04 4.15354E-16  9.177E-10  1.716E-08  1.100E-08  1.500E-17  2.072E-17  1.00E-07
  4.250E-04 4.15354E-16  9.751E-10  1.716E-08  1.100E-08  1.594E-17  2.202E-17  1.00E-07
  4.500E-04 4.15354E-16  1.032E-09  1.716E-08  1.100E-08  1.688E-17  2.331E-17  1.00E-07
  4.750E-04 4.15354E-16  1.090E-09  1.716E-08  1.100E-08  1.782E-17  2.461E-17  1.00E-07
  5.000E-04 4.15354E-16  1.147E-09  1.716E-08  1.100E-08  1.875E-17  2.591E-17  1.00E-07
  5.250E-04 4.15354E-16  1.204E-09  1.716E-08  1.100E-08  1.969E-17  2.720E-17  1.00E-07
  5.500E-04 4.15354E-16  1.262E-09  1.716E-08  1.100E-08  2.063E-17  2.850E-17  1.00E-07
  5.750E-04 4.15354E-16  1.319E-09  1.716E-08  1.100E-08  2.157E-17  2.979E-17  1.00E-07
  6.000E-04 4.15354E-16  1.377E-09  1.716E-08  1.100E-08  2.251E-17  3.109E-17  1.00E-07
  6.250E-04 4.15354E-16  1.434E-09  1.716E-08  1.100E-08  2.344E-17  3.238E-17  1.00E-07
  6.500E-04 4.15354E-16  1.491E-09  1.716E-08  1.100E-08  2.438E-17  3.368E-17  1.00E-07
  6.750E-04 4.15354E-16  1.549E-09  1.716E-08  1.100E-08  2.532E-17  3.497E-17  1.00E-07
  7.000E-04 4.15354E-16  1.606E-09  1.716E-08  1.100E-08  2.626E-17  3.627E-17  1.00E-07
  7.250E-04 4.15354E-16  1.663E-09  1.716E-08  1.100E-08  2.719E-17  3.756E-17  1.00E-07
  7.500E-04 4.15354E-16  1.721E-09  1.716E-08  1.100E-08  2.813E-17  3.886E-17  1.00E-07
  7.750E-04 4.15354E-16  1.778E-09  1.716E-08  1.100E-08  2.907E-17  4.015E-17  1.00E-07
  8.000E-04 4.15354E-16  1.835E-09  1.716E-08  1.100E-08  3.001E-17  4.145E-17  1.00E-07
  8.250E-04 4.15354E-16  1.893E-09  1.716E-08  1.100E-08  3.095E-17  4.274E-17  1.00E-07
