

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.78000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -7.57081649E-01      0.00000000E+00
       1      1.29401833E+00      1.29522008E+00
       2      7.57939488E-01      7.58262332E-01
       3      4.72467929E-01      4.72618014E-01
       4      2.99735195E-01      2.99819863E-01
       5      1.91327509E-01      1.91378491E-01
       6      1.22701416E-01      1.22732962E-01
       7      7.90600216E-02      7.90798451E-02
       8      5.11754988E-02      5.11880906E-02
       9      3.32700094E-02      3.32780736E-02
      10      2.17163405E-02      2.17215394E-02
      11      1.42271812E-02      1.42305513E-02
      12      9.35223920E-03      9.35443417E-03
      13      6.16674574E-03      6.16818119E-03
      14      4.07785159E-03      4.07879376E-03
      15      2.70360291E-03      2.70422334E-03
      16      1.79679924E-03      1.79720903E-03
      17      1.19678651E-03      1.19705791E-03
      18      7.98757240E-04      7.98937438E-04
      19      5.34095541E-04      5.34215460E-04
      20      3.57732437E-04      3.57812409E-04
      21      2.39975064E-04      2.40028499E-04
      22      1.61205361E-04      1.61241129E-04
      23      1.08427512E-04      1.08451491E-04
      24      7.30114792E-05      7.30275792E-05
      25      4.92133961E-05      4.92242199E-05
      26      3.32023468E-05      3.32096322E-05
      27      2.24183659E-05      2.24232748E-05
      28      1.51477779E-05      1.51510886E-05
      29      1.02415868E-05      1.02438216E-05
      30      6.92828498E-06      6.92979464E-06
      31      4.68915210E-06      4.69017258E-06
      32      3.17501518E-06      3.17570540E-06
      33      2.15058041E-06      2.15104749E-06
      34      1.45714216E-06      1.45745838E-06
      35      9.87563050E-07      9.87777213E-07
      36      6.69463177E-07      6.69608275E-07
      37      4.53912073E-07      4.54010400E-07
      38      3.07812372E-07      3.07879023E-07
      39      2.08764745E-07      2.08809935E-07
      40      1.41603432E-07      1.41634073E-07
      41      9.60563685E-08      9.60771506E-08
      42      6.51637530E-08      6.51778526E-08
      43      4.42084575E-08      4.42180182E-08
      44      2.99927757E-08      2.99992648E-08
      45      2.03486508E-08      2.03530565E-08
      46      1.38056552E-08      1.38086408E-08
      47      9.36639319E-09      9.36842034E-09
      48      6.35447366E-09      6.35584997E-09
      49      4.31102729E-09      4.31196193E-09
      50      2.92462028E-09      2.92524891E-09
      51      1.98397759E-09      1.98440453E-09
      52      1.34576503E-09      1.34605686E-09
      53      9.12815437E-10      9.13015063E-10
      54      6.19148976E-10      6.19283608E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.55203E-16  0.000E+00  1.880E-08  1.009E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.55203E-16  2.025E-10  1.880E-08  1.009E-08  8.511E-18  7.017E-18  1.00E-07
  1.250E-04 4.55203E-16  2.531E-10  1.880E-08  1.009E-08  1.064E-17  8.772E-18  1.00E-07
  1.500E-04 4.55203E-16  3.037E-10  1.880E-08  1.009E-08  1.277E-17  1.053E-17  1.00E-07
  1.750E-04 4.55203E-16  3.544E-10  1.880E-08  1.009E-08  1.489E-17  1.228E-17  1.00E-07
  2.000E-04 4.55203E-16  4.050E-10  1.880E-08  1.009E-08  1.702E-17  1.403E-17  1.00E-07
  2.250E-04 4.55203E-16  4.556E-10  1.880E-08  1.009E-08  1.915E-17  1.579E-17  1.00E-07
  2.500E-04 4.55203E-16  5.062E-10  1.880E-08  1.009E-08  2.128E-17  1.754E-17  1.00E-07
  2.750E-04 4.55203E-16  5.569E-10  1.880E-08  1.009E-08  2.340E-17  1.930E-17  1.00E-07
  3.000E-04 4.55203E-16  6.075E-10  1.880E-08  1.009E-08  2.553E-17  2.105E-17  1.00E-07
  3.250E-04 4.55203E-16  6.581E-10  1.880E-08  1.009E-08  2.766E-17  2.281E-17  1.00E-07
  3.500E-04 4.55203E-16  7.087E-10  1.880E-08  1.009E-08  2.979E-17  2.456E-17  1.00E-07
  3.750E-04 4.55203E-16  7.593E-10  1.880E-08  1.009E-08  3.191E-17  2.631E-17  1.00E-07
  4.000E-04 4.55203E-16  8.100E-10  1.880E-08  1.009E-08  3.404E-17  2.807E-17  1.00E-07
  4.250E-04 4.55203E-16  8.606E-10  1.880E-08  1.009E-08  3.617E-17  2.982E-17  1.00E-07
  4.500E-04 4.55203E-16  9.112E-10  1.880E-08  1.009E-08  3.830E-17  3.158E-17  1.00E-07
  4.750E-04 4.55203E-16  9.618E-10  1.880E-08  1.009E-08  4.043E-17  3.333E-17  1.00E-07
  5.000E-04 4.55203E-16  1.012E-09  1.880E-08  1.009E-08  4.255E-17  3.509E-17  1.00E-07
  5.250E-04 4.55203E-16  1.063E-09  1.880E-08  1.009E-08  4.468E-17  3.684E-17  1.00E-07
  5.500E-04 4.55203E-16  1.114E-09  1.880E-08  1.009E-08  4.681E-17  3.859E-17  1.00E-07
  5.750E-04 4.55203E-16  1.164E-09  1.880E-08  1.009E-08  4.894E-17  4.035E-17  1.00E-07
  6.000E-04 4.55203E-16  1.215E-09  1.880E-08  1.009E-08  5.106E-17  4.210E-17  1.00E-07
  6.250E-04 4.55203E-16  1.266E-09  1.880E-08  1.009E-08  5.319E-17  4.386E-17  1.00E-07
  6.500E-04 4.55203E-16  1.316E-09  1.880E-08  1.009E-08  5.532E-17  4.561E-17  1.00E-07
  6.750E-04 4.55203E-16  1.367E-09  1.880E-08  1.009E-08  5.745E-17  4.737E-17  1.00E-07
