

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.04000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.13136243E-01      0.00000000E+00
       1      2.58184305E-01      2.58272122E-01
       2      1.46290576E-01      1.46327495E-01
       3      8.62172710E-02      8.62368085E-02
       4      5.17318943E-02      5.17430426E-02
       5      3.13339092E-02      3.13404867E-02
       6      1.90791419E-02      1.90830895E-02
       7      1.16519175E-02      1.16543091E-02
       8      7.12759681E-03      7.12905345E-03
       9      4.36350259E-03      4.36439244E-03
      10      2.67206960E-03      2.67261408E-03
      11      1.63620789E-03      1.63654131E-03
      12      1.00165595E-03      1.00186017E-03
      13      6.12962368E-04      6.13087439E-04
      14      3.74932013E-04      3.75008590E-04
      15      2.29222791E-04      2.29269658E-04
      16      1.40069099E-04      1.40097769E-04
      17      8.55470556E-05      8.55645853E-05
      18      5.22214439E-05      5.22321564E-05
      19      3.18624459E-05      3.18689891E-05
      20      1.94313326E-05      1.94353270E-05
      21      1.18447775E-05      1.18472149E-05
      22      7.21705581E-06      7.21854227E-06
      23      4.39551839E-06      4.39642454E-06
      24      2.67599307E-06      2.67654521E-06
      25      1.62851763E-06      1.62885392E-06
      26      9.90694968E-07      9.90899712E-07
      27      6.02468897E-07      6.02593500E-07
      28      3.66254783E-07      3.66330588E-07
      29      2.22583137E-07      2.22629237E-07
      30      1.35228338E-07      1.35256366E-07
      31      8.21326119E-08      8.21496446E-08
      32      4.98702141E-08      4.98805612E-08
      33      3.02725456E-08      3.02788335E-08
      34      1.83714976E-08      1.83753091E-08
      35      1.11463641E-08      1.11486818E-08
      36      6.76107532E-09      6.76248098E-09
      37      4.10010609E-09      4.10095866E-09
      38      2.48589232E-09      2.48641407E-09
      39      1.50688545E-09      1.50719866E-09
      40      9.13197915E-10      9.13387655E-10
      41      5.53311971E-10      5.53426373E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.20344E-17  0.000E+00  5.592E-09  8.717E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.20344E-17 -1.164E-11  5.592E-09  8.717E-10  2.038E-18  2.844E-19  1.00E-07
  1.250E-04 3.20344E-17 -1.455E-11  5.592E-09  8.717E-10  2.548E-18  3.555E-19  1.00E-07
  1.500E-04 3.20344E-17 -1.746E-11  5.592E-09  8.717E-10  3.057E-18  4.265E-19  1.00E-07
  1.750E-04 3.20344E-17 -2.037E-11  5.592E-09  8.717E-10  3.567E-18  4.976E-19  1.00E-07
  2.000E-04 3.20344E-17 -2.328E-11  5.592E-09  8.717E-10  4.076E-18  5.687E-19  1.00E-07
  2.250E-04 3.20344E-17 -2.619E-11  5.592E-09  8.717E-10  4.586E-18  6.398E-19  1.00E-07
  2.500E-04 3.20344E-17 -2.909E-11  5.592E-09  8.717E-10  5.095E-18  7.109E-19  1.00E-07
  2.750E-04 3.20344E-17 -3.200E-11  5.592E-09  8.717E-10  5.605E-18  7.820E-19  1.00E-07
  3.000E-04 3.20344E-17 -3.491E-11  5.592E-09  8.717E-10  6.115E-18  8.531E-19  1.00E-07
  3.250E-04 3.20344E-17 -3.782E-11  5.592E-09  8.717E-10  6.624E-18  9.242E-19  1.00E-07
  3.500E-04 3.20344E-17 -4.073E-11  5.592E-09  8.717E-10  7.134E-18  9.953E-19  1.00E-07
  3.750E-04 3.20344E-17 -4.364E-11  5.592E-09  8.717E-10  7.643E-18  1.066E-18  1.00E-07
  4.000E-04 3.20344E-17 -4.655E-11  5.592E-09  8.717E-10  8.153E-18  1.137E-18  1.00E-07
  4.250E-04 3.20344E-17 -4.946E-11  5.592E-09  8.717E-10  8.662E-18  1.209E-18  1.00E-07
  4.500E-04 3.20344E-17 -5.237E-11  5.592E-09  8.717E-10  9.172E-18  1.280E-18  1.00E-07
  4.750E-04 3.20344E-17 -5.528E-11  5.592E-09  8.717E-10  9.681E-18  1.351E-18  1.00E-07
