  8.600E+00 3.22468E-16  2.274E-05  1.438E-08  1.076E-08  1.933E-13  3.996E-13  1.00E-07
  8.700E+00 3.20781E-16  2.306E-05  1.433E-08  1.075E-08  1.943E-13  4.040E-13  1.00E-07
  8.800E+00 3.19087E-16  2.339E-05  1.428E-08  1.074E-08  1.953E-13  4.084E-13  1.00E-07
  8.900E+00 3.17385E-16  2.373E-05  1.422E-08  1.073E-08  1.962E-13  4.127E-13  1.00E-07
  9.000E+00 3.15676E-16  2.406E-05  1.417E-08  1.072E-08  1.971E-13  4.171E-13  1.00E-07
  9.100E+00 3.13960E-16  2.440E-05  1.412E-08  1.071E-08  1.980E-13  4.214E-13  1.00E-07
  9.200E+00 3.12238E-16  2.473E-05  1.407E-08  1.070E-08  1.988E-13  4.257E-13  1.00E-07
  9.300E+00 3.10510E-16  2.508E-05  1.401E-08  1.069E-08  1.996E-13  4.300E-13  1.00E-07
  9.400E+00 3.08775E-16  2.542E-05  1.396E-08  1.067E-08  2.003E-13  4.343E-13  1.00E-07
  9.500E+00 3.07035E-16  2.576E-05  1.390E-08  1.066E-08  2.010E-13  4.386E-13  1.00E-07
  9.600E+00 3.05290E-16  2.611E-05  1.385E-08  1.065E-08  2.016E-13  4.429E-13  1.00E-07
  9.700E+00 3.03540E-16  2.646E-05  1.379E-08  1.064E-08  2.023E-13  4.472E-13  1.00E-07
  9.800E+00 3.01785E-16  2.682E-05  1.374E-08  1.063E-08  2.028E-13  4.515E-13  1.00E-07
  9.900E+00 3.00025E-16  2.717E-05  1.368E-08  1.062E-08  2.034E-13  4.557E-13  1.00E-07
  1.000E+01 2.98262E-16  2.753E-05  1.363E-08  1.061E-08  2.039E-13  4.600E-13  1.00E-07
  1.025E+01 2.93837E-16  2.844E-05  1.349E-08  1.058E-08  2.049E-13  4.705E-13  1.00E-07
  1.050E+01 2.89392E-16  2.936E-05  1.334E-08  1.055E-08  2.058E-13  4.810E-13  1.00E-07
  1.075E+01 2.84931E-16  3.030E-05  1.320E-08  1.052E-08  2.063E-13  4.915E-13  1.00E-07
  1.100E+01 2.80459E-16  3.126E-05  1.305E-08  1.049E-08  2.066E-13  5.018E-13  1.00E-07
  1.125E+01 2.75979E-16  3.224E-05  1.291E-08  1.046E-08  2.067E-13  5.121E-13  1.00E-07
  1.150E+01 2.71496E-16  3.323E-05  1.276E-08  1.043E-08  2.065E-13  5.224E-13  1.00E-07
  1.175E+01 2.67014E-16  3.424E-05  1.261E-08  1.039E-08  2.061E-13  5.325E-13  1.00E-07
  1.200E+01 2.62535E-16  3.528E-05  1.246E-08  1.036E-08  2.054E-13  5.426E-13  1.00E-07
  1.225E+01 2.58064E-16  3.633E-05  1.230E-08  1.033E-08  2.044E-13  5.526E-13  1.00E-07
  1.250E+01 2.53604E-16  3.740E-05  1.215E-08  1.029E-08  2.032E-13  5.625E-13  1.00E-07
  1.275E+01 2.49159E-16  3.849E-05  1.200E-08  1.026E-08  2.018E-13  5.724E-13  1.00E-07
  1.300E+01 2.44731E-16  3.961E-05  1.184E-08  1.022E-08  2.001E-13  5.821E-13  1.00E-07
  1.325E+01 2.40324E-16  4.074E-05  1.168E-08  1.019E-08  1.981E-13  5.918E-13  1.00E-07
  1.350E+01 2.35940E-16  4.190E-05  1.153E-08  1.015E-08  1.960E-13  6.014E-13  1.00E-07
  1.375E+01 2.31583E-16  4.308E-05  1.137E-08  1.012E-08  1.935E-13  6.110E-13  1.00E-07
  1.400E+01 2.27255E-16  4.428E-05  1.121E-08  1.008E-08  1.908E-13  6.204E-13  1.00E-07
  1.425E+01 2.22959E-16  4.551E-05  1.105E-08  1.004E-08  1.879E-13  6.298E-13  1.00E-07
  1.450E+01 2.18696E-16  4.676E-05  1.089E-08  1.000E-08  1.848E-13  6.391E-13  1.00E-07
  1.475E+01 2.14470E-16  4.803E-05  1.073E-08  9.963E-09  1.814E-13  6.483E-13  1.00E-07
  1.500E+01 2.10282E-16  4.933E-05  1.057E-08  9.924E-09  1.777E-13  6.574E-13  1.00E-07
  1.525E+01 2.06135E-16  5.066E-05  1.041E-08  9.884E-09  1.738E-13  6.664E-13  1.00E-07
  1.550E+01 2.02030E-16  5.200E-05  1.025E-08  9.844E-09  1.697E-13  6.753E-13  1.00E-07
  1.575E+01 1.97969E-16  5.338E-05  1.009E-08  9.803E-09  1.654E-13  6.842E-13  1.00E-07
  1.600E+01 1.93954E-16  5.478E-05  9.933E-09  9.762E-09  1.609E-13  6.929E-13  1.00E-07
  1.625E+01 1.89986E-16  5.621E-05  9.773E-09  9.720E-09  1.561E-13  7.016E-13  1.00E-07
  1.650E+01 1.86067E-16  5.766E-05  9.613E-09  9.678E-09  1.511E-13  7.101E-13  1.00E-07
  1.675E+01 1.82197E-16  5.914E-05  9.453E-09  9.635E-09  1.459E-13  7.186E-13  1.00E-07
  1.700E+01 1.78379E-16  6.065E-05  9.294E-09  9.592E-09  1.405E-13  7.270E-13  1.00E-07
  1.725E+01 1.74613E-16  6.218E-05  9.135E-09  9.548E-09  1.348E-13  7.353E-13  1.00E-07
  1.750E+01 1.70900E-16  6.375E-05  8.976E-09  9.505E-09  1.290E-13  7.435E-13  1.00E-07
  1.775E+01 1.67241E-16  6.534E-05  8.817E-09  9.460E-09  1.230E-13  7.516E-13  1.00E-07
  1.800E+01 1.63637E-16  6.696E-05  8.660E-09  9.415E-09  1.167E-13  7.596E-13  1.00E-07
  1.825E+01 1.60088E-16  6.861E-05  8.502E-09  9.370E-09  1.103E-13  7.675E-13  1.00E-07
  1.850E+01 1.56596E-16  7.030E-05  8.345E-09  9.325E-09  1.037E-13  7.753E-13  1.00E-07
  1.875E+01 1.53159E-16  7.201E-05  8.189E-09  9.279E-09  9.684E-14  7.830E-13  1.00E-07
  1.900E+01 1.49780E-16  7.374E-05  8.034E-09  9.232E-09  8.984E-14  7.907E-13  1.00E-07
  1.925E+01 1.46458E-16  7.551E-05  7.879E-09  9.186E-09  8.266E-14  7.982E-13  1.00E-07
  1.950E+01 1.43193E-16  7.731E-05  7.725E-09  9.139E-09  7.530E-14  8.056E-13  1.00E-07
  1.975E+01 1.39985E-16  7.914E-05  7.572E-09  9.091E-09  6.776E-14  8.129E-13  1.00E-07
  2.000E+01 1.36836E-16  8.100E-05  7.420E-09  9.043E-09  6.006E-14  8.201E-13  1.00E-07
  2.025E+01 1.33743E-16  8.290E-05  7.268E-09  8.995E-09  5.219E-14  8.273E-13  1.00E-07
  2.050E+01 1.30709E-16  8.482E-05  7.118E-09  8.947E-09  4.416E-14  8.343E-13  1.00E-07
  2.075E+01 1.27732E-16  8.677E-05  6.968E-09  8.898E-09  3.598E-14  8.412E-13  1.00E-07
  2.100E+01 1.24812E-16  8.875E-05  6.820E-09  8.849E-09  2.763E-14  8.480E-13  1.00E-07
  2.125E+01 1.21949E-16  9.077E-05  6.672E-09  8.800E-09  1.914E-14  8.547E-13  1.00E-07
  2.150E+01 1.19143E-16  9.281E-05  6.525E-09  8.750E-09  1.050E-14  8.614E-13  1.00E-07
  2.175E+01 1.16394E-16  9.488E-05  6.380E-09  8.700E-09  1.718E-15  8.679E-13  1.00E-07
  2.200E+01 1.13700E-16  9.699E-05  6.236E-09  8.650E-09 -7.203E-15  8.743E-13  1.00E-07
  2.225E+01 1.11063E-16  9.913E-05  6.092E-09  8.599E-09 -1.626E-14  8.806E-13  1.00E-07
  2.250E+01 1.08480E-16  1.013E-04  5.950E-09  8.548E-09 -2.545E-14  8.868E-13  1.00E-07
  2.275E+01 1.05952E-16  1.035E-04  5.809E-09  8.497E-09 -3.476E-14  8.929E-13  1.00E-07
  2.300E+01 1.03478E-16  1.057E-04  5.669E-09  8.446E-09 -4.420E-14  8.989E-13  1.00E-07
  2.325E+01 1.01058E-16  1.080E-04  5.531E-09  8.395E-09 -5.376E-14  9.048E-13  1.00E-07
  2.350E+01 9.86911E-17  1.102E-04  5.393E-09  8.343E-09 -6.343E-14  9.106E-13  1.00E-07
  2.375E+01 9.63763E-17  1.126E-04  5.257E-09  8.291E-09 -7.322E-14  9.163E-13  1.00E-07
  2.400E+01 9.41132E-17  1.149E-04  5.122E-09  8.239E-09 -8.312E-14  9.218E-13  1.00E-07
  2.425E+01 9.19011E-17  1.173E-04  4.989E-09  8.186E-09 -9.312E-14  9.273E-13  1.00E-07
  2.450E+01 8.97394E-17  1.197E-04  4.856E-09  8.134E-09 -1.032E-13  9.327E-13  1.00E-07
  2.475E+01 8.76273E-17  1.221E-04  4.725E-09  8.081E-09 -1.134E-13  9.380E-13  1.00E-07
  2.500E+01 8.55641E-17  1.245E-04  4.596E-09  8.028E-09 -1.237E-13  9.431E-13  1.00E-07
  2.550E+01 8.15814E-17  1.295E-04  4.340E-09  7.921E-09 -1.446E-13  9.532E-13  1.00E-07
  2.600E+01 7.77853E-17  1.345E-04  4.090E-09  7.814E-09 -1.658E-13  9.628E-13  1.00E-07
  2.650E+01 7.41695E-17  1.397E-04  3.845E-09  7.706E-09 -1.873E-13  9.720E-13  1.00E-07
  2.700E+01 7.07276E-17  1.449E-04  3.606E-09  7.598E-09 -2.090E-13  9.807E-13  1.00E-07
  2.750E+01 6.74532E-17  1.502E-04  3.372E-09  7.489E-09 -2.311E-13  9.891E-13  1.00E-07
  2.800E+01 6.43400E-17  1.556E-04  3.144E-09  7.379E-09 -2.533E-13  9.971E-13  1.00E-07
  2.850E+01 6.13816E-17  1.610E-04  2.921E-09  7.270E-09 -2.758E-13  1.005E-12  1.00E-07
  2.900E+01 5.85715E-17  1.664E-04  2.704E-09  7.160E-09 -2.985E-13  1.012E-12  1.00E-07
  2.950E+01 5.59035E-17  1.718E-04  2.492E-09  7.049E-09 -3.213E-13  1.018E-12  1.00E-07
  3.000E+01 5.33714E-17  1.773E-04  2.286E-09  6.939E-09 -3.442E-13  1.025E-12  1.00E-07
  3.050E+01 5.09692E-17  1.828E-04  2.085E-09  6.828E-09 -3.673E-13  1.031E-12  1.00E-07
  3.100E+01 4.86910E-17  1.882E-04  1.890E-09  6.717E-09 -3.905E-13  1.036E-12  1.00E-07
  3.150E+01 4.65310E-17  1.936E-04  1.700E-09  6.606E-09 -4.137E-13  1.041E-12  1.00E-07
  3.200E+01 4.44835E-17  1.989E-04  1.516E-09  6.495E-09 -4.370E-13  1.046E-12  1.00E-07
  3.250E+01 4.25432E-17  2.041E-04  1.336E-09  6.384E-09 -4.603E-13  1.051E-12  1.00E-07
  3.300E+01 4.07047E-17  2.093E-04  1.162E-09  6.273E-09 -4.837E-13  1.055E-12  1.00E-07
  3.350E+01 3.89631E-17  2.143E-04  9.932E-10  6.163E-09 -5.070E-13  1.058E-12  1.00E-07
  3.400E+01 3.73133E-17  2.192E-04  8.294E-10  6.052E-09 -5.303E-13  1.061E-12  1.00E-07
  3.450E+01 3.57508E-17  2.240E-04  6.706E-10  5.941E-09 -5.537E-13  1.064E-12  1.00E-07
  3.500E+01 3.42709E-17  2.285E-04  5.168E-10  5.831E-09 -5.769E-13  1.067E-12  1.00E-07
  3.550E+01 3.28693E-17  2.328E-04  3.679E-10  5.721E-09 -6.001E-13  1.069E-12  1.00E-07
  3.600E+01 3.15420E-17  2.370E-04  2.237E-10  5.612E-09 -6.232E-13  1.071E-12  1.00E-07
  3.650E+01 3.02849E-17  2.408E-04  8.433E-11  5.503E-09 -6.463E-13  1.072E-12  1.00E-07
  3.700E+01 2.90942E-17  2.444E-04 -5.043E-11  5.394E-09 -6.692E-13  1.073E-12  1.00E-07
  3.750E+01 2.79664E-17  2.477E-04 -1.806E-10  5.285E-09 -6.920E-13  1.074E-12  1.00E-07
  3.800E+01 2.68980E-17  2.507E-04 -3.064E-10  5.177E-09 -7.147E-13  1.074E-12  1.00E-07
  3.850E+01 2.58857E-17  2.533E-04 -4.277E-10  5.070E-09 -7.373E-13  1.074E-12  1.00E-07
  3.900E+01 2.49264E-17  2.556E-04 -5.447E-10  4.963E-09 -7.598E-13  1.074E-12  1.00E-07
  3.950E+01 2.40173E-17  2.575E-04 -6.575E-10  4.856E-09 -7.820E-13  1.074E-12  1.00E-07
  4.000E+01 2.31554E-17  2.590E-04 -7.662E-10  4.751E-09 -8.041E-13  1.073E-12  1.00E-07
  4.050E+01 2.23381E-17  2.600E-04 -8.708E-10  4.645E-09 -8.261E-13  1.072E-12  1.00E-07
  4.100E+01 2.15630E-17  2.607E-04 -9.715E-10  4.541E-09 -8.478E-13  1.070E-12  1.00E-07
  4.150E+01 2.08276E-17  2.608E-04 -1.068E-09  4.437E-09 -8.694E-13  1.068E-12  1.00E-07
  4.200E+01 2.01297E-17  2.605E-04 -1.161E-09  4.334E-09 -8.908E-13  1.066E-12  1.00E-07
  4.250E+01 1.94672E-17  2.597E-04 -1.251E-09  4.231E-09 -9.120E-13  1.064E-12  1.00E-07
  4.300E+01 1.88380E-17  2.584E-04 -1.336E-09  4.129E-09 -9.329E-13  1.061E-12  1.00E-07
  4.350E+01 1.82403E-17  2.566E-04 -1.418E-09  4.028E-09 -9.537E-13  1.058E-12  1.00E-07
  4.400E+01 1.76723E-17  2.543E-04 -1.497E-09  3.928E-09 -9.742E-13  1.055E-12  1.00E-07
  4.450E+01 1.71323E-17  2.514E-04 -1.572E-09  3.829E-09 -9.945E-13  1.052E-12  1.00E-07
  4.500E+01 1.66187E-17  2.480E-04 -1.645E-09  3.730E-09 -1.015E-12  1.048E-12  1.00E-07
  4.550E+01 1.61300E-17  2.440E-04 -1.713E-09  3.632E-09 -1.034E-12  1.044E-12  1.00E-07
  4.600E+01 1.56649E-17  2.395E-04 -1.779E-09  3.535E-09 -1.054E-12  1.040E-12  1.00E-07
  4.650E+01 1.52219E-17  2.344E-04 -1.842E-09  3.439E-09 -1.073E-12  1.036E-12  1.00E-07
  4.700E+01 1.47998E-17  2.287E-04 -1.902E-09  3.344E-09 -1.092E-12  1.031E-12  1.00E-07
  4.750E+01 1.43974E-17  2.225E-04 -1.958E-09  3.250E-09 -1.111E-12  1.026E-12  1.00E-07
  4.800E+01 1.40137E-17  2.157E-04 -2.012E-09  3.157E-09 -1.130E-12  1.021E-12  1.00E-07
  4.850E+01 1.36476E-17  2.084E-04 -2.064E-09  3.064E-09 -1.148E-12  1.016E-12  1.00E-07
  4.900E+01 1.32982E-17  2.004E-04 -2.112E-09  2.973E-09 -1.166E-12  1.010E-12  1.00E-07
  4.950E+01 1.29644E-17  1.919E-04 -2.158E-09  2.882E-09 -1.184E-12  1.005E-12  1.00E-07
  5.000E+01 1.26455E-17  1.829E-04 -2.202E-09  2.792E-09 -1.202E-12  9.987E-13  1.00E-07
  5.050E+01 1.23406E-17  1.732E-04 -2.243E-09  2.704E-09 -1.219E-12  9.926E-13  1.00E-07
  5.100E+01 1.20490E-17  1.631E-04 -2.282E-09  2.616E-09 -1.236E-12  9.863E-13  1.00E-07
  5.150E+01 1.17699E-17  1.524E-04 -2.318E-09  2.529E-09 -1.252E-12  9.798E-13  1.00E-07
  5.200E+01 1.15027E-17  1.411E-04 -2.352E-09  2.444E-09 -1.269E-12  9.732E-13  1.00E-07
  5.250E+01 1.12467E-17  1.293E-04 -2.384E-09  2.359E-09 -1.285E-12  9.664E-13  1.00E-07
  5.300E+01 1.10014E-17  1.170E-04 -2.414E-09  2.275E-09 -1.301E-12  9.594E-13  1.00E-07
  5.350E+01 1.07661E-17  1.042E-04 -2.441E-09  2.192E-09 -1.316E-12  9.523E-13  1.00E-07
  5.400E+01 1.05405E-17  9.093E-05 -2.467E-09  2.111E-09 -1.332E-12  9.451E-13  1.00E-07
  5.450E+01 1.03239E-17  7.714E-05 -2.491E-09  2.030E-09 -1.347E-12  9.377E-13  1.00E-07
  5.500E+01 1.01159E-17  6.288E-05 -2.513E-09  1.950E-09 -1.362E-12  9.301E-13  1.00E-07
  5.550E+01 9.91601E-18  4.815E-05 -2.533E-09  1.871E-09 -1.376E-12  9.224E-13  1.00E-07
  5.600E+01 9.72394E-18  3.297E-05 -2.551E-09  1.794E-09 -1.390E-12  9.146E-13  1.00E-07
  5.650E+01 9.53923E-18  1.736E-05 -2.567E-09  1.717E-09 -1.404E-12  9.067E-13  1.00E-07
  5.700E+01 9.36154E-18  1.323E-06 -2.582E-09  1.641E-09 -1.418E-12  8.986E-13  1.00E-07
  5.750E+01 9.19052E-18 -1.512E-05 -2.596E-09  1.566E-09 -1.431E-12  8.904E-13  1.00E-07
  5.800E+01 9.02584E-18 -3.196E-05 -2.607E-09  1.493E-09 -1.444E-12  8.822E-13  1.00E-07
  5.850E+01 8.86722E-18 -4.918E-05 -2.617E-09  1.420E-09 -1.457E-12  8.738E-13  1.00E-07
  5.900E+01 8.71435E-18 -6.677E-05 -2.626E-09  1.348E-09 -1.469E-12  8.653E-13  1.00E-07
  5.950E+01 8.56699E-18 -8.470E-05 -2.633E-09  1.278E-09 -1.482E-12  8.567E-13  1.00E-07
  6.000E+01 8.42486E-18 -1.030E-04 -2.639E-09  1.208E-09 -1.494E-12  8.480E-13  1.00E-07
  6.050E+01 8.28775E-18 -1.216E-04 -2.644E-09  1.139E-09 -1.505E-12  8.393E-13  1.00E-07
  6.100E+01 8.15541E-18 -1.404E-04 -2.647E-09  1.072E-09 -1.517E-12  8.305E-13  1.00E-07
  6.150E+01 8.02765E-18 -1.596E-04 -2.649E-09  1.005E-09 -1.528E-12  8.215E-13  1.00E-07
  6.200E+01 7.90426E-18 -1.791E-04 -2.650E-09  9.395E-10 -1.538E-12  8.126E-13  1.00E-07
  6.250E+01 7.78505E-18 -1.988E-04 -2.649E-09  8.749E-10 -1.549E-12  8.035E-13  1.00E-07
  6.300E+01 7.66985E-18 -2.187E-04 -2.648E-09  8.112E-10 -1.559E-12  7.944E-13  1.00E-07
  6.350E+01 7.55849E-18 -2.389E-04 -2.645E-09  7.484E-10 -1.569E-12  7.852E-13  1.00E-07
  6.400E+01 7.45081E-18 -2.592E-04 -2.642E-09  6.867E-10 -1.579E-12  7.760E-13  1.00E-07
  6.450E+01 7.34666E-18 -2.798E-04 -2.637E-09  6.259E-10 -1.588E-12  7.667E-13  1.00E-07
  6.500E+01 7.24590E-18 -3.005E-04 -2.632E-09  5.661E-10 -1.598E-12  7.574E-13  1.00E-07
  6.550E+01 7.14839E-18 -3.214E-04 -2.625E-09  5.072E-10 -1.607E-12  7.480E-13  1.00E-07
  6.600E+01 7.05401E-18 -3.424E-04 -2.618E-09  4.493E-10 -1.615E-12  7.386E-13  1.00E-07
  6.650E+01 6.96264E-18 -3.635E-04 -2.609E-09  3.924E-10 -1.624E-12  7.292E-13  1.00E-07
  6.700E+01 6.87416E-18 -3.848E-04 -2.600E-09  3.363E-10 -1.632E-12  7.197E-13  1.00E-07
  6.750E+01 6.78846E-18 -4.061E-04 -2.590E-09  2.812E-10 -1.640E-12  7.102E-13  1.00E-07
  6.800E+01 6.70544E-18 -4.275E-04 -2.580E-09  2.270E-10 -1.647E-12  7.007E-13  1.00E-07
  6.850E+01 6.62501E-18 -4.490E-04 -2.568E-09  1.737E-10 -1.655E-12  6.911E-13  1.00E-07
  6.900E+01 6.54706E-18 -4.705E-04 -2.556E-09  1.214E-10 -1.662E-12  6.816E-13  1.00E-07
  6.950E+01 6.47151E-18 -4.921E-04 -2.543E-09  6.988E-11 -1.668E-12  6.720E-13  1.00E-07
  7.000E+01 6.39828E-18 -5.136E-04 -2.529E-09  1.929E-11 -1.675E-12  6.624E-13  1.00E-07
  7.050E+01 6.32729E-18 -5.352E-04 -2.515E-09 -3.041E-11 -1.681E-12  6.528E-13  1.00E-07
  7.100E+01 6.25845E-18 -5.567E-04 -2.500E-09 -7.925E-11 -1.687E-12  6.432E-13  1.00E-07
  7.150E+01 6.19171E-18 -5.782E-04 -2.485E-09 -1.272E-10 -1.693E-12  6.336E-13  1.00E-07
  7.200E+01 6.12697E-18 -5.996E-04 -2.469E-09 -1.743E-10 -1.699E-12  6.240E-13  1.00E-07
  7.250E+01 6.06419E-18 -6.209E-04 -2.453E-09 -2.206E-10 -1.704E-12  6.144E-13  1.00E-07
  7.300E+01 6.00329E-18 -6.422E-04 -2.436E-09 -2.660E-10 -1.709E-12  6.048E-13  1.00E-07
  7.350E+01 5.94421E-18 -6.634E-04 -2.418E-09 -3.106E-10 -1.714E-12  5.952E-13  1.00E-07
  7.400E+01 5.88690E-18 -6.845E-04 -2.400E-09 -3.544E-10 -1.719E-12  5.856E-13  1.00E-07
  7.450E+01 5.83131E-18 -7.054E-04 -2.382E-09 -3.973E-10 -1.723E-12  5.761E-13  1.00E-07
  7.500E+01 5.77736E-18 -7.263E-04 -2.363E-09 -4.395E-10 -1.727E-12  5.665E-13  1.00E-07
  7.550E+01 5.72503E-18 -7.469E-04 -2.344E-09 -4.809E-10 -1.731E-12  5.570E-13  1.00E-07
  7.600E+01 5.67425E-18 -7.674E-04 -2.324E-09 -5.214E-10 -1.735E-12  5.475E-13  1.00E-07
  7.650E+01 5.62497E-18 -7.877E-04 -2.304E-09 -5.612E-10 -1.738E-12  5.380E-13  1.00E-07
  7.700E+01 5.57716E-18 -8.079E-04 -2.284E-09 -6.003E-10 -1.742E-12  5.286E-13  1.00E-07
  7.750E+01 5.53077E-18 -8.278E-04 -2.263E-09 -6.385E-10 -1.745E-12  5.192E-13  1.00E-07
  7.800E+01 5.48576E-18 -8.475E-04 -2.242E-09 -6.761E-10 -1.748E-12  5.098E-13  1.00E-07
  7.850E+01 5.44208E-18 -8.670E-04 -2.221E-09 -7.128E-10 -1.750E-12  5.005E-13  1.00E-07
  7.900E+01 5.39970E-18 -8.863E-04 -2.200E-09 -7.489E-10 -1.753E-12  4.912E-13  1.00E-07
  7.950E+01 5.35858E-18 -9.053E-04 -2.178E-09 -7.842E-10 -1.755E-12  4.819E-13  1.00E-07
  8.000E+01 5.31869E-18 -9.241E-04 -2.156E-09 -8.188E-10 -1.757E-12  4.727E-13  1.00E-07
  8.050E+01 5.27998E-18 -9.425E-04 -2.134E-09 -8.528E-10 -1.758E-12  4.635E-13  1.00E-07
  8.100E+01 5.24243E-18 -9.608E-04 -2.111E-09 -8.860E-10 -1.760E-12  4.543E-13  1.00E-07
  8.150E+01 5.20600E-18 -9.787E-04 -2.089E-09 -9.185E-10 -1.761E-12  4.452E-13  1.00E-07
  8.200E+01 5.17066E-18 -9.963E-04 -2.066E-09 -9.504E-10 -1.762E-12  4.362E-13  1.00E-07
  8.250E+01 5.13638E-18 -1.014E-03 -2.043E-09 -9.816E-10 -1.763E-12  4.272E-13  1.00E-07
  8.300E+01 5.10313E-18 -1.031E-03 -2.020E-09 -1.012E-09 -1.764E-12  4.182E-13  1.00E-07
  8.350E+01 5.07088E-18 -1.047E-03 -1.996E-09 -1.042E-09 -1.764E-12  4.093E-13  1.00E-07
  8.400E+01 5.03961E-18 -1.064E-03 -1.973E-09 -1.071E-09 -1.765E-12  4.005E-13  1.00E-07
  8.450E+01 5.00929E-18 -1.080E-03 -1.949E-09 -1.100E-09 -1.765E-12  3.917E-13  1.00E-07
  8.500E+01 4.97988E-18 -1.096E-03 -1.926E-09 -1.128E-09 -1.765E-12  3.830E-13  1.00E-07
  8.550E+01 4.95138E-18 -1.111E-03 -1.902E-09 -1.155E-09 -1.765E-12  3.743E-13  1.00E-07
  8.600E+01 4.92375E-18 -1.126E-03 -1.878E-09 -1.182E-09 -1.764E-12  3.657E-13  1.00E-07
  8.650E+01 4.89696E-18 -1.141E-03 -1.854E-09 -1.208E-09 -1.763E-12  3.572E-13  1.00E-07
  8.700E+01 4.87101E-18 -1.155E-03 -1.830E-09 -1.234E-09 -1.763E-12  3.487E-13  1.00E-07
  8.750E+01 4.84585E-18 -1.169E-03 -1.806E-09 -1.259E-09 -1.762E-12  3.402E-13  1.00E-07
  8.800E+01 4.82148E-18 -1.182E-03 -1.782E-09 -1.283E-09 -1.760E-12  3.319E-13  1.00E-07
  8.850E+01 4.79787E-18 -1.196E-03 -1.758E-09 -1.307E-09 -1.759E-12  3.236E-13  1.00E-07
  8.900E+01 4.77500E-18 -1.209E-03 -1.733E-09 -1.331E-09 -1.758E-12  3.154E-13  1.00E-07
  8.950E+01 4.75286E-18 -1.221E-03 -1.709E-09 -1.353E-09 -1.756E-12  3.072E-13  1.00E-07
  9.000E+01 4.73141E-18 -1.233E-03 -1.685E-09 -1.376E-09 -1.754E-12  2.992E-13  1.00E-07
  9.050E+01 4.71065E-18 -1.245E-03 -1.661E-09 -1.398E-09 -1.752E-12  2.911E-13  1.00E-07
  9.100E+01 4.69056E-18 -1.256E-03 -1.636E-09 -1.419E-09 -1.750E-12  2.832E-13  1.00E-07
  9.150E+01 4.67111E-18 -1.267E-03 -1.612E-09 -1.440E-09 -1.747E-12  2.753E-13  1.00E-07
  9.200E+01 4.65230E-18 -1.278E-03 -1.588E-09 -1.460E-09 -1.745E-12  2.675E-13  1.00E-07
  9.250E+01 4.63409E-18 -1.288E-03 -1.564E-09 -1.480E-09 -1.742E-12  2.598E-13  1.00E-07
  9.300E+01 4.61649E-18 -1.298E-03 -1.540E-09 -1.499E-09 -1.739E-12  2.522E-13  1.00E-07
  9.350E+01 4.59947E-18 -1.307E-03 -1.515E-09 -1.518E-09 -1.736E-12  2.446E-13  1.00E-07
  9.400E+01 4.58301E-18 -1.316E-03 -1.491E-09 -1.536E-09 -1.733E-12  2.371E-13  1.00E-07
  9.450E+01 4.56711E-18 -1.325E-03 -1.467E-09 -1.554E-09 -1.730E-12  2.297E-13  1.00E-07
  9.500E+01 4.55174E-18 -1.333E-03 -1.443E-09 -1.571E-09 -1.726E-12  2.224E-13  1.00E-07
  9.550E+01 4.53689E-18 -1.341E-03 -1.419E-09 -1.588E-09 -1.723E-12  2.151E-13  1.00E-07
  9.600E+01 4.52256E-18 -1.348E-03 -1.395E-09 -1.605E-09 -1.719E-12  2.080E-13  1.00E-07
  9.650E+01 4.50872E-18 -1.355E-03 -1.372E-09 -1.621E-09 -1.715E-12  2.009E-13  1.00E-07
  9.700E+01 4.49536E-18 -1.362E-03 -1.348E-09 -1.637E-09 -1.711E-12  1.938E-13  1.00E-07
  9.750E+01 4.48247E-18 -1.368E-03 -1.324E-09 -1.652E-09 -1.707E-12  1.869E-13  1.00E-07
  9.800E+01 4.47004E-18 -1.374E-03 -1.301E-09 -1.667E-09 -1.702E-12  1.801E-13  1.00E-07
  9.850E+01 4.45805E-18 -1.380E-03 -1.277E-09 -1.681E-09 -1.698E-12  1.733E-13  1.00E-07
  9.900E+01 4.44650E-18 -1.385E-03 -1.254E-09 -1.695E-09 -1.693E-12  1.666E-13  1.00E-07
  9.950E+01 4.43537E-18 -1.390E-03 -1.231E-09 -1.709E-09 -1.689E-12  1.600E-13  1.00E-07
  1.000E+02 4.42465E-18 -1.395E-03 -1.208E-09 -1.722E-09 -1.684E-12  1.535E-13  1.00E-07
  1.005E+02 4.41432E-18 -1.399E-03 -1.184E-09 -1.735E-09 -1.679E-12  1.470E-13  1.00E-07
  1.010E+02 4.40439E-18 -1.402E-03 -1.162E-09 -1.748E-09 -1.673E-12  1.407E-13  1.00E-07
  1.015E+02 4.39483E-18 -1.406E-03 -1.139E-09 -1.760E-09 -1.668E-12  1.344E-13  1.00E-07
  1.020E+02 4.38564E-18 -1.409E-03 -1.116E-09 -1.772E-09 -1.663E-12  1.282E-13  1.00E-07
  1.025E+02 4.37681E-18 -1.412E-03 -1.093E-09 -1.784E-09 -1.657E-12  1.221E-13  1.00E-07
  1.030E+02 4.36833E-18 -1.414E-03 -1.071E-09 -1.795E-09 -1.652E-12  1.161E-13  1.00E-07
  1.035E+02 4.36019E-18 -1.416E-03 -1.049E-09 -1.806E-09 -1.646E-12  1.101E-13  1.00E-07
  1.040E+02 4.35237E-18 -1.418E-03 -1.026E-09 -1.816E-09 -1.640E-12  1.043E-13  1.00E-07
