

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.40000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.89510842E-01      0.00000000E+00
       1     -1.55473505E+00     -1.55267883E+00
       2      7.97926699E-01      7.98376441E-01
       3      4.05761743E-01      4.05928019E-01
       4      2.10485809E-01      2.10560299E-01
       5      1.11684154E-01      1.11720553E-01
       6      6.04412165E-02      6.04599101E-02
       7      3.32354964E-02      3.32454098E-02
       8      1.85103353E-02      1.85157107E-02
       9      1.04161726E-02      1.04191354E-02
      10      5.91121110E-03      5.91286468E-03
      11      3.37826494E-03      3.37919711E-03
      12      1.94206326E-03      1.94259304E-03
      13      1.12197337E-03      1.12227650E-03
      14      6.50906620E-04      6.51081051E-04
      15      3.78960695E-04      3.79061548E-04
      16      2.21297015E-04      2.21355562E-04
      17      1.29558467E-04      1.29592572E-04
      18      7.60148181E-05      7.60347427E-05
      19      4.46819282E-05      4.46935973E-05
      20      2.63055498E-05      2.63123984E-05
      21      1.55075683E-05      1.55115950E-05
      22      9.15240915E-06      9.15478024E-06
      23      5.40692406E-06      5.40832210E-06
      24      3.19688551E-06      3.19771074E-06
      25      1.89153363E-06      1.89202120E-06
      26      1.11986937E-06      1.12015768E-06
      27      6.63360754E-07      6.63531353E-07
      28      3.93124108E-07      3.93225118E-07
      29      2.33066633E-07      2.33126470E-07
      30      1.38222345E-07      1.38257811E-07
      31      8.19982586E-08      8.20192827E-08
      32      4.86566137E-08      4.86690829E-08
      33      2.88785924E-08      2.88859888E-08
      34      1.71433422E-08      1.71477297E-08
      35      1.01785860E-08      1.01811883E-08
      36      6.04422808E-09      6.04577513E-09
      37      3.58967419E-09      3.59059179E-09
      38      2.13215703E-09      2.13269974E-09
      39      1.26655387E-09      1.26687685E-09
      40      7.52391831E-10      7.52584361E-10
      41      4.46970348E-10      4.47091028E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.42657E-16  0.000E+00  1.258E-08  9.186E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.42657E-16  3.918E-10  1.258E-08  9.186E-09  2.369E-18  5.508E-18  1.00E-07
  1.250E-04 2.42657E-16  4.897E-10  1.258E-08  9.186E-09  2.961E-18  6.885E-18  1.00E-07
  1.500E-04 2.42657E-16  5.877E-10  1.258E-08  9.186E-09  3.554E-18  8.262E-18  1.00E-07
  1.750E-04 2.42657E-16  6.856E-10  1.258E-08  9.186E-09  4.146E-18  9.640E-18  1.00E-07
  2.000E-04 2.42657E-16  7.836E-10  1.258E-08  9.186E-09  4.738E-18  1.102E-17  1.00E-07
  2.250E-04 2.42657E-16  8.815E-10  1.258E-08  9.186E-09  5.330E-18  1.239E-17  1.00E-07
  2.500E-04 2.42657E-16  9.794E-10  1.258E-08  9.186E-09  5.923E-18  1.377E-17  1.00E-07
  2.750E-04 2.42657E-16  1.077E-09  1.258E-08  9.186E-09  6.515E-18  1.515E-17  1.00E-07
  3.000E-04 2.42657E-16  1.175E-09  1.258E-08  9.186E-09  7.107E-18  1.652E-17  1.00E-07
  3.250E-04 2.42657E-16  1.273E-09  1.258E-08  9.186E-09  7.700E-18  1.790E-17  1.00E-07
  3.500E-04 2.42657E-16  1.371E-09  1.258E-08  9.186E-09  8.292E-18  1.928E-17  1.00E-07
  3.750E-04 2.42657E-16  1.469E-09  1.258E-08  9.186E-09  8.884E-18  2.066E-17  1.00E-07
  4.000E-04 2.42657E-16  1.567E-09  1.258E-08  9.186E-09  9.476E-18  2.203E-17  1.00E-07
  4.250E-04 2.42657E-16  1.665E-09  1.258E-08  9.186E-09  1.007E-17  2.341E-17  1.00E-07
  4.500E-04 2.42657E-16  1.763E-09  1.258E-08  9.186E-09  1.066E-17  2.479E-17  1.00E-07
  4.750E-04 2.42657E-16  1.861E-09  1.258E-08  9.186E-09  1.125E-17  2.616E-17  1.00E-07
  5.000E-04 2.42657E-16  1.959E-09  1.258E-08  9.186E-09  1.185E-17  2.754E-17  1.00E-07
  5.250E-04 2.42657E-16  2.057E-09  1.258E-08  9.186E-09  1.244E-17  2.892E-17  1.00E-07
