 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 2.96000E+02 eV = 1.08778E+01 a.u.
 #
 # Element:  C,  Z =   6,  atomic weight = 1.20107E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  6
 #
 # Electron density: Read from file z_006.den   
 #                   Number of data points =  725
 #                   Volume integral = 6.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 1.41922E-16 cm**2 = 5.06812E+00 a0**2
 # 1st transport cross section = 2.78247E-17 cm**2 = 9.93638E-01 a0**2
 # 2nd transport cross section = 4.71691E-17 cm**2 = 1.68444E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  4.60609E-16  1.64486E+01  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  4.60609E-16  1.64486E+01  1.98421E-10  1.0E-07
  1.250E-04  1.18994E-12  4.60609E-16  1.64486E+01  2.48026E-10  1.0E-07
  1.500E-04  1.71346E-12  4.60609E-16  1.64486E+01  2.97631E-10  1.0E-07
  1.750E-04  2.33225E-12  4.60609E-16  1.64486E+01  3.47236E-10  1.0E-07
  2.000E-04  3.04617E-12  4.60609E-16  1.64486E+01  3.96841E-10  1.0E-07
  2.250E-04  3.85530E-12  4.60609E-16  1.64486E+01  4.46446E-10  1.0E-07
  2.500E-04  4.75964E-12  4.60609E-16  1.64486E+01  4.96052E-10  1.0E-07
  2.750E-04  5.75917E-12  4.60609E-16  1.64486E+01  5.45657E-10  1.0E-07
  3.000E-04  6.85391E-12  4.60609E-16  1.64486E+01  5.95262E-10  1.0E-07
  3.250E-04  8.04379E-12  4.60609E-16  1.64486E+01  6.44867E-10  1.0E-07
  3.500E-04  9.32893E-12  4.60609E-16  1.64486E+01  6.94472E-10  1.0E-07
  3.750E-04  1.07092E-11  4.60609E-16  1.64486E+01  7.44077E-10  1.0E-07
  4.000E-04  1.21847E-11  4.60609E-16  1.64486E+01  7.93683E-10  1.0E-07
  4.250E-04  1.37554E-11  4.60609E-16  1.64486E+01  8.43288E-10  1.0E-07
  4.500E-04  1.54213E-11  4.60609E-16  1.64486E+01  8.92893E-10  1.0E-07
  4.750E-04  1.71823E-11  4.60609E-16  1.64486E+01  9.42498E-10  1.0E-07
  5.000E-04  1.90386E-11  4.60609E-16  1.64486E+01  9.92103E-10  1.0E-07
  5.250E-04  2.09900E-11  4.60609E-16  1.64486E+01  1.04171E-09  1.0E-07
  5.500E-04  2.30367E-11  4.60609E-16  1.64486E+01  1.09131E-09  1.0E-07
  5.750E-04  2.51785E-11  4.60609E-16  1.64486E+01  1.14092E-09  1.0E-07
  6.000E-04  2.74156E-11  4.60609E-16  1.64486E+01  1.19052E-09  1.0E-07
  6.250E-04  2.97478E-11  4.60609E-16  1.64486E+01  1.24013E-09  1.0E-07
