

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.38000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.75724380E-01      0.00000000E+00
       1      2.67045514E-01      2.67118113E-01
       2      1.38010777E-01      1.38038850E-01
       3      7.39120753E-02      7.39256957E-02
       4      4.02269342E-02      4.02340321E-02
       5      2.20739120E-02      2.20777255E-02
       6      1.21642243E-02      1.21663040E-02
       7      6.71713239E-03      6.71827513E-03
       8      3.71220146E-03      3.71283175E-03
       9      2.05167823E-03      2.05202648E-03
      10      1.13353230E-03      1.13372482E-03
      11      6.25898006E-04      6.26004419E-04
      12      3.45354790E-04      3.45413584E-04
      13      1.90412962E-04      1.90445423E-04
      14      1.04903779E-04      1.04921688E-04
      15      5.77502837E-05      5.77601571E-05
      16      3.17684476E-05      3.17738864E-05
      17      1.74634587E-05      1.74664524E-05
      18      9.59338285E-06      9.59502943E-06
      19      5.26666531E-06      5.26757033E-06
      20      2.88959555E-06      2.89009264E-06
      21      1.58449246E-06      1.58476533E-06
      22      8.68377835E-07      8.68527523E-07
      23      4.75669883E-07      4.75751958E-07
      24      2.60431184E-07      2.60476158E-07
      25      1.42521969E-07      1.42546605E-07
      26      7.79619718E-08      7.79754580E-08
      27      4.26290835E-08      4.26364609E-08
      28      2.33001818E-08      2.33042181E-08
      29      1.27306676E-08      1.27328718E-08
      30      6.95331766E-09      6.95452376E-09
      31      3.79652114E-09      3.79718244E-09
      32      2.07222917E-09      2.07258982E-09
      33      1.13069093E-09      1.13088625E-09
      34      6.16780714E-10      6.16883257E-10
      35      3.36363669E-10      3.36418291E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.39105E-17  0.000E+00  5.719E-09  1.098E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.39105E-17 -1.309E-11  5.719E-09  1.098E-09  1.439E-18  2.376E-19  1.00E-07
  1.250E-04 3.39105E-17 -1.637E-11  5.719E-09  1.098E-09  1.799E-18  2.970E-19  1.00E-07
  1.500E-04 3.39105E-17 -1.964E-11  5.719E-09  1.098E-09  2.159E-18  3.564E-19  1.00E-07
  1.750E-04 3.39105E-17 -2.291E-11  5.719E-09  1.098E-09  2.519E-18  4.159E-19  1.00E-07
  2.000E-04 3.39105E-17 -2.619E-11  5.719E-09  1.098E-09  2.879E-18  4.753E-19  1.00E-07
  2.250E-04 3.39105E-17 -2.946E-11  5.719E-09  1.098E-09  3.239E-18  5.347E-19  1.00E-07
  2.500E-04 3.39105E-17 -3.273E-11  5.719E-09  1.098E-09  3.599E-18  5.941E-19  1.00E-07
  2.750E-04 3.39105E-17 -3.601E-11  5.719E-09  1.098E-09  3.958E-18  6.535E-19  1.00E-07
  3.000E-04 3.39105E-17 -3.928E-11  5.719E-09  1.098E-09  4.318E-18  7.129E-19  1.00E-07
  3.250E-04 3.39105E-17 -4.256E-11  5.719E-09  1.098E-09  4.678E-18  7.723E-19  1.00E-07
  3.500E-04 3.39105E-17 -4.583E-11  5.719E-09  1.098E-09  5.038E-18  8.317E-19  1.00E-07
  3.750E-04 3.39105E-17 -4.910E-11  5.719E-09  1.098E-09  5.398E-18  8.911E-19  1.00E-07
  4.000E-04 3.39105E-17 -5.238E-11  5.719E-09  1.098E-09  5.758E-18  9.505E-19  1.00E-07
  4.250E-04 3.39105E-17 -5.565E-11  5.719E-09  1.098E-09  6.118E-18  1.010E-18  1.00E-07
