

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.30000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.60630360E-01      0.00000000E+00
       1     -1.54299454E+00     -1.54094709E+00
       2      7.94288220E-01      7.94728077E-01
       3      3.98084880E-01      3.98244633E-01
       4      2.03761287E-01      2.03831796E-01
       5      1.06815333E-01      1.06849355E-01
       6      5.71543470E-02      5.71716226E-02
       7      3.10869308E-02      3.10959939E-02
       8      1.71299492E-02      1.71348122E-02
       9      9.53847586E-03      9.54112852E-03
      10      5.35689802E-03      5.35836339E-03
      11      3.02982202E-03      3.03063967E-03
      12      1.72378148E-03      1.72424146E-03
      13      9.85592827E-04      9.85853346E-04
      14      5.65880420E-04      5.66028805E-04
      15      3.26048241E-04      3.26133159E-04
      16      1.88422578E-04      1.88471371E-04
      17      1.09163939E-04      1.09192070E-04
      18      6.33801350E-05      6.33964001E-05
      19      3.68649455E-05      3.68743728E-05
      20      2.14754071E-05      2.14808824E-05
      21      1.25266850E-05      1.25298707E-05
      22      7.31498064E-06      7.31683687E-06
      23      4.27563955E-06      4.27672252E-06
      24      2.50114944E-06      2.50178195E-06
      25      1.46412446E-06      1.46449422E-06
      26      8.57577207E-07      8.57793531E-07
      27      5.02561253E-07      5.02687897E-07
      28      2.94641858E-07      2.94716043E-07
      29      1.72807879E-07      1.72851355E-07
      30      1.01385091E-07      1.01410582E-07
      31      5.94985961E-08      5.95135486E-08
      32      3.49257269E-08      3.49344982E-08
      33      2.05058271E-08      2.05109754E-08
      34      1.20417112E-08      1.20447367E-08
      35      7.07239093E-09      7.07416868E-09
      36      4.15440762E-09      4.15544914E-09
      37      2.44065412E-09      2.44126519E-09
      38      1.43399458E-09      1.43435244E-09
      39      8.42573461E-10      8.42784826E-10
      40      4.95096655E-10      4.95220823E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.40620E-16  0.000E+00  1.246E-08  9.239E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.40620E-16  3.902E-10  1.246E-08  9.239E-09  2.010E-18  5.258E-18  1.00E-07
  1.250E-04 2.40620E-16  4.878E-10  1.246E-08  9.239E-09  2.513E-18  6.573E-18  1.00E-07
  1.500E-04 2.40620E-16  5.854E-10  1.246E-08  9.239E-09  3.015E-18  7.887E-18  1.00E-07
  1.750E-04 2.40620E-16  6.829E-10  1.246E-08  9.239E-09  3.518E-18  9.202E-18  1.00E-07
  2.000E-04 2.40620E-16  7.805E-10  1.246E-08  9.239E-09  4.020E-18  1.052E-17  1.00E-07
  2.250E-04 2.40620E-16  8.780E-10  1.246E-08  9.239E-09  4.523E-18  1.183E-17  1.00E-07
  2.500E-04 2.40620E-16  9.756E-10  1.246E-08  9.239E-09  5.025E-18  1.315E-17  1.00E-07
  2.750E-04 2.40620E-16  1.073E-09  1.246E-08  9.239E-09  5.528E-18  1.446E-17  1.00E-07
  3.000E-04 2.40620E-16  1.171E-09  1.246E-08  9.239E-09  6.030E-18  1.577E-17  1.00E-07
  3.250E-04 2.40620E-16  1.268E-09  1.246E-08  9.239E-09  6.533E-18  1.709E-17  1.00E-07
  3.500E-04 2.40620E-16  1.366E-09  1.246E-08  9.239E-09  7.035E-18  1.840E-17  1.00E-07
  3.750E-04 2.40620E-16  1.463E-09  1.246E-08  9.239E-09  7.538E-18  1.972E-17  1.00E-07
  4.000E-04 2.40620E-16  1.561E-09  1.246E-08  9.239E-09  8.040E-18  2.103E-17  1.00E-07
  4.250E-04 2.40620E-16  1.659E-09  1.246E-08  9.239E-09  8.543E-18  2.235E-17  1.00E-07
  4.500E-04 2.40620E-16  1.756E-09  1.246E-08  9.239E-09  9.045E-18  2.366E-17  1.00E-07
  4.750E-04 2.40620E-16  1.854E-09  1.246E-08  9.239E-09  9.548E-18  2.498E-17  1.00E-07
  5.000E-04 2.40620E-16  1.951E-09  1.246E-08  9.239E-09  1.005E-17  2.629E-17  1.00E-07
  5.250E-04 2.40620E-16  2.049E-09  1.246E-08  9.239E-09  1.055E-17  2.761E-17  1.00E-07
