

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.36000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.78192832E-01      0.00000000E+00
       1      2.67306508E-01      2.67378588E-01
       2      1.37621256E-01      1.37649031E-01
       3      7.34127675E-02      7.34261940E-02
       4      3.97949750E-02      3.98019454E-02
       5      2.17483188E-02      2.17520494E-02
       6      1.19357040E-02      1.19377304E-02
       7      6.56369342E-03      6.56480242E-03
       8      3.61228400E-03      3.61289319E-03
       9      1.98807481E-03      1.98841000E-03
      10      1.09375387E-03      1.09393839E-03
      11      6.01370888E-04      6.01472455E-04
      12      3.30407513E-04      3.30463391E-04
      13      1.81392905E-04      1.81423626E-04
      14      9.95059620E-05      9.95228388E-05
      15      5.45433676E-05      5.45526317E-05
      16      2.98751459E-05      2.98802271E-05
      17      1.63518701E-05      1.63546549E-05
      18      8.94395103E-06      8.94547613E-06
      19      4.88890435E-06      4.88973897E-06
      20      2.67072437E-06      2.67118082E-06
      21      1.45813125E-06      1.45838072E-06
      22      7.95661001E-07      7.95797260E-07
      23      4.33946841E-07      4.34021222E-07
      24      2.36556086E-07      2.36596673E-07
      25      1.28893826E-07      1.28915962E-07
      26      7.02006953E-08      7.02127592E-08
      27      3.82183359E-08      3.82249078E-08
      28      2.07984585E-08      2.08020403E-08
      29      1.13143309E-08      1.13162815E-08
      30      6.15283301E-09      6.15389402E-09
      31      3.34480520E-09      3.34538697E-09
      32      1.81771243E-09      1.81802564E-09
      33      9.87493002E-10      9.87662513E-10
      34      5.36327446E-10      5.36418131E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.39953E-17  0.000E+00  5.724E-09  1.108E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.39953E-17 -1.315E-11  5.724E-09  1.108E-09  1.421E-18  2.361E-19  1.00E-07
  1.250E-04 3.39953E-17 -1.644E-11  5.724E-09  1.108E-09  1.777E-18  2.951E-19  1.00E-07
  1.500E-04 3.39953E-17 -1.973E-11  5.724E-09  1.108E-09  2.132E-18  3.541E-19  1.00E-07
  1.750E-04 3.39953E-17 -2.301E-11  5.724E-09  1.108E-09  2.487E-18  4.131E-19  1.00E-07
  2.000E-04 3.39953E-17 -2.630E-11  5.724E-09  1.108E-09  2.843E-18  4.721E-19  1.00E-07
  2.250E-04 3.39953E-17 -2.959E-11  5.724E-09  1.108E-09  3.198E-18  5.312E-19  1.00E-07
  2.500E-04 3.39953E-17 -3.288E-11  5.724E-09  1.108E-09  3.553E-18  5.902E-19  1.00E-07
  2.750E-04 3.39953E-17 -3.617E-11  5.724E-09  1.108E-09  3.908E-18  6.492E-19  1.00E-07
  3.000E-04 3.39953E-17 -3.945E-11  5.724E-09  1.108E-09  4.264E-18  7.082E-19  1.00E-07
  3.250E-04 3.39953E-17 -4.274E-11  5.724E-09  1.108E-09  4.619E-18  7.672E-19  1.00E-07
  3.500E-04 3.39953E-17 -4.603E-11  5.724E-09  1.108E-09  4.974E-18  8.263E-19  1.00E-07
  3.750E-04 3.39953E-17 -4.932E-11  5.724E-09  1.108E-09  5.330E-18  8.853E-19  1.00E-07
  4.000E-04 3.39953E-17 -5.260E-11  5.724E-09  1.108E-09  5.685E-18  9.443E-19  1.00E-07
  4.250E-04 3.39953E-17 -5.589E-11  5.724E-09  1.108E-09  6.040E-18  1.003E-18  1.00E-07
