

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.72000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      3.73847384E-02      0.00000000E+00
       1     -1.46259141E+00     -1.46059354E+00
       2      7.61451971E-01      7.61827186E-01
       3      3.42167475E-01      3.42286341E-01
       4      1.58988742E-01      1.59035881E-01
       5      7.63970883E-02      7.64178992E-02
       6      3.76612688E-02      3.76710123E-02
       7      1.89216654E-02      1.89263938E-02
       8      9.64456849E-03      9.64691866E-03
       9      4.97149095E-03      4.97267927E-03
      10      2.58570427E-03      2.58631296E-03
      11      1.35461359E-03      1.35492856E-03
      12      7.13869573E-04      7.14033893E-04
      13      3.78032986E-04      3.78119281E-04
      14      2.00990955E-04      2.01036522E-04
      15      1.07215208E-04      1.07239377E-04
      16      5.73483667E-05      5.73612332E-05
      17      3.07444377E-05      3.07513084E-05
      18      1.65129710E-05      1.65166493E-05
      19      8.88298892E-06      8.88496225E-06
      20      4.78470084E-06      4.78576135E-06
      21      2.57999468E-06      2.58056545E-06
      22      1.39243269E-06      1.39274025E-06
      23      7.52068655E-07      7.52234550E-07
      24      4.06458517E-07      4.06548081E-07
      25      2.19789491E-07      2.19837872E-07
      26      1.18903168E-07      1.18929325E-07
      27      6.43496361E-08      6.43637820E-08
      28      3.48369032E-08      3.48445533E-08
      29      1.88647794E-08      1.88689220E-08
      30      1.02180151E-08      1.02202572E-08
      31      5.53567003E-09      5.53688101E-09
      32      2.99949366E-09      3.00015008E-09
      33      1.62546670E-09      1.62582595E-09
      34      8.80965825E-10      8.81159750E-10
      35      4.77531724E-10      4.77634502E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.27817E-16  0.000E+00  1.165E-08  9.601E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.27817E-16  3.671E-10  1.165E-08  9.601E-09 -6.945E-20  3.533E-18  1.00E-07
  1.250E-04 2.27817E-16  4.588E-10  1.165E-08  9.601E-09 -8.681E-20  4.416E-18  1.00E-07
  1.500E-04 2.27817E-16  5.506E-10  1.165E-08  9.601E-09 -1.042E-19  5.299E-18  1.00E-07
  1.750E-04 2.27817E-16  6.424E-10  1.165E-08  9.601E-09 -1.215E-19  6.182E-18  1.00E-07
  2.000E-04 2.27817E-16  7.341E-10  1.165E-08  9.601E-09 -1.389E-19  7.066E-18  1.00E-07
  2.250E-04 2.27817E-16  8.259E-10  1.165E-08  9.601E-09 -1.563E-19  7.949E-18  1.00E-07
  2.500E-04 2.27817E-16  9.177E-10  1.165E-08  9.601E-09 -1.736E-19  8.832E-18  1.00E-07
  2.750E-04 2.27817E-16  1.009E-09  1.165E-08  9.601E-09 -1.910E-19  9.715E-18  1.00E-07
  3.000E-04 2.27817E-16  1.101E-09  1.165E-08  9.601E-09 -2.084E-19  1.060E-17  1.00E-07
  3.250E-04 2.27817E-16  1.193E-09  1.165E-08  9.601E-09 -2.257E-19  1.148E-17  1.00E-07
  3.500E-04 2.27817E-16  1.285E-09  1.165E-08  9.601E-09 -2.431E-19  1.236E-17  1.00E-07
  3.750E-04 2.27817E-16  1.377E-09  1.165E-08  9.601E-09 -2.604E-19  1.325E-17  1.00E-07
  4.000E-04 2.27817E-16  1.468E-09  1.165E-08  9.601E-09 -2.778E-19  1.413E-17  1.00E-07
  4.250E-04 2.27817E-16  1.560E-09  1.165E-08  9.601E-09 -2.952E-19  1.501E-17  1.00E-07
