

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.80000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -7.61635820E-01      0.00000000E+00
       1      1.29226018E+00      1.29346365E+00
       2      7.57847386E-01      7.58171392E-01
       3      4.73095028E-01      4.73245864E-01
       4      3.00604761E-01      3.00689980E-01
       5      1.92185287E-01      1.92236684E-01
       6      1.23440865E-01      1.23472717E-01
       7      7.96549011E-02      7.96749479E-02
       8      5.16352677E-02      5.16480201E-02
       9      3.36164855E-02      3.36246643E-02
      10      2.19730497E-02      2.19783299E-02
      11      1.44151244E-02      1.44185520E-02
      12      9.48864424E-03      9.49087962E-03
      13      6.26510103E-03      6.26656487E-03
      14      4.14841702E-03      4.14937910E-03
      15      2.75403333E-03      2.75466772E-03
      16      1.83272895E-03      1.83314851E-03
      17      1.22232179E-03      1.22260003E-03
      18      8.16868714E-04      8.17053689E-04
      19      5.46920188E-04      5.47043446E-04
      20      3.66800844E-04      3.66883149E-04
      21      2.46379754E-04      2.46434820E-04
      22      1.65724054E-04      1.65760960E-04
      23      1.11612623E-04      1.11637398E-04
      24      7.52546906E-05      7.52713463E-05
      25      5.07920138E-05      5.08032258E-05
      26      3.43124537E-05      3.43200102E-05
      27      2.31984622E-05      2.32035604E-05
      28      1.56955977E-05      1.56990406E-05
      29      1.06260378E-05      1.06283649E-05
      30      7.19791226E-06      7.19948630E-06
      31      4.87812972E-06      4.87919513E-06
      32      3.30738353E-06      3.30810508E-06
      33      2.24323954E-06      2.24372848E-06
      34      1.52196457E-06      1.52229602E-06
      35      1.03288385E-06      1.03310863E-06
      36      7.01130308E-07      7.01282804E-07
      37      4.76025736E-07      4.76129216E-07
      38      3.23245616E-07      3.23315856E-07
      39      2.19529432E-07      2.19577121E-07
      40      1.49107522E-07      1.49139903E-07
      41      1.01284519E-07      1.01306506E-07
      42      6.88042191E-08      6.88191535E-08
      43      4.67420225E-08      4.67521703E-08
      44      3.17550509E-08      3.17619436E-08
      45      2.15737830E-08      2.15784641E-08
      46      1.46569330E-08      1.46601153E-08
      47      9.95762317E-09      9.95978146E-09
      48      6.76486464E-09      6.76633233E-09
      49      4.59575365E-09      4.59674978E-09
      50      3.12208428E-09      3.12276372E-09
      51      2.12087127E-09      2.12132663E-09
      52      1.44062514E-09      1.44093288E-09
      53      9.78497343E-10      9.78716521E-10
      54      6.64617699E-10      6.64761636E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.55820E-16  0.000E+00  1.882E-08  1.007E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.55820E-16  2.020E-10  1.882E-08  1.007E-08  8.599E-18  7.047E-18  1.00E-07
  1.250E-04 4.55820E-16  2.525E-10  1.882E-08  1.007E-08  1.075E-17  8.808E-18  1.00E-07
  1.500E-04 4.55820E-16  3.030E-10  1.882E-08  1.007E-08  1.290E-17  1.057E-17  1.00E-07
  1.750E-04 4.55820E-16  3.536E-10  1.882E-08  1.007E-08  1.505E-17  1.233E-17  1.00E-07
  2.000E-04 4.55820E-16  4.041E-10  1.882E-08  1.007E-08  1.720E-17  1.409E-17  1.00E-07
  2.250E-04 4.55820E-16  4.546E-10  1.882E-08  1.007E-08  1.935E-17  1.585E-17  1.00E-07
  2.500E-04 4.55820E-16  5.051E-10  1.882E-08  1.007E-08  2.150E-17  1.762E-17  1.00E-07
  2.750E-04 4.55820E-16  5.556E-10  1.882E-08  1.007E-08  2.365E-17  1.938E-17  1.00E-07
  3.000E-04 4.55820E-16  6.061E-10  1.882E-08  1.007E-08  2.580E-17  2.114E-17  1.00E-07
  3.250E-04 4.55820E-16  6.566E-10  1.882E-08  1.007E-08  2.795E-17  2.290E-17  1.00E-07
  3.500E-04 4.55820E-16  7.071E-10  1.882E-08  1.007E-08  3.010E-17  2.466E-17  1.00E-07
  3.750E-04 4.55820E-16  7.576E-10  1.882E-08  1.007E-08  3.225E-17  2.642E-17  1.00E-07
  4.000E-04 4.55820E-16  8.081E-10  1.882E-08  1.007E-08  3.440E-17  2.819E-17  1.00E-07
  4.250E-04 4.55820E-16  8.586E-10  1.882E-08  1.007E-08  3.655E-17  2.995E-17  1.00E-07
  4.500E-04 4.55820E-16  9.091E-10  1.882E-08  1.007E-08  3.869E-17  3.171E-17  1.00E-07
  4.750E-04 4.55820E-16  9.596E-10  1.882E-08  1.007E-08  4.084E-17  3.347E-17  1.00E-07
  5.000E-04 4.55820E-16  1.010E-09  1.882E-08  1.007E-08  4.299E-17  3.523E-17  1.00E-07
  5.250E-04 4.55820E-16  1.061E-09  1.882E-08  1.007E-08  4.514E-17  3.699E-17  1.00E-07
  5.500E-04 4.55820E-16  1.111E-09  1.882E-08  1.007E-08  4.729E-17  3.876E-17  1.00E-07
  5.750E-04 4.55820E-16  1.162E-09  1.882E-08  1.007E-08  4.944E-17  4.052E-17  1.00E-07
  6.000E-04 4.55820E-16  1.212E-09  1.882E-08  1.007E-08  5.159E-17  4.228E-17  1.00E-07
  6.250E-04 4.55820E-16  1.263E-09  1.882E-08  1.007E-08  5.374E-17  4.404E-17  1.00E-07
  6.500E-04 4.55820E-16  1.313E-09  1.882E-08  1.007E-08  5.589E-17  4.580E-17  1.00E-07
  6.750E-04 4.55820E-16  1.364E-09  1.882E-08  1.007E-08  5.804E-17  4.756E-17  1.00E-07
  7.000E-04 4.55820E-16  1.414E-09  1.882E-08  1.007E-08  6.019E-17  4.933E-17  1.00E-07
  7.250E-04 4.55820E-16  1.465E-09  1.882E-08  1.007E-08  6.234E-17  5.109E-17  1.00E-07
  7.500E-04 4.55820E-16  1.515E-09  1.882E-08  1.007E-08  6.449E-17  5.285E-17  1.00E-07
  7.750E-04 4.55820E-16  1.566E-09  1.882E-08  1.007E-08  6.664E-17  5.461E-17  1.00E-07
  8.000E-04 4.55820E-16  1.616E-09  1.882E-08  1.007E-08  6.879E-17  5.637E-17  1.00E-07
  8.250E-04 4.55820E-16  1.667E-09  1.882E-08  1.007E-08  7.094E-17  5.813E-17  1.00E-07
  8.500E-04 4.55820E-16  1.717E-09  1.882E-08  1.007E-08  7.309E-17  5.990E-17  1.00E-07
  8.750E-04 4.55820E-16  1.768E-09  1.882E-08  1.007E-08  7.524E-17  6.166E-17  1.00E-07
  9.000E-04 4.55820E-16  1.818E-09  1.882E-08  1.007E-08  7.739E-17  6.342E-17  1.00E-07
  9.250E-04 4.55820E-16  1.869E-09  1.882E-08  1.007E-08  7.954E-17  6.518E-17  1.00E-07
  9.500E-04 4.55820E-16  1.919E-09  1.882E-08  1.007E-08  8.169E-17  6.694E-17  1.00E-07
  9.750E-04 4.55820E-16  1.970E-09  1.882E-08  1.007E-08  8.384E-17  6.870E-17  1.00E-07
  1.000E-03 4.55820E-16  2.020E-09  1.882E-08  1.007E-08  8.599E-17  7.047E-17  1.00E-07
