

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.74000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -2.79169809E-01      0.00000000E+00
       1      1.55035239E+00      1.55243854E+00
       2      8.07440195E-01      8.07921505E-01
       3      4.28604440E-01      4.28791859E-01
       4      2.31460592E-01      2.31548407E-01
       5      1.27395526E-01      1.27440115E-01
       6      7.13489095E-02      7.13726161E-02
       7      4.05461702E-02      4.05591600E-02
       8      2.33184943E-02      2.33257647E-02
       9      1.35430555E-02      1.35471895E-02
      10      7.93002486E-03      7.93240440E-03
      11      4.67522958E-03      4.67661274E-03
      12      2.77231684E-03      2.77312732E-03
      13      1.65203189E-03      1.65251001E-03
      14      9.88591401E-04      9.88875050E-04
      15      5.93710426E-04      5.93879519E-04
      16      3.57658430E-04      3.57759648E-04
      17      2.16026818E-04      2.16087621E-04
      18      1.30776429E-04      1.30813064E-04
      19      7.93221749E-05      7.93443063E-05
      20      4.81929988E-05      4.82063982E-05
      21      2.93221349E-05      2.93302631E-05
      22      1.78625066E-05      1.78674453E-05
      23      1.08930608E-05      1.08960659E-05
      24      6.64897259E-06      6.65080332E-06
      25      4.06164397E-06      4.06276044E-06
      26      2.48282074E-06      2.48350224E-06
      27      1.51860676E-06      1.51902308E-06
      28      9.29325114E-07      9.29579602E-07
      29      5.68961942E-07      5.69117605E-07
      30      3.48471288E-07      3.48566552E-07
      31      2.13499743E-07      2.13558065E-07
      32      1.30844587E-07      1.30880307E-07
      33      8.02096412E-08      8.02315272E-08
      34      4.91808236E-08      4.91942387E-08
      35      3.01613551E-08      3.01695774E-08
      36      1.85004148E-08      1.85054547E-08
      37      1.13495935E-08      1.13526788E-08
      38      6.96365059E-09      6.96555019E-09
      39      4.27308037E-09      4.27424613E-09
      40      2.62235190E-09      2.62306590E-09
      41      1.60949226E-09      1.60992616E-09
      42      9.87895502E-10      9.88164766E-10
      43      6.06408490E-10      6.06573118E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.49252E-16  0.000E+00  1.296E-08  9.022E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.49252E-16  3.939E-10  1.296E-08  9.022E-09  3.588E-18  6.288E-18  1.00E-07
  1.250E-04 2.49252E-16  4.924E-10  1.296E-08  9.022E-09  4.485E-18  7.860E-18  1.00E-07
  1.500E-04 2.49252E-16  5.909E-10  1.296E-08  9.022E-09  5.382E-18  9.432E-18  1.00E-07
  1.750E-04 2.49252E-16  6.893E-10  1.296E-08  9.022E-09  6.279E-18  1.100E-17  1.00E-07
  2.000E-04 2.49252E-16  7.878E-10  1.296E-08  9.022E-09  7.175E-18  1.258E-17  1.00E-07
  2.250E-04 2.49252E-16  8.863E-10  1.296E-08  9.022E-09  8.072E-18  1.415E-17  1.00E-07
  2.500E-04 2.49252E-16  9.848E-10  1.296E-08  9.022E-09  8.969E-18  1.572E-17  1.00E-07
  2.750E-04 2.49252E-16  1.083E-09  1.296E-08  9.022E-09  9.866E-18  1.729E-17  1.00E-07
  3.000E-04 2.49252E-16  1.182E-09  1.296E-08  9.022E-09  1.076E-17  1.886E-17  1.00E-07
  3.250E-04 2.49252E-16  1.280E-09  1.296E-08  9.022E-09  1.166E-17  2.044E-17  1.00E-07
  3.500E-04 2.49252E-16  1.379E-09  1.296E-08  9.022E-09  1.256E-17  2.201E-17  1.00E-07
  3.750E-04 2.49252E-16  1.477E-09  1.296E-08  9.022E-09  1.345E-17  2.358E-17  1.00E-07
  4.000E-04 2.49252E-16  1.576E-09  1.296E-08  9.022E-09  1.435E-17  2.515E-17  1.00E-07
  4.250E-04 2.49252E-16  1.674E-09  1.296E-08  9.022E-09  1.525E-17  2.672E-17  1.00E-07
  4.500E-04 2.49252E-16  1.773E-09  1.296E-08  9.022E-09  1.614E-17  2.830E-17  1.00E-07
  4.750E-04 2.49252E-16  1.871E-09  1.296E-08  9.022E-09  1.704E-17  2.987E-17  1.00E-07
  5.000E-04 2.49252E-16  1.970E-09  1.296E-08  9.022E-09  1.794E-17  3.144E-17  1.00E-07
  5.250E-04 2.49252E-16  2.068E-09  1.296E-08  9.022E-09  1.884E-17  3.301E-17  1.00E-07
  5.500E-04 2.49252E-16  2.167E-09  1.296E-08  9.022E-09  1.973E-17  3.458E-17  1.00E-07
