

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.06000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -8.56921621E-02      0.00000000E+00
       1     -1.51255695E+00     -1.51053038E+00
       2      7.83503404E-01      7.83918190E-01
       3      3.77530491E-01      3.77673979E-01
       4      1.86483564E-01      1.86544435E-01
       5      9.46694579E-02      9.46978729E-02
       6      4.91515785E-02      4.91655799E-02
       7      2.59679847E-02      2.59751226E-02
       8      1.39073731E-02      1.39110973E-02
       9      7.52911065E-03      7.53108663E-03
      10      4.11184429E-03      4.11290623E-03
      11      2.26172981E-03      2.26230633E-03
      12      1.25146757E-03      1.25178312E-03
      13      6.95892522E-04      6.96066410E-04
      14      3.88558088E-04      3.88654446E-04
      15      2.17705637E-04      2.17759283E-04
      16      1.22332306E-04      1.22362289E-04
      17      6.89078096E-05      6.89246227E-05
      18      3.88940217E-05      3.89034756E-05
      19      2.19909231E-05      2.19962513E-05
      20      1.24518109E-05      1.24548197E-05
      21      7.05913754E-06      7.06083937E-06
      22      4.00607070E-06      4.00703463E-06
      23      2.27543618E-06      2.27598279E-06
      24      1.29339831E-06      1.29370858E-06
      25      7.35653443E-07      7.35829709E-07
      26      4.18646201E-07      4.18746410E-07
      27      2.38352700E-07      2.38409703E-07
      28      1.35757323E-07      1.35789768E-07
      29      7.73485848E-08      7.73670551E-08
      30      4.40826252E-08      4.40931467E-08
      31      2.51299285E-08      2.51359241E-08
      32      1.43287362E-08      1.43321522E-08
      33      8.17153247E-09      8.17348172E-09
      34      4.66090711E-09      4.66201798E-09
      35      2.65888935E-09      2.65952065E-09
      36      1.51695563E-09      1.51731209E-09
      37      8.65507592E-10      8.65713376E-10
      38      4.93876599E-10      4.93993791E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.35540E-16  0.000E+00  1.215E-08  9.375E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.35540E-16  3.842E-10  1.215E-08  9.375E-09  1.148E-18  4.609E-18  1.00E-07
  1.250E-04 2.35540E-16  4.802E-10  1.215E-08  9.375E-09  1.435E-18  5.761E-18  1.00E-07
  1.500E-04 2.35540E-16  5.763E-10  1.215E-08  9.375E-09  1.722E-18  6.914E-18  1.00E-07
  1.750E-04 2.35540E-16  6.723E-10  1.215E-08  9.375E-09  2.009E-18  8.066E-18  1.00E-07
  2.000E-04 2.35540E-16  7.684E-10  1.215E-08  9.375E-09  2.296E-18  9.218E-18  1.00E-07
  2.250E-04 2.35540E-16  8.644E-10  1.215E-08  9.375E-09  2.583E-18  1.037E-17  1.00E-07
  2.500E-04 2.35540E-16  9.604E-10  1.215E-08  9.375E-09  2.870E-18  1.152E-17  1.00E-07
  2.750E-04 2.35540E-16  1.056E-09  1.215E-08  9.375E-09  3.157E-18  1.267E-17  1.00E-07
  3.000E-04 2.35540E-16  1.153E-09  1.215E-08  9.375E-09  3.444E-18  1.383E-17  1.00E-07
  3.250E-04 2.35540E-16  1.249E-09  1.215E-08  9.375E-09  3.731E-18  1.498E-17  1.00E-07
  3.500E-04 2.35540E-16  1.345E-09  1.215E-08  9.375E-09  4.018E-18  1.613E-17  1.00E-07
  3.750E-04 2.35540E-16  1.441E-09  1.215E-08  9.375E-09  4.305E-18  1.728E-17  1.00E-07
  4.000E-04 2.35540E-16  1.537E-09  1.215E-08  9.375E-09  4.592E-18  1.844E-17  1.00E-07
  4.250E-04 2.35540E-16  1.633E-09  1.215E-08  9.375E-09  4.879E-18  1.959E-17  1.00E-07
  4.500E-04 2.35540E-16  1.729E-09  1.215E-08  9.375E-09  5.166E-18  2.074E-17  1.00E-07
  4.750E-04 2.35540E-16  1.825E-09  1.215E-08  9.375E-09  5.453E-18  2.189E-17  1.00E-07
  5.000E-04 2.35540E-16  1.921E-09  1.215E-08  9.375E-09  5.740E-18  2.305E-17  1.00E-07
  5.250E-04 2.35540E-16  2.017E-09  1.215E-08  9.375E-09  6.027E-18  2.420E-17  1.00E-07
  5.500E-04 2.35540E-16  2.113E-09  1.215E-08  9.375E-09  6.314E-18  2.535E-17  1.00E-07
  5.750E-04 2.35540E-16  2.209E-09  1.215E-08  9.375E-09  6.601E-18  2.650E-17  1.00E-07
  6.000E-04 2.35540E-16  2.305E-09  1.215E-08  9.375E-09  6.888E-18  2.765E-17  1.00E-07
  6.250E-04 2.35540E-16  2.401E-09  1.215E-08  9.375E-09  7.175E-18  2.881E-17  1.00E-07
  6.500E-04 2.35540E-16  2.497E-09  1.215E-08  9.375E-09  7.462E-18  2.996E-17  1.00E-07
  6.750E-04 2.35540E-16  2.593E-09  1.215E-08  9.375E-09  7.749E-18  3.111E-17  1.00E-07
  7.000E-04 2.35540E-16  2.689E-09  1.215E-08  9.375E-09  8.036E-18  3.226E-17  1.00E-07
  7.250E-04 2.35540E-16  2.785E-09  1.215E-08  9.375E-09  8.323E-18  3.342E-17  1.00E-07
  7.500E-04 2.35540E-16  2.881E-09  1.215E-08  9.375E-09  8.610E-18  3.457E-17  1.00E-07
  7.750E-04 2.35540E-16  2.977E-09  1.215E-08  9.375E-09  8.897E-18  3.572E-17  1.00E-07
  8.000E-04 2.35540E-16  3.073E-09  1.215E-08  9.375E-09  9.184E-18  3.687E-17  1.00E-07
  8.250E-04 2.35540E-16  3.169E-09  1.215E-08  9.375E-09  9.470E-18  3.802E-17  1.00E-07
  8.500E-04 2.35540E-16  3.266E-09  1.215E-08  9.375E-09  9.757E-18  3.918E-17  1.00E-07
  8.750E-04 2.35540E-16  3.362E-09  1.215E-08  9.375E-09  1.004E-17  4.033E-17  1.00E-07
  9.000E-04 2.35540E-16  3.458E-09  1.215E-08  9.375E-09  1.033E-17  4.148E-17  1.00E-07
  9.250E-04 2.35540E-16  3.554E-09  1.215E-08  9.375E-09  1.062E-17  4.263E-17  1.00E-07
  9.500E-04 2.35540E-16  3.650E-09  1.215E-08  9.375E-09  1.091E-17  4.379E-17  1.00E-07
  9.750E-04 2.35540E-16  3.746E-09  1.215E-08  9.375E-09  1.119E-17  4.494E-17  1.00E-07
  1.000E-03 2.35540E-16  3.842E-09  1.215E-08  9.375E-09  1.148E-17  4.609E-17  1.00E-07
  1.250E-03 2.35540E-16  4.802E-09  1.215E-08  9.375E-09  1.435E-17  5.761E-17  1.00E-07
  1.500E-03 2.35540E-16  5.763E-09  1.215E-08  9.375E-09  1.722E-17  6.914E-17  1.00E-07
  1.750E-03 2.35540E-16  6.723E-09  1.215E-08  9.375E-09  2.009E-17  8.066E-17  1.00E-07
  2.000E-03 2.35540E-16  7.684E-09  1.215E-08  9.375E-09  2.296E-17  9.218E-17  1.00E-07
  2.250E-03 2.35540E-16  8.644E-09  1.215E-08  9.375E-09  2.583E-17  1.037E-16  1.00E-07
  2.500E-03 2.35540E-16  9.604E-09  1.215E-08  9.375E-09  2.870E-17  1.152E-16  1.00E-07
  2.750E-03 2.35540E-16  1.056E-08  1.215E-08  9.375E-09  3.157E-17  1.267E-16  1.00E-07
  3.000E-03 2.35540E-16  1.153E-08  1.215E-08  9.375E-09  3.444E-17  1.383E-16  1.00E-07
  3.250E-03 2.35540E-16  1.249E-08  1.215E-08  9.375E-09  3.731E-17  1.498E-16  1.00E-07
  3.500E-03 2.35540E-16  1.345E-08  1.215E-08  9.375E-09  4.018E-17  1.613E-16  1.00E-07
  3.750E-03 2.35540E-16  1.441E-08  1.215E-08  9.375E-09  4.305E-17  1.728E-16  1.00E-07
  4.000E-03 2.35540E-16  1.537E-08  1.215E-08  9.375E-09  4.592E-17  1.844E-16  1.00E-07
  4.250E-03 2.35540E-16  1.633E-08  1.215E-08  9.375E-09  4.879E-17  1.959E-16  1.00E-07
  4.500E-03 2.35540E-16  1.729E-08  1.215E-08  9.375E-09  5.166E-17  2.074E-16  1.00E-07
  4.750E-03 2.35540E-16  1.825E-08  1.215E-08  9.375E-09  5.453E-17  2.189E-16  1.00E-07
  5.000E-03 2.35540E-16  1.921E-08  1.215E-08  9.375E-09  5.740E-17  2.305E-16  1.00E-07
  5.250E-03 2.35540E-16  2.017E-08  1.215E-08  9.375E-09  6.027E-17  2.420E-16  1.00E-07
  5.500E-03 2.35540E-16  2.113E-08  1.215E-08  9.375E-09  6.314E-17  2.535E-16  1.00E-07
  5.750E-03 2.35540E-16  2.209E-08  1.215E-08  9.375E-09  6.601E-17  2.650E-16  1.00E-07
  6.000E-03 2.35540E-16  2.305E-08  1.215E-08  9.375E-09  6.888E-17  2.765E-16  1.00E-07
