

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.34000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.72334745E-01      0.00000000E+00
       1     -1.54775175E+00     -1.54570080E+00
       2      7.95797067E-01      7.96240914E-01
       3      4.01213580E-01      4.01375960E-01
       4      2.06483248E-01      2.06555352E-01
       5      1.08776471E-01      1.08811442E-01
       6      5.84729144E-02      5.84907537E-02
       7      3.19457221E-02      3.19551221E-02
       8      1.76798125E-02      1.76848779E-02
       9      9.88694677E-03      9.88972153E-03
      10      5.57626671E-03      5.57780596E-03
      11      3.16727842E-03      3.16814089E-03
      12      1.80961811E-03      1.81010532E-03
      13      1.03905320E-03      1.03933029E-03
      14      5.99104691E-04      5.99263176E-04
      15      3.46658329E-04      3.46749407E-04
      16      2.01186784E-04      2.01239336E-04
      17      1.17057187E-04      1.17087613E-04
      18      6.82543583E-05      6.82720248E-05
      19      3.98708218E-05      3.98811048E-05
      20      2.33266976E-05      2.33326955E-05
      21      1.36654500E-05      1.36689546E-05
      22      8.01460675E-06      8.01665762E-06
      23      4.70496443E-06      4.70616612E-06
      24      2.76430339E-06      2.76500828E-06
      25      1.62524585E-06      1.62565971E-06
      26      9.56121539E-07      9.56364714E-07
      27      5.62770271E-07      5.62913258E-07
      28      3.31391992E-07      3.31476119E-07
      29      1.95217733E-07      1.95267251E-07
      30      1.15037803E-07      1.15066962E-07
      31      6.78088526E-08      6.78260353E-08
      32      3.99797507E-08      3.99898767E-08
      33      2.35770024E-08      2.35829722E-08
      34      1.39065359E-08      1.39100546E-08
      35      8.20385476E-09      8.20592794E-09
      36      4.84040950E-09      4.84163136E-09
      37      2.85627267E-09      2.85699729E-09
      38      1.68565057E-09      1.68608028E-09
      39      9.94862868E-10      9.95113297E-10
      40      5.87179871E-10      5.87329850E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.41440E-16  0.000E+00  1.251E-08  9.218E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.41440E-16  3.909E-10  1.251E-08  9.218E-09  2.154E-18  5.360E-18  1.00E-07
  1.250E-04 2.41440E-16  4.886E-10  1.251E-08  9.218E-09  2.692E-18  6.699E-18  1.00E-07
  1.500E-04 2.41440E-16  5.864E-10  1.251E-08  9.218E-09  3.231E-18  8.039E-18  1.00E-07
  1.750E-04 2.41440E-16  6.841E-10  1.251E-08  9.218E-09  3.769E-18  9.379E-18  1.00E-07
  2.000E-04 2.41440E-16  7.818E-10  1.251E-08  9.218E-09  4.307E-18  1.072E-17  1.00E-07
  2.250E-04 2.41440E-16  8.796E-10  1.251E-08  9.218E-09  4.846E-18  1.206E-17  1.00E-07
  2.500E-04 2.41440E-16  9.773E-10  1.251E-08  9.218E-09  5.384E-18  1.340E-17  1.00E-07
  2.750E-04 2.41440E-16  1.075E-09  1.251E-08  9.218E-09  5.923E-18  1.474E-17  1.00E-07
  3.000E-04 2.41440E-16  1.173E-09  1.251E-08  9.218E-09  6.461E-18  1.608E-17  1.00E-07
  3.250E-04 2.41440E-16  1.270E-09  1.251E-08  9.218E-09  6.999E-18  1.742E-17  1.00E-07
  3.500E-04 2.41440E-16  1.368E-09  1.251E-08  9.218E-09  7.538E-18  1.876E-17  1.00E-07
  3.750E-04 2.41440E-16  1.466E-09  1.251E-08  9.218E-09  8.076E-18  2.010E-17  1.00E-07
  4.000E-04 2.41440E-16  1.564E-09  1.251E-08  9.218E-09  8.615E-18  2.144E-17  1.00E-07
  4.250E-04 2.41440E-16  1.661E-09  1.251E-08  9.218E-09  9.153E-18  2.278E-17  1.00E-07
  4.500E-04 2.41440E-16  1.759E-09  1.251E-08  9.218E-09  9.692E-18  2.412E-17  1.00E-07
  4.750E-04 2.41440E-16  1.857E-09  1.251E-08  9.218E-09  1.023E-17  2.546E-17  1.00E-07
  5.000E-04 2.41440E-16  1.955E-09  1.251E-08  9.218E-09  1.077E-17  2.680E-17  1.00E-07
  5.250E-04 2.41440E-16  2.052E-09  1.251E-08  9.218E-09  1.131E-17  2.814E-17  1.00E-07
