

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.94000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -4.47943957E-02      0.00000000E+00
       1     -1.49595443E+00     -1.49393815E+00
       2      7.76782613E-01      7.77184042E-01
       3      3.65972316E-01      3.66107330E-01
       4      1.77201924E-01      1.77257948E-01
       5      8.83574439E-02      8.83831209E-02
       6      4.51060528E-02      4.51184951E-02
       7      2.34442231E-02      2.34504651E-02
       8      1.23557748E-02      1.23589806E-02
       9      6.58363769E-03      6.58531230E-03
      10      3.53910413E-03      3.53999022E-03
      11      1.91623054E-03      1.91670418E-03
      12      1.04370666E-03      1.04396191E-03
      13      5.71273705E-04      5.71412192E-04
      14      3.13968249E-04      3.14043803E-04
      15      1.73143910E-04      1.73185321E-04
      16      9.57555550E-05      9.57783389E-05
      17      5.30826875E-05      5.30952635E-05
      18      2.94852794E-05      2.94922397E-05
      19      1.64051706E-05      1.64090315E-05
      20      9.14034988E-06      9.14249550E-06
      21      5.09864184E-06      5.09983613E-06
      22      2.84691941E-06      2.84758506E-06
      23      1.59095439E-06      1.59132580E-06
      24      8.89705381E-07      8.89912817E-07
      25      4.97844816E-07      4.97960760E-07
      26      2.78716143E-07      2.78780993E-07
      27      1.56105349E-07      1.56141640E-07
      28      8.74648762E-08      8.74851986E-08
      29      4.90215069E-08      4.90328913E-08
      30      2.74825849E-08      2.74889612E-08
      31      1.54109185E-08      1.54144933E-08
      32      8.64341273E-09      8.64541648E-09
      33      4.84863193E-09      4.84975461E-09
      34      2.72030165E-09      2.72093225E-09
      35      1.52635892E-09      1.52671468E-09
      36      8.56544467E-10      8.56743276E-10
      37      4.80700129E-10      4.80813136E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.32890E-16  0.000E+00  1.198E-08  9.449E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.32890E-16  3.795E-10  1.198E-08  9.449E-09  7.173E-19  4.253E-18  1.00E-07
  1.250E-04 2.32890E-16  4.744E-10  1.198E-08  9.449E-09  8.966E-19  5.317E-18  1.00E-07
  1.500E-04 2.32890E-16  5.693E-10  1.198E-08  9.449E-09  1.076E-18  6.380E-18  1.00E-07
  1.750E-04 2.32890E-16  6.642E-10  1.198E-08  9.449E-09  1.255E-18  7.444E-18  1.00E-07
  2.000E-04 2.32890E-16  7.590E-10  1.198E-08  9.449E-09  1.435E-18  8.507E-18  1.00E-07
  2.250E-04 2.32890E-16  8.539E-10  1.198E-08  9.449E-09  1.614E-18  9.570E-18  1.00E-07
  2.500E-04 2.32890E-16  9.488E-10  1.198E-08  9.449E-09  1.793E-18  1.063E-17  1.00E-07
  2.750E-04 2.32890E-16  1.044E-09  1.198E-08  9.449E-09  1.973E-18  1.170E-17  1.00E-07
  3.000E-04 2.32890E-16  1.139E-09  1.198E-08  9.449E-09  2.152E-18  1.276E-17  1.00E-07
  3.250E-04 2.32890E-16  1.233E-09  1.198E-08  9.449E-09  2.331E-18  1.382E-17  1.00E-07
  3.500E-04 2.32890E-16  1.328E-09  1.198E-08  9.449E-09  2.511E-18  1.489E-17  1.00E-07
  3.750E-04 2.32890E-16  1.423E-09  1.198E-08  9.449E-09  2.690E-18  1.595E-17  1.00E-07
  4.000E-04 2.32890E-16  1.518E-09  1.198E-08  9.449E-09  2.869E-18  1.701E-17  1.00E-07
  4.250E-04 2.32890E-16  1.613E-09  1.198E-08  9.449E-09  3.048E-18  1.808E-17  1.00E-07
  4.500E-04 2.32890E-16  1.708E-09  1.198E-08  9.449E-09  3.228E-18  1.914E-17  1.00E-07
  4.750E-04 2.32890E-16  1.803E-09  1.198E-08  9.449E-09  3.407E-18  2.020E-17  1.00E-07
  5.000E-04 2.32890E-16  1.898E-09  1.198E-08  9.449E-09  3.586E-18  2.127E-17  1.00E-07
  5.250E-04 2.32890E-16  1.992E-09  1.198E-08  9.449E-09  3.766E-18  2.233E-17  1.00E-07
  5.500E-04 2.32890E-16  2.087E-09  1.198E-08  9.449E-09  3.945E-18  2.339E-17  1.00E-07
  5.750E-04 2.32890E-16  2.182E-09  1.198E-08  9.449E-09  4.124E-18  2.446E-17  1.00E-07
  6.000E-04 2.32890E-16  2.277E-09  1.198E-08  9.449E-09  4.304E-18  2.552E-17  1.00E-07
  6.250E-04 2.32890E-16  2.372E-09  1.198E-08  9.449E-09  4.483E-18  2.658E-17  1.00E-07
  6.500E-04 2.32890E-16  2.467E-09  1.198E-08  9.449E-09  4.662E-18  2.765E-17  1.00E-07
  6.750E-04 2.32890E-16  2.562E-09  1.198E-08  9.449E-09  4.842E-18  2.871E-17  1.00E-07
  7.000E-04 2.32890E-16  2.657E-09  1.198E-08  9.449E-09  5.021E-18  2.977E-17  1.00E-07
  7.250E-04 2.32890E-16  2.752E-09  1.198E-08  9.449E-09  5.200E-18  3.084E-17  1.00E-07
  7.500E-04 2.32890E-16  2.846E-09  1.198E-08  9.449E-09  5.380E-18  3.190E-17  1.00E-07
  7.750E-04 2.32890E-16  2.941E-09  1.198E-08  9.449E-09  5.559E-18  3.296E-17  1.00E-07
  8.000E-04 2.32890E-16  3.036E-09  1.198E-08  9.449E-09  5.738E-18  3.403E-17  1.00E-07
  8.250E-04 2.32890E-16  3.131E-09  1.198E-08  9.449E-09  5.918E-18  3.509E-17  1.00E-07
  8.500E-04 2.32890E-16  3.226E-09  1.198E-08  9.449E-09  6.097E-18  3.615E-17  1.00E-07
  8.750E-04 2.32890E-16  3.321E-09  1.198E-08  9.449E-09  6.276E-18  3.722E-17  1.00E-07
  9.000E-04 2.32890E-16  3.416E-09  1.198E-08  9.449E-09  6.456E-18  3.828E-17  1.00E-07
