 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   8,   projectile: electron
 #  Kinetic energy = 1.94000E+02 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.19835E-08  9.44908E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  1.19835E-08  9.44908E-09  7.17289E-19  4.25344E-18
  1.250E-04  1.18994E-12  1.19835E-08  9.44908E-09  8.96611E-19  5.31680E-18
  1.500E-04  1.71346E-12  1.19835E-08  9.44908E-09  1.07593E-18  6.38016E-18
  1.750E-04  2.33225E-12  1.19835E-08  9.44908E-09  1.25526E-18  7.44352E-18
  2.000E-04  3.04617E-12  1.19835E-08  9.44908E-09  1.43458E-18  8.50688E-18
  2.250E-04  3.85530E-12  1.19835E-08  9.44908E-09  1.61390E-18  9.57024E-18
  2.500E-04  4.75964E-12  1.19835E-08  9.44908E-09  1.79322E-18  1.06336E-17
  2.750E-04  5.75917E-12  1.19835E-08  9.44908E-09  1.97254E-18  1.16970E-17
  3.000E-04  6.85391E-12  1.19835E-08  9.44908E-09  2.15187E-18  1.27603E-17
  3.250E-04  8.04379E-12  1.19835E-08  9.44908E-09  2.33119E-18  1.38237E-17
  3.500E-04  9.32893E-12  1.19835E-08  9.44908E-09  2.51051E-18  1.48870E-17
  3.750E-04  1.07092E-11  1.19835E-08  9.44908E-09  2.68983E-18  1.59504E-17
  4.000E-04  1.21847E-11  1.19835E-08  9.44908E-09  2.86916E-18  1.70138E-17
  4.250E-04  1.37554E-11  1.19835E-08  9.44908E-09  3.04848E-18  1.80771E-17
  4.500E-04  1.54213E-11  1.19835E-08  9.44908E-09  3.22780E-18  1.91405E-17
  4.750E-04  1.71823E-11  1.19835E-08  9.44908E-09  3.40712E-18  2.02038E-17
  5.000E-04  1.90386E-11  1.19835E-08  9.44908E-09  3.58644E-18  2.12672E-17
  5.250E-04  2.09900E-11  1.19835E-08  9.44908E-09  3.76577E-18  2.23306E-17
  5.500E-04  2.30367E-11  1.19835E-08  9.44908E-09  3.94509E-18  2.33939E-17
  5.750E-04  2.51785E-11  1.19835E-08  9.44908E-09  4.12441E-18  2.44573E-17
  6.000E-04  2.74156E-11  1.19835E-08  9.44908E-09  4.30373E-18  2.55206E-17
  6.250E-04  2.97478E-11  1.19835E-08  9.44908E-09  4.48306E-18  2.65840E-17
  6.500E-04  3.21752E-11  1.19835E-08  9.44908E-09  4.66238E-18  2.76474E-17
  6.750E-04  3.46979E-11  1.19835E-08  9.44908E-09  4.84170E-18  2.87107E-17
  7.000E-04  3.73157E-11  1.19835E-08  9.44908E-09  5.02102E-18  2.97741E-17
  7.250E-04  4.00286E-11  1.19835E-08  9.44908E-09  5.20034E-18  3.08374E-17
  7.500E-04  4.28368E-11  1.19835E-08  9.44908E-09  5.37967E-18  3.19008E-17
  7.750E-04  4.57402E-11  1.19835E-08  9.44908E-09  5.55899E-18  3.29642E-17
  8.000E-04  4.87388E-11  1.19835E-08  9.44908E-09  5.73831E-18  3.40275E-17
