  1.035E+02 2.34486E-18 -2.635E-03 -5.902E-10 -1.413E-09 -2.312E-12 -2.998E-13  1.00E-07
  1.040E+02 2.33788E-18 -2.642E-03 -5.720E-10 -1.418E-09 -2.302E-12 -3.072E-13  1.00E-07
  1.045E+02 2.33110E-18 -2.648E-03 -5.540E-10 -1.423E-09 -2.291E-12 -3.145E-13  1.00E-07
  1.050E+02 2.32451E-18 -2.653E-03 -5.360E-10 -1.427E-09 -2.281E-12 -3.216E-13  1.00E-07
  1.055E+02 2.31810E-18 -2.658E-03 -5.182E-10 -1.432E-09 -2.271E-12 -3.286E-13  1.00E-07
  1.060E+02 2.31188E-18 -2.662E-03 -5.006E-10 -1.436E-09 -2.260E-12 -3.353E-13  1.00E-07
  1.065E+02 2.30583E-18 -2.666E-03 -4.831E-10 -1.440E-09 -2.250E-12 -3.420E-13  1.00E-07
  1.070E+02 2.29995E-18 -2.669E-03 -4.657E-10 -1.443E-09 -2.239E-12 -3.484E-13  1.00E-07
  1.075E+02 2.29425E-18 -2.671E-03 -4.485E-10 -1.447E-09 -2.228E-12 -3.547E-13  1.00E-07
  1.080E+02 2.28870E-18 -2.673E-03 -4.314E-10 -1.450E-09 -2.217E-12 -3.608E-13  1.00E-07
  1.085E+02 2.28332E-18 -2.674E-03 -4.145E-10 -1.453E-09 -2.205E-12 -3.668E-13  1.00E-07
  1.090E+02 2.27810E-18 -2.674E-03 -3.977E-10 -1.456E-09 -2.194E-12 -3.726E-13  1.00E-07
  1.095E+02 2.27302E-18 -2.674E-03 -3.811E-10 -1.459E-09 -2.183E-12 -3.782E-13  1.00E-07
  1.100E+02 2.26809E-18 -2.674E-03 -3.646E-10 -1.461E-09 -2.171E-12 -3.837E-13  1.00E-07
  1.105E+02 2.26331E-18 -2.673E-03 -3.483E-10 -1.464E-09 -2.159E-12 -3.890E-13  1.00E-07
  1.110E+02 2.25867E-18 -2.671E-03 -3.321E-10 -1.466E-09 -2.147E-12 -3.942E-13  1.00E-07
  1.115E+02 2.25416E-18 -2.669E-03 -3.160E-10 -1.468E-09 -2.135E-12 -3.992E-13  1.00E-07
  1.120E+02 2.24979E-18 -2.666E-03 -3.001E-10 -1.470E-09 -2.123E-12 -4.040E-13  1.00E-07
  1.125E+02 2.24555E-18 -2.663E-03 -2.844E-10 -1.471E-09 -2.111E-12 -4.087E-13  1.00E-07
  1.130E+02 2.24144E-18 -2.659E-03 -2.688E-10 -1.473E-09 -2.099E-12 -4.132E-13  1.00E-07
  1.135E+02 2.23745E-18 -2.655E-03 -2.534E-10 -1.474E-09 -2.087E-12 -4.175E-13  1.00E-07
  1.140E+02 2.23358E-18 -2.650E-03 -2.381E-10 -1.475E-09 -2.074E-12 -4.217E-13  1.00E-07
  1.145E+02 2.22982E-18 -2.645E-03 -2.230E-10 -1.477E-09 -2.061E-12 -4.257E-13  1.00E-07
  1.150E+02 2.22619E-18 -2.639E-03 -2.080E-10 -1.477E-09 -2.049E-12 -4.296E-13  1.00E-07
  1.155E+02 2.22266E-18 -2.633E-03 -1.931E-10 -1.478E-09 -2.036E-12 -4.333E-13  1.00E-07
  1.160E+02 2.21924E-18 -2.626E-03 -1.785E-10 -1.479E-09 -2.023E-12 -4.369E-13  1.00E-07
  1.165E+02 2.21593E-18 -2.619E-03 -1.639E-10 -1.480E-09 -2.010E-12 -4.403E-13  1.00E-07
  1.170E+02 2.21272E-18 -2.611E-03 -1.495E-10 -1.480E-09 -1.997E-12 -4.436E-13  1.00E-07
  1.175E+02 2.20961E-18 -2.603E-03 -1.353E-10 -1.480E-09 -1.984E-12 -4.467E-13  1.00E-07
  1.180E+02 2.20660E-18 -2.595E-03 -1.212E-10 -1.481E-09 -1.971E-12 -4.496E-13  1.00E-07
  1.185E+02 2.20368E-18 -2.586E-03 -1.073E-10 -1.481E-09 -1.957E-12 -4.524E-13  1.00E-07
  1.190E+02 2.20085E-18 -2.577E-03 -9.351E-11 -1.481E-09 -1.944E-12 -4.551E-13  1.00E-07
  1.195E+02 2.19812E-18 -2.567E-03 -7.988E-11 -1.480E-09 -1.930E-12 -4.576E-13  1.00E-07
  1.200E+02 2.19547E-18 -2.557E-03 -6.640E-11 -1.480E-09 -1.917E-12 -4.599E-13  1.00E-07
  1.205E+02 2.19291E-18 -2.546E-03 -5.307E-11 -1.480E-09 -1.903E-12 -4.621E-13  1.00E-07
  1.210E+02 2.19043E-18 -2.535E-03 -3.989E-11 -1.479E-09 -1.889E-12 -4.642E-13  1.00E-07
  1.215E+02 2.18804E-18 -2.524E-03 -2.685E-11 -1.479E-09 -1.875E-12 -4.661E-13  1.00E-07
  1.220E+02 2.18572E-18 -2.512E-03 -1.396E-11 -1.478E-09 -1.861E-12 -4.679E-13  1.00E-07
  1.225E+02 2.18348E-18 -2.500E-03 -1.224E-12 -1.478E-09 -1.847E-12 -4.695E-13  1.00E-07
  1.230E+02 2.18131E-18 -2.488E-03  1.137E-11 -1.477E-09 -1.833E-12 -4.710E-13  1.00E-07
  1.235E+02 2.17921E-18 -2.475E-03  2.381E-11 -1.476E-09 -1.819E-12 -4.723E-13  1.00E-07
  1.240E+02 2.17719E-18 -2.462E-03  3.611E-11 -1.475E-09 -1.805E-12 -4.735E-13  1.00E-07
  1.245E+02 2.17523E-18 -2.448E-03  4.827E-11 -1.474E-09 -1.791E-12 -4.746E-13  1.00E-07
  1.250E+02 2.17335E-18 -2.434E-03  6.028E-11 -1.473E-09 -1.776E-12 -4.755E-13  1.00E-07
  1.255E+02 2.17152E-18 -2.420E-03  7.214E-11 -1.472E-09 -1.762E-12 -4.763E-13  1.00E-07
  1.260E+02 2.16976E-18 -2.406E-03  8.386E-11 -1.471E-09 -1.748E-12 -4.769E-13  1.00E-07
  1.265E+02 2.16806E-18 -2.391E-03  9.544E-11 -1.469E-09 -1.733E-12 -4.774E-13  1.00E-07
  1.270E+02 2.16642E-18 -2.376E-03  1.069E-10 -1.468E-09 -1.718E-12 -4.778E-13  1.00E-07
  1.275E+02 2.16484E-18 -2.361E-03  1.182E-10 -1.467E-09 -1.704E-12 -4.780E-13  1.00E-07
  1.280E+02 2.16332E-18 -2.345E-03  1.293E-10 -1.465E-09 -1.689E-12 -4.781E-13  1.00E-07
  1.285E+02 2.16185E-18 -2.329E-03  1.403E-10 -1.464E-09 -1.674E-12 -4.781E-13  1.00E-07
  1.290E+02 2.16043E-18 -2.313E-03  1.512E-10 -1.462E-09 -1.659E-12 -4.779E-13  1.00E-07
  1.295E+02 2.15907E-18 -2.296E-03  1.619E-10 -1.460E-09 -1.645E-12 -4.777E-13  1.00E-07
  1.300E+02 2.15775E-18 -2.280E-03  1.725E-10 -1.459E-09 -1.630E-12 -4.772E-13  1.00E-07
  1.305E+02 2.15649E-18 -2.263E-03  1.830E-10 -1.457E-09 -1.615E-12 -4.767E-13  1.00E-07
  1.310E+02 2.15527E-18 -2.246E-03  1.933E-10 -1.455E-09 -1.600E-12 -4.760E-13  1.00E-07
  1.315E+02 2.15410E-18 -2.228E-03  2.035E-10 -1.454E-09 -1.585E-12 -4.753E-13  1.00E-07
  1.320E+02 2.15297E-18 -2.210E-03  2.135E-10 -1.452E-09 -1.569E-12 -4.743E-13  1.00E-07
  1.325E+02 2.15189E-18 -2.193E-03  2.235E-10 -1.450E-09 -1.554E-12 -4.733E-13  1.00E-07
  1.330E+02 2.15084E-18 -2.174E-03  2.332E-10 -1.448E-09 -1.539E-12 -4.721E-13  1.00E-07
  1.335E+02 2.14984E-18 -2.156E-03  2.429E-10 -1.446E-09 -1.524E-12 -4.709E-13  1.00E-07
  1.340E+02 2.14888E-18 -2.137E-03  2.524E-10 -1.444E-09 -1.508E-12 -4.695E-13  1.00E-07
  1.345E+02 2.14796E-18 -2.119E-03  2.618E-10 -1.442E-09 -1.493E-12 -4.680E-13  1.00E-07
  1.350E+02 2.14708E-18 -2.100E-03  2.710E-10 -1.440E-09 -1.478E-12 -4.663E-13  1.00E-07
  1.355E+02 2.14623E-18 -2.080E-03  2.801E-10 -1.438E-09 -1.462E-12 -4.646E-13  1.00E-07
  1.360E+02 2.14541E-18 -2.061E-03  2.891E-10 -1.436E-09 -1.447E-12 -4.627E-13  1.00E-07
  1.365E+02 2.14463E-18 -2.042E-03  2.980E-10 -1.434E-09 -1.431E-12 -4.607E-13  1.00E-07
  1.370E+02 2.14389E-18 -2.022E-03  3.067E-10 -1.432E-09 -1.415E-12 -4.587E-13  1.00E-07
  1.375E+02 2.14317E-18 -2.002E-03  3.153E-10 -1.430E-09 -1.400E-12 -4.565E-13  1.00E-07
  1.380E+02 2.14249E-18 -1.982E-03  3.238E-10 -1.427E-09 -1.384E-12 -4.542E-13  1.00E-07
  1.385E+02 2.14183E-18 -1.962E-03  3.322E-10 -1.425E-09 -1.369E-12 -4.517E-13  1.00E-07
  1.390E+02 2.14121E-18 -1.941E-03  3.404E-10 -1.423E-09 -1.353E-12 -4.492E-13  1.00E-07
  1.395E+02 2.14061E-18 -1.921E-03  3.485E-10 -1.421E-09 -1.337E-12 -4.466E-13  1.00E-07
  1.400E+02 2.14004E-18 -1.900E-03  3.565E-10 -1.419E-09 -1.321E-12 -4.439E-13  1.00E-07
  1.405E+02 2.13950E-18 -1.879E-03  3.644E-10 -1.417E-09 -1.305E-12 -4.410E-13  1.00E-07
  1.410E+02 2.13898E-18 -1.858E-03  3.721E-10 -1.414E-09 -1.290E-12 -4.381E-13  1.00E-07
  1.415E+02 2.13848E-18 -1.837E-03  3.797E-10 -1.412E-09 -1.274E-12 -4.351E-13  1.00E-07
  1.420E+02 2.13801E-18 -1.815E-03  3.872E-10 -1.410E-09 -1.258E-12 -4.319E-13  1.00E-07
  1.425E+02 2.13757E-18 -1.794E-03  3.946E-10 -1.408E-09 -1.242E-12 -4.287E-13  1.00E-07
  1.430E+02 2.13714E-18 -1.772E-03  4.019E-10 -1.406E-09 -1.226E-12 -4.254E-13  1.00E-07
  1.435E+02 2.13674E-18 -1.751E-03  4.090E-10 -1.403E-09 -1.210E-12 -4.219E-13  1.00E-07
  1.440E+02 2.13635E-18 -1.729E-03  4.160E-10 -1.401E-09 -1.194E-12 -4.184E-13  1.00E-07
  1.445E+02 2.13599E-18 -1.707E-03  4.229E-10 -1.399E-09 -1.178E-12 -4.148E-13  1.00E-07
  1.450E+02 2.13565E-18 -1.685E-03  4.297E-10 -1.397E-09 -1.162E-12 -4.111E-13  1.00E-07
  1.455E+02 2.13532E-18 -1.663E-03  4.364E-10 -1.395E-09 -1.146E-12 -4.073E-13  1.00E-07
  1.460E+02 2.13501E-18 -1.641E-03  4.430E-10 -1.392E-09 -1.129E-12 -4.034E-13  1.00E-07
  1.465E+02 2.13472E-18 -1.618E-03  4.494E-10 -1.390E-09 -1.113E-12 -3.994E-13  1.00E-07
  1.470E+02 2.13445E-18 -1.596E-03  4.558E-10 -1.388E-09 -1.097E-12 -3.954E-13  1.00E-07
  1.475E+02 2.13419E-18 -1.573E-03  4.620E-10 -1.386E-09 -1.081E-12 -3.912E-13  1.00E-07
  1.480E+02 2.13395E-18 -1.551E-03  4.681E-10 -1.384E-09 -1.065E-12 -3.870E-13  1.00E-07
  1.485E+02 2.13372E-18 -1.528E-03  4.741E-10 -1.382E-09 -1.048E-12 -3.827E-13  1.00E-07
  1.490E+02 2.13350E-18 -1.505E-03  4.800E-10 -1.380E-09 -1.032E-12 -3.783E-13  1.00E-07
  1.495E+02 2.13330E-18 -1.482E-03  4.858E-10 -1.377E-09 -1.016E-12 -3.738E-13  1.00E-07
  1.500E+02 2.13311E-18 -1.459E-03  4.915E-10 -1.375E-09 -9.995E-13 -3.693E-13  1.00E-07
  1.505E+02 2.13294E-18 -1.436E-03  4.970E-10 -1.373E-09 -9.832E-13 -3.646E-13  1.00E-07
  1.510E+02 2.13278E-18 -1.413E-03  5.025E-10 -1.371E-09 -9.668E-13 -3.599E-13  1.00E-07
  1.515E+02 2.13262E-18 -1.390E-03  5.078E-10 -1.369E-09 -9.504E-13 -3.551E-13  1.00E-07
  1.520E+02 2.13248E-18 -1.366E-03  5.131E-10 -1.367E-09 -9.341E-13 -3.503E-13  1.00E-07
  1.525E+02 2.13235E-18 -1.343E-03  5.182E-10 -1.365E-09 -9.176E-13 -3.453E-13  1.00E-07
  1.530E+02 2.13223E-18 -1.319E-03  5.233E-10 -1.363E-09 -9.012E-13 -3.403E-13  1.00E-07
  1.535E+02 2.13212E-18 -1.296E-03  5.282E-10 -1.361E-09 -8.848E-13 -3.353E-13  1.00E-07
  1.540E+02 2.13202E-18 -1.272E-03  5.330E-10 -1.359E-09 -8.683E-13 -3.301E-13  1.00E-07
  1.545E+02 2.13192E-18 -1.249E-03  5.378E-10 -1.357E-09 -8.519E-13 -3.249E-13  1.00E-07
  1.550E+02 2.13184E-18 -1.225E-03  5.424E-10 -1.356E-09 -8.354E-13 -3.196E-13  1.00E-07
  1.555E+02 2.13176E-18 -1.201E-03  5.469E-10 -1.354E-09 -8.189E-13 -3.143E-13  1.00E-07
  1.560E+02 2.13169E-18 -1.178E-03  5.514E-10 -1.352E-09 -8.024E-13 -3.089E-13  1.00E-07
  1.565E+02 2.13163E-18 -1.154E-03  5.557E-10 -1.350E-09 -7.858E-13 -3.034E-13  1.00E-07
  1.570E+02 2.13157E-18 -1.130E-03  5.599E-10 -1.348E-09 -7.693E-13 -2.979E-13  1.00E-07
  1.575E+02 2.13152E-18 -1.106E-03  5.640E-10 -1.347E-09 -7.528E-13 -2.923E-13  1.00E-07
  1.580E+02 2.13147E-18 -1.082E-03  5.681E-10 -1.345E-09 -7.362E-13 -2.867E-13  1.00E-07
  1.585E+02 2.13143E-18 -1.058E-03  5.720E-10 -1.343E-09 -7.196E-13 -2.810E-13  1.00E-07
  1.590E+02 2.13140E-18 -1.034E-03  5.758E-10 -1.342E-09 -7.030E-13 -2.752E-13  1.00E-07
  1.595E+02 2.13137E-18 -1.010E-03  5.796E-10 -1.340E-09 -6.864E-13 -2.694E-13  1.00E-07
  1.600E+02 2.13135E-18 -9.854E-04  5.832E-10 -1.338E-09 -6.698E-13 -2.635E-13  1.00E-07
  1.605E+02 2.13133E-18 -9.612E-04  5.867E-10 -1.337E-09 -6.532E-13 -2.576E-13  1.00E-07
  1.610E+02 2.13131E-18 -9.370E-04  5.902E-10 -1.335E-09 -6.366E-13 -2.516E-13  1.00E-07
  1.615E+02 2.13130E-18 -9.127E-04  5.935E-10 -1.334E-09 -6.199E-13 -2.456E-13  1.00E-07
  1.620E+02 2.13129E-18 -8.884E-04  5.968E-10 -1.332E-09 -6.033E-13 -2.395E-13  1.00E-07
  1.625E+02 2.13129E-18 -8.641E-04  6.000E-10 -1.331E-09 -5.866E-13 -2.334E-13  1.00E-07
  1.630E+02 2.13128E-18 -8.397E-04  6.030E-10 -1.330E-09 -5.699E-13 -2.273E-13  1.00E-07
  1.635E+02 2.13128E-18 -8.153E-04  6.060E-10 -1.328E-09 -5.533E-13 -2.211E-13  1.00E-07
  1.640E+02 2.13129E-18 -7.909E-04  6.089E-10 -1.327E-09 -5.366E-13 -2.148E-13  1.00E-07
  1.645E+02 2.13129E-18 -7.664E-04  6.117E-10 -1.326E-09 -5.199E-13 -2.085E-13  1.00E-07
  1.650E+02 2.13130E-18 -7.419E-04  6.144E-10 -1.324E-09 -5.032E-13 -2.022E-13  1.00E-07
  1.655E+02 2.13131E-18 -7.174E-04  6.170E-10 -1.323E-09 -4.865E-13 -1.958E-13  1.00E-07
  1.660E+02 2.13132E-18 -6.929E-04  6.195E-10 -1.322E-09 -4.698E-13 -1.894E-13  1.00E-07
  1.665E+02 2.13133E-18 -6.683E-04  6.219E-10 -1.321E-09 -4.531E-13 -1.830E-13  1.00E-07
  1.670E+02 2.13134E-18 -6.437E-04  6.242E-10 -1.320E-09 -4.363E-13 -1.765E-13  1.00E-07
  1.675E+02 2.13136E-18 -6.191E-04  6.265E-10 -1.319E-09 -4.196E-13 -1.700E-13  1.00E-07
  1.680E+02 2.13137E-18 -5.945E-04  6.286E-10 -1.318E-09 -4.029E-13 -1.634E-13  1.00E-07
  1.685E+02 2.13139E-18 -5.699E-04  6.307E-10 -1.317E-09 -3.861E-13 -1.569E-13  1.00E-07
  1.690E+02 2.13140E-18 -5.452E-04  6.326E-10 -1.316E-09 -3.694E-13 -1.503E-13  1.00E-07
  1.695E+02 2.13142E-18 -5.205E-04  6.345E-10 -1.315E-09 -3.526E-13 -1.436E-13  1.00E-07
  1.700E+02 2.13143E-18 -4.959E-04  6.363E-10 -1.314E-09 -3.358E-13 -1.370E-13  1.00E-07
  1.705E+02 2.13145E-18 -4.711E-04  6.380E-10 -1.313E-09 -3.191E-13 -1.303E-13  1.00E-07
  1.710E+02 2.13147E-18 -4.464E-04  6.396E-10 -1.312E-09 -3.023E-13 -1.236E-13  1.00E-07
  1.715E+02 2.13148E-18 -4.217E-04  6.411E-10 -1.312E-09 -2.855E-13 -1.168E-13  1.00E-07
  1.720E+02 2.13150E-18 -3.970E-04  6.426E-10 -1.311E-09 -2.688E-13 -1.101E-13  1.00E-07
  1.725E+02 2.13151E-18 -3.722E-04  6.439E-10 -1.310E-09 -2.520E-13 -1.033E-13  1.00E-07
  1.730E+02 2.13153E-18 -3.474E-04  6.452E-10 -1.310E-09 -2.352E-13 -9.649E-14  1.00E-07
  1.735E+02 2.13154E-18 -3.227E-04  6.464E-10 -1.309E-09 -2.184E-13 -8.968E-14  1.00E-07
  1.740E+02 2.13156E-18 -2.979E-04  6.474E-10 -1.309E-09 -2.016E-13 -8.284E-14  1.00E-07
  1.745E+02 2.13157E-18 -2.731E-04  6.484E-10 -1.308E-09 -1.848E-13 -7.600E-14  1.00E-07
  1.750E+02 2.13158E-18 -2.483E-04  6.494E-10 -1.308E-09 -1.680E-13 -6.913E-14  1.00E-07
  1.755E+02 2.13159E-18 -2.235E-04  6.502E-10 -1.307E-09 -1.512E-13 -6.226E-14  1.00E-07
  1.760E+02 2.13160E-18 -1.987E-04  6.509E-10 -1.307E-09 -1.344E-13 -5.537E-14  1.00E-07
  1.765E+02 2.13161E-18 -1.738E-04  6.516E-10 -1.307E-09 -1.176E-13 -4.847E-14  1.00E-07
  1.770E+02 2.13162E-18 -1.490E-04  6.521E-10 -1.306E-09 -1.008E-13 -4.156E-14  1.00E-07
  1.775E+02 2.13162E-18 -1.242E-04  6.526E-10 -1.306E-09 -8.403E-14 -3.465E-14  1.00E-07
  1.780E+02 2.13163E-18 -9.935E-05  6.530E-10 -1.306E-09 -6.722E-14 -2.773E-14  1.00E-07
  1.785E+02 2.13163E-18 -7.452E-05  6.533E-10 -1.306E-09 -5.042E-14 -2.080E-14  1.00E-07
  1.790E+02 2.13164E-18 -4.968E-05  6.535E-10 -1.306E-09 -3.361E-14 -1.387E-14  1.00E-07
  1.795E+02 2.13164E-18 -2.484E-05  6.536E-10 -1.306E-09 -1.681E-14 -6.935E-15  1.00E-07
  1.800E+02 2.13164E-18 -3.486E-19  6.537E-10 -1.306E-09 -2.359E-28 -9.732E-29  1.00E-07

  TOTAL ELASTIC CROSS SECTION = 1.266831E-16 cm**2
               FROM DCS TABLE = 1.266807E-16  (REL. DIF. = 1.93E-05)

  1ST TRANSPORT CROSS SECTION = 3.877472E-17 cm**2
               FROM DCS TABLE = 3.877474E-17  (REL. DIF. = 4.44E-07)

  2ND TRANSPORT CROSS SECTION = 5.557210E-17 cm**2

  **** DPWA0 ENDED ************************************************************

