

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.10000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -9.87846660E-02      0.00000000E+00
       1     -1.51787274E+00     -1.51584272E+00
       2      7.85529310E-01      7.85948419E-01
       3      3.81182815E-01      3.81329076E-01
       4      1.89479659E-01      1.89542143E-01
       5      9.67385188E-02      9.67678573E-02
       6      5.04947474E-02      5.05092807E-02
       7      2.68156421E-02      2.68230888E-02
       8      1.44342306E-02      1.44381353E-02
       9      7.85356466E-03      7.85564665E-03
      10      4.31043720E-03      4.31156160E-03
      11      2.38276264E-03      2.38337605E-03
      12      1.32499339E-03      1.32533079E-03
      13      7.40444216E-04      7.40631052E-04
      14      4.15495694E-04      4.15599736E-04
      15      2.33962644E-04      2.34020853E-04
      16      1.32126851E-04      1.32159545E-04
      17      7.47995012E-05      7.48179256E-05
      18      4.24327144E-05      4.24431260E-05
      19      2.41132839E-05      2.41191813E-05
      20      1.37229436E-05      1.37262906E-05
      21      7.81942415E-06      7.82132684E-06
      22      4.46021861E-06      4.46130176E-06
      23      2.54637370E-06      2.54699105E-06
      24      1.45483837E-06      1.45519058E-06
      25      8.31735609E-07      8.31936724E-07
      26      4.75765389E-07      4.75880314E-07
      27      2.72272059E-07      2.72337766E-07
      28      1.55878783E-07      1.55916375E-07
      29      8.92729383E-08      8.92944528E-08
      30      5.11423848E-08      5.11547046E-08
      31      2.93057840E-08      2.93128411E-08
      32      1.67966005E-08      1.68006448E-08
      33      9.62876454E-09      9.63107532E-09
      34      5.52065543E-09      5.52198184E-09
      35      3.16574849E-09      3.16650885E-09
      36      1.81556530E-09      1.81600407E-09
      37      1.04129965E-09      1.04154869E-09
      38      5.97272368E-10      5.97412580E-10
      39      3.42636342E-10      3.42715866E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.36406E-16  0.000E+00  1.221E-08  9.351E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.36406E-16  3.855E-10  1.221E-08  9.351E-09  1.292E-18  4.723E-18  1.00E-07
  1.250E-04 2.36406E-16  4.818E-10  1.221E-08  9.351E-09  1.614E-18  5.903E-18  1.00E-07
  1.500E-04 2.36406E-16  5.782E-10  1.221E-08  9.351E-09  1.937E-18  7.084E-18  1.00E-07
  1.750E-04 2.36406E-16  6.746E-10  1.221E-08  9.351E-09  2.260E-18  8.265E-18  1.00E-07
  2.000E-04 2.36406E-16  7.709E-10  1.221E-08  9.351E-09  2.583E-18  9.445E-18  1.00E-07
  2.250E-04 2.36406E-16  8.673E-10  1.221E-08  9.351E-09  2.906E-18  1.063E-17  1.00E-07
  2.500E-04 2.36406E-16  9.637E-10  1.221E-08  9.351E-09  3.229E-18  1.181E-17  1.00E-07
  2.750E-04 2.36406E-16  1.060E-09  1.221E-08  9.351E-09  3.552E-18  1.299E-17  1.00E-07
  3.000E-04 2.36406E-16  1.156E-09  1.221E-08  9.351E-09  3.875E-18  1.417E-17  1.00E-07
  3.250E-04 2.36406E-16  1.253E-09  1.221E-08  9.351E-09  4.198E-18  1.535E-17  1.00E-07
  3.500E-04 2.36406E-16  1.349E-09  1.221E-08  9.351E-09  4.521E-18  1.653E-17  1.00E-07
  3.750E-04 2.36406E-16  1.445E-09  1.221E-08  9.351E-09  4.843E-18  1.771E-17  1.00E-07
  4.000E-04 2.36406E-16  1.542E-09  1.221E-08  9.351E-09  5.166E-18  1.889E-17  1.00E-07
  4.250E-04 2.36406E-16  1.638E-09  1.221E-08  9.351E-09  5.489E-18  2.007E-17  1.00E-07
  4.500E-04 2.36406E-16  1.735E-09  1.221E-08  9.351E-09  5.812E-18  2.125E-17  1.00E-07
  4.750E-04 2.36406E-16  1.831E-09  1.221E-08  9.351E-09  6.135E-18  2.243E-17  1.00E-07
  5.000E-04 2.36406E-16  1.927E-09  1.221E-08  9.351E-09  6.458E-18  2.361E-17  1.00E-07
