

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.00000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -5.45182538E-01      0.00000000E+00
       1      1.37464761E+00      1.37577846E+00
       2      7.56120360E-01      7.56393511E-01
       3      4.37287129E-01      4.37404960E-01
       4      2.56169688E-01      2.56231077E-01
       5      1.51186317E-01      1.51220405E-01
       6      8.98995220E-02      8.99190340E-02
       7      5.38458230E-02      5.38572055E-02
       8      3.24639284E-02      3.24706580E-02
       9      1.96867366E-02      1.96907555E-02
      10      1.19997083E-02      1.20021275E-02
      11      7.34748408E-03      7.34894968E-03
      12      4.51715770E-03      4.51805045E-03
      13      2.78720916E-03      2.78775553E-03
      14      1.72541504E-03      1.72575082E-03
      15      1.07126283E-03      1.07146994E-03
      16      6.66880972E-04      6.67009146E-04
      17      4.16132941E-04      4.16212501E-04
      18      2.60218332E-04      2.60267849E-04
      19      1.63028838E-04      1.63059731E-04
      20      1.02310042E-04      1.02329356E-04
      21      6.43003702E-05      6.43124693E-05
      22      4.04642533E-05      4.04718453E-05
      23      2.54930038E-05      2.54977749E-05
      24      1.60767155E-05      1.60797176E-05
      25      1.01471096E-05      1.01490009E-05
      26      6.40920350E-06      6.41039614E-06
      27      4.05075608E-06      4.05150881E-06
      28      2.56151720E-06      2.56199264E-06
      29      1.62050826E-06      1.62080873E-06
      30      1.02557159E-06      1.02576160E-06
      31      6.49251962E-07      6.49372171E-07
      32      4.11119977E-07      4.11196050E-07
      33      2.60381654E-07      2.60429814E-07
      34      1.64937717E-07      1.64968211E-07
      35      1.04491471E-07      1.04510789E-07
      36      6.62032479E-08      6.62154825E-08
      37      4.19472378E-08      4.19549836E-08
      38      2.65791601E-08      2.65840745E-08
      39      1.68416354E-08      1.68447494E-08
      40      1.06715431E-08      1.06735150E-08
      41      6.76177180E-09      6.76302036E-09
      42      4.28429325E-09      4.28508389E-09
      43      2.71438183E-09      2.71488288E-09
      44      1.71966702E-09      1.71998445E-09
      45      1.08942526E-09      1.08962547E-09
      46      6.90074085E-10      6.90201043E-10
      47      4.37031318E-10      4.37115027E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.27384E-16  0.000E+00  1.767E-08  1.073E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.27384E-16  2.220E-10  1.767E-08  1.073E-08  5.028E-18  5.735E-18  1.00E-07
  1.250E-04 4.27384E-16  2.775E-10  1.767E-08  1.073E-08  6.285E-18  7.169E-18  1.00E-07
  1.500E-04 4.27384E-16  3.330E-10  1.767E-08  1.073E-08  7.542E-18  8.603E-18  1.00E-07
  1.750E-04 4.27384E-16  3.885E-10  1.767E-08  1.073E-08  8.798E-18  1.004E-17  1.00E-07
  2.000E-04 4.27384E-16  4.440E-10  1.767E-08  1.073E-08  1.006E-17  1.147E-17  1.00E-07
  2.250E-04 4.27384E-16  4.995E-10  1.767E-08  1.073E-08  1.131E-17  1.290E-17  1.00E-07
  2.500E-04 4.27384E-16  5.550E-10  1.767E-08  1.073E-08  1.257E-17  1.434E-17  1.00E-07
  2.750E-04 4.27384E-16  6.105E-10  1.767E-08  1.073E-08  1.383E-17  1.577E-17  1.00E-07
  3.000E-04 4.27384E-16  6.660E-10  1.767E-08  1.073E-08  1.508E-17  1.721E-17  1.00E-07
  3.250E-04 4.27384E-16  7.215E-10  1.767E-08  1.073E-08  1.634E-17  1.864E-17  1.00E-07
  3.500E-04 4.27384E-16  7.770E-10  1.767E-08  1.073E-08  1.760E-17  2.007E-17  1.00E-07
  3.750E-04 4.27384E-16  8.325E-10  1.767E-08  1.073E-08  1.885E-17  2.151E-17  1.00E-07
  4.000E-04 4.27384E-16  8.880E-10  1.767E-08  1.073E-08  2.011E-17  2.294E-17  1.00E-07
  4.250E-04 4.27384E-16  9.435E-10  1.767E-08  1.073E-08  2.137E-17  2.438E-17  1.00E-07
  4.500E-04 4.27384E-16  9.990E-10  1.767E-08  1.073E-08  2.262E-17  2.581E-17  1.00E-07
  4.750E-04 4.27384E-16  1.055E-09  1.767E-08  1.073E-08  2.388E-17  2.724E-17  1.00E-07
  5.000E-04 4.27384E-16  1.110E-09  1.767E-08  1.073E-08  2.514E-17  2.868E-17  1.00E-07
  5.250E-04 4.27384E-16  1.166E-09  1.767E-08  1.073E-08  2.640E-17  3.011E-17  1.00E-07
  5.500E-04 4.27384E-16  1.221E-09  1.767E-08  1.073E-08  2.765E-17  3.154E-17  1.00E-07
  5.750E-04 4.27384E-16  1.277E-09  1.767E-08  1.073E-08  2.891E-17  3.298E-17  1.00E-07
