

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.54000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -2.27926106E-01      0.00000000E+00
       1     -1.57036416E+00     -1.56829563E+00
       2      8.02329370E-01      8.02792469E-01
       3      4.15739612E-01      4.15914782E-01
       4      2.19463168E-01      2.19543187E-01
       5      1.18310320E-01      1.18350074E-01
       6      6.49857195E-02      6.50064440E-02
       7      3.62483229E-02      3.62594700E-02
       8      2.04716691E-02      2.04777972E-02
       9      1.16791567E-02      1.16825803E-02
      10      6.71878128E-03      6.72071787E-03
      11      3.89213258E-03      3.89323894E-03
      12      2.26789054E-03      2.26852774E-03
      13      1.32801284E-03      1.32838231E-03
      14      7.80915122E-04      7.81130574E-04
      15      4.60845107E-04      4.60971349E-04
      16      2.72788643E-04      2.72862915E-04
      17      1.61891201E-04      1.61935050E-04
      18      9.62898753E-05      9.63158398E-05
      19      5.73796563E-05      5.73950697E-05
      20      3.42480425E-05      3.42572122E-05
      21      2.04697489E-05      2.04752143E-05
      22      1.22490369E-05      1.22522994E-05
      23      7.33720593E-06      7.33915619E-06
      24      4.39882316E-06      4.39999032E-06
      25      2.63916401E-06      2.63986320E-06
      26      1.58443813E-06      1.58485734E-06
      27      9.51754320E-07      9.52005849E-07
      28      5.71982165E-07      5.72133174E-07
      29      3.43890567E-07      3.43981283E-07
      30      2.06830345E-07      2.06884870E-07
      31      1.24435449E-07      1.24468234E-07
      32      7.48846158E-08      7.49043257E-08
      33      4.50758613E-08      4.50877215E-08
      34      2.71384677E-08      2.71456038E-08
      35      1.63420520E-08      1.63463449E-08
      36      9.84230761E-09      9.84489397E-09
      37      5.92849371E-09      5.93005164E-09
      38      3.57145256E-09      3.57239233E-09
      39      2.15177908E-09      2.15234481E-09
      40      1.29656349E-09      1.29690321E-09
      41      7.81286031E-10      7.81491118E-10
      42      4.70790397E-10      4.70918053E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.45432E-16  0.000E+00  1.274E-08  9.116E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.45432E-16  3.932E-10  1.274E-08  9.116E-09  2.871E-18  5.842E-18  1.00E-07
  1.250E-04 2.45432E-16  4.915E-10  1.274E-08  9.116E-09  3.589E-18  7.302E-18  1.00E-07
  1.500E-04 2.45432E-16  5.897E-10  1.274E-08  9.116E-09  4.307E-18  8.762E-18  1.00E-07
  1.750E-04 2.45432E-16  6.880E-10  1.274E-08  9.116E-09  5.025E-18  1.022E-17  1.00E-07
  2.000E-04 2.45432E-16  7.863E-10  1.274E-08  9.116E-09  5.743E-18  1.168E-17  1.00E-07
  2.250E-04 2.45432E-16  8.846E-10  1.274E-08  9.116E-09  6.461E-18  1.314E-17  1.00E-07
  2.500E-04 2.45432E-16  9.829E-10  1.274E-08  9.116E-09  7.178E-18  1.460E-17  1.00E-07
  2.750E-04 2.45432E-16  1.081E-09  1.274E-08  9.116E-09  7.896E-18  1.606E-17  1.00E-07
  3.000E-04 2.45432E-16  1.179E-09  1.274E-08  9.116E-09  8.614E-18  1.752E-17  1.00E-07
  3.250E-04 2.45432E-16  1.278E-09  1.274E-08  9.116E-09  9.332E-18  1.898E-17  1.00E-07
  3.500E-04 2.45432E-16  1.376E-09  1.274E-08  9.116E-09  1.005E-17  2.045E-17  1.00E-07
  3.750E-04 2.45432E-16  1.474E-09  1.274E-08  9.116E-09  1.077E-17  2.191E-17  1.00E-07
  4.000E-04 2.45432E-16  1.573E-09  1.274E-08  9.116E-09  1.149E-17  2.337E-17  1.00E-07
  4.250E-04 2.45432E-16  1.671E-09  1.274E-08  9.116E-09  1.220E-17  2.483E-17  1.00E-07
  4.500E-04 2.45432E-16  1.769E-09  1.274E-08  9.116E-09  1.292E-17  2.629E-17  1.00E-07
  4.750E-04 2.45432E-16  1.868E-09  1.274E-08  9.116E-09  1.364E-17  2.775E-17  1.00E-07
  5.000E-04 2.45432E-16  1.966E-09  1.274E-08  9.116E-09  1.436E-17  2.921E-17  1.00E-07
  5.250E-04 2.45432E-16  2.064E-09  1.274E-08  9.116E-09  1.507E-17  3.067E-17  1.00E-07
