

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.60000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -3.99281757E-01      0.00000000E+00
       1      1.42900897E+00      1.43010056E+00
       2      7.47440016E-01      7.47683078E-01
       3      4.06548482E-01      4.06646756E-01
       4      2.23714152E-01      2.23762104E-01
       5      1.24372956E-01      1.24397976E-01
       6      6.98627221E-02      6.98762354E-02
       7      3.96087469E-02      3.96162062E-02
       8      2.26351185E-02      2.26392987E-02
       9      1.30228843E-02      1.30252531E-02
      10      7.53618944E-03      7.53754334E-03
      11      4.38318065E-03      4.38395990E-03
      12      2.56067375E-03      2.56112488E-03
      13      1.50183821E-03      1.50210070E-03
      14      8.83897585E-04      8.84050989E-04
      15      5.21816242E-04      5.21906244E-04
      16      3.08896864E-04      3.08949850E-04
      17      1.83293486E-04      1.83324775E-04
      18      1.08990385E-04      1.09008912E-04
      19      6.49260280E-05      6.49370238E-05
      20      3.87375522E-05      3.87440919E-05
      21      2.31436696E-05      2.31475660E-05
      22      1.38430965E-05      1.38454216E-05
      23      8.28817946E-06      8.28956881E-06
      24      4.96641201E-06      4.96724314E-06
      25      2.97800268E-06      2.97850035E-06
      26      1.78671226E-06      1.78701051E-06
      27      1.07247342E-06      1.07265227E-06
      28      6.43994378E-07      6.44101697E-07
      29      3.86818871E-07      3.86883291E-07
      30      2.32399105E-07      2.32437791E-07
      31      1.39649068E-07      1.39672309E-07
      32      8.39261380E-08      8.39400999E-08
      33      5.04421491E-08      5.04505389E-08
      34      3.03188066E-08      3.03238458E-08
      35      1.82238846E-08      1.82269192E-08
      36      1.09538656E-08      1.09556850E-08
      37      6.58384160E-09      6.58493942E-09
      38      3.95708113E-09      3.95773742E-09
      39      2.37821150E-09      2.37860703E-09
      40      1.42920713E-09      1.42944291E-09
      41      8.58778098E-10      8.58919706E-10
      42      5.15954109E-10      5.16039910E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.09831E-16  0.000E+00  1.691E-08  1.113E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.09831E-16  2.325E-10  1.691E-08  1.113E-08  3.197E-18  4.921E-18  1.00E-07
  1.250E-04 4.09831E-16  2.907E-10  1.691E-08  1.113E-08  3.997E-18  6.151E-18  1.00E-07
  1.500E-04 4.09831E-16  3.488E-10  1.691E-08  1.113E-08  4.796E-18  7.381E-18  1.00E-07
  1.750E-04 4.09831E-16  4.069E-10  1.691E-08  1.113E-08  5.595E-18  8.611E-18  1.00E-07
  2.000E-04 4.09831E-16  4.651E-10  1.691E-08  1.113E-08  6.395E-18  9.841E-18  1.00E-07
  2.250E-04 4.09831E-16  5.232E-10  1.691E-08  1.113E-08  7.194E-18  1.107E-17  1.00E-07
  2.500E-04 4.09831E-16  5.813E-10  1.691E-08  1.113E-08  7.993E-18  1.230E-17  1.00E-07
  2.750E-04 4.09831E-16  6.395E-10  1.691E-08  1.113E-08  8.792E-18  1.353E-17  1.00E-07
  3.000E-04 4.09831E-16  6.976E-10  1.691E-08  1.113E-08  9.592E-18  1.476E-17  1.00E-07
  3.250E-04 4.09831E-16  7.558E-10  1.691E-08  1.113E-08  1.039E-17  1.599E-17  1.00E-07
  3.500E-04 4.09831E-16  8.139E-10  1.691E-08  1.113E-08  1.119E-17  1.722E-17  1.00E-07
  3.750E-04 4.09831E-16  8.720E-10  1.691E-08  1.113E-08  1.199E-17  1.845E-17  1.00E-07
  4.000E-04 4.09831E-16  9.302E-10  1.691E-08  1.113E-08  1.279E-17  1.968E-17  1.00E-07
  4.250E-04 4.09831E-16  9.883E-10  1.691E-08  1.113E-08  1.359E-17  2.091E-17  1.00E-07
  4.500E-04 4.09831E-16  1.046E-09  1.691E-08  1.113E-08  1.439E-17  2.214E-17  1.00E-07
  4.750E-04 4.09831E-16  1.105E-09  1.691E-08  1.113E-08  1.519E-17  2.337E-17  1.00E-07
  5.000E-04 4.09831E-16  1.163E-09  1.691E-08  1.113E-08  1.599E-17  2.460E-17  1.00E-07
  5.250E-04 4.09831E-16  1.221E-09  1.691E-08  1.113E-08  1.679E-17  2.583E-17  1.00E-07
  5.500E-04 4.09831E-16  1.279E-09  1.691E-08  1.113E-08  1.758E-17  2.706E-17  1.00E-07
  5.750E-04 4.09831E-16  1.337E-09  1.691E-08  1.113E-08  1.838E-17  2.829E-17  1.00E-07
  6.000E-04 4.09831E-16  1.395E-09  1.691E-08  1.113E-08  1.918E-17  2.952E-17  1.00E-07
  6.250E-04 4.09831E-16  1.453E-09  1.691E-08  1.113E-08  1.998E-17  3.075E-17  1.00E-07
  6.500E-04 4.09831E-16  1.512E-09  1.691E-08  1.113E-08  2.078E-17  3.198E-17  1.00E-07
  6.750E-04 4.09831E-16  1.570E-09  1.691E-08  1.113E-08  2.158E-17  3.321E-17  1.00E-07
  7.000E-04 4.09831E-16  1.628E-09  1.691E-08  1.113E-08  2.238E-17  3.444E-17  1.00E-07
  7.250E-04 4.09831E-16  1.686E-09  1.691E-08  1.113E-08  2.318E-17  3.567E-17  1.00E-07
  7.500E-04 4.09831E-16  1.744E-09  1.691E-08  1.113E-08  2.398E-17  3.690E-17  1.00E-07
  7.750E-04 4.09831E-16  1.802E-09  1.691E-08  1.113E-08  2.478E-17  3.813E-17  1.00E-07
  8.000E-04 4.09831E-16  1.860E-09  1.691E-08  1.113E-08  2.558E-17  3.936E-17  1.00E-07
  8.250E-04 4.09831E-16  1.918E-09  1.691E-08  1.113E-08  2.638E-17  4.059E-17  1.00E-07
  8.500E-04 4.09831E-16  1.977E-09  1.691E-08  1.113E-08  2.718E-17  4.182E-17  1.00E-07
  8.750E-04 4.09831E-16  2.035E-09  1.691E-08  1.113E-08  2.798E-17  4.306E-17  1.00E-07
  9.000E-04 4.09831E-16  2.093E-09  1.691E-08  1.113E-08  2.878E-17  4.429E-17  1.00E-07
  9.250E-04 4.09831E-16  2.151E-09  1.691E-08  1.113E-08  2.957E-17  4.552E-17  1.00E-07
  9.500E-04 4.09831E-16  2.209E-09  1.691E-08  1.113E-08  3.037E-17  4.675E-17  1.00E-07
  9.750E-04 4.09831E-16  2.267E-09  1.691E-08  1.113E-08  3.117E-17  4.798E-17  1.00E-07
  1.000E-03 4.09831E-16  2.325E-09  1.691E-08  1.113E-08  3.197E-17  4.921E-17  1.00E-07
  1.250E-03 4.09831E-16  2.907E-09  1.691E-08  1.113E-08  3.997E-17  6.151E-17  1.00E-07
  1.500E-03 4.09831E-16  3.488E-09  1.691E-08  1.113E-08  4.796E-17  7.381E-17  1.00E-07
  1.750E-03 4.09831E-16  4.069E-09  1.691E-08  1.113E-08  5.595E-17  8.611E-17  1.00E-07
  2.000E-03 4.09831E-16  4.651E-09  1.691E-08  1.113E-08  6.395E-17  9.841E-17  1.00E-07
  2.250E-03 4.09831E-16  5.232E-09  1.691E-08  1.113E-08  7.194E-17  1.107E-16  1.00E-07
  2.500E-03 4.09831E-16  5.813E-09  1.691E-08  1.113E-08  7.993E-17  1.230E-16  1.00E-07
  2.750E-03 4.09831E-16  6.395E-09  1.691E-08  1.113E-08  8.792E-17  1.353E-16  1.00E-07
  3.000E-03 4.09831E-16  6.976E-09  1.691E-08  1.113E-08  9.592E-17  1.476E-16  1.00E-07
  3.250E-03 4.09831E-16  7.558E-09  1.691E-08  1.113E-08  1.039E-16  1.599E-16  1.00E-07
  3.500E-03 4.09831E-16  8.139E-09  1.691E-08  1.113E-08  1.119E-16  1.722E-16  1.00E-07
  3.750E-03 4.09831E-16  8.720E-09  1.691E-08  1.113E-08  1.199E-16  1.845E-16  1.00E-07
  4.000E-03 4.09831E-16  9.302E-09  1.691E-08  1.113E-08  1.279E-16  1.968E-16  1.00E-07
