

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.86000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.60658311E-02      0.00000000E+00
       1     -1.48429273E+00     -1.48228322E+00
       2      7.71702583E-01      7.72094758E-01
       3      3.57730325E-01      3.57859560E-01
       4      1.70762251E-01      1.70815041E-01
       5      8.40644134E-02      8.40882955E-02
       6      4.24000462E-02      4.24114819E-02
       7      2.17815370E-02      2.17872087E-02
       8      1.13482094E-02      1.13510896E-02
       9      5.97823273E-03      5.97972049E-03
      10      3.17740322E-03      3.17818170E-03
      11      1.70101102E-03      1.70142253E-03
      12      9.16044930E-04      9.16264238E-04
      13      4.95739335E-04      4.95856997E-04
      14      2.69372394E-04      2.69435871E-04
      15      1.46864687E-04      1.46899088E-04
      16      8.02971369E-05      8.03158519E-05
      17      4.40045423E-05      4.40147557E-05
      18      2.41624611E-05      2.41680496E-05
      19      1.32889739E-05      1.32920386E-05
      20      7.31867945E-06      7.32036312E-06
      21      4.03523835E-06      4.03616475E-06
      22      2.22700630E-06      2.22751669E-06
      23      1.23005228E-06      1.23033378E-06
      24      6.79862085E-07      6.80017474E-07
      25      3.75982576E-07      3.76068420E-07
      26      2.08030136E-07      2.08077590E-07
      27      1.15150153E-07      1.15176401E-07
      28      6.37611382E-08      6.37756651E-08
      29      3.53166016E-08      3.53246423E-08
      30      1.95664951E-08      1.95709486E-08
      31      1.08428145E-08      1.08452829E-08
      32      6.00973252E-09      6.01109973E-09
      33      3.33149828E-09      3.33225375E-09
      34      1.84702308E-09      1.84744512E-09
      35      1.02414631E-09      1.02438209E-09
      36      5.67922652E-10      5.68050308E-10
      37      3.14972151E-10      3.15046397E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.31079E-16  0.000E+00  1.187E-08  9.502E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.31079E-16  3.757E-10  1.187E-08  9.502E-09  4.306E-19  4.003E-18  1.00E-07
  1.250E-04 2.31079E-16  4.696E-10  1.187E-08  9.502E-09  5.383E-19  5.003E-18  1.00E-07
  1.500E-04 2.31079E-16  5.635E-10  1.187E-08  9.502E-09  6.460E-19  6.004E-18  1.00E-07
  1.750E-04 2.31079E-16  6.574E-10  1.187E-08  9.502E-09  7.536E-19  7.005E-18  1.00E-07
  2.000E-04 2.31079E-16  7.513E-10  1.187E-08  9.502E-09  8.613E-19  8.005E-18  1.00E-07
  2.250E-04 2.31079E-16  8.452E-10  1.187E-08  9.502E-09  9.689E-19  9.006E-18  1.00E-07
  2.500E-04 2.31079E-16  9.391E-10  1.187E-08  9.502E-09  1.077E-18  1.001E-17  1.00E-07
  2.750E-04 2.31079E-16  1.033E-09  1.187E-08  9.502E-09  1.184E-18  1.101E-17  1.00E-07
  3.000E-04 2.31079E-16  1.127E-09  1.187E-08  9.502E-09  1.292E-18  1.201E-17  1.00E-07
  3.250E-04 2.31079E-16  1.221E-09  1.187E-08  9.502E-09  1.400E-18  1.301E-17  1.00E-07
  3.500E-04 2.31079E-16  1.315E-09  1.187E-08  9.502E-09  1.507E-18  1.401E-17  1.00E-07
  3.750E-04 2.31079E-16  1.409E-09  1.187E-08  9.502E-09  1.615E-18  1.501E-17  1.00E-07
  4.000E-04 2.31079E-16  1.503E-09  1.187E-08  9.502E-09  1.723E-18  1.601E-17  1.00E-07
  4.250E-04 2.31079E-16  1.597E-09  1.187E-08  9.502E-09  1.830E-18  1.701E-17  1.00E-07
  4.500E-04 2.31079E-16  1.690E-09  1.187E-08  9.502E-09  1.938E-18  1.801E-17  1.00E-07
  4.750E-04 2.31079E-16  1.784E-09  1.187E-08  9.502E-09  2.046E-18  1.901E-17  1.00E-07
  5.000E-04 2.31079E-16  1.878E-09  1.187E-08  9.502E-09  2.153E-18  2.001E-17  1.00E-07
  5.250E-04 2.31079E-16  1.972E-09  1.187E-08  9.502E-09  2.261E-18  2.101E-17  1.00E-07
  5.500E-04 2.31079E-16  2.066E-09  1.187E-08  9.502E-09  2.369E-18  2.201E-17  1.00E-07
  5.750E-04 2.31079E-16  2.160E-09  1.187E-08  9.502E-09  2.476E-18  2.302E-17  1.00E-07
  6.000E-04 2.31079E-16  2.254E-09  1.187E-08  9.502E-09  2.584E-18  2.402E-17  1.00E-07
  6.250E-04 2.31079E-16  2.348E-09  1.187E-08  9.502E-09  2.691E-18  2.502E-17  1.00E-07
  6.500E-04 2.31079E-16  2.442E-09  1.187E-08  9.502E-09  2.799E-18  2.602E-17  1.00E-07
  6.750E-04 2.31079E-16  2.536E-09  1.187E-08  9.502E-09  2.907E-18  2.702E-17  1.00E-07
  7.000E-04 2.31079E-16  2.630E-09  1.187E-08  9.502E-09  3.014E-18  2.802E-17  1.00E-07
  7.250E-04 2.31079E-16  2.723E-09  1.187E-08  9.502E-09  3.122E-18  2.902E-17  1.00E-07
  7.500E-04 2.31079E-16  2.817E-09  1.187E-08  9.502E-09  3.230E-18  3.002E-17  1.00E-07
  7.750E-04 2.31079E-16  2.911E-09  1.187E-08  9.502E-09  3.337E-18  3.102E-17  1.00E-07
  8.000E-04 2.31079E-16  3.005E-09  1.187E-08  9.502E-09  3.445E-18  3.202E-17  1.00E-07
  8.250E-04 2.31079E-16  3.099E-09  1.187E-08  9.502E-09  3.553E-18  3.302E-17  1.00E-07
  8.500E-04 2.31079E-16  3.193E-09  1.187E-08  9.502E-09  3.660E-18  3.402E-17  1.00E-07
  8.750E-04 2.31079E-16  3.287E-09  1.187E-08  9.502E-09  3.768E-18  3.502E-17  1.00E-07
  9.000E-04 2.31079E-16  3.381E-09  1.187E-08  9.502E-09  3.876E-18  3.602E-17  1.00E-07
  9.250E-04 2.31079E-16  3.475E-09  1.187E-08  9.502E-09  3.983E-18  3.702E-17  1.00E-07
  9.500E-04 2.31079E-16  3.569E-09  1.187E-08  9.502E-09  4.091E-18  3.803E-17  1.00E-07
  9.750E-04 2.31079E-16  3.663E-09  1.187E-08  9.502E-09  4.199E-18  3.903E-17  1.00E-07
  1.000E-03 2.31079E-16  3.757E-09  1.187E-08  9.502E-09  4.306E-18  4.003E-17  1.00E-07
  1.250E-03 2.31079E-16  4.696E-09  1.187E-08  9.502E-09  5.383E-18  5.003E-17  1.00E-07
  1.500E-03 2.31079E-16  5.635E-09  1.187E-08  9.502E-09  6.460E-18  6.004E-17  1.00E-07
  1.750E-03 2.31079E-16  6.574E-09  1.187E-08  9.502E-09  7.536E-18  7.005E-17  1.00E-07
  2.000E-03 2.31079E-16  7.513E-09  1.187E-08  9.502E-09  8.613E-18  8.005E-17  1.00E-07
  2.250E-03 2.31079E-16  8.452E-09  1.187E-08  9.502E-09  9.689E-18  9.006E-17  1.00E-07
  2.500E-03 2.31079E-16  9.391E-09  1.187E-08  9.502E-09  1.077E-17  1.001E-16  1.00E-07
  2.750E-03 2.31079E-16  1.033E-08  1.187E-08  9.502E-09  1.184E-17  1.101E-16  1.00E-07
  3.000E-03 2.31079E-16  1.127E-08  1.187E-08  9.502E-09  1.292E-17  1.201E-16  1.00E-07
  3.250E-03 2.31079E-16  1.221E-08  1.187E-08  9.502E-09  1.400E-17  1.301E-16  1.00E-07
  3.500E-03 2.31079E-16  1.315E-08  1.187E-08  9.502E-09  1.507E-17  1.401E-16  1.00E-07
  3.750E-03 2.31079E-16  1.409E-08  1.187E-08  9.502E-09  1.615E-17  1.501E-16  1.00E-07
  4.000E-03 2.31079E-16  1.503E-08  1.187E-08  9.502E-09  1.723E-17  1.601E-16  1.00E-07
  4.250E-03 2.31079E-16  1.597E-08  1.187E-08  9.502E-09  1.830E-17  1.701E-16  1.00E-07
  4.500E-03 2.31079E-16  1.690E-08  1.187E-08  9.502E-09  1.938E-17  1.801E-16  1.00E-07
  4.750E-03 2.31079E-16  1.784E-08  1.187E-08  9.502E-09  2.046E-17  1.901E-16  1.00E-07
  5.000E-03 2.31079E-16  1.878E-08  1.187E-08  9.502E-09  2.153E-17  2.001E-16  1.00E-07
  5.250E-03 2.31079E-16  1.972E-08  1.187E-08  9.502E-09  2.261E-17  2.101E-16  1.00E-07
