

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.84000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -4.90838552E-01      0.00000000E+00
       1      1.39499325E+00      1.39610864E+00
       2      7.53630404E-01      7.53892008E-01
       3      4.26427711E-01      4.26538025E-01
       4      2.44233672E-01      2.44289814E-01
       5      1.41046365E-01      1.41076843E-01
       6      8.21495649E-02      8.21666438E-02
       7      4.82303125E-02      4.82400766E-02
       8      2.85175937E-02      2.85232549E-02
       9      1.69662669E-02      1.69695839E-02
      10      1.01484227E-02      1.01503821E-02
      11      6.09913655E-03      6.10030173E-03
      12      3.68097933E-03      3.68167612E-03
      13      2.22990839E-03      2.23032709E-03
      14      1.35540182E-03      1.35565449E-03
      15      8.26330195E-04      8.26483247E-04
      16      5.05131906E-04      5.05224930E-04
      17      3.09523911E-04      3.09580621E-04
      18      1.90066067E-04      1.90100732E-04
      19      1.16930589E-04      1.16951830E-04
      20      7.20553241E-05      7.20683668E-05
      21      4.44660273E-05      4.44740513E-05
      22      2.74747180E-05      2.74796626E-05
      23      1.69944533E-05      1.69975046E-05
      24      1.05216585E-05      1.05235438E-05
      25      6.51936669E-06      6.52053290E-06
      26      4.04220750E-06      4.04292955E-06
      27      2.50771197E-06      2.50815937E-06
      28      1.55647449E-06      1.55675190E-06
      29      9.66442679E-07      9.66614786E-07
      30      6.00273066E-07      6.00379887E-07
      31      3.72935178E-07      3.73001512E-07
      32      2.31742710E-07      2.31783913E-07
      33      1.44027887E-07      1.44053486E-07
      34      8.95236433E-08      8.95395469E-08
      35      5.56499049E-08      5.56597924E-08
      36      3.45949611E-08      3.46010977E-08
      37      2.15066323E-08      2.15104515E-08
      38      1.33701264E-08      1.33724987E-08
      39      8.31175779E-09      8.31323337E-09
      40      5.16693463E-09      5.16784849E-09
      41      3.21181522E-09      3.21238631E-09
      42      1.99642207E-09      1.99677774E-09
      43      1.24086851E-09      1.24108615E-09
      44      7.71150983E-10      7.71284220E-10
      45      4.79166164E-10      4.79248478E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.20655E-16  0.000E+00  1.739E-08  1.088E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.20655E-16  2.263E-10  1.739E-08  1.088E-08  4.301E-18  5.427E-18  1.00E-07
  1.250E-04 4.20655E-16  2.828E-10  1.739E-08  1.088E-08  5.376E-18  6.784E-18  1.00E-07
  1.500E-04 4.20655E-16  3.394E-10  1.739E-08  1.088E-08  6.451E-18  8.140E-18  1.00E-07
  1.750E-04 4.20655E-16  3.959E-10  1.739E-08  1.088E-08  7.526E-18  9.497E-18  1.00E-07
  2.000E-04 4.20655E-16  4.525E-10  1.739E-08  1.088E-08  8.601E-18  1.085E-17  1.00E-07
  2.250E-04 4.20655E-16  5.091E-10  1.739E-08  1.088E-08  9.676E-18  1.221E-17  1.00E-07
  2.500E-04 4.20655E-16  5.656E-10  1.739E-08  1.088E-08  1.075E-17  1.357E-17  1.00E-07
  2.750E-04 4.20655E-16  6.222E-10  1.739E-08  1.088E-08  1.183E-17  1.492E-17  1.00E-07
  3.000E-04 4.20655E-16  6.788E-10  1.739E-08  1.088E-08  1.290E-17  1.628E-17  1.00E-07
  3.250E-04 4.20655E-16  7.353E-10  1.739E-08  1.088E-08  1.398E-17  1.764E-17  1.00E-07
  3.500E-04 4.20655E-16  7.919E-10  1.739E-08  1.088E-08  1.505E-17  1.899E-17  1.00E-07
  3.750E-04 4.20655E-16  8.484E-10  1.739E-08  1.088E-08  1.613E-17  2.035E-17  1.00E-07
  4.000E-04 4.20655E-16  9.050E-10  1.739E-08  1.088E-08  1.720E-17  2.171E-17  1.00E-07
  4.250E-04 4.20655E-16  9.616E-10  1.739E-08  1.088E-08  1.828E-17  2.306E-17  1.00E-07
  4.500E-04 4.20655E-16  1.018E-09  1.739E-08  1.088E-08  1.935E-17  2.442E-17  1.00E-07
  4.750E-04 4.20655E-16  1.075E-09  1.739E-08  1.088E-08  2.043E-17  2.578E-17  1.00E-07
  5.000E-04 4.20655E-16  1.131E-09  1.739E-08  1.088E-08  2.150E-17  2.713E-17  1.00E-07
  5.250E-04 4.20655E-16  1.188E-09  1.739E-08  1.088E-08  2.258E-17  2.849E-17  1.00E-07
  5.500E-04 4.20655E-16  1.244E-09  1.739E-08  1.088E-08  2.365E-17  2.985E-17  1.00E-07
  5.750E-04 4.20655E-16  1.301E-09  1.739E-08  1.088E-08  2.473E-17  3.120E-17  1.00E-07
  6.000E-04 4.20655E-16  1.358E-09  1.739E-08  1.088E-08  2.580E-17  3.256E-17  1.00E-07
  6.250E-04 4.20655E-16  1.414E-09  1.739E-08  1.088E-08  2.688E-17  3.392E-17  1.00E-07
  6.500E-04 4.20655E-16  1.471E-09  1.739E-08  1.088E-08  2.795E-17  3.527E-17  1.00E-07
  6.750E-04 4.20655E-16  1.527E-09  1.739E-08  1.088E-08  2.903E-17  3.663E-17  1.00E-07
  7.000E-04 4.20655E-16  1.584E-09  1.739E-08  1.088E-08  3.010E-17  3.799E-17  1.00E-07
  7.250E-04 4.20655E-16  1.640E-09  1.739E-08  1.088E-08  3.118E-17  3.935E-17  1.00E-07
  7.500E-04 4.20655E-16  1.697E-09  1.739E-08  1.088E-08  3.225E-17  4.070E-17  1.00E-07
  7.750E-04 4.20655E-16  1.753E-09  1.739E-08  1.088E-08  3.333E-17  4.206E-17  1.00E-07
  8.000E-04 4.20655E-16  1.810E-09  1.739E-08  1.088E-08  3.440E-17  4.342E-17  1.00E-07
  8.250E-04 4.20655E-16  1.867E-09  1.739E-08  1.088E-08  3.548E-17  4.477E-17  1.00E-07
  8.500E-04 4.20655E-16  1.923E-09  1.739E-08  1.088E-08  3.655E-17  4.613E-17  1.00E-07
  8.750E-04 4.20655E-16  1.980E-09  1.739E-08  1.088E-08  3.763E-17  4.749E-17  1.00E-07
  9.000E-04 4.20655E-16  2.036E-09  1.739E-08  1.088E-08  3.870E-17  4.884E-17  1.00E-07
