 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   8,   projectile: electron
 #  Kinetic energy = 2.46000E+02 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.26501E-08  9.15598E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  1.26501E-08  9.15598E-09  2.58443E-18  5.65341E-18
  1.250E-04  1.18994E-12  1.26501E-08  9.15598E-09  3.23053E-18  7.06676E-18
  1.500E-04  1.71346E-12  1.26501E-08  9.15598E-09  3.87664E-18  8.48011E-18
  1.750E-04  2.33225E-12  1.26501E-08  9.15598E-09  4.52275E-18  9.89346E-18
  2.000E-04  3.04617E-12  1.26501E-08  9.15598E-09  5.16885E-18  1.13068E-17
  2.250E-04  3.85530E-12  1.26501E-08  9.15598E-09  5.81496E-18  1.27202E-17
  2.500E-04  4.75964E-12  1.26501E-08  9.15598E-09  6.46107E-18  1.41335E-17
  2.750E-04  5.75917E-12  1.26501E-08  9.15598E-09  7.10717E-18  1.55469E-17
  3.000E-04  6.85391E-12  1.26501E-08  9.15598E-09  7.75328E-18  1.69602E-17
  3.250E-04  8.04379E-12  1.26501E-08  9.15598E-09  8.39938E-18  1.83736E-17
  3.500E-04  9.32893E-12  1.26501E-08  9.15598E-09  9.04549E-18  1.97869E-17
  3.750E-04  1.07092E-11  1.26501E-08  9.15598E-09  9.69160E-18  2.12003E-17
  4.000E-04  1.21847E-11  1.26501E-08  9.15598E-09  1.03377E-17  2.26136E-17
  4.250E-04  1.37554E-11  1.26501E-08  9.15598E-09  1.09838E-17  2.40270E-17
  4.500E-04  1.54213E-11  1.26501E-08  9.15598E-09  1.16299E-17  2.54403E-17
  4.750E-04  1.71823E-11  1.26501E-08  9.15598E-09  1.22760E-17  2.68537E-17
  5.000E-04  1.90386E-11  1.26501E-08  9.15598E-09  1.29221E-17  2.82670E-17
  5.250E-04  2.09900E-11  1.26501E-08  9.15598E-09  1.35682E-17  2.96804E-17
  5.500E-04  2.30367E-11  1.26501E-08  9.15598E-09  1.42143E-17  3.10937E-17
  5.750E-04  2.51785E-11  1.26501E-08  9.15598E-09  1.48604E-17  3.25071E-17
  6.000E-04  2.74156E-11  1.26501E-08  9.15598E-09  1.55066E-17  3.39205E-17
  6.250E-04  2.97478E-11  1.26501E-08  9.15598E-09  1.61527E-17  3.53338E-17
  6.500E-04  3.21752E-11  1.26501E-08  9.15598E-09  1.67988E-17  3.67472E-17
  6.750E-04  3.46979E-11  1.26501E-08  9.15598E-09  1.74449E-17  3.81605E-17
  7.000E-04  3.73157E-11  1.26501E-08  9.15598E-09  1.80910E-17  3.95739E-17
  7.250E-04  4.00286E-11  1.26501E-08  9.15598E-09  1.87371E-17  4.09872E-17
  7.500E-04  4.28368E-11  1.26501E-08  9.15598E-09  1.93832E-17  4.24006E-17
  7.750E-04  4.57402E-11  1.26501E-08  9.15598E-09  2.00293E-17  4.38139E-17
  8.000E-04  4.87388E-11  1.26501E-08  9.15598E-09  2.06754E-17  4.52273E-17
  8.250E-04  5.18325E-11  1.26501E-08  9.15598E-09  2.13215E-17  4.66406E-17
  8.500E-04  5.50215E-11  1.26501E-08  9.15598E-09  2.19676E-17  4.80540E-17
  8.750E-04  5.83057E-11  1.26501E-08  9.15598E-09  2.26137E-17  4.94673E-17
  9.000E-04  6.16850E-11  1.26501E-08  9.15598E-09  2.32598E-17  5.08807E-17
  9.250E-04  6.51595E-11  1.26501E-08  9.15598E-09  2.39059E-17  5.22940E-17
  9.500E-04  6.87293E-11  1.26501E-08  9.15598E-09  2.45520E-17  5.37074E-17
  9.750E-04  7.23943E-11  1.26501E-08  9.15598E-09  2.51982E-17  5.51207E-17
  1.000E-03  7.61544E-11  1.26501E-08  9.15598E-09  2.58443E-17  5.65341E-17
  1.250E-03  1.18991E-10  1.26501E-08  9.15598E-09  3.23053E-17  7.06676E-17
  1.500E-03  1.71347E-10  1.26501E-08  9.15598E-09  3.87664E-17  8.48011E-17
  1.750E-03  2.33223E-10  1.26501E-08  9.15598E-09  4.52275E-17  9.89346E-17
  2.000E-03  3.04617E-10  1.26501E-08  9.15598E-09  5.16885E-17  1.13068E-16
  2.250E-03  3.85531E-10  1.26501E-08  9.15598E-09  5.81496E-17  1.27202E-16
  2.500E-03  4.75965E-10  1.26501E-08  9.15598E-09  6.46106E-17  1.41335E-16
  2.750E-03  5.75917E-10  1.26501E-08  9.15598E-09  7.10717E-17  1.55469E-16
  3.000E-03  6.85389E-10  1.26501E-08  9.15598E-09  7.75328E-17  1.69602E-16
  3.250E-03  8.04380E-10  1.26501E-08  9.15598E-09  8.39938E-17  1.83736E-16
  3.500E-03  9.32891E-10  1.26501E-08  9.15598E-09  9.04549E-17  1.97869E-16
  3.750E-03  1.07092E-09  1.26501E-08  9.15598E-09  9.69160E-17  2.12003E-16
  4.000E-03  1.21847E-09  1.26501E-08  9.15598E-09  1.03377E-16  2.26136E-16
  4.250E-03  1.37554E-09  1.26501E-08  9.15598E-09  1.09838E-16  2.40270E-16
  4.500E-03  1.54213E-09  1.26501E-08  9.15598E-09  1.16299E-16  2.54403E-16
  4.750E-03  1.71823E-09  1.26501E-08  9.15598E-09  1.22760E-16  2.68537E-16
  5.000E-03  1.90386E-09  1.26501E-08  9.15598E-09  1.29221E-16  2.82670E-16
  5.250E-03  2.09900E-09  1.26501E-08  9.15598E-09  1.35682E-16  2.96804E-16
  5.500E-03  2.30367E-09  1.26501E-08  9.15598E-09  1.42143E-16  3.10937E-16
