

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.36000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.78109986E-01      0.00000000E+00
       1     -1.55009950E+00     -1.54804680E+00
       2      7.96524326E-01      7.96970150E-01
       3      4.02748642E-01      4.02912327E-01
       4      2.07828058E-01      2.07900958E-01
       5      1.09750235E-01      1.09785681E-01
       6      5.91303166E-02      5.91484395E-02
       7      3.23754658E-02      3.23850359E-02
       8      1.79559141E-02      1.79610820E-02
       9      1.00625030E-02      1.00653398E-02
      10      5.68713993E-03      5.68871682E-03
      11      3.23697304E-03      3.23785841E-03
      12      1.85327749E-03      1.85377867E-03
      13      1.06633050E-03      1.06661612E-03
      14      6.16110102E-04      6.16273795E-04
      15      3.57240480E-04      3.57334744E-04
      16      2.07761126E-04      2.07815629E-04
      17      1.21135512E-04      1.21167133E-04
      18      7.07807627E-05      7.07991608E-05
      19      4.14337683E-05      4.14444995E-05
      20      2.42923648E-05      2.42986371E-05
      21      1.42613467E-05      1.42650194E-05
      22      8.38188140E-06      8.38403517E-06
      23      4.93106559E-06      4.93233023E-06
      24      2.90333764E-06      2.90408102E-06
      25      1.71064695E-06      1.71108434E-06
      26      1.00852295E-06      1.00878050E-06
      27      5.94890333E-07      5.95042097E-07
      28      3.51060867E-07      3.51150352E-07
      29      2.07250549E-07      2.07303337E-07
      30      1.22392349E-07      1.22423500E-07
      31      7.23000558E-08      7.23184446E-08
      32      4.27200546E-08      4.27309144E-08
      33      2.52476223E-08      2.52540365E-08
      34      1.49242452E-08      1.49280350E-08
      35      8.82336068E-09      8.82560258E-09
      36      5.21719690E-09      5.21852340E-09
      37      3.08532366E-09      3.08610403E-09
      38      1.82479071E-09      1.82525530E-09
      39      1.07933765E-09      1.07961179E-09
      40      6.38429913E-10      6.38591053E-10
      41      3.77659425E-10      3.77755690E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.41848E-16  0.000E+00  1.253E-08  9.207E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.41848E-16  3.912E-10  1.253E-08  9.207E-09  2.225E-18  5.410E-18  1.00E-07
  1.250E-04 2.41848E-16  4.890E-10  1.253E-08  9.207E-09  2.782E-18  6.762E-18  1.00E-07
  1.500E-04 2.41848E-16  5.868E-10  1.253E-08  9.207E-09  3.338E-18  8.114E-18  1.00E-07
  1.750E-04 2.41848E-16  6.846E-10  1.253E-08  9.207E-09  3.895E-18  9.467E-18  1.00E-07
  2.000E-04 2.41848E-16  7.824E-10  1.253E-08  9.207E-09  4.451E-18  1.082E-17  1.00E-07
  2.250E-04 2.41848E-16  8.802E-10  1.253E-08  9.207E-09  5.007E-18  1.217E-17  1.00E-07
  2.500E-04 2.41848E-16  9.781E-10  1.253E-08  9.207E-09  5.564E-18  1.352E-17  1.00E-07
  2.750E-04 2.41848E-16  1.076E-09  1.253E-08  9.207E-09  6.120E-18  1.488E-17  1.00E-07
  3.000E-04 2.41848E-16  1.174E-09  1.253E-08  9.207E-09  6.676E-18  1.623E-17  1.00E-07
  3.250E-04 2.41848E-16  1.271E-09  1.253E-08  9.207E-09  7.233E-18  1.758E-17  1.00E-07
  3.500E-04 2.41848E-16  1.369E-09  1.253E-08  9.207E-09  7.789E-18  1.893E-17  1.00E-07
  3.750E-04 2.41848E-16  1.467E-09  1.253E-08  9.207E-09  8.346E-18  2.029E-17  1.00E-07
  4.000E-04 2.41848E-16  1.565E-09  1.253E-08  9.207E-09  8.902E-18  2.164E-17  1.00E-07
  4.250E-04 2.41848E-16  1.663E-09  1.253E-08  9.207E-09  9.458E-18  2.299E-17  1.00E-07
  4.500E-04 2.41848E-16  1.760E-09  1.253E-08  9.207E-09  1.001E-17  2.434E-17  1.00E-07
  4.750E-04 2.41848E-16  1.858E-09  1.253E-08  9.207E-09  1.057E-17  2.570E-17  1.00E-07
  5.000E-04 2.41848E-16  1.956E-09  1.253E-08  9.207E-09  1.113E-17  2.705E-17  1.00E-07
  5.250E-04 2.41848E-16  2.054E-09  1.253E-08  9.207E-09  1.168E-17  2.840E-17  1.00E-07
  5.500E-04 2.41848E-16  2.152E-09  1.253E-08  9.207E-09  1.224E-17  2.975E-17  1.00E-07
  5.750E-04 2.41848E-16  2.250E-09  1.253E-08  9.207E-09  1.280E-17  3.110E-17  1.00E-07
  6.000E-04 2.41848E-16  2.347E-09  1.253E-08  9.207E-09  1.335E-17  3.246E-17  1.00E-07
  6.250E-04 2.41848E-16  2.445E-09  1.253E-08  9.207E-09  1.391E-17  3.381E-17  1.00E-07
  6.500E-04 2.41848E-16  2.543E-09  1.253E-08  9.207E-09  1.447E-17  3.516E-17  1.00E-07
  6.750E-04 2.41848E-16  2.641E-09  1.253E-08  9.207E-09  1.502E-17  3.651E-17  1.00E-07
  7.000E-04 2.41848E-16  2.739E-09  1.253E-08  9.207E-09  1.558E-17  3.787E-17  1.00E-07
  7.250E-04 2.41848E-16  2.836E-09  1.253E-08  9.207E-09  1.613E-17  3.922E-17  1.00E-07
  7.500E-04 2.41848E-16  2.934E-09  1.253E-08  9.207E-09  1.669E-17  4.057E-17  1.00E-07
  7.750E-04 2.41848E-16  3.032E-09  1.253E-08  9.207E-09  1.725E-17  4.192E-17  1.00E-07
  8.000E-04 2.41848E-16  3.130E-09  1.253E-08  9.207E-09  1.780E-17  4.328E-17  1.00E-07
  8.250E-04 2.41848E-16  3.228E-09  1.253E-08  9.207E-09  1.836E-17  4.463E-17  1.00E-07
