

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.96000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -5.17874024E-02      0.00000000E+00
       1     -1.49879308E+00     -1.49677509E+00
       2      7.77974161E-01      7.78377860E-01
       3      3.67963831E-01      3.68100273E-01
       4      1.78779971E-01      1.78836804E-01
       5      8.94202131E-02      8.94463428E-02
       6      4.57816718E-02      4.57943700E-02
       7      2.38625794E-02      2.38689674E-02
       8      1.26111645E-02      1.26144543E-02
       9      6.73819122E-03      6.73991431E-03
      10      3.63209353E-03      3.63300772E-03
      11      1.97194744E-03      1.97243742E-03
      12      1.07698578E-03      1.07725054E-03
      13      5.91100611E-04      5.91244646E-04
      14      3.25755247E-04      3.25834040E-04
      15      1.80137862E-04      1.80181164E-04
      16      9.98982385E-05      9.99221284E-05
      17      5.55324666E-05      5.55456892E-05
      18      3.09316894E-05      3.09390276E-05
      19      1.72578806E-05      1.72619623E-05
      20      9.64232158E-06      9.64459622E-06
      21      5.39372607E-06      5.39499570E-06
      22      3.02014896E-06      3.02085857E-06
      23      1.69251552E-06      1.69291258E-06
      24      9.49173382E-07      9.49395763E-07
      25      5.32623220E-07      5.32747866E-07
      26      2.99031639E-07      2.99101555E-07
      27      1.67959150E-07      1.67998385E-07
      28      9.43738947E-08      9.43959304E-08
      29      5.30443431E-08      5.30567167E-08
      30      2.98225928E-08      2.98295469E-08
      31      1.67707815E-08      1.67746935E-08
      32      9.43295207E-09      9.43515309E-09
      33      5.30664138E-09      5.30787597E-09
      34      2.98578355E-09      2.98647763E-09
      35      1.68012788E-09      1.68051643E-09
      36      9.45499065E-10      9.45718801E-10
      37      5.32160838E-10      5.32282914E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.33337E-16  0.000E+00  1.201E-08  9.436E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.33337E-16  3.804E-10  1.201E-08  9.436E-09  7.890E-19  4.314E-18  1.00E-07
  1.250E-04 2.33337E-16  4.755E-10  1.201E-08  9.436E-09  9.863E-19  5.393E-18  1.00E-07
  1.500E-04 2.33337E-16  5.706E-10  1.201E-08  9.436E-09  1.184E-18  6.472E-18  1.00E-07
  1.750E-04 2.33337E-16  6.657E-10  1.201E-08  9.436E-09  1.381E-18  7.550E-18  1.00E-07
  2.000E-04 2.33337E-16  7.608E-10  1.201E-08  9.436E-09  1.578E-18  8.629E-18  1.00E-07
  2.250E-04 2.33337E-16  8.559E-10  1.201E-08  9.436E-09  1.775E-18  9.707E-18  1.00E-07
  2.500E-04 2.33337E-16  9.510E-10  1.201E-08  9.436E-09  1.973E-18  1.079E-17  1.00E-07
  2.750E-04 2.33337E-16  1.046E-09  1.201E-08  9.436E-09  2.170E-18  1.186E-17  1.00E-07
  3.000E-04 2.33337E-16  1.141E-09  1.201E-08  9.436E-09  2.367E-18  1.294E-17  1.00E-07
  3.250E-04 2.33337E-16  1.236E-09  1.201E-08  9.436E-09  2.564E-18  1.402E-17  1.00E-07
  3.500E-04 2.33337E-16  1.331E-09  1.201E-08  9.436E-09  2.762E-18  1.510E-17  1.00E-07
  3.750E-04 2.33337E-16  1.426E-09  1.201E-08  9.436E-09  2.959E-18  1.618E-17  1.00E-07
  4.000E-04 2.33337E-16  1.522E-09  1.201E-08  9.436E-09  3.156E-18  1.726E-17  1.00E-07
  4.250E-04 2.33337E-16  1.617E-09  1.201E-08  9.436E-09  3.353E-18  1.834E-17  1.00E-07
  4.500E-04 2.33337E-16  1.712E-09  1.201E-08  9.436E-09  3.551E-18  1.941E-17  1.00E-07
  4.750E-04 2.33337E-16  1.807E-09  1.201E-08  9.436E-09  3.748E-18  2.049E-17  1.00E-07
  5.000E-04 2.33337E-16  1.902E-09  1.201E-08  9.436E-09  3.945E-18  2.157E-17  1.00E-07
