

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.16000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.86983237E-01      0.00000000E+00
       1      1.50683746E+00      1.50788366E+00
       2      7.22814371E-01      7.23018121E-01
       3      3.53749834E-01      3.53823058E-01
       4      1.75735739E-01      1.75767768E-01
       5      8.88175307E-02      8.88326804E-02
       6      4.55732728E-02      4.55807443E-02
       7      2.36698322E-02      2.36736123E-02
       8      1.24134053E-02      1.24153506E-02
       9      6.56180543E-03      6.56281878E-03
      10      3.49164287E-03      3.49217569E-03
      11      1.86846039E-03      1.86874267E-03
      12      1.00471748E-03      1.00486797E-03
      13      5.42528599E-04      5.42609254E-04
      14      2.94015353E-04      2.94058783E-04
      15      1.59832418E-04      1.59855898E-04
      16      8.71184732E-05      8.71312107E-05
      17      4.75916786E-05      4.75986091E-05
      18      2.60478717E-05      2.60516521E-05
      19      1.42790010E-05      1.42810675E-05
      20      7.83770841E-06      7.83884010E-06
      21      4.30668776E-06      4.30730842E-06
      22      2.36849468E-06      2.36883549E-06
      23      1.30346917E-06      1.30365651E-06
      24      7.17735554E-07      7.17838606E-07
      25      3.95375242E-07      3.95431966E-07
      26      2.17866411E-07      2.17897654E-07
      27      1.20079466E-07      1.20096679E-07
      28      6.61932406E-08      6.62027220E-08
      29      3.64920598E-08      3.64972887E-08
      30      2.01187053E-08      2.01215886E-08
      31      1.10918042E-08      1.10933942E-08
      32      6.11494220E-09      6.11581765E-09
      33      3.37094189E-09      3.37142461E-09
      34      1.85811730E-09      1.85838377E-09
      35      1.02408842E-09      1.02423212E-09
      36      5.64378977E-10      5.64457803E-10
      37      3.10993873E-10      3.11037679E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.87746E-16  0.000E+00  1.584E-08  1.169E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.87746E-16  2.420E-10  1.584E-08  1.169E-08  1.117E-18  3.785E-18  1.00E-07
  1.250E-04 3.87746E-16  3.025E-10  1.584E-08  1.169E-08  1.396E-18  4.732E-18  1.00E-07
  1.500E-04 3.87746E-16  3.630E-10  1.584E-08  1.169E-08  1.675E-18  5.678E-18  1.00E-07
  1.750E-04 3.87746E-16  4.235E-10  1.584E-08  1.169E-08  1.954E-18  6.624E-18  1.00E-07
  2.000E-04 3.87746E-16  4.840E-10  1.584E-08  1.169E-08  2.233E-18  7.571E-18  1.00E-07
  2.250E-04 3.87746E-16  5.445E-10  1.584E-08  1.169E-08  2.512E-18  8.517E-18  1.00E-07
  2.500E-04 3.87746E-16  6.050E-10  1.584E-08  1.169E-08  2.792E-18  9.463E-18  1.00E-07
  2.750E-04 3.87746E-16  6.656E-10  1.584E-08  1.169E-08  3.071E-18  1.041E-17  1.00E-07
  3.000E-04 3.87746E-16  7.261E-10  1.584E-08  1.169E-08  3.350E-18  1.136E-17  1.00E-07
  3.250E-04 3.87746E-16  7.866E-10  1.584E-08  1.169E-08  3.629E-18  1.230E-17  1.00E-07
  3.500E-04 3.87746E-16  8.471E-10  1.584E-08  1.169E-08  3.908E-18  1.325E-17  1.00E-07
  3.750E-04 3.87746E-16  9.076E-10  1.584E-08  1.169E-08  4.187E-18  1.420E-17  1.00E-07
  4.000E-04 3.87746E-16  9.681E-10  1.584E-08  1.169E-08  4.467E-18  1.514E-17  1.00E-07
  4.250E-04 3.87746E-16  1.029E-09  1.584E-08  1.169E-08  4.746E-18  1.609E-17  1.00E-07
  4.500E-04 3.87746E-16  1.089E-09  1.584E-08  1.169E-08  5.025E-18  1.703E-17  1.00E-07
  4.750E-04 3.87746E-16  1.150E-09  1.584E-08  1.169E-08  5.304E-18  1.798E-17  1.00E-07
  5.000E-04 3.87746E-16  1.210E-09  1.584E-08  1.169E-08  5.583E-18  1.893E-17  1.00E-07
  5.250E-04 3.87746E-16  1.271E-09  1.584E-08  1.169E-08  5.862E-18  1.987E-17  1.00E-07
  5.500E-04 3.87746E-16  1.331E-09  1.584E-08  1.169E-08  6.142E-18  2.082E-17  1.00E-07
  5.750E-04 3.87746E-16  1.392E-09  1.584E-08  1.169E-08  6.421E-18  2.177E-17  1.00E-07
  6.000E-04 3.87746E-16  1.452E-09  1.584E-08  1.169E-08  6.700E-18  2.271E-17  1.00E-07
  6.250E-04 3.87746E-16  1.513E-09  1.584E-08  1.169E-08  6.979E-18  2.366E-17  1.00E-07
  6.500E-04 3.87746E-16  1.573E-09  1.584E-08  1.169E-08  7.258E-18  2.460E-17  1.00E-07
  6.750E-04 3.87746E-16  1.634E-09  1.584E-08  1.169E-08  7.537E-18  2.555E-17  1.00E-07
  7.000E-04 3.87746E-16  1.694E-09  1.584E-08  1.169E-08  7.817E-18  2.650E-17  1.00E-07
  7.250E-04 3.87746E-16  1.755E-09  1.584E-08  1.169E-08  8.096E-18  2.744E-17  1.00E-07
  7.500E-04 3.87746E-16  1.815E-09  1.584E-08  1.169E-08  8.375E-18  2.839E-17  1.00E-07
  7.750E-04 3.87746E-16  1.876E-09  1.584E-08  1.169E-08  8.654E-18  2.934E-17  1.00E-07
  8.000E-04 3.87746E-16  1.936E-09  1.584E-08  1.169E-08  8.933E-18  3.028E-17  1.00E-07
  8.250E-04 3.87746E-16  1.997E-09  1.584E-08  1.169E-08  9.212E-18  3.123E-17  1.00E-07
  8.500E-04 3.87746E-16  2.057E-09  1.584E-08  1.169E-08  9.491E-18  3.218E-17  1.00E-07
  8.750E-04 3.87746E-16  2.118E-09  1.584E-08  1.169E-08  9.771E-18  3.312E-17  1.00E-07
  9.000E-04 3.87746E-16  2.178E-09  1.584E-08  1.169E-08  1.005E-17  3.407E-17  1.00E-07
  9.250E-04 3.87746E-16  2.239E-09  1.584E-08  1.169E-08  1.033E-17  3.501E-17  1.00E-07
  9.500E-04 3.87746E-16  2.299E-09  1.584E-08  1.169E-08  1.061E-17  3.596E-17  1.00E-07
  9.750E-04 3.87746E-16  2.360E-09  1.584E-08  1.169E-08  1.089E-17  3.691E-17  1.00E-07
  1.000E-03 3.87746E-16  2.420E-09  1.584E-08  1.169E-08  1.117E-17  3.785E-17  1.00E-07
  1.250E-03 3.87746E-16  3.025E-09  1.584E-08  1.169E-08  1.396E-17  4.732E-17  1.00E-07
  1.500E-03 3.87746E-16  3.630E-09  1.584E-08  1.169E-08  1.675E-17  5.678E-17  1.00E-07
  1.750E-03 3.87746E-16  4.235E-09  1.584E-08  1.169E-08  1.954E-17  6.624E-17  1.00E-07
  2.000E-03 3.87746E-16  4.840E-09  1.584E-08  1.169E-08  2.233E-17  7.571E-17  1.00E-07
  2.250E-03 3.87746E-16  5.445E-09  1.584E-08  1.169E-08  2.512E-17  8.517E-17  1.00E-07
  2.500E-03 3.87746E-16  6.050E-09  1.584E-08  1.169E-08  2.792E-17  9.463E-17  1.00E-07
  2.750E-03 3.87746E-16  6.656E-09  1.584E-08  1.169E-08  3.071E-17  1.041E-16  1.00E-07
  3.000E-03 3.87746E-16  7.261E-09  1.584E-08  1.169E-08  3.350E-17  1.136E-16  1.00E-07
  3.250E-03 3.87746E-16  7.866E-09  1.584E-08  1.169E-08  3.629E-17  1.230E-16  1.00E-07
  3.500E-03 3.87746E-16  8.471E-09  1.584E-08  1.169E-08  3.908E-17  1.325E-16  1.00E-07
  3.750E-03 3.87746E-16  9.076E-09  1.584E-08  1.169E-08  4.187E-17  1.420E-16  1.00E-07
  4.000E-03 3.87746E-16  9.681E-09  1.584E-08  1.169E-08  4.467E-17  1.514E-16  1.00E-07
  4.250E-03 3.87746E-16  1.029E-08  1.584E-08  1.169E-08  4.746E-17  1.609E-16  1.00E-07
  4.500E-03 3.87746E-16  1.089E-08  1.584E-08  1.169E-08  5.025E-17  1.703E-16  1.00E-07
  4.750E-03 3.87746E-16  1.150E-08  1.584E-08  1.169E-08  5.304E-17  1.798E-16  1.00E-07
