

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.82000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -4.83698983E-01      0.00000000E+00
       1      1.39765726E+00      1.39877069E+00
       2      7.53238731E-01      7.53498849E-01
       3      4.24947835E-01      4.25057182E-01
       4      2.42649633E-01      2.42705107E-01
       5      1.39725699E-01      1.39755723E-01
       6      8.11556783E-02      8.11724556E-02
       7      4.75199324E-02      4.75294984E-02
       8      2.80246300E-02      2.80301619E-02
       9      1.66304822E-02      1.66337151E-02
      10      9.92255042E-03      9.92445540E-03
      11      5.94854002E-03      5.94967004E-03
      12      3.58122086E-03      3.58189495E-03
      13      2.16414725E-03      2.16455132E-03
      14      1.31221354E-03      1.31245679E-03
      15      7.98049441E-04      7.98196430E-04
      16      4.86656350E-04      4.86745472E-04
      17      2.97477223E-04      2.97531423E-04
      18      1.82223971E-04      1.82257022E-04
      19      1.11832777E-04      1.11852980E-04
      20      6.87456262E-05      6.87580018E-05
      21      4.23197226E-05      4.23273177E-05
      22      2.60843668E-05      2.60890357E-05
      23      1.60947287E-05      1.60976029E-05
      24      9.94000861E-06      9.94178020E-06
      25      6.14370986E-06      6.14480301E-06
      26      3.79982203E-06      3.80049717E-06
      27      2.35146421E-06      2.35188151E-06
      28      1.45584655E-06      1.45610466E-06
      29      9.01694643E-07      9.01854373E-07
      30      5.58649147E-07      5.58748044E-07
      31      3.46200577E-07      3.46261832E-07
      32      2.14586317E-07      2.14624270E-07
      33      1.33027577E-07      1.33051098E-07
      34      8.24764202E-08      8.24909995E-08
      35      5.11388739E-08      5.11479116E-08
      36      3.17097036E-08      3.17153065E-08
      37      1.96627065E-08      1.96661783E-08
      38      1.21925890E-08      1.21947413E-08
      39      7.56031878E-09      7.56165040E-09
      40      4.68775679E-09      4.68858612E-09
      41      2.90648995E-09      2.90700549E-09
      42      1.80199959E-09      1.80231838E-09
      43      1.11713638E-09      1.11733100E-09
      44      6.92449323E-10      6.92570003E-10
      45      4.29195473E-10      4.29274298E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.19787E-16  0.000E+00  1.735E-08  1.090E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.19787E-16  2.268E-10  1.735E-08  1.090E-08  4.209E-18  5.387E-18  1.00E-07
  1.250E-04 4.19787E-16  2.835E-10  1.735E-08  1.090E-08  5.262E-18  6.734E-18  1.00E-07
  1.500E-04 4.19787E-16  3.402E-10  1.735E-08  1.090E-08  6.314E-18  8.080E-18  1.00E-07
  1.750E-04 4.19787E-16  3.969E-10  1.735E-08  1.090E-08  7.366E-18  9.427E-18  1.00E-07
  2.000E-04 4.19787E-16  4.536E-10  1.735E-08  1.090E-08  8.418E-18  1.077E-17  1.00E-07
  2.250E-04 4.19787E-16  5.103E-10  1.735E-08  1.090E-08  9.471E-18  1.212E-17  1.00E-07
  2.500E-04 4.19787E-16  5.670E-10  1.735E-08  1.090E-08  1.052E-17  1.347E-17  1.00E-07
  2.750E-04 4.19787E-16  6.237E-10  1.735E-08  1.090E-08  1.158E-17  1.481E-17  1.00E-07
  3.000E-04 4.19787E-16  6.804E-10  1.735E-08  1.090E-08  1.263E-17  1.616E-17  1.00E-07
  3.250E-04 4.19787E-16  7.370E-10  1.735E-08  1.090E-08  1.368E-17  1.751E-17  1.00E-07
  3.500E-04 4.19787E-16  7.937E-10  1.735E-08  1.090E-08  1.473E-17  1.885E-17  1.00E-07
  3.750E-04 4.19787E-16  8.504E-10  1.735E-08  1.090E-08  1.578E-17  2.020E-17  1.00E-07
  4.000E-04 4.19787E-16  9.071E-10  1.735E-08  1.090E-08  1.684E-17  2.155E-17  1.00E-07
  4.250E-04 4.19787E-16  9.638E-10  1.735E-08  1.090E-08  1.789E-17  2.289E-17  1.00E-07
  4.500E-04 4.19787E-16  1.021E-09  1.735E-08  1.090E-08  1.894E-17  2.424E-17  1.00E-07
  4.750E-04 4.19787E-16  1.077E-09  1.735E-08  1.090E-08  1.999E-17  2.559E-17  1.00E-07
  5.000E-04 4.19787E-16  1.134E-09  1.735E-08  1.090E-08  2.105E-17  2.693E-17  1.00E-07
  5.250E-04 4.19787E-16  1.191E-09  1.735E-08  1.090E-08  2.210E-17  2.828E-17  1.00E-07
  5.500E-04 4.19787E-16  1.247E-09  1.735E-08  1.090E-08  2.315E-17  2.963E-17  1.00E-07
