

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.68000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.43409079E-01      0.00000000E+00
       1      2.63022979E-01      2.63102910E-01
       2      1.42700328E-01      1.42732646E-01
       3      8.03852617E-02      8.04016826E-02
       4      4.60595800E-02      4.60685585E-02
       5      2.66251673E-02      2.66302361E-02
       6      1.54645833E-02      1.54674909E-02
       7      9.00510353E-03      9.00678575E-03
       8      5.25020744E-03      5.25118516E-03
       9      3.06238725E-03      3.06295686E-03
      10      1.78621149E-03      1.78654370E-03
      11      1.04152759E-03      1.04172141E-03
      12      6.07017968E-04      6.07131036E-04
      13      3.53578184E-04      3.53644119E-04
      14      2.05827439E-04      2.05865869E-04
      15      1.19742549E-04      1.19764934E-04
      16      6.96181591E-05      6.96311900E-05
      17      4.04512077E-05      4.04587885E-05
      18      2.34900641E-05      2.34944714E-05
      19      1.36329841E-05      1.36355449E-05
      20      7.90792559E-06      7.90941260E-06
      21      4.58469215E-06      4.58555513E-06
      22      2.65671266E-06      2.65721323E-06
      23      1.53877912E-06      1.53906932E-06
      24      8.90872074E-07      8.91040232E-07
      25      5.15550527E-07      5.15647923E-07
      26      2.98231107E-07      2.98287495E-07
      27      1.72452334E-07      1.72484964E-07
      28      9.96844379E-08      9.97033156E-08
      29      5.76016721E-08      5.76125850E-08
      30      3.32736185E-08      3.32799273E-08
      31      1.92144524E-08      1.92180975E-08
      32      1.10923386E-08      1.10944456E-08
      33      6.40169167E-09      6.40290729E-09
      34      3.69358176E-09      3.69428371E-09
      35      2.13052262E-09      2.13093070E-09
      36      1.22857029E-09      1.22880397E-09
      37      7.08253553E-10      7.08393068E-10
      38      4.08222222E-10      4.08301048E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.28769E-17  0.000E+00  5.650E-09  9.764E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.28769E-17 -1.234E-11  5.650E-09  9.764E-10  1.712E-18  2.599E-19  1.00E-07
  1.250E-04 3.28769E-17 -1.543E-11  5.650E-09  9.764E-10  2.140E-18  3.249E-19  1.00E-07
  1.500E-04 3.28769E-17 -1.851E-11  5.650E-09  9.764E-10  2.568E-18  3.899E-19  1.00E-07
  1.750E-04 3.28769E-17 -2.160E-11  5.650E-09  9.764E-10  2.996E-18  4.548E-19  1.00E-07
  2.000E-04 3.28769E-17 -2.469E-11  5.650E-09  9.764E-10  3.424E-18  5.198E-19  1.00E-07
  2.250E-04 3.28769E-17 -2.777E-11  5.650E-09  9.764E-10  3.851E-18  5.848E-19  1.00E-07
  2.500E-04 3.28769E-17 -3.086E-11  5.650E-09  9.764E-10  4.279E-18  6.498E-19  1.00E-07
  2.750E-04 3.28769E-17 -3.394E-11  5.650E-09  9.764E-10  4.707E-18  7.147E-19  1.00E-07
  3.000E-04 3.28769E-17 -3.703E-11  5.650E-09  9.764E-10  5.135E-18  7.797E-19  1.00E-07
  3.250E-04 3.28769E-17 -4.012E-11  5.650E-09  9.764E-10  5.563E-18  8.447E-19  1.00E-07
  3.500E-04 3.28769E-17 -4.320E-11  5.650E-09  9.764E-10  5.991E-18  9.097E-19  1.00E-07
  3.750E-04 3.28769E-17 -4.629E-11  5.650E-09  9.764E-10  6.419E-18  9.747E-19  1.00E-07
  4.000E-04 3.28769E-17 -4.937E-11  5.650E-09  9.764E-10  6.847E-18  1.040E-18  1.00E-07
  4.250E-04 3.28769E-17 -5.246E-11  5.650E-09  9.764E-10  7.275E-18  1.105E-18  1.00E-07
  4.500E-04 3.28769E-17 -5.554E-11  5.650E-09  9.764E-10  7.703E-18  1.170E-18  1.00E-07
