 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 1.78000E+02 eV = 6.54138E+00 a.u.
 #
 # Element:  C,  Z =   6,  atomic weight = 1.20107E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  6
 #
 # Electron density: Read from file z_006.den   
 #                   Number of data points =  725
 #                   Volume integral = 6.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 2.01044E-16 cm**2 = 7.17943E+00 a0**2
 # 1st transport cross section = 5.85836E-17 cm**2 = 2.09206E+00 a0**2
 # 2nd transport cross section = 8.54786E-17 cm**2 = 3.05250E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  4.18032E-16  1.49282E+01  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  4.18032E-16  1.49282E+01  2.27845E-10  1.0E-07
  1.250E-04  1.18994E-12  4.18032E-16  1.49282E+01  2.84806E-10  1.0E-07
  1.500E-04  1.71346E-12  4.18032E-16  1.49282E+01  3.41767E-10  1.0E-07
  1.750E-04  2.33225E-12  4.18032E-16  1.49282E+01  3.98728E-10  1.0E-07
  2.000E-04  3.04617E-12  4.18032E-16  1.49282E+01  4.55689E-10  1.0E-07
  2.250E-04  3.85530E-12  4.18032E-16  1.49282E+01  5.12650E-10  1.0E-07
  2.500E-04  4.75964E-12  4.18032E-16  1.49282E+01  5.69612E-10  1.0E-07
  2.750E-04  5.75917E-12  4.18032E-16  1.49282E+01  6.26573E-10  1.0E-07
  3.000E-04  6.85391E-12  4.18032E-16  1.49282E+01  6.83534E-10  1.0E-07
  3.250E-04  8.04379E-12  4.18032E-16  1.49282E+01  7.40495E-10  1.0E-07
  3.500E-04  9.32893E-12  4.18032E-16  1.49282E+01  7.97456E-10  1.0E-07
  3.750E-04  1.07092E-11  4.18032E-16  1.49282E+01  8.54417E-10  1.0E-07
  4.000E-04  1.21847E-11  4.18032E-16  1.49282E+01  9.11378E-10  1.0E-07
  4.250E-04  1.37554E-11  4.18032E-16  1.49282E+01  9.68340E-10  1.0E-07
  4.500E-04  1.54213E-11  4.18032E-16  1.49282E+01  1.02530E-09  1.0E-07
  4.750E-04  1.71823E-11  4.18032E-16  1.49282E+01  1.08226E-09  1.0E-07
  5.000E-04  1.90386E-11  4.18032E-16  1.49282E+01  1.13922E-09  1.0E-07
  5.250E-04  2.09900E-11  4.18032E-16  1.49282E+01  1.19618E-09  1.0E-07
