

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.78000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -4.69170323E-01      0.00000000E+00
       1      1.40307217E+00      1.40418168E+00
       2      7.52394747E-01      7.52651863E-01
       3      4.21898908E-01      4.22006302E-01
       4      2.39416332E-01      2.39470462E-01
       5      1.37047753E-01      1.37076869E-01
       6      7.91512793E-02      7.91674556E-02
       7      4.60941418E-02      4.61033145E-02
       8      2.70395759E-02      2.70448523E-02
       9      1.59623136E-02      1.59653812E-02
      10      9.47490665E-03      9.47670491E-03
      11      5.65125451E-03      5.65231581E-03
      12      3.38505210E-03      3.38568201E-03
      13      2.03532393E-03      2.03569963E-03
      14      1.22792783E-03      1.22815287E-03
      15      7.43063065E-04      7.43198378E-04
      16      4.50867557E-04      4.50949194E-04
      17      2.74227978E-04      2.74277381E-04
      18      1.67145113E-04      1.67175090E-04
      19      1.02066778E-04      1.02085012E-04
      20      6.24285332E-05      6.24396471E-05
      21      3.82382717E-05      3.82450587E-05
      22      2.34502249E-05      2.34543762E-05
      23      1.43964381E-05      1.43989809E-05
      24      8.84618416E-06      8.84774367E-06
      25      5.43989822E-06      5.44085567E-06
      26      3.34739739E-06      3.34798574E-06
      27      2.06091260E-06      2.06127442E-06
      28      1.26942614E-06      1.26964880E-06
      29      7.82196169E-07      7.82333259E-07
      30      4.82118518E-07      4.82202958E-07
      31      2.97231822E-07      2.97283857E-07
      32      1.83280834E-07      1.83312909E-07
      33      1.13031510E-07      1.13051286E-07
      34      6.97149476E-08      6.97271391E-08
      35      4.30012165E-08      4.30087377E-08
      36      2.65247814E-08      2.65294203E-08
      37      1.63617703E-08      1.63646318E-08
      38      1.00926723E-08      1.00944356E-08
      39      6.22541426E-09      6.22650235E-09
      40      3.83980524E-09      3.84047493E-09
      41      2.36827811E-09      2.36868980E-09
      42      1.46059865E-09      1.46085535E-09
      43      9.00686931E-10      9.00842490E-10
      44      5.55379579E-10      5.55475844E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.18032E-16  0.000E+00  1.728E-08  1.094E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.18032E-16  2.278E-10  1.728E-08  1.094E-08  4.026E-18  5.306E-18  1.00E-07
  1.250E-04 4.18032E-16  2.848E-10  1.728E-08  1.094E-08  5.033E-18  6.632E-18  1.00E-07
  1.500E-04 4.18032E-16  3.418E-10  1.728E-08  1.094E-08  6.039E-18  7.959E-18  1.00E-07
  1.750E-04 4.18032E-16  3.987E-10  1.728E-08  1.094E-08  7.046E-18  9.285E-18  1.00E-07
  2.000E-04 4.18032E-16  4.557E-10  1.728E-08  1.094E-08  8.052E-18  1.061E-17  1.00E-07
  2.250E-04 4.18032E-16  5.127E-10  1.728E-08  1.094E-08  9.059E-18  1.194E-17  1.00E-07
  2.500E-04 4.18032E-16  5.696E-10  1.728E-08  1.094E-08  1.007E-17  1.326E-17  1.00E-07
  2.750E-04 4.18032E-16  6.266E-10  1.728E-08  1.094E-08  1.107E-17  1.459E-17  1.00E-07
  3.000E-04 4.18032E-16  6.835E-10  1.728E-08  1.094E-08  1.208E-17  1.592E-17  1.00E-07
  3.250E-04 4.18032E-16  7.405E-10  1.728E-08  1.094E-08  1.309E-17  1.724E-17  1.00E-07
  3.500E-04 4.18032E-16  7.975E-10  1.728E-08  1.094E-08  1.409E-17  1.857E-17  1.00E-07
  3.750E-04 4.18032E-16  8.544E-10  1.728E-08  1.094E-08  1.510E-17  1.990E-17  1.00E-07
  4.000E-04 4.18032E-16  9.114E-10  1.728E-08  1.094E-08  1.610E-17  2.122E-17  1.00E-07
  4.250E-04 4.18032E-16  9.683E-10  1.728E-08  1.094E-08  1.711E-17  2.255E-17  1.00E-07
  4.500E-04 4.18032E-16  1.025E-09  1.728E-08  1.094E-08  1.812E-17  2.388E-17  1.00E-07
  4.750E-04 4.18032E-16  1.082E-09  1.728E-08  1.094E-08  1.912E-17  2.520E-17  1.00E-07
  5.000E-04 4.18032E-16  1.139E-09  1.728E-08  1.094E-08  2.013E-17  2.653E-17  1.00E-07
  5.250E-04 4.18032E-16  1.196E-09  1.728E-08  1.094E-08  2.114E-17  2.785E-17  1.00E-07
  5.500E-04 4.18032E-16  1.253E-09  1.728E-08  1.094E-08  2.214E-17  2.918E-17  1.00E-07
