 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 9.40000E+01 eV = 3.45444E+00 a.u.
 #
 #  ***  WARNING: Energy is too low.
 #                The reliability of the results is questionable.
 #
 # Element:  C,  Z =   6,  atomic weight = 1.20107E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  6
 #
 # Electron density: Read from file z_006.den   
 #                   Number of data points =  725
 #                   Volume integral = 6.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 3.05638E-16 cm**2 = 1.09145E+01 a0**2
 # 1st transport cross section = 1.38508E-16 cm**2 = 4.94622E+00 a0**2
 # 2nd transport cross section = 1.55366E-16 cm**2 = 5.54824E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  3.75858E-16  1.34221E+01  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  3.75858E-16  1.34221E+01  2.43627E-10  1.0E-07
  1.250E-04  1.18994E-12  3.75858E-16  1.34221E+01  3.04534E-10  1.0E-07
  1.500E-04  1.71346E-12  3.75858E-16  1.34221E+01  3.65441E-10  1.0E-07
  1.750E-04  2.33225E-12  3.75858E-16  1.34221E+01  4.26348E-10  1.0E-07
  2.000E-04  3.04617E-12  3.75858E-16  1.34221E+01  4.87255E-10  1.0E-07
  2.250E-04  3.85530E-12  3.75858E-16  1.34221E+01  5.48162E-10  1.0E-07
  2.500E-04  4.75964E-12  3.75858E-16  1.34221E+01  6.09069E-10  1.0E-07
  2.750E-04  5.75917E-12  3.75858E-16  1.34221E+01  6.69976E-10  1.0E-07
  3.000E-04  6.85391E-12  3.75858E-16  1.34221E+01  7.30882E-10  1.0E-07
  3.250E-04  8.04379E-12  3.75858E-16  1.34221E+01  7.91789E-10  1.0E-07
  3.500E-04  9.32893E-12  3.75858E-16  1.34221E+01  8.52696E-10  1.0E-07
  3.750E-04  1.07092E-11  3.75858E-16  1.34221E+01  9.13603E-10  1.0E-07
  4.000E-04  1.21847E-11  3.75858E-16  1.34221E+01  9.74510E-10  1.0E-07
  4.250E-04  1.37554E-11  3.75858E-16  1.34221E+01  1.03542E-09  1.0E-07
  4.500E-04  1.54213E-11  3.75858E-16  1.34221E+01  1.09632E-09  1.0E-07
  4.750E-04  1.71823E-11  3.75858E-16  1.34221E+01  1.15723E-09  1.0E-07
  5.000E-04  1.90386E-11  3.75858E-16  1.34221E+01  1.21814E-09  1.0E-07
  5.250E-04  2.09900E-11  3.75858E-16  1.34221E+01  1.27904E-09  1.0E-07
  5.500E-04  2.30367E-11  3.75858E-16  1.34221E+01  1.33995E-09  1.0E-07
  5.750E-04  2.51785E-11  3.75858E-16  1.34221E+01  1.40086E-09  1.0E-07
  6.000E-04  2.74156E-11  3.75858E-16  1.34221E+01  1.46176E-09  1.0E-07
  6.250E-04  2.97478E-11  3.75858E-16  1.34221E+01  1.52267E-09  1.0E-07
  6.500E-04  3.21752E-11  3.75858E-16  1.34221E+01  1.58358E-09  1.0E-07
  6.750E-04  3.46979E-11  3.75858E-16  1.34221E+01  1.64449E-09  1.0E-07
  7.000E-04  3.73157E-11  3.75858E-16  1.34221E+01  1.70539E-09  1.0E-07
  7.250E-04  4.00286E-11  3.75858E-16  1.34221E+01  1.76630E-09  1.0E-07
  7.500E-04  4.28368E-11  3.75858E-16  1.34221E+01  1.82721E-09  1.0E-07
  7.750E-04  4.57402E-11  3.75858E-16  1.34221E+01  1.88811E-09  1.0E-07
  8.000E-04  4.87388E-11  3.75858E-16  1.34221E+01  1.94902E-09  1.0E-07
  8.250E-04  5.18325E-11  3.75858E-16  1.34221E+01  2.00993E-09  1.0E-07
  8.500E-04  5.50215E-11  3.75858E-16  1.34221E+01  2.07083E-09  1.0E-07
  8.750E-04  5.83057E-11  3.75858E-16  1.34221E+01  2.13174E-09  1.0E-07
  9.000E-04  6.16850E-11  3.75858E-16  1.34221E+01  2.19265E-09  1.0E-07
  9.250E-04  6.51595E-11  3.75858E-16  1.34221E+01  2.25355E-09  1.0E-07
  9.500E-04  6.87293E-11  3.75858E-16  1.34221E+01  2.31446E-09  1.0E-07
  9.750E-04  7.23943E-11  3.75858E-16  1.34221E+01  2.37537E-09  1.0E-07
  1.000E-03  7.61544E-11  3.75858E-16  1.34221E+01  2.43627E-09  1.0E-07
  1.250E-03  1.18991E-10  3.75858E-16  1.34221E+01  3.04534E-09  1.0E-07
  1.500E-03  1.71347E-10  3.75858E-16  1.34221E+01  3.65441E-09  1.0E-07
  1.750E-03  2.33223E-10  3.75858E-16  1.34221E+01  4.26348E-09  1.0E-07
  2.000E-03  3.04617E-10  3.75858E-16  1.34221E+01  4.87255E-09  1.0E-07
  2.250E-03  3.85531E-10  3.75858E-16  1.34221E+01  5.48162E-09  1.0E-07
  2.500E-03  4.75965E-10  3.75858E-16  1.34221E+01  6.09069E-09  1.0E-07
  2.750E-03  5.75917E-10  3.75858E-16  1.34221E+01  6.69976E-09  1.0E-07
  3.000E-03  6.85389E-10  3.75858E-16  1.34221E+01  7.30882E-09  1.0E-07
  3.250E-03  8.04380E-10  3.75858E-16  1.34221E+01  7.91789E-09  1.0E-07
  3.500E-03  9.32891E-10  3.75858E-16  1.34221E+01  8.52696E-09  1.0E-07
  3.750E-03  1.07092E-09  3.75858E-16  1.34221E+01  9.13603E-09  1.0E-07
  4.000E-03  1.21847E-09  3.75858E-16  1.34221E+01  9.74510E-09  1.0E-07
  4.250E-03  1.37554E-09  3.75858E-16  1.34221E+01  1.03542E-08  1.0E-07
  4.500E-03  1.54213E-09  3.75858E-16  1.34221E+01  1.09632E-08  1.0E-07
  4.750E-03  1.71823E-09  3.75858E-16  1.34221E+01  1.15723E-08  1.0E-07
  5.000E-03  1.90386E-09  3.75858E-16  1.34221E+01  1.21814E-08  1.0E-07
  5.250E-03  2.09900E-09  3.75858E-16  1.34221E+01  1.27904E-08  1.0E-07
  5.500E-03  2.30367E-09  3.75858E-16  1.34221E+01  1.33995E-08  1.0E-07
  5.750E-03  2.51785E-09  3.75858E-16  1.34221E+01  1.40086E-08  1.0E-07
  6.000E-03  2.74156E-09  3.75858E-16  1.34221E+01  1.46176E-08  1.0E-07
  6.250E-03  2.97478E-09  3.75858E-16  1.34221E+01  1.52267E-08  1.0E-07
  6.500E-03  3.21752E-09  3.75858E-16  1.34221E+01  1.58358E-08  1.0E-07
  6.750E-03  3.46978E-09  3.75858E-16  1.34221E+01  1.64449E-08  1.0E-07
  7.000E-03  3.73156E-09  3.75858E-16  1.34221E+01  1.70539E-08  1.0E-07
  7.250E-03  4.00286E-09  3.75858E-16  1.34221E+01  1.76630E-08  1.0E-07
  7.500E-03  4.28368E-09  3.75858E-16  1.34221E+01  1.82721E-08  1.0E-07
  7.750E-03  4.57402E-09  3.75858E-16  1.34221E+01  1.88811E-08  1.0E-07
  8.000E-03  4.87388E-09  3.75858E-16  1.34221E+01  1.94902E-08  1.0E-07
  8.250E-03  5.18326E-09  3.75858E-16  1.34221E+01  2.00993E-08  1.0E-07
  8.500E-03  5.50215E-09  3.75858E-16  1.34221E+01  2.07083E-08  1.0E-07
  8.750E-03  5.83057E-09  3.75858E-16  1.34221E+01  2.13174E-08  1.0E-07
  9.000E-03  6.16850E-09  3.75858E-16  1.34221E+01  2.19265E-08  1.0E-07
  9.250E-03  6.51596E-09  3.75858E-16  1.34221E+01  2.25355E-08  1.0E-07
  9.500E-03  6.87293E-09  3.75858E-16  1.34221E+01  2.31446E-08  1.0E-07
  9.750E-03  7.23942E-09  3.75858E-16  1.34221E+01  2.37537E-08  1.0E-07
  1.000E-02  7.61544E-09  3.75858E-16  1.34221E+01  2.43627E-08  1.0E-07
  1.250E-02  1.18991E-08  3.75858E-16  1.34221E+01  3.04534E-08  1.0E-07
  1.500E-02  1.71347E-08  3.75858E-16  1.34221E+01  3.65441E-08  1.0E-07
  1.750E-02  2.33223E-08  3.75858E-16  1.34221E+01  4.26348E-08  1.0E-07
